area_id,area_name,b06007001,b06007001_moe,b06007002,b06007002_moe,b06007003,b06007003_moe,b06007004,b06007004_moe,b06007005,b06007005_moe,b06007006,b06007006_moe,b06007007,b06007007_moe,b06007008,b06007008_moe,b06007009,b06007009_moe,b06007010,b06007010_moe,b06007011,b06007011_moe,b06007012,b06007012_moe,b06007013,b06007013_moe,b06007014,b06007014_moe,b06007015,b06007015_moe,b06007016,b06007016_moe,b06007017,b06007017_moe,b06007018,b06007018_moe,b06007019,b06007019_moe,b06007020,b06007020_moe,b06007021,b06007021_moe,b06007022,b06007022_moe,b06007023,b06007023_moe,b06007024,b06007024_moe,b06007025,b06007025_moe,b06007026,b06007026_moe,b06007027,b06007027_moe,b06007028,b06007028_moe,b06007029,b06007029_moe,b06007030,b06007030_moe,b06007031,b06007031_moe,b06007032,b06007032_moe,b06007033,b06007033_moe,b06007034,b06007034_moe,b06007035,b06007035_moe,b06007036,b06007036_moe,b06007037,b06007037_moe,b06007038,b06007038_moe,b06007039,b06007039_moe,b06007040,b06007040_moe
BX27,Hunts Point,25185,1127,8066,876,16199,993,7488,666,8711,733,920,301,563,220,357,141,13291,964,6366,776,6616,630,5765,585,851,216,309,159,296,155,13,39,1365,284,1104,255,231,107,184,92,47,48,30,43,30,43,0,38,3278,411,206,91,3072,402,898,238,2174,333,0,38,0,38,0,38,7251,733,390,120,6280,708,641,174,5639,698,581,193,237,123,344,137
BX28,Van Cortlandt Village,46384,1646,13856,1087,26225,1501,15639,1121,10586,989,6303,858,3981,710,2322,421,21543,1380,10067,942,10494,1027,9741,1005,753,212,982,305,882,291,100,65,1968,401,1539,346,328,155,284,128,44,65,101,91,101,91,0,43,3068,494,126,74,2890,491,1491,317,1399,327,52,61,38,58,14,47,19805,1368,2124,401,12513,1136,4123,557,8390,911,5168,732,2960,565,2208,407
BX29,Spuyten Duyvil-Kingsbridge,27747,997,14759,875,8375,704,5125,574,3250,441,4613,668,2949,493,1664,354,13971,776,9620,684,3587,463,3170,455,417,180,764,248,725,247,39,48,3423,418,2870,379,266,143,249,139,17,46,287,125,261,123,26,42,1595,339,405,155,1151,302,566,198,585,194,39,42,29,41,10,39,8758,749,1864,322,3371,469,1140,243,2231,391,3523,585,1934,410,1589,353
BX30,Kingsbridge Heights,28783,1362,8243,1029,17884,1282,9852,850,8032,1004,2656,603,1684,492,972,318,11219,1037,5573,864,5137,588,4890,572,247,109,509,271,494,270,15,37,1117,241,846,200,244,134,244,134,0,38,27,42,16,37,11,38,2929,496,166,91,2763,488,1739,408,1024,257,0,38,0,38,0,38,13518,1192,1658,445,9740,1107,2979,601,6761,964,2120,503,1174,415,946,315
BX31,Allerton-Pelham Gardens,31646,1335,18556,1154,7078,851,5081,675,1997,379,6012,974,3797,663,2215,457,16456,1043,11506,918,3401,549,3165,528,236,127,1549,354,1398,340,151,88,2141,444,1728,336,270,147,200,112,70,84,143,165,70,72,73,115,2067,390,287,119,1469,304,804,206,665,186,311,232,206,158,105,94,10982,973,5035,704,1938,451,912,257,1026,301,4009,698,2123,491,1886,372
BX33,Longwood,23221,1161,7220,800,14816,1159,7129,695,7687,928,1185,457,726,354,459,209,11770,917,5632,759,5767,617,4868,595,899,258,371,225,327,219,44,52,1292,359,968,297,324,198,129,90,195,179,0,36,0,36,0,36,2848,491,174,102,2674,471,1023,258,1651,308,0,36,0,36,0,36,7311,937,446,165,6051,894,1109,241,4942,828,814,294,399,184,415,195
BX34,Melrose South-Mott Haven North,35493,1540,11062,1002,22567,1443,12023,1175,10544,1043,1864,548,1171,451,693,263,17037,1208,8366,949,8258,850,7309,794,949,282,413,210,338,202,75,75,1963,439,1654,380,300,197,229,187,71,65,9,42,9,42,0,42,4383,564,126,77,4256,558,1772,355,2484,381,1,41,0,42,1,41,12110,1313,916,278,9753,1238,2713,711,7040,1016,1441,463,824,386,617,226
BX35,Morrisania-Melrose,34827,1368,12862,1100,19004,1323,9915,818,9089,1026,2961,620,1749,444,1212,286,17503,1171,9559,1009,7170,737,6503,711,667,201,774,329,754,326,20,43,2238,358,1762,311,352,130,253,117,99,73,124,79,118,78,6,38,4005,624,215,107,3790,618,1508,316,2282,482,0,40,0,40,0,40,11081,1072,1326,376,7692,944,1651,350,6041,884,2063,435,877,259,1186,282
BX36,University Heights-Morris Heights,49681,1729,16652,1255,30138,1603,14117,1038,16021,1232,2891,622,1759,442,1132,359,21133,1372,10982,1012,9715,903,8781,850,934,261,436,253,409,244,27,81,3528,554,2891,511,591,196,358,150,233,129,46,63,46,63,0,51,3897,597,389,141,3476,575,1787,375,1689,355,32,58,32,58,0,51,21123,1477,2390,467,16356,1350,3191,530,13165,1205,2377,537,1272,348,1105,349
BX37,Van Nest-Morris Park-Westchester Square,27739,1191,10575,965,11802,1058,7825,838,3977,582,5362,750,2952,527,2410,435,15570,991,8531,827,5865,711,5477,693,388,139,1174,314,1089,311,85,59,1098,247,728,204,297,136,274,133,23,47,73,53,66,53,7,41,2185,336,129,69,1701,300,894,198,807,220,355,150,211,112,144,78,8886,825,1187,308,3939,590,1180,251,2759,527,3760,553,1586,311,2174,419
BX39,Mott Haven-Port Morris,47487,1537,15855,1068,30295,1435,12476,954,17819,1204,1337,353,423,141,914,309,24181,1215,12456,958,11529,892,8988,818,2541,443,196,100,149,89,47,65,2406,350,2076,321,284,137,240,133,44,57,46,60,46,60,0,50,6673,633,537,202,6121,595,2014,357,4107,477,15,53,15,53,0,50,14227,1149,786,284,12361,1104,1234,247,11127,1079,1080,310,213,110,867,288
BX40,Fordham South,23484,1189,7607,961,13901,1251,7693,848,6208,912,1976,525,1153,409,823,278,10377,1041,5217,813,4916,732,4600,717,316,137,244,156,225,152,19,32,1552,365,1235,337,276,141,251,139,25,36,41,73,41,73,0,32,2049,392,293,144,1715,363,995,263,720,193,41,54,41,54,0,32,9506,1083,862,266,6994,1054,1847,415,5147,898,1650,460,846,360,804,276
BX41,Mount Hope,47832,1599,12427,963,30927,1563,15485,1048,15442,1118,4478,779,2746,527,1732,421,18474,1037,8231,774,9678,809,8786,789,892,215,565,213,417,180,148,109,2488,378,1457,286,957,249,712,198,245,158,74,62,74,62,0,51,3810,529,373,145,3384,504,1398,284,1986,340,53,61,53,61,0,51,23060,1456,2366,435,16908,1293,4589,596,12319,1093,3786,694,2202,465,1584,399
BX43,Norwood,37130,1723,13673,1122,17978,1651,9227,855,8751,1379,5479,830,2318,489,3161,595,17133,1052,9134,874,7278,790,6247,687,1031,371,721,209,645,204,76,57,1545,331,1342,316,157,97,118,86,39,57,46,54,44,53,2,39,2663,433,214,144,2402,406,1224,288,1178,274,47,57,33,56,14,43,15789,1609,2983,730,8141,1259,1638,383,6503,1167,4665,743,1596,362,3069,592
BX44,Williamsbridge-Olinville,56538,1790,41157,1701,10269,963,6705,723,3564,537,5112,816,3468,608,1644,477,26279,1338,20679,1256,4749,626,4271,591,478,183,851,288,686,258,165,139,4047,441,3660,415,335,160,256,115,79,123,52,63,52,63,0,54,2782,438,851,274,1884,343,1072,253,812,210,47,64,16,58,31,57,23430,1287,15967,1087,3301,520,1106,264,2195,410,4162,702,2714,516,1448,422
BX46,Parkchester,28102,1063,15174,1062,8301,794,5997,766,2304,392,4627,790,2430,477,2197,537,14479,1122,9850,1006,4015,610,3373,567,642,240,614,212,483,184,131,79,1861,383,1647,349,184,140,184,140,0,36,30,48,9,38,21,47,2303,415,261,137,1923,369,1317,336,606,210,119,146,64,74,55,91,9459,998,3416,655,2179,437,1123,348,1056,265,3864,720,1874,422,1990,519
BX49,Pelham Parkway,27954,1140,11053,954,8375,844,5359,589,3016,567,8526,921,4660,637,3866,579,13144,889,8207,821,3549,485,3214,480,335,149,1388,316,1304,317,84,68,1452,281,1106,246,194,100,194,100,0,38,152,81,152,81,0,38,1790,337,195,116,1281,291,690,199,591,197,314,154,164,96,150,90,11568,1016,1545,351,3351,707,1261,359,2090,542,6672,789,3040,501,3632,579
BX52,Schuylerville-Throgs Neck-Edgewater Park,43796,1563,26046,1444,12747,1102,9495,933,3252,534,5003,885,2969,590,2034,455,31043,1510,22226,1364,6956,808,6525,798,431,168,1861,470,1683,461,178,119,2667,431,2196,386,297,144,264,145,33,55,174,105,127,83,47,74,2701,415,188,107,2430,403,1511,288,919,261,83,72,60,64,23,62,7385,934,1436,329,3064,630,1195,356,1869,424,2885,585,1099,294,1786,421
BX55,Soundview-Bruckner,32814,1334,11093,982,18894,1306,8862,755,10032,1108,2827,618,1226,354,1601,439,14068,977,7073,814,6517,636,5844,614,673,211,478,205,382,199,96,101,1039,221,922,205,94,83,82,82,12,42,23,38,13,37,10,41,3780,604,244,91,3416,582,1474,340,1942,421,120,140,120,140,0,40,13927,1289,2854,590,8867,1143,1462,325,7405,1079,2206,502,711,224,1495,410
BX59,Westchester-Unionport,25467,1382,8895,1068,12593,1012,8249,743,4344,720,3979,730,2250,474,1729,408,13089,1159,6268,930,6194,685,5772,650,422,156,627,194,603,195,24,45,1211,282,779,211,316,165,305,163,11,40,116,88,103,86,13,39,2734,421,335,145,2051,354,1182,258,869,242,348,206,311,179,37,45,8433,1019,1513,467,4032,772,990,246,3042,663,2888,561,1233,307,1655,402
BX62,Woodlawn-Wakefield,42675,1556,33821,1489,5750,869,3913,628,1837,437,3104,673,2213,547,891,298,19460,1209,16256,1107,2662,525,2563,522,99,78,542,177,498,168,44,60,2566,383,2335,366,193,117,139,91,54,91,38,56,38,56,0,48,1488,332,469,176,1001,282,584,186,417,174,18,49,9,48,9,49,19161,1190,14761,1031,1894,495,627,207,1267,393,2506,607,1668,495,838,290
BX63,West Concourse,36112,1374,8082,838,23936,1489,10722,943,13214,1224,4094,773,2424,546,1670,478,13944,1000,5057,679,8159,818,6937,756,1222,325,728,252,626,238,102,87,1353,310,1012,254,322,162,147,96,175,121,19,41,19,41,0,42,2585,512,194,109,2391,501,1444,409,947,258,0,42,0,42,0,42,18230,1264,1819,460,13064,1208,2194,446,10870,1085,3347,634,1779,441,1568,425
BX75,Crotona Park East,18182,919,6011,660,11007,814,5844,560,5163,566,1164,374,789,301,375,195,8335,749,4192,568,4047,479,3779,475,268,100,96,87,96,87,0,29,851,219,665,184,186,111,186,111,0,29,0,29,0,29,0,29,1950,349,124,112,1826,341,810,214,1016,250,0,29,0,29,0,29,7046,733,1030,285,4948,613,1069,266,3879,531,1068,344,693,270,375,195
BX98,Rikers Island,9741,583,6362,517,3025,244,349,101,2676,250,354,103,14,17,340,101,6530,451,5201,423,1289,145,232,76,1057,140,40,28,7,12,33,25,757,163,622,159,128,59,14,19,114,54,7,12,7,12,0,17,909,157,38,33,871,152,83,47,788,142,0,17,0,17,0,17,1545,228,501,155,737,148,20,21,717,145,307,100,0,17,307,100
BX99,park-cemetery-etc-Bronx,1241,238,383,137,576,177,376,118,200,105,282,118,235,108,47,40,570,164,290,124,237,87,230,86,7,31,43,45,43,45,0,32,51,38,51,38,0,32,0,32,0,32,0,32,0,32,0,32,106,81,11,32,95,73,58,57,37,55,0,32,0,32,0,32,514,140,31,40,244,125,88,57,156,98,239,106,192,100,47,40
MN01,Marble Hill-Inwood,47155,1865,12125,914,33441,1910,14173,1128,19268,1559,1589,404,1210,351,379,186,16194,1166,6428,711,9621,931,8442,893,1179,306,145,71,135,71,10,42,4790,548,4335,528,358,155,303,142,55,53,97,87,89,86,8,41,2270,513,192,97,2078,508,963,284,1115,398,0,41,0,41,0,41,23901,1760,1170,261,21384,1754,4465,690,16919,1510,1347,397,986,342,361,184
MN03,Central Harlem North-Polo Grounds,73726,2126,51919,1965,14572,1297,8184,827,6388,944,7235,1129,4572,765,2663,697,40376,1901,33688,1796,5241,693,4464,618,777,285,1447,393,1284,381,163,110,15099,969,14012,929,740,216,716,215,24,60,347,166,344,167,3,57,1722,355,597,217,1081,281,634,197,447,181,44,69,33,61,11,59,16529,1484,3622,583,7510,1059,2370,507,5140,846,5397,884,2911,507,2486,648
MN04,Hamilton Heights,48601,1860,22324,1354,22579,1637,11094,1085,11485,1280,3698,622,2859,555,839,316,19547,1420,11765,1182,7045,816,6338,785,707,247,737,256,681,249,56,69,8928,785,8099,761,614,241,464,205,150,118,215,112,199,109,16,49,1705,410,295,140,1348,377,671,258,677,249,62,81,45,79,17,50,18421,1400,2165,446,13572,1342,3621,690,9951,1184,2684,498,1934,431,750,301
MN06,Manhattanville,22525,1158,8762,916,12025,991,5719,760,6306,715,1738,519,1003,338,735,335,9193,838,5041,688,3924,579,3429,552,495,220,228,118,226,118,2,30,3014,546,2769,542,223,157,175,106,48,81,22,35,22,35,0,34,876,237,76,63,800,225,413,182,387,137,0,34,0,34,0,34,9442,945,876,268,7078,775,1702,386,5376,679,1488,497,755,309,733,335
MN09,Morningside Heights,52511,2094,31109,1775,10267,1006,6237,835,4030,633,11135,1104,8683,911,2452,482,17679,1276,12671,1161,3595,616,3197,602,398,186,1413,379,1358,381,55,53,17607,1328,14943,1182,767,256,720,250,47,60,1897,344,1813,333,84,66,1673,315,345,113,1127,254,424,161,703,197,201,151,201,151,0,45,15552,1221,3150,616,4778,703,1896,444,2882,572,7624,873,5311,660,2313,468
MN11,Central Harlem South,43217,1515,29972,1401,6875,803,4162,609,2713,468,6370,880,4164,688,2206,525,21553,1390,17362,1283,2943,528,2494,500,449,162,1248,349,1070,335,178,118,9933,821,9019,752,353,149,307,145,46,48,561,200,479,176,82,98,1540,324,538,174,870,262,512,184,358,156,132,85,116,83,16,49,10191,833,3053,502,2709,456,849,206,1860,392,4429,622,2499,415,1930,454
MN12,Upper West Side,128203,2776,92811,2622,15219,1470,9755,1215,5464,842,20173,1610,15735,1345,4438,743,54669,2180,44719,1953,5521,845,4699,790,822,296,4429,688,4308,686,121,87,40893,1878,37378,1788,1520,608,1457,606,63,78,1995,398,1800,366,195,124,4107,549,1709,402,2103,370,1159,307,944,238,295,142,236,124,59,92,28534,1648,9005,809,6075,899,2440,464,3635,726,13454,1294,9391,1031,4063,722
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,66541,1728,47106,1588,8153,967,5659,780,2494,511,11282,1014,8660,867,2622,490,25244,1255,20027,1116,3302,599,2681,567,621,235,1915,361,1758,349,157,85,24044,1313,21763,1242,852,235,819,238,33,58,1429,314,1290,293,139,95,1834,384,514,207,1023,289,643,239,380,159,297,141,253,131,44,73,15419,1070,4802,607,2976,505,1516,342,1460,372,7641,816,5359,670,2282,465
MN14,Lincoln Square,55597,2000,41264,1833,4794,802,3845,719,949,356,9539,1006,7326,823,2213,418,23092,1645,19724,1499,1799,486,1703,494,96,105,1569,376,1415,354,154,101,18581,1288,17064,1233,515,191,507,192,8,48,1002,263,957,260,45,61,1731,455,546,214,965,384,506,260,459,279,220,108,186,103,34,55,12193,1020,3930,537,1515,381,1129,358,386,162,6748,813,4768,645,1980,399
MN15,Clinton,41768,1382,27511,1279,6950,895,4034,648,2916,580,7307,798,5253,625,2054,392,13632,1001,10943,901,1856,421,1695,404,161,107,833,293,762,279,71,67,14698,996,13277,965,552,213,426,192,126,82,869,260,804,250,65,61,1189,319,272,114,849,294,427,195,422,166,68,72,68,72,0,43,12249,992,3019,504,3693,660,1486,366,2207,550,5537,665,3619,529,1918,373
MN17,Midtown-Midtown South,27340,1090,18067,1071,1896,331,1263,264,633,186,7377,734,5438,648,1939,336,8217,839,7146,801,451,153,434,152,17,52,620,194,567,187,53,72,9967,808,8596,755,160,88,142,85,18,50,1211,317,1110,303,101,68,678,185,337,134,281,113,199,97,82,72,60,61,51,61,9,51,8478,716,1988,325,1004,249,488,157,516,177,5486,609,3710,516,1776,327
MN19,Turtle Bay-East Midtown,46458,1574,33386,1488,2558,456,2115,420,443,176,10514,1032,8024,857,2490,479,18906,1121,16650,1081,642,245,540,218,102,106,1614,322,1527,308,87,95,14489,1135,12943,1083,499,169,470,166,29,49,1047,278,989,282,58,75,900,228,362,160,398,152,366,148,32,59,140,90,108,75,32,69,12163,1092,3431,533,1019,267,739,226,280,143,7713,940,5400,746,2313,465
MN20,Murray Hill-Kips Bay,47625,1859,33448,1709,4339,905,3226,820,1113,335,9838,964,6855,809,2983,538,18688,1385,15443,1188,1419,405,1167,376,252,151,1826,535,1658,528,168,97,17069,1349,15387,1325,703,315,649,313,54,59,979,269,785,239,194,134,1000,273,453,187,351,175,198,105,153,138,196,107,152,99,44,56,10868,1066,2165,390,1866,640,1212,576,654,241,6837,750,4260,554,2577,493
MN21,Gramercy,25414,1212,19983,1054,1405,380,979,280,426,254,4026,649,3343,599,683,209,10330,805,9267,774,337,174,296,162,41,56,726,246,618,227,108,75,9517,893,8610,847,198,93,183,93,15,42,709,227,709,227,0,34,814,308,252,131,402,214,200,102,202,168,160,180,160,180,0,34,4753,549,1854,331,468,172,300,145,168,106,2431,459,1856,406,575,198
MN22,East Village,42863,1911,30023,1588,3980,607,2768,466,1212,303,8860,992,5983,811,2877,496,12533,1032,10377,972,1001,258,903,251,98,68,1155,302,1047,299,108,70,18402,1381,16144,1266,699,205,618,199,81,62,1559,397,1423,399,136,93,1565,402,329,138,1050,361,499,212,551,209,186,100,122,85,64,64,10363,997,3173,543,1230,346,748,259,482,198,5960,770,3391,558,2569,482
MN23,West Village,64985,1904,50139,1782,3179,556,2731,474,448,188,11667,1161,9844,978,1823,528,23892,1253,20624,1197,884,264,823,258,61,78,2384,415,2244,407,140,85,27428,1373,24466,1317,887,220,806,208,81,72,2075,409,1998,407,77,67,1361,297,641,195,307,133,301,132,6,56,413,169,380,159,33,63,12304,1055,4408,508,1101,296,801,231,300,171,6795,879,5222,659,1573,513
MN24,SoHo-TriBeCa-Civic Center-Little Italy,37963,1531,25962,1358,1778,479,1082,284,696,343,10223,979,5496,625,4727,710,12773,1062,10276,958,539,229,479,218,60,84,1958,406,1641,332,317,169,13918,1009,12730,995,264,105,237,98,27,53,924,233,808,222,116,81,512,166,242,134,179,85,166,84,13,45,91,75,91,75,0,42,10760,922,2714,431,796,340,200,121,596,318,7250,795,2956,414,4294,660
MN25,Battery Park City-Lower Manhattan,35076,1435,23465,1227,2932,1082,2345,817,587,519,8679,866,6444,727,2235,459,11049,1067,8903,816,982,702,947,701,35,57,1164,322,1125,315,39,65,12231,894,10950,883,303,131,303,131,0,42,978,263,916,258,62,58,777,239,315,137,260,141,218,131,42,58,202,118,188,115,14,46,11019,1128,3297,563,1387,791,877,326,510,516,6335,739,4215,597,2120,441
MN27,Chinatown,44932,1688,12812,1082,4696,649,2728,540,1968,372,27424,1580,7710,824,19714,1260,12449,1027,5368,696,1966,473,1767,481,199,92,5115,656,3902,572,1213,313,5556,607,4470,553,441,206,422,204,19,50,645,198,541,173,104,88,1142,249,248,127,734,193,334,124,400,158,160,88,96,67,64,67,25785,1431,2726,567,1555,346,205,101,1350,346,21504,1372,3171,541,18333,1227
MN28,Lower East Side,71038,1970,29278,1557,22130,1379,13098,1230,9032,794,19630,1459,7000,878,12630,1128,30104,1689,16358,1318,9892,1016,8258,976,1634,368,3854,715,3475,682,379,182,9902,872,8585,818,589,217,581,217,8,55,728,249,667,242,61,79,8102,703,764,236,7183,686,2832,453,4351,525,155,78,131,73,24,59,22930,1375,3571,534,4466,661,1427,400,3039,498,14893,1191,2727,481,12166,1080
MN31,Lenox Hill-Roosevelt Island,76381,2375,55138,2068,4590,829,3529,749,1061,323,16653,1536,12704,1215,3949,774,31327,1676,27554,1548,1654,524,1436,517,218,105,2119,476,1963,467,156,103,22832,1433,21090,1379,611,215,551,207,60,70,1131,311,1100,307,31,64,1319,320,667,198,440,203,296,171,144,120,212,123,196,120,16,57,20903,1515,5827,759,1885,457,1246,352,639,285,13191,1327,9445,968,3746,767
MN32,Yorkville,74018,1932,53975,1862,6278,1046,4392,894,1886,532,13765,1344,10628,1133,3137,616,34428,1688,29904,1621,1836,420,1551,392,285,154,2688,606,2527,597,161,108,20735,1279,18941,1258,617,200,528,189,89,66,1177,297,1073,278,104,109,2113,563,401,148,1404,517,715,264,689,453,308,155,274,146,34,73,16742,1343,4729,638,2421,766,1598,698,823,279,9592,1095,6754,857,2838,593
MN33,East Harlem South,56362,1801,25728,1459,22229,1510,13141,1193,9088,1020,8405,1054,4880,708,3525,666,27225,1391,16565,1188,9820,995,8614,964,1206,293,840,278,801,275,39,53,7595,778,6198,665,845,279,602,208,243,186,552,174,505,168,47,64,4975,564,308,109,4446,528,1895,363,2551,404,221,162,190,155,31,68,16567,1394,2657,460,7118,1047,2030,395,5088,906,6792,904,3384,540,3408,654
MN34,East Harlem North,56234,1946,25989,1574,25642,1759,14225,1324,11417,1230,4603,790,2980,571,1623,431,30917,1604,18433,1455,11172,1042,9409,1007,1763,366,1312,372,1183,358,129,90,6155,673,5485,642,564,188,455,182,109,82,106,71,93,67,13,55,4785,558,310,119,4424,536,1962,400,2462,386,51,63,38,62,13,51,14377,1379,1761,402,9482,1231,2399,588,7083,1071,3134,576,1666,351,1468,392
MN35,Washington Heights North,67324,2064,19673,1121,42245,2008,20238,1392,22007,1511,5406,741,3337,585,2069,414,23233,1326,8794,785,13652,1077,12155,1038,1497,326,787,266,704,255,83,85,9063,776,7555,696,960,291,860,278,100,87,548,256,517,254,31,55,2341,438,412,158,1864,406,1001,288,863,255,65,60,65,60,0,52,32687,1765,2912,495,25769,1674,6222,875,19547,1421,4006,578,2051,358,1955,407
MN36,Washington Heights South,84757,2680,20916,1368,57716,2826,22901,1657,34815,2287,6125,863,3835,534,2290,666,27914,1716,9884,958,17255,1497,14821,1414,2434,512,775,253,775,253,0,56,8757,809,7373,722,842,269,626,228,216,154,542,175,496,171,46,66,2921,476,318,139,2385,419,1179,289,1206,306,218,150,180,136,38,69,45165,2401,3341,657,37234,2293,6275,726,30959,2100,4590,761,2384,441,2206,661
MN40,Upper East Side-Carnegie Hill,56063,1682,44461,1534,3113,602,2596,538,517,187,8489,970,7252,898,1237,267,28634,1288,25312,1218,1108,333,982,324,126,88,2214,453,2126,449,88,71,16403,976,15157,949,304,152,187,113,117,111,942,236,829,218,113,97,1126,278,488,146,321,141,300,136,21,60,317,184,248,167,69,92,9900,856,3504,448,1380,361,1127,317,253,130,5016,645,4049,562,967,233
MN50,Stuyvesant Town-Cooper Village,21293,1060,16495,989,1131,392,1049,366,82,78,3667,680,2801,537,866,368,9398,724,8649,719,301,164,301,164,0,22,448,193,438,193,10,24,6908,1016,6146,878,158,121,134,101,24,40,604,437,596,438,8,18,525,211,217,112,249,190,249,190,0,22,59,72,18,31,41,67,4462,749,1483,436,423,223,365,201,58,69,2556,563,1749,430,807,357
MN99,park-cemetery-etc-Manhattan,1483,509,1052,416,367,144,238,99,129,87,64,70,32,46,32,46,1042,390,812,326,208,114,133,72,75,78,22,41,22,41,0,32,221,108,187,108,34,43,33,43,1,29,0,32,0,32,0,32,68,53,0,32,68,53,57,53,11,34,0,32,0,32,0,32,152,110,53,59,57,47,15,34,42,42,42,60,10,37,32,46
QN01,South Jamaica,34212,1460,26789,1378,4464,891,2155,540,2309,587,2959,635,1388,331,1571,417,17037,1183,15111,1137,1502,386,1311,365,191,105,424,162,415,161,9,48,3977,413,3775,409,129,87,93,73,36,66,73,75,69,75,4,45,826,307,369,175,408,278,105,87,303,266,49,54,35,53,14,44,12372,1031,7534,828,2425,569,646,268,1779,492,2413,563,869,253,1544,416
QN02,Springfield Gardens North,25494,1486,21728,1524,1343,734,744,352,599,585,2423,660,1498,474,925,296,13913,1304,12915,1310,563,306,503,308,60,62,435,241,414,234,21,43,3442,496,3261,460,56,63,56,63,0,31,125,115,61,58,64,62,379,193,145,132,164,122,79,71,85,100,70,56,56,57,14,29,7760,1119,5407,872,560,595,106,91,454,575,1793,505,967,314,826,282
QN03,Springfield Gardens South-Brookville,18588,1023,15072,959,1078,292,717,230,361,144,2438,633,1570,415,868,375,8575,785,7788,754,378,149,350,148,28,43,409,216,402,215,7,29,2047,339,1895,313,99,86,78,68,21,32,53,45,53,45,0,29,363,147,167,80,194,123,91,87,103,86,2,28,1,31,1,27,7603,799,5222,662,407,156,198,101,209,108,1974,539,1114,300,860,374
QN05,Rosedale,26114,1287,18465,1213,1556,452,1290,381,266,115,6093,1004,4769,878,1324,316,12292,952,9942,906,832,277,808,279,24,42,1518,387,1452,384,66,57,1200,315,961,243,5,33,5,33,0,35,234,185,234,185,0,35,367,151,204,126,95,57,59,44,36,41,68,68,68,68,0,35,12255,945,7358,855,624,239,418,177,206,107,4273,783,3015,699,1258,311
QN06,Jamaica Estates-Holliswood,23855,916,11396,971,3388,704,1937,474,1451,337,9071,858,6280,706,2791,429,9453,682,6764,679,1067,280,917,253,150,94,1622,344,1405,315,217,118,1988,361,1572,330,108,106,92,103,16,43,308,153,272,143,36,44,475,195,151,95,238,151,176,128,62,66,86,72,86,72,0,36,11939,835,2909,547,1975,517,752,270,1223,326,7055,708,4517,548,2538,407
QN07,Hollis,20355,929,14891,1001,1958,474,1011,318,947,297,3506,671,2078,481,1428,354,8120,734,7093,726,482,187,425,181,57,49,545,172,486,161,59,56,1821,296,1655,273,139,90,103,70,36,66,27,38,27,38,0,36,507,156,218,107,207,89,87,58,120,81,82,79,42,45,40,71,9907,774,5925,693,1130,360,396,163,734,281,2852,559,1523,398,1329,322
QN08,St. Albans,48184,1490,41228,1482,2581,467,1576,324,1005,270,4375,802,3240,641,1135,355,23946,1257,22040,1217,1026,252,831,224,195,119,880,246,864,245,16,59,5783,558,5533,533,48,69,47,70,1,58,202,154,202,154,0,59,436,130,190,80,185,99,118,80,67,80,61,68,61,68,0,59,18019,1261,13465,1101,1322,333,580,185,742,228,3232,657,2113,491,1119,354
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,28008,1153,23227,1096,2234,562,1375,410,859,293,2547,505,1486,323,1061,351,22422,1101,20658,1070,910,269,763,258,147,101,854,190,736,176,118,90,1423,259,1361,258,37,43,37,43,0,36,25,36,25,36,0,36,360,141,96,63,182,96,104,76,78,52,82,82,74,80,8,33,3803,660,1112,284,1105,423,471,265,634,254,1586,426,651,195,935,330
QN12,Hammels-Arverne-Edgemere,32744,1419,23327,1333,6372,1071,3241,591,3131,765,3045,625,1828,428,1217,341,19780,1295,16609,1284,2718,648,2150,488,568,440,453,161,416,154,37,49,3348,425,3143,414,150,94,133,91,17,45,55,51,55,51,0,38,996,263,141,88,764,233,502,176,262,123,91,88,76,87,15,42,8620,955,3434,562,2740,598,456,165,2284,537,2446,564,1281,372,1165,323
QN15,Far Rockaway-Bayswater,45328,1869,29939,1817,9553,1274,3814,738,5739,989,5836,876,2907,630,2929,451,23254,1562,19191,1520,2461,518,2109,506,352,163,1602,456,1440,401,162,131,3556,525,3163,506,135,102,104,97,31,53,258,124,248,120,10,48,1508,392,534,184,777,321,427,245,350,165,197,139,132,122,65,78,17010,1330,7051,939,6180,1008,1174,416,5006,937,3779,581,1087,330,2692,416
QN17,Forest Hills,79907,1785,32572,1479,8043,970,5483,792,2560,420,39292,1841,22221,1353,17071,1144,32541,1364,22921,1199,2948,535,2709,498,239,153,6672,736,5725,661,947,274,5164,563,4058,509,265,139,256,139,9,65,841,246,763,240,78,78,1969,456,392,146,919,360,680,329,239,145,658,257,619,254,39,72,40233,1543,5201,595,3911,573,1838,397,2073,363,31121,1515,15114,1065,16007,1080
QN18,Rego Park,25813,855,7362,725,3802,546,2521,437,1281,285,14649,856,7389,615,7260,640,8812,698,4971,616,1473,332,1368,315,105,76,2368,375,2120,360,248,103,1419,283,1014,245,139,88,132,88,7,34,266,110,191,94,75,61,444,176,57,44,230,131,146,97,84,79,157,113,126,110,31,42,15138,820,1320,277,1960,356,875,233,1085,262,11858,779,4952,553,6906,617
