area_id,area_name,b25003i001,b25003i001_moe,b25003i002,b25003i002_moe,b25003i003,b25003i003_moe
SI08,Grymes Hill-Clifton-Fox Hills,1866,306,870,186,996,263
SI11,Charleston-Richmond Valley-Tottenville,685,213,461,175,224,138
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3416,341,1797,246,1619,291
SI14,Grasmere-Arrochar-Ft. Wadsworth,697,162,288,102,409,140
SI22,West New Brighton-New Brighton-St. George,2678,324,620,135,2058,310
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,884,254,506,175,378,198
SI25,Oakwood-Oakwood Beach,743,206,420,147,323,174
SI28,Port Richmond,1585,261,621,149,964,236
SI32,Rossville-Woodrow,305,160,206,121,99,103
SI35,New Brighton-Silver Lake,1141,213,472,140,669,187
SI36,Old Town-Dongan Hills-South Beach,1064,204,457,121,607,170
SI37,Stapleton-Rosebank,2386,326,835,181,1551,299
SI45,New Dorp-Midland Beach,1068,243,501,156,567,200
SI48,Arden Heights,914,223,757,197,157,114
SI54,Great Kills,779,222,510,169,269,149
SI99,park-cemetery-etc-Staten Island,0,17,0,17,0,17
