area_id,area_name,c27012001,c27012001_moe,c27012002,c27012002_moe,c27012003,c27012003_moe,c27012004,c27012004_moe,c27012005,c27012005_moe,c27012006,c27012006_moe,c27012007,c27012007_moe,c27012008,c27012008_moe,c27012009,c27012009_moe,c27012010,c27012010_moe,c27012011,c27012011_moe,c27012012,c27012012_moe,c27012013,c27012013_moe,c27012014,c27012014_moe,c27012015,c27012015_moe,c27012016,c27012016_moe,c27012017,c27012017_moe,c27012018,c27012018_moe,c27012019,c27012019_moe,c27012020,c27012020_moe,c27012021,c27012021_moe,c27012022,c27012022_moe,c27012023,c27012023_moe,c27012024,c27012024_moe,c27012025,c27012025_moe,c27012026,c27012026_moe,c27012027,c27012027_moe,c27012028,c27012028_moe,c27012029,c27012029_moe,c27012030,c27012030_moe,c27012031,c27012031_moe,c27012032,c27012032_moe,c27012033,c27012033_moe,c27012034,c27012034_moe,c27012035,c27012035_moe,c27012036,c27012036_moe,c27012037,c27012037_moe,c27012038,c27012038_moe,c27012039,c27012039_moe,c27012040,c27012040_moe,c27012041,c27012041_moe,c27012042,c27012042_moe,c27012043,c27012043_moe,c27012044,c27012044_moe,c27012045,c27012045_moe,c27012046,c27012046_moe
BK30,Dyker Heights,35641,1083,14644,801,14375,798,12195,711,8826,605,1113,260,87,104,2738,478,2180,426,269,89,269,89,203,76,18,50,162,71,27,59,0,51,6898,565,6439,547,5389,480,2381,290,623,167,61,62,2755,393,1050,209,459,128,451,128,163,87,42,50,404,111,86,74,8,51,14099,741,7798,646,6943,613,2870,384,1072,266,619,177,3421,459,855,226,6301,479,6250,479,2653,340,1014,221,6162,472,1359,254,51,65
BK31,Bay Ridge,66421,1338,29219,956,28465,949,25242,916,21893,887,2639,379,90,78,1976,333,3223,441,754,148,712,146,566,130,128,83,432,103,7,66,42,68,12758,716,11989,707,9197,582,6175,483,1704,317,230,106,2081,312,2792,414,769,152,751,149,345,108,129,75,732,147,115,78,18,71,24444,1013,14233,898,11576,819,4876,497,1831,298,1312,265,5158,623,2657,412,10211,567,10041,564,3482,368,2278,275,10024,562,2414,297,170,111
BK32,Sunset Park West,39660,1238,17221,874,17018,869,10977,663,8398,622,939,208,28,55,2249,328,6041,745,203,84,196,84,119,71,17,51,150,70,60,63,7,49,9690,767,9512,760,5687,540,2450,374,914,218,59,63,2780,395,3825,551,178,80,153,70,58,57,9,49,145,71,21,56,25,62,12749,756,8825,611,6396,527,1513,249,738,191,601,161,4415,470,2429,348,3924,442,3907,441,581,148,517,136,3864,440,1922,326,17,55
BK33,Carroll Gardens-Columbia Street-Red Hook,31271,986,15659,753,15454,751,14229,722,13123,706,1177,257,16,48,291,122,1225,323,205,82,205,82,152,72,41,54,137,72,0,45,0,45,7388,606,7093,605,5467,500,3677,402,1058,230,14,47,1045,260,1626,398,295,94,295,94,175,79,64,51,279,92,12,46,0,45,8224,643,4945,580,4058,514,1589,300,549,168,494,223,2134,413,887,270,3279,372,3255,372,1137,198,722,205,3221,373,1065,264,24,48
BK34,Sunset Park East,53777,1550,20178,992,19808,990,13753,811,7623,651,1192,271,99,67,5973,605,6055,671,370,124,289,107,162,98,52,65,196,93,65,69,81,86,14780,925,14507,922,9063,662,2660,376,1022,266,117,70,6191,578,5444,714,273,104,219,89,16,56,39,63,218,88,82,73,54,77,18819,904,13703,838,10331,748,1738,315,1271,305,714,172,8010,685,3372,448,5116,464,4867,460,498,151,469,138,4782,458,2562,357,249,120
BK35,Stuyvesant Heights,47979,1451,19496,999,19039,981,16354,879,13505,835,2484,381,60,72,2234,357,2685,455,457,158,457,158,320,132,100,92,206,110,20,56,0,51,8329,688,8066,676,5699,537,2903,401,685,187,63,69,2562,359,2367,404,263,105,253,103,193,94,29,53,178,88,44,62,10,52,20154,989,14664,895,11593,821,2519,401,1344,303,1699,288,8141,723,3071,453,5490,434,5411,428,955,181,711,164,5349,427,2446,307,79,72
BK37,Park Slope-Gowanus,59735,1380,33079,1119,31981,1103,29311,1062,27661,1062,2309,413,36,62,398,147,2670,419,1098,253,1023,241,735,176,148,80,725,206,127,147,75,95,15451,851,14768,844,11958,729,8946,646,2578,376,31,60,900,222,2810,390,683,144,677,143,394,119,139,77,596,132,36,59,6,57,11205,765,6995,614,5495,550,3331,421,1164,289,406,141,1386,308,1500,309,4210,413,4207,413,1746,288,1102,215,4171,410,855,214,3,57
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,28340,990,13494,687,13252,689,12236,655,11178,629,1062,267,41,63,393,148,1016,244,242,88,234,87,147,59,9,43,198,80,9,43,8,42,6345,499,6065,480,4811,434,3076,335,708,163,135,95,1290,256,1254,240,280,135,280,135,126,77,63,64,280,135,9,43,0,42,8501,705,6020,639,5314,581,2105,403,650,164,477,131,2806,414,706,223,2481,307,2432,308,558,133,240,100,2398,311,1209,262,49,54
BK40,Windsor Terrace,18380,684,9315,607,9023,609,8595,571,7889,560,686,231,9,31,264,135,428,164,292,128,292,128,159,73,86,75,210,116,0,32,0,32,4680,470,4479,468,3752,439,2674,358,827,193,68,81,525,262,727,224,201,81,201,81,125,67,48,38,193,79,8,29,0,32,4385,443,2308,359,1759,297,1111,230,254,114,216,89,458,163,549,208,2077,232,2050,230,663,156,371,123,2020,227,638,151,27,40
BK41,Kensington-Ocean Parkway,26364,952,9693,672,9494,666,7366,554,5254,479,546,157,6,39,1868,352,2128,434,199,92,199,92,178,90,9,40,87,43,0,40,0,40,7224,551,6956,551,5070,492,2417,378,783,196,55,49,2236,338,1886,351,268,94,242,93,95,56,46,42,237,93,86,66,26,43,9447,629,6304,560,5185,517,1326,300,486,148,336,125,3743,469,1119,264,3143,324,3004,319,648,163,417,140,2976,320,1661,298,139,86
BK42,Flatbush,79206,1802,35247,1300,34036,1287,26466,1077,20957,1027,1452,285,260,132,4919,548,7570,904,1211,227,1179,225,879,206,112,86,739,169,140,92,32,73,16884,948,16111,930,11550,766,6331,599,1211,237,199,109,4587,506,4561,580,773,166,744,163,422,127,142,81,638,143,67,67,29,71,27075,1169,19397,1077,14938,924,4736,528,1001,220,1239,260,9745,799,4459,561,7678,515,7446,508,1638,266,765,166,7274,499,3310,376,232,117
BK43,Midwood,37987,999,12757,665,12245,661,10715,638,8927,618,659,146,23,52,1434,264,1530,291,512,125,512,125,353,107,131,71,394,104,36,53,0,51,9805,662,9209,656,7511,567,4683,460,976,208,46,59,2116,357,1698,331,596,136,579,135,358,107,176,74,468,113,77,69,17,52,15425,766,9669,692,8376,648,4257,488,888,222,652,161,3317,404,1293,289,5756,401,5696,398,1148,210,1006,182,5639,396,2801,296,60,71
BK44,Madison,31646,892,13446,620,13220,621,12103,620,10552,607,769,202,113,95,1198,262,1117,261,226,77,226,77,139,60,29,46,205,74,23,54,0,46,5511,488,5216,483,4223,425,2742,338,416,137,43,54,1350,259,993,264,295,78,295,78,173,63,84,54,292,78,58,51,0,46,12689,653,7254,553,6564,545,3576,444,636,162,457,141,2485,365,690,167,5435,392,5391,391,888,177,794,144,5359,390,2128,269,44,58
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,36108,978,15722,699,15194,693,14329,692,12842,682,1585,339,43,64,865,216,865,220,528,148,514,147,390,120,109,96,414,137,37,68,14,58,7233,557,6520,530,5768,488,4146,415,690,181,73,71,1126,265,752,190,713,161,664,150,210,82,103,79,637,149,181,101,49,75,13153,740,7770,642,7017,622,4169,419,1068,238,565,151,2228,486,753,192,5383,448,5343,447,2131,297,1663,287,5284,447,1140,230,40,59
BK46,Ocean Parkway South,13951,672,4793,420,4644,421,4083,394,3240,364,399,138,9,36,557,205,561,191,149,55,149,55,102,52,8,33,102,44,9,37,0,36,3522,386,3316,390,2740,339,1932,296,329,114,13,39,578,158,576,186,206,69,206,69,146,63,9,34,206,69,11,35,0,36,5636,392,3359,346,2883,319,1439,258,298,98,147,66,1157,229,476,148,2277,249,2277,249,500,120,721,186,2244,236,609,127,0,36
BK50,Canarsie,64409,1544,31496,1113,30672,1100,27681,1043,25050,1009,1664,325,208,106,2113,333,2991,438,824,185,824,185,657,167,69,88,426,111,51,74,0,70,11992,734,11480,725,8653,629,5635,523,663,188,131,84,2836,381,2827,374,512,125,485,123,309,104,65,73,378,109,49,75,27,71,20921,998,14700,839,11574,757,5100,512,1277,266,1130,215,5672,570,3126,393,6221,533,6126,530,1496,219,860,173,6033,528,1724,345,95,81
BK58,Flatlands,53970,1268,24233,943,23352,938,21853,922,19196,892,1849,349,134,92,2271,340,1499,275,881,167,860,165,733,152,86,76,531,130,23,63,21,65,11904,724,11224,716,8996,606,6162,514,929,205,170,99,2416,343,2228,340,680,150,669,150,394,114,88,71,600,141,158,97,11,64,17833,820,10968,672,8950,612,4697,458,866,204,662,156,3659,429,2018,319,6865,448,6774,445,2382,290,1175,195,6682,443,1964,285,91,77
BK60,Prospect Lefferts Gardens-Wingate,53576,1675,22959,1057,22188,1059,18223,988,15473,953,1095,249,107,83,2304,391,3965,549,771,185,730,182,530,157,62,65,451,137,82,77,41,70,11833,895,11158,864,7823,672,3781,472,1247,271,295,149,3385,503,3335,525,675,176,609,170,272,114,80,70,536,156,170,111,66,71,18784,1198,11984,923,8612,837,2482,424,1106,302,847,219,5258,694,3372,500,6800,647,6646,607,1716,296,728,169,6571,604,2983,504,154,113
BK61,Crown Heights North,76938,1771,32355,1258,31571,1255,25496,1078,21482,1045,3044,437,125,79,3248,413,6075,732,784,182,704,176,443,136,152,96,492,158,133,111,80,86,15050,872,14383,852,10270,699,4744,473,1978,333,302,129,4374,467,4113,508,667,161,660,160,263,97,111,78,629,158,183,116,7,67,29533,1270,20110,1141,14775,978,3189,465,2257,428,1385,241,10351,873,5335,604,9423,591,9195,579,2088,297,1347,270,9138,575,3759,432,228,128
BK63,Crown Heights South,30047,1051,11623,719,11275,713,9296,638,7609,587,896,208,69,59,1370,291,1979,394,348,114,342,113,244,96,38,53,213,87,23,39,6,40,6944,604,6599,604,4954,512,2568,368,644,187,22,45,2030,346,1645,309,345,120,345,120,133,79,24,40,305,109,60,56,0,40,11480,728,8156,721,6369,636,1858,344,930,250,579,172,3945,555,1787,427,3324,343,3320,343,928,175,348,105,3281,344,1308,259,4,38
BK64,Prospect Heights,17454,797,10009,695,9876,693,9267,688,8508,682,722,211,14,34,229,103,609,167,133,61,133,61,120,56,12,31,97,51,0,32,0,32,4078,455,3893,451,3143,405,2200,360,662,183,12,33,486,135,750,192,185,83,185,83,125,68,25,35,180,83,31,39,0,32,3367,406,2048,327,1526,294,645,209,178,94,109,77,664,200,522,188,1319,237,1306,236,311,110,257,117,1277,237,384,169,13,33
BK68,Fort Greene,21426,873,9591,656,9453,648,8192,565,7439,557,615,206,31,44,464,142,1261,381,138,74,138,74,90,60,29,43,124,73,0,38,0,38,5220,480,5023,462,3762,410,2354,318,664,195,34,47,854,193,1261,251,197,97,197,97,101,52,32,45,197,97,67,87,0,38,6615,530,4503,494,3887,441,844,194,655,205,563,159,2546,357,616,196,2112,256,2076,251,533,155,197,84,2049,251,1056,204,36,54
BK69,Clinton Hill,30516,1172,13517,825,13329,815,11281,749,9978,709,1069,243,61,54,540,147,2048,386,188,84,188,84,164,78,12,41,144,77,21,43,0,40,7659,723,7366,713,5545,619,3796,514,1234,272,117,69,833,191,1821,354,293,108,293,108,104,59,17,44,293,108,34,56,0,40,9340,721,6537,637,4937,541,2083,341,1207,259,403,124,1732,311,1600,368,2803,298,2787,297,1023,212,404,122,2750,299,738,185,16,45
BK72,Williamsburg,16952,631,2860,317,2799,313,2597,303,1368,246,315,123,0,36,1144,202,202,101,61,46,61,46,30,42,7,34,61,46,10,35,0,36,5595,428,5503,437,5195,432,1001,223,631,202,0,36,4040,428,308,125,92,65,92,65,33,39,9,36,92,65,4,35,0,36,8497,508,6666,489,6071,470,1002,211,892,251,267,109,4717,443,595,176,1831,230,1808,228,162,99,315,123,1783,228,1000,197,23,39
BK73,North Side-South Side,36998,1076,16781,883,16686,881,13808,806,11913,772,1305,273,76,69,934,214,2878,450,95,68,95,68,50,53,0,48,59,61,11,46,0,48,9957,716,9816,715,7131,600,3625,439,1558,286,44,52,2246,341,2685,394,141,92,141,92,36,49,33,52,128,90,69,85,0,48,10260,709,7278,648,5910,602,1156,241,815,228,544,159,4103,538,1368,275,2982,345,2941,349,217,93,376,135,2941,349,1726,283,41,52
BK75,Bedford,48302,1455,19577,961,19214,952,15846,846,12781,799,1691,286,88,74,2530,343,3368,515,363,131,308,116,197,89,15,61,166,89,36,66,55,83,10187,718,10009,717,7517,569,2647,342,1000,198,96,76,4389,445,2492,460,178,78,178,78,72,65,37,59,162,75,18,57,0,56,18538,976,14041,876,11649,798,2241,408,1603,316,1228,222,8288,681,2392,359,4497,413,4453,413,938,176,792,192,4410,412,1848,278,44,66
BK76,Greenpoint,28184,956,15860,811,15649,813,12424,732,11040,705,1208,248,89,65,363,145,3225,491,211,88,198,88,138,78,0,42,123,63,0,42,13,45,5328,519,5184,519,3567,412,2433,344,846,204,27,42,487,173,1617,301,144,64,137,64,52,51,8,42,118,58,21,45,7,40,6996,597,4650,553,3218,447,1136,254,688,176,365,147,1327,283,1432,323,2346,290,2316,288,419,121,409,112,2314,287,593,147,30,45
BK77,Bushwick North,46254,1409,21457,1156,21226,1159,10709,739,7818,661,874,211,67,71,2461,391,10517,1021,231,103,203,93,172,85,58,72,127,76,22,62,28,67,7546,621,7413,618,4168,414,1831,281,686,183,74,74,1821,288,3245,467,133,67,106,62,40,59,2,51,106,62,45,56,27,57,17251,966,14026,928,9327,762,1673,379,1132,246,710,184,6939,673,4699,556,3225,341,3196,339,367,124,373,134,3173,340,1966,289,29,55
BK78,Bushwick South,53098,1692,21595,1150,21317,1146,15096,914,11740,822,1380,296,127,82,2947,428,6221,795,278,124,234,114,142,89,12,58,132,82,86,79,44,74,10509,739,10281,739,6918,592,3092,438,1195,240,200,116,2957,392,3363,447,228,99,191,91,40,62,34,66,171,88,53,65,37,67,20994,1082,15434,991,11890,880,2315,414,1250,273,1179,267,8993,791,3544,501,5560,448,5497,448,598,148,615,171,5453,450,2919,322,63,72
BK79,Ocean Hill,22533,969,9174,630,8889,625,7544,579,6387,530,1229,293,32,46,1045,235,1345,268,285,101,276,100,151,80,26,40,177,78,60,53,9,38,3998,474,3766,460,2728,397,1306,288,239,115,56,50,1407,275,1038,247,232,91,232,91,101,71,72,59,206,89,21,39,0,38,9361,705,6737,632,5121,557,1380,279,716,218,376,127,3324,473,1616,328,2624,299,2606,297,516,141,326,98,2590,296,1076,204,18,46
BK81,Brownsville,38427,1205,14038,762,13612,750,11554,740,9002,661,2636,423,124,87,2442,395,2058,361,426,136,426,136,327,121,75,69,287,107,57,66,0,51,5976,584,5757,577,4233,462,1654,285,323,117,133,91,2614,369,1524,322,219,95,212,93,91,63,43,54,168,87,32,57,7,52,18413,973,13601,950,11094,838,3131,475,2258,449,955,212,8062,783,2507,435,4812,373,4729,369,1233,228,814,192,4622,362,2358,296,83,71
BK82,East New York,64384,1709,24974,1105,24329,1097,20861,1030,17291,981,1839,361,151,95,3443,430,3468,536,645,153,625,148,554,138,114,83,393,121,18,66,20,69,10153,714,9800,699,7404,610,3515,450,657,186,124,74,3795,434,2396,377,353,119,353,119,199,99,35,67,295,106,103,88,0,65,29257,1272,21791,1155,17656,1034,5036,593,1711,417,1507,250,12438,919,4135,558,7466,592,7207,577,1956,278,1071,211,7014,574,2950,422,259,129
BK83,Cypress Hills-City Line,34023,1298,15336,894,15041,889,12210,777,9771,715,974,302,49,55,2516,413,2831,505,295,98,295,98,207,87,63,66,215,82,59,60,0,49,4701,471,4514,457,2929,368,1224,236,135,76,33,56,1616,270,1585,280,187,86,176,85,52,54,46,64,158,83,17,54,11,51,13986,802,11128,766,8416,700,2731,434,747,258,747,190,5531,612,2712,386,2858,319,2709,311,491,160,222,86,2633,310,1024,217,149,90
BK85,East New York (Pennsylvania Ave),19890,851,7648,591,7401,585,6092,537,4747,508,450,143,38,44,1224,262,1309,284,247,97,211,92,186,84,34,55,107,67,0,36,36,46,4343,455,4180,452,3136,376,1513,251,334,121,33,42,1539,285,1044,253,163,77,153,76,23,38,42,50,116,66,27,41,10,38,7899,594,6347,561,4752,487,903,201,316,115,347,114,3625,450,1595,328,1552,206,1542,204,259,94,206,84,1542,204,623,152,10,38
BK88,Borough Park,65590,1618,21229,994,20718,989,16450,830,9865,718,1888,284,98,85,5573,514,4268,640,511,121,511,121,242,92,184,81,419,111,67,74,0,68,16949,974,16356,963,13360,817,4433,435,1773,289,151,82,7958,693,2996,525,593,140,531,123,248,100,123,75,460,110,106,85,62,94,27412,1045,18756,922,16017,869,4533,501,2146,365,883,186,10217,750,2739,413,8656,613,8606,614,1492,243,1977,271,8549,615,3154,426,50,79
BK90,East Williamsburg,28927,961,12734,744,12556,746,10556,696,9127,662,980,227,101,82,788,218,2000,373,178,78,178,78,135,67,14,42,133,74,0,40,0,40,6707,627,6441,628,4522,484,2165,321,1017,236,4,39,1499,307,1919,360,266,105,266,105,110,58,58,55,223,98,33,43,0,40,9486,680,5503,563,4250,479,936,206,449,204,608,192,2896,415,1253,316,3983,404,3939,405,875,175,630,166,3926,405,1550,302,44,53
BK91,East Flatbush-Farragut,41220,1264,19638,884,18757,872,16490,856,14475,809,872,265,45,57,1777,346,2267,369,881,200,875,200,644,173,32,54,593,165,94,76,6,53,7399,580,7098,571,5112,488,3193,379,203,90,46,56,1790,330,1986,334,301,103,292,102,176,85,34,49,229,84,36,54,9,54,14183,786,8496,680,6360,559,2718,385,607,176,633,153,3214,415,2136,409,5687,427,5601,424,2060,278,712,163,5509,424,1457,228,86,77
BK93,Starrett City,10158,595,3438,446,3320,443,3021,396,2774,402,502,229,27,43,164,136,299,238,118,87,118,87,113,84,0,24,65,53,16,30,0,24,1074,303,1059,302,872,277,405,186,245,149,11,28,323,155,187,126,15,29,15,29,15,29,15,29,15,29,0,24,0,24,5646,642,2510,617,2174,617,812,524,351,196,238,122,1001,367,336,161,3136,270,3136,270,564,176,373,152,3124,268,2114,284,0,24
BK95,Erasmus,22493,1041,10160,684,9804,674,7479,599,6142,569,425,180,16,43,1192,249,2325,378,356,113,337,111,264,96,12,33,189,82,21,42,19,39,4283,487,4092,473,2598,356,1518,281,294,107,50,55,1084,220,1494,276,191,89,154,75,91,61,14,33,114,65,39,48,37,54,8050,685,5554,589,3823,467,1066,261,359,164,332,133,2474,385,1731,316,2496,319,2408,317,646,146,163,74,2369,320,922,198,88,63
BK96,Rugby-Remsen Village,43544,1393,19843,946,19181,934,15869,880,13948,835,1977,448,80,88,1549,308,3312,479,662,159,646,158,524,152,100,76,366,116,73,65,16,57,7874,632,7529,616,5079,509,2856,393,451,153,57,58,2033,317,2450,350,345,121,319,114,173,94,42,57,291,107,32,54,26,66,15827,987,9703,772,7269,692,2649,371,1367,314,854,218,4061,540,2434,363,6124,557,6015,551,2079,287,1180,238,5947,544,1785,342,109,90
BK99,park-cemetery-etc-Brooklyn,288,147,165,102,165,102,150,96,95,90,0,40,0,40,55,66,15,44,0,40,0,40,0,40,0,40,0,40,0,40,0,40,41,57,41,57,41,57,41,57,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,82,71,65,66,65,66,30,49,0,40,46,64,27,50,0,40,17,46,17,46,0,40,0,40,17,46,17,46,0,40
BX01,Claremont-Bathgate,20569,897,5815,527,5733,525,4228,448,2879,367,319,121,0,40,1322,280,1505,323,82,63,82,63,24,39,34,51,47,55,24,53,0,40,4861,510,4795,513,3581,446,1002,255,168,92,169,101,2574,382,1214,282,66,62,66,62,32,47,0,40,66,62,11,41,0,40,9893,705,7982,656,6887,611,949,222,328,114,792,189,5898,591,1095,307,1911,226,1897,225,150,71,101,81,1872,221,1260,256,14,52
BX03,Eastchester-Edenwald-Baychester,26203,1243,12016,842,11414,832,9931,801,8969,772,693,240,18,47,868,249,1483,379,602,198,555,182,470,163,44,54,228,119,16,43,47,83,4895,559,4564,543,3483,495,1890,371,160,107,197,105,1442,358,1081,287,331,138,239,99,115,73,46,50,239,99,77,56,92,99,9292,848,6696,742,5025,654,1911,409,602,237,558,195,2939,454,1671,426,2596,353,2537,360,802,198,384,146,2493,358,670,190,59,63
BX05,Bedford Park-Fordham North,37580,1458,14636,994,14467,987,10361,773,7925,743,488,184,111,74,2263,358,4106,696,169,91,151,87,64,64,0,50,112,78,31,55,18,56,8785,830,8664,827,5602,609,1897,341,360,175,59,60,3405,498,3062,555,121,75,77,64,61,58,9,49,64,61,9,49,44,60,14159,955,10771,885,8195,746,1425,342,605,227,1010,249,6315,661,2576,468,3388,382,3302,375,514,165,302,113,3302,375,1757,278,86,101
BX06,Belmont,18606,913,5217,591,5124,593,3409,441,2358,370,207,100,0,34,1053,292,1715,451,93,68,74,60,3,33,13,36,74,60,17,42,19,42,6068,602,5968,597,4405,529,2415,434,764,166,8,32,1497,290,1563,335,100,68,93,66,35,47,23,37,93,66,35,48,7,35,7321,584,5543,553,4604,518,953,297,349,120,539,159,3293,430,939,271,1778,248,1756,246,269,136,212,96,1696,238,676,178,22,47
BX07,Bronxdale,25600,1093,10710,834,10493,835,7504,560,6222,534,728,208,47,57,1310,275,2989,728,217,94,201,92,108,71,18,46,111,64,18,45,16,41,4911,546,4720,542,3151,441,1769,327,397,159,31,48,1306,279,1569,324,191,91,191,91,61,49,45,48,183,90,22,44,0,38,9979,712,6335,628,4791,533,1157,263,417,148,697,204,3495,474,1544,332,3644,337,3568,329,796,194,723,174,3440,343,1441,248,76,62
BX08,West Farms-Bronx River,25505,1238,10400,866,10250,866,6660,600,5071,543,938,272,35,51,1386,269,3590,705,150,92,150,92,136,91,36,57,86,70,30,52,0,40,5399,621,5310,618,3476,494,1268,280,398,216,39,56,2112,375,1834,421,89,68,89,68,16,41,24,43,84,68,32,50,0,40,9706,742,6944,699,5012,560,1024,281,465,193,626,182,3852,491,1932,411,2762,349,2701,339,645,212,389,167,2629,327,1034,205,61,78
