area_id,area_name,b19202g001,b19202g001_moe
QN31,Hunters Point-Sunnyside-West Maspeth,353729,308373
QN34,Queens Village,80321,119550
QN35,Briarwood-Jamaica Hills,211850,99430
QN37,Kew Gardens Hills,14052,57432
QN38,Pomonok-Flushing Heights-Hillcrest,63823,42004
QN42,Oakland Gardens,145000,392136
QN44,Glen Oaks-Floral Park-New Hyde Park,37091,203361
QN49,Whitestone,97768,171237
QN53,Woodhaven,117501,54127
QN54,Richmond Hill,12125,15477
QN55,South Ozone Park,89094,49158
QN60,Kew Gardens,146164,110410
QN61,Jamaica,150411,82811
QN63,Woodside,70590,54080
QN68,Queensbridge-Ravenswood-Long Island City,65257,69641
QN70,Astoria,258088,139960
QN71,Old Astoria,198473,129546
QN72,Steinway,205231,241026
SI08,Grymes Hill-Clifton-Fox Hills,21806,42968
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,24688,138903
SI22,West New Brighton-New Brighton-St. George,131377,272747
SI35,New Brighton-Silver Lake,9938,160890
SI36,Old Town-Dongan Hills-South Beach,8233,10600
SI37,Stapleton-Rosebank,105804,468438
