area_id,area_name,b16008001,b16008001_moe,b16008002,b16008002_moe,b16008003,b16008003_moe,b16008004,b16008004_moe,b16008005,b16008005_moe,b16008006,b16008006_moe,b16008007,b16008007_moe,b16008008,b16008008_moe,b16008009,b16008009_moe,b16008010,b16008010_moe,b16008011,b16008011_moe,b16008012,b16008012_moe,b16008013,b16008013_moe,b16008014,b16008014_moe,b16008015,b16008015_moe,b16008016,b16008016_moe,b16008017,b16008017_moe,b16008018,b16008018_moe,b16008019,b16008019_moe,b16008020,b16008020_moe,b16008021,b16008021_moe,b16008022,b16008022_moe,b16008023,b16008023_moe,b16008024,b16008024_moe,b16008025,b16008025_moe,b16008026,b16008026_moe,b16008027,b16008027_moe,b16008028,b16008028_moe,b16008029,b16008029_moe,b16008030,b16008030_moe,b16008031,b16008031_moe,b16008032,b16008032_moe,b16008033,b16008033_moe,b16008034,b16008034_moe,b16008035,b16008035_moe,b16008036,b16008036_moe,b16008037,b16008037_moe,b16008038,b16008038_moe,b16008039,b16008039_moe,b16008040,b16008040_moe,b16008041,b16008041_moe,b16008042,b16008042_moe,b16008043,b16008043_moe,b16008044,b16008044_moe,b16008045,b16008045_moe,b16008046,b16008046_moe,b16008047,b16008047_moe,b16008048,b16008048_moe,b16008049,b16008049_moe,b16008050,b16008050_moe,b16008051,b16008051_moe,b16008052,b16008052_moe,b16008053,b16008053_moe
BK30,Dyker Heights,42509,1386,22898,1021,5302,560,2054,332,431,215,422,215,9,50,2817,408,2065,342,752,238,17596,840,12854,798,1246,317,926,264,320,157,3496,415,2802,380,694,193,19611,1219,9882,759,307,131,20,59,0,51,0,51,0,51,287,126,231,115,56,64,9575,731,834,204,346,148,129,81,217,113,8395,703,2605,384,5790,591,9729,1055,977,309,57,80,8,51,0,51,8,51,912,303,401,220,511,172,8752,917,260,99,844,403,88,77,756,385,7648,840,1026,259,6622,745
BK31,Bay Ridge,78577,1832,50498,1538,10532,835,5435,598,1289,311,904,265,385,214,3808,581,3088,515,720,254,39966,1251,31880,1198,2966,402,2413,344,553,210,5120,585,4453,565,667,169,28079,1370,17790,1038,420,166,74,114,0,66,0,66,0,66,346,136,229,116,117,95,17370,991,2368,365,1373,298,733,217,640,197,13629,910,5626,577,8003,652,10289,1022,843,299,37,68,86,116,86,116,0,66,720,279,385,189,335,184,9446,897,1116,263,2051,512,446,170,1605,440,6279,685,2171,356,4108,554
BK32,Sunset Park West,50592,1547,26792,1194,7351,675,1795,359,4561,538,3122,459,1439,308,995,280,695,223,300,132,19441,999,9310,707,9000,778,5833,587,3167,423,1131,284,960,268,171,95,23800,1347,7842,679,159,83,19,51,61,67,9,50,52,66,79,66,34,58,45,59,7683,664,817,206,3352,493,1150,283,2202,368,3514,482,1092,214,2422,383,15958,1236,976,242,0,49,721,213,214,117,507,186,255,127,90,101,165,89,14982,1172,619,184,10225,989,998,236,9227,940,4138,695,762,254,3376,602
BK33,Carroll Gardens-Columbia Street-Red Hook,37024,1216,30124,1169,4823,509,3943,486,559,207,505,202,54,55,321,136,297,133,24,52,25301,994,19881,925,4264,615,3103,572,1161,291,1156,236,1002,221,154,97,6900,855,3435,515,200,149,90,67,18,50,18,50,0,45,92,137,87,137,5,45,3235,440,1282,271,647,220,235,119,412,185,1306,286,833,216,473,153,3465,685,273,233,39,62,219,229,53,92,166,209,15,45,10,46,5,44,3192,551,762,232,1021,352,362,160,659,290,1409,362,1016,275,393,234
BK34,Sunset Park East,65986,1899,24737,1215,9955,823,1653,360,3322,507,2372,448,950,257,4980,585,3151,480,1829,303,14782,887,6477,640,6037,607,3962,477,2075,348,2268,377,1918,349,350,129,41249,1754,12329,963,329,131,6,57,41,63,16,63,25,59,282,128,108,86,174,113,12000,945,771,208,2363,469,745,223,1618,380,8866,810,2095,351,6771,651,28920,1691,1910,326,86,84,486,172,224,108,262,141,1338,274,334,167,1004,225,27010,1589,976,308,7631,1030,863,236,6768,970,18403,1270,1388,336,17015,1193
BK35,Stuyvesant Heights,59453,1850,45890,1730,10575,904,8964,868,1372,342,996,286,376,183,239,130,137,101,102,96,35315,1355,30270,1318,4411,590,2996,511,1415,262,634,192,526,181,108,76,13563,1171,6651,702,166,103,72,70,85,87,85,87,0,51,9,51,0,51,9,51,6485,680,4239,553,1430,342,809,246,621,228,816,211,456,156,360,127,6912,848,646,235,171,96,373,197,157,118,216,128,102,93,39,63,63,85,6266,749,2859,462,2080,493,492,190,1588,454,1327,310,647,230,680,216
BK37,Park Slope-Gowanus,67918,1684,55398,1616,7560,700,5699,575,1052,374,896,347,156,91,809,217,804,217,5,55,47838,1370,40790,1307,4751,725,3677,635,1074,241,2297,400,2015,384,282,116,12520,905,6417,603,367,186,191,120,168,151,128,140,40,65,8,57,8,57,0,58,6050,553,2109,333,1755,359,648,181,1107,281,2186,364,1426,279,760,209,6103,696,131,86,23,61,68,82,24,68,44,73,40,60,40,60,0,58,5972,678,1697,305,1896,475,411,210,1485,384,2379,390,1624,309,755,238
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33228,1218,27047,1159,4073,532,3018,416,789,355,716,344,73,75,266,117,226,109,40,54,22974,999,17538,896,4344,567,2953,512,1391,241,1092,227,970,221,122,82,6181,597,3182,365,74,60,52,59,10,43,10,43,0,42,12,43,8,42,4,41,3108,361,790,172,740,192,310,137,430,138,1578,291,848,196,730,197,2999,441,149,114,28,48,52,91,0,42,52,91,69,77,17,44,52,75,2850,403,824,216,601,195,153,75,448,167,1425,311,688,174,737,251
BK40,Windsor Terrace,20882,837,15578,851,2395,383,1832,325,179,109,179,109,0,32,384,180,309,168,75,71,13183,715,10714,703,1400,369,1186,338,214,97,1069,250,888,222,181,97,5304,587,3057,433,73,63,42,60,11,33,0,32,11,33,20,34,8,30,12,32,2984,429,659,161,560,181,330,143,230,129,1765,367,740,204,1025,279,2247,417,26,40,0,32,7,31,7,31,0,32,19,40,0,32,19,40,2221,412,487,161,287,141,129,89,158,118,1447,332,557,191,890,267
BK41,Kensington-Ocean Parkway,33285,1345,16241,1040,5438,662,2351,477,683,344,621,337,62,61,2404,459,1797,424,607,207,10803,745,7662,672,1172,309,953,288,219,114,1969,359,1583,349,386,146,17044,1138,9812,841,548,196,183,177,0,40,0,40,0,40,365,130,267,115,98,69,9264,770,1320,331,645,218,181,123,464,174,7299,726,2075,384,5224,574,7232,910,767,256,42,59,60,74,60,74,0,40,665,244,237,137,428,206,6465,811,612,202,1489,523,92,78,1397,509,4364,642,815,243,3549,552
BK42,Flatbush,97622,2393,47040,1990,14578,1151,8878,928,2438,529,1746,402,692,282,3262,575,2389,499,873,275,32462,1442,25079,1378,3927,537,2887,441,1040,258,3456,483,2659,399,797,251,50582,2058,24544,1235,923,269,266,139,18,68,7,67,11,69,639,237,380,144,259,215,23621,1156,9368,761,2767,526,1298,368,1469,326,11486,871,4490,533,6996,633,26038,1850,2604,498,734,317,536,213,249,110,287,184,1334,336,593,235,741,224,23434,1601,6151,818,6782,1105,1491,418,5291,1020,10501,987,3119,530,7382,803
BK43,Midwood,47702,1432,27485,1296,8409,746,5713,607,294,159,218,137,76,75,2402,486,1750,367,652,231,19076,901,15147,826,962,271,756,256,206,112,2967,450,2473,412,494,171,20217,1024,13156,827,589,233,40,68,149,178,0,51,149,178,400,155,262,115,138,95,12567,761,1750,306,635,246,226,165,409,215,10182,703,2792,366,7390,594,7061,730,504,173,78,83,70,107,0,51,70,107,356,137,151,95,205,106,6557,689,615,159,938,329,90,89,848,321,5004,635,970,228,4034,595
BK44,Madison,37587,1178,18394,982,5164,547,2882,443,343,147,303,140,40,65,1939,370,1464,324,475,168,13230,795,10747,765,569,223,561,220,8,53,1914,304,1450,257,464,167,19193,978,13254,810,347,129,27,53,0,46,0,46,0,46,320,125,255,113,65,67,12907,770,1778,379,436,189,282,155,154,116,10693,711,3194,438,7499,568,5939,696,414,187,14,46,6,46,6,46,0,46,394,187,191,92,203,163,5525,610,628,195,463,198,140,115,323,157,4434,588,1121,284,3313,499
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,44739,1353,32352,1397,8178,691,6494,648,331,148,275,128,56,70,1353,325,1124,273,229,187,24174,1038,20804,1031,1047,265,868,247,179,90,2323,349,2094,322,229,118,12387,897,9745,745,133,80,26,58,20,61,0,55,20,61,87,73,74,68,13,56,9612,741,2135,304,474,166,353,141,121,85,7003,706,3348,470,3655,490,2642,458,278,178,179,156,50,95,50,95,0,55,49,63,37,61,12,57,2364,394,594,188,514,194,145,115,369,157,1256,302,382,133,874,263
BK46,Ocean Parkway South,17878,976,12235,938,3688,536,2921,502,181,122,159,119,22,44,586,237,418,178,168,170,8547,588,6569,548,614,254,358,160,256,163,1364,281,1165,258,199,116,5643,535,3626,372,20,35,0,36,0,36,0,36,0,36,20,35,15,37,5,35,3606,370,709,171,192,128,80,82,112,104,2705,336,1117,207,1588,258,2017,435,186,118,0,36,39,56,0,36,39,56,147,111,42,61,105,75,1831,387,158,68,532,278,43,57,489,265,1141,261,354,131,787,222
BK50,Canarsie,81155,1948,41033,1475,14230,855,11624,793,930,268,751,256,179,118,1676,326,1391,300,285,143,26803,1159,20948,1063,2739,471,2180,432,559,173,3116,482,2682,449,434,163,40122,1481,25995,1124,588,228,367,193,14,70,4,69,10,71,207,129,176,126,31,76,25407,1074,16848,975,1233,298,684,204,549,185,7326,686,3238,416,4088,534,14127,1031,1404,349,654,201,40,85,26,83,14,72,710,288,177,130,533,243,12723,883,7339,677,930,272,176,114,754,267,4454,574,1237,258,3217,512
BK58,Flatlands,66568,1596,36168,1341,11285,768,8822,702,673,265,282,111,391,241,1790,345,1164,239,626,243,24883,1047,20531,1007,1661,345,1130,253,531,200,2691,381,2104,329,587,188,30400,1233,21257,991,267,131,117,90,23,70,7,64,16,64,127,109,64,88,63,90,20990,971,12689,846,1062,238,692,185,370,139,7239,687,2860,400,4379,520,9143,815,1024,247,634,200,156,126,23,67,133,124,234,128,124,94,110,97,8119,723,3800,475,928,300,112,86,816,286,3391,527,861,227,2530,441
BK60,Prospect Lefferts Gardens-Wingate,64562,2013,32162,1609,9059,824,7217,750,612,251,469,189,143,138,1230,348,1081,331,149,109,23103,1286,18928,1172,2092,528,1472,460,620,211,2083,451,1912,430,171,107,32400,1641,18407,1101,598,243,364,210,29,77,29,77,0,58,205,122,111,92,94,98,17809,1047,11333,900,1802,450,1245,382,557,191,4674,604,2197,415,2477,421,13993,1104,775,283,382,214,82,94,20,64,62,90,311,180,272,169,39,69,13218,1042,8262,888,1266,380,398,139,868,351,3690,599,1398,332,2292,472
BK61,Crown Heights North,93661,2244,60105,1927,14368,1011,12353,955,954,270,688,229,266,135,1061,358,981,348,80,81,45737,1519,40112,1459,3982,577,2852,459,1130,339,1643,301,1224,257,419,144,33556,1720,16536,1025,524,237,181,120,133,119,89,97,44,81,210,187,118,131,92,117,16012,954,11222,858,1608,346,1066,271,542,183,3182,461,1615,342,1567,320,17020,1381,1421,373,901,276,60,94,21,72,39,90,460,219,141,101,319,214,15599,1250,9856,939,2455,683,1197,377,1258,495,3288,526,1744,382,1544,355
BK63,Crown Heights South,38290,1496,23241,1413,7472,835,5059,607,425,206,360,198,65,56,1988,582,1585,535,403,276,15769,1019,12530,945,622,205,389,155,233,137,2617,496,2210,445,407,226,15049,1013,7781,624,112,77,61,55,0,40,0,40,0,40,51,53,42,52,9,41,7669,603,4715,530,683,202,376,137,307,132,2271,398,982,250,1289,285,7268,843,635,250,137,85,16,45,0,40,16,45,482,239,203,151,279,183,6633,715,3347,528,958,293,254,124,704,257,2328,510,948,262,1380,417
BK64,Prospect Heights,19236,921,14555,883,1730,335,1369,324,159,98,102,67,57,59,202,93,190,91,12,34,12825,756,11401,717,873,233,633,191,240,136,551,172,457,147,94,79,4681,550,2864,449,20,36,20,36,0,32,0,32,0,32,0,32,0,32,0,32,2844,448,1289,275,695,270,618,263,77,61,860,318,569,282,291,149,1817,359,32,41,19,35,0,32,0,32,0,32,13,36,0,32,13,36,1785,354,994,308,161,94,41,39,120,87,630,196,367,162,263,109
BK68,Fort Greene,25342,1015,19316,932,3022,426,2273,367,508,201,471,196,37,44,241,147,116,66,125,136,16294,803,13357,724,2046,344,1120,252,926,238,891,199,834,191,57,52,6026,692,3147,479,23,45,0,38,0,38,0,38,0,38,23,45,15,43,8,40,3124,477,1438,350,387,153,174,92,213,128,1299,300,488,168,811,220,2879,488,95,74,24,52,49,59,11,43,38,55,22,43,9,39,13,41,2784,473,775,203,730,306,77,65,653,300,1279,279,717,192,562,180
BK69,Clinton Hill,34222,1351,27092,1216,3516,489,2302,408,467,195,394,174,73,92,747,250,416,140,331,188,23576,1068,20191,1054,1950,326,1633,309,317,114,1435,278,1070,236,365,134,7130,718,3629,474,78,63,27,48,9,41,0,40,9,41,42,56,42,56,0,40,3551,468,1784,326,766,232,476,203,290,121,1001,240,787,202,214,102,3501,518,110,110,0,40,84,103,74,98,10,43,26,57,26,57,0,40,3391,505,1099,250,1030,346,191,99,839,335,1262,270,704,193,558,175
BK72,Williamsburg,26665,1210,22837,1217,9501,866,1151,335,560,243,431,207,129,118,7790,793,4131,622,3659,504,13336,623,1861,330,1837,358,1302,350,535,200,9638,628,7477,597,2161,313,3828,430,2584,352,18,40,10,38,0,36,0,36,0,36,8,37,0,36,8,37,2566,351,65,49,373,142,39,41,334,135,2128,322,1059,239,1069,201,1244,284,16,40,0,36,16,40,0,36,16,40,0,36,0,36,0,36,1228,290,39,40,690,248,33,50,657,241,499,141,172,83,327,117
BK73,North Side-South Side,43053,1363,32046,1333,5705,684,956,266,2606,445,2214,432,392,155,2143,495,1042,367,1101,282,26341,1083,15851,923,7064,684,5006,597,2058,368,3426,423,2712,371,714,177,11007,879,4876,516,86,71,14,50,72,70,51,77,21,58,0,48,0,48,0,48,4790,503,577,168,2613,398,834,245,1779,301,1600,279,824,206,776,183,6131,672,236,127,8,49,208,125,80,71,128,114,20,50,16,49,4,48,5895,644,1296,275,2841,510,457,183,2384,445,1758,310,1119,226,639,198
BK75,Bedford,62818,1840,49489,1683,13595,870,6975,687,1483,315,1347,310,136,87,5137,578,2954,564,2183,419,35894,1287,25756,1184,5277,719,3891,593,1386,302,4861,419,3735,414,1126,233,13329,1094,6417,639,188,137,85,106,84,99,42,77,42,84,19,62,19,62,0,56,6229,613,3331,459,1601,335,638,241,963,228,1297,261,717,196,580,168,6912,848,491,235,98,87,247,199,64,67,183,193,146,114,87,82,59,97,6421,769,2482,424,2302,566,281,133,2021,540,1637,345,836,247,801,243
BK76,Greenpoint,30585,1115,19151,978,2176,385,958,270,409,157,265,136,144,87,809,242,686,223,123,95,16975,874,14041,806,1681,308,1186,287,495,212,1253,267,975,221,278,110,11434,823,5348,557,91,77,0,42,0,42,0,42,0,42,91,77,91,77,0,42,5257,542,749,227,797,248,341,156,456,164,3711,452,1526,317,2185,348,6086,675,124,83,0,42,7,43,7,43,0,42,117,82,117,82,0,42,5962,657,929,238,849,241,163,97,686,227,4184,538,1249,294,2935,455
BK77,Bushwick North,56915,1747,29140,1317,9078,764,2129,433,6683,697,3221,500,3462,556,266,122,253,122,13,54,20062,1076,8804,733,10587,825,5342,631,5245,624,671,215,552,204,119,78,27775,1639,6413,609,184,121,0,54,83,89,18,53,65,88,101,97,16,57,85,85,6229,580,900,198,4068,476,813,209,3255,440,1261,288,400,142,861,218,21362,1572,1357,307,73,79,1127,277,239,118,888,253,157,110,30,58,127,102,20005,1461,1407,347,16659,1382,1777,446,14882,1331,1939,416,462,175,1477,370
BK78,Bushwick South,66662,2074,44930,1772,11775,913,5675,662,5807,678,4726,644,1081,284,293,145,217,118,76,82,33155,1461,18047,1137,14532,1084,9988,896,4544,579,576,177,416,144,160,104,21732,1550,8820,782,415,179,51,87,336,161,211,123,125,92,28,62,0,56,28,62,8405,745,2237,408,5175,613,2125,367,3050,424,993,229,527,175,466,144,12912,1275,1117,375,146,117,889,357,291,152,598,320,82,84,26,68,56,74,11795,1164,2030,384,8517,1061,1082,295,7435,1000,1248,298,470,162,778,221
BK79,Ocean Hill,29171,1283,20833,1184,6093,605,5168,535,759,268,386,169,373,202,166,140,96,111,70,63,14740,911,12444,877,2192,374,1756,348,436,133,104,59,69,52,35,44,8338,809,4623,609,209,109,174,109,7,38,7,38,0,38,28,49,28,49,0,38,4414,578,3090,493,709,259,478,211,231,104,615,184,426,161,189,84,3715,575,320,146,127,86,102,87,94,82,8,40,91,96,77,93,14,43,3395,524,2019,436,695,243,316,144,379,196,681,198,433,158,248,113
BK81,Brownsville,50492,1605,36017,1463,11125,826,9261,776,1699,392,1275,363,424,203,165,110,165,110,0,51,24892,1104,20852,1059,3597,608,2751,544,846,277,443,201,419,197,24,54,14475,1084,7867,707,325,151,244,133,49,75,7,51,42,76,32,57,22,54,10,54,7542,662,5557,566,1398,305,539,187,859,229,587,193,283,122,304,132,6608,772,509,199,338,169,140,112,74,98,66,73,31,54,16,49,15,55,6099,688,4052,522,1293,358,223,124,1070,332,754,259,402,159,352,210
BK82,East New York,84360,2204,57370,1945,18166,1063,14025,1022,3408,497,3097,475,311,157,733,230,561,204,172,114,39204,1501,29991,1356,8616,812,6278,703,2338,386,597,197,485,179,112,83,26990,1539,15307,1049,504,177,298,141,77,103,77,103,0,65,129,98,70,82,59,85,14803,1013,8895,815,3768,487,2089,384,1679,291,2140,414,1308,346,832,193,11683,1080,1036,263,666,206,263,155,156,127,107,110,107,90,71,79,36,77,10647,980,6117,764,3553,589,1166,311,2387,466,977,240,475,173,502,160
BK83,Cypress Hills-City Line,43543,1622,22291,1293,7894,756,3106,500,4229,589,3779,577,450,133,559,229,522,226,37,56,14397,972,5373,564,8430,815,6968,745,1462,303,594,186,536,181,58,55,21252,1374,10681,944,533,173,225,118,150,88,125,87,25,52,158,109,119,100,39,63,10148,884,3330,516,5196,614,2950,463,2246,365,1622,425,828,296,794,226,10571,1063,1034,279,330,198,555,188,383,150,172,109,149,126,96,113,53,76,9537,946,2059,413,5841,785,2356,481,3485,599,1637,404,741,297,896,273
BK85,East New York (Pennsylvania Ave),27168,1116,17214,1009,6704,597,4866,529,1645,411,1363,398,282,186,193,139,159,128,34,65,10510,736,8253,677,2137,381,1492,313,645,215,120,87,120,87,0,36,9954,931,5323,590,147,104,81,73,9,38,9,38,0,36,57,79,57,79,0,36,5176,561,3229,455,1453,334,774,223,679,200,494,202,243,123,251,137,4631,657,384,151,290,137,61,62,36,49,25,43,33,52,33,52,0,36,4247,590,2401,455,1409,342,659,221,750,235,437,203,236,143,201,108
BK88,Borough Park,92472,2475,60770,2387,25175,1512,6732,838,1354,362,862,300,492,205,17089,1324,11866,1095,5223,684,35595,1393,13735,1011,2617,493,1747,385,870,269,19243,1087,15522,972,3721,494,31702,1476,16452,908,495,196,75,125,19,70,19,70,0,68,401,158,251,123,150,109,15957,864,2360,374,1047,239,324,133,723,206,12550,793,4888,466,7662,632,15250,1294,902,264,142,133,166,117,98,107,68,82,594,221,174,108,420,179,14348,1255,845,215,4278,851,378,176,3900,816,9225,965,1757,297,7468,902
BK90,East Williamsburg,31814,1097,23269,1033,2662,392,1146,307,1079,272,864,241,215,105,437,127,365,116,72,70,20607,909,14027,787,5153,599,3652,533,1501,273,1427,282,1247,262,180,99,8545,722,4179,521,52,61,0,40,27,58,27,58,0,40,25,44,21,44,4,40,4127,514,483,161,1141,307,242,113,899,269,2503,430,735,243,1768,300,4366,632,157,98,0,40,93,75,17,47,76,71,64,70,14,43,50,66,4209,611,505,172,1808,475,330,152,1478,427,1896,393,462,158,1434,356
BK91,East Flatbush-Farragut,49588,1548,22118,1283,7392,626,6514,612,205,107,177,103,28,61,673,257,493,183,180,134,14726,998,12706,966,908,227,743,208,165,87,1112,259,884,219,228,124,27470,1194,17940,935,264,156,181,147,16,54,9,55,7,53,67,69,45,60,22,61,17676,904,13737,890,810,202,567,156,243,111,3129,481,1447,299,1682,312,9530,836,704,225,317,145,66,101,66,101,0,54,321,155,103,87,218,134,8826,767,5906,683,577,219,297,137,280,173,2343,470,646,214,1697,399
BK93,Starrett City,12196,758,8183,873,2029,398,1427,350,371,233,371,233,0,24,231,197,199,193,32,43,6154,719,4364,626,1167,458,821,432,346,177,623,395,576,392,47,45,4013,543,3417,475,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,3417,475,608,212,231,147,209,144,22,27,2578,466,829,437,1749,322,596,236,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,596,236,108,100,148,163,131,161,17,32,340,185,56,54,284,175
BK95,Erasmus,27828,1398,11157,906,4014,532,2996,394,435,252,306,227,129,104,583,258,562,257,21,40,7143,673,5897,638,494,166,354,148,140,85,752,249,632,237,120,80,16671,1103,8498,679,267,110,185,88,9,35,9,35,0,36,73,69,43,51,30,59,8231,646,5427,544,552,188,355,149,197,110,2252,429,1378,369,874,232,8173,864,1017,290,520,172,114,97,108,94,6,36,383,219,204,138,179,113,7156,707,4031,559,883,328,272,147,611,289,2242,503,904,287,1338,341
