area_id,area_name,b19301b001,b19301b001_moe
MN23,West Village,1009977,513285
MN24,SoHo-TriBeCa-Civic Center-Little Italy,222945,49275
MN25,Battery Park City-Lower Manhattan,405701,163180
MN27,Chinatown,251790,120943
MN28,Lower East Side,295015,53696
MN31,Lenox Hill-Roosevelt Island,578816,161697
MN32,Yorkville,412235,90144
MN33,East Harlem South,221912,39219
MN34,East Harlem North,218591,23650
MN35,Washington Heights North,380747,79589
MN36,Washington Heights South,270993,26664
MN40,Upper East Side-Carnegie Hill,289260,101118
MN50,Stuyvesant Town-Cooper Village,83572,20931
MN99,park-cemetery-etc-Manhattan,2714,1467
QN01,South Jamaica,318704,25740
QN02,Springfield Gardens North,72391,4941
QN03,Springfield Gardens South-Brookville,136407,9673
QN05,Rosedale,160484,9208
QN06,Jamaica Estates-Holliswood,320995,45229
QN07,Hollis,236654,26144
QN08,St. Albans,608754,24123
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,99753,24862
QN12,Hammels-Arverne-Edgemere,152518,11069
QN15,Far Rockaway-Bayswater,168446,12175
QN17,Forest Hills,661961,76145
QN18,Rego Park,279039,36855
QN19,Glendale,158094,84458
QN20,Ridgewood,345362,65687
QN21,Middle Village,166732,28958
QN22,Flushing,281013,33828
QN23,College Point,125092,37809
QN25,Corona,208387,20644
QN26,North Corona,180583,34535
QN27,East Elmhurst,203569,21724
QN28,Jackson Heights,434790,63318
QN29,Elmhurst,267631,49404
QN30,Maspeth,44873,27634
QN31,Hunters Point-Sunnyside-West Maspeth,392110,73584
QN33,Cambria Heights,408280,23089
QN34,Queens Village,466837,26229
QN35,Briarwood-Jamaica Hills,306932,32092
QN37,Kew Gardens Hills,285428,40190
QN38,Pomonok-Flushing Heights-Hillcrest,131832,26855
QN41,Fresh Meadows-Utopia,60503,14520
QN42,Oakland Gardens,202571,108549
QN43,Bellerose,119116,26765
QN44,Glen Oaks-Floral Park-New Hyde Park,43427,13073
QN45,Douglas Manor-Douglaston-Little Neck,203325,126057
QN46,Bayside-Bayside Hills,320354,60526
QN47,Ft. Totten-Bay Terrace-Clearview,156585,45896
QN48,Auburndale,75932,29678
QN49,Whitestone,72051,33307
QN50,Elmhurst-Maspeth,124298,32762
QN51,Murray Hill,181084,30652
QN52,East Flushing,266670,56399
QN53,Woodhaven,403987,54060
QN54,Richmond Hill,559397,65893
QN55,South Ozone Park,540545,38368
QN56,Ozone Park,259354,129707
QN57,Lindenwood-Howard Beach,44960,28209
QN60,Kew Gardens,306843,50878
QN61,Jamaica,320181,22676
QN62,Queensboro Hill,97891,17870
QN63,Woodside,195270,48817
QN66,Laurelton,327905,14647
QN68,Queensbridge-Ravenswood-Long Island City,122521,29786
QN70,Astoria,626956,111781
QN71,Old Astoria,380348,206415
QN72,Steinway,319851,257100
QN76,Baisley Park,385815,24837
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,54472,25658
SI05,New Springville-Bloomfield-Travis,185493,42554
SI07,Westerleigh,83468,25011
SI08,Grymes Hill-Clifton-Fox Hills,137694,19803
SI11,Charleston-Richmond Valley-Tottenville,30545,9514
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,244203,45574
SI14,Grasmere-Arrochar-Ft. Wadsworth,76258,27945
SI22,West New Brighton-New Brighton-St. George,226970,27213
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,123894,25660
SI25,Oakwood-Oakwood Beach,54449,15449
SI28,Port Richmond,68078,10602
SI32,Rossville-Woodrow,55154,34850
SI35,New Brighton-Silver Lake,196156,47300
SI36,Old Town-Dongan Hills-South Beach,45363,20362
SI37,Stapleton-Rosebank,222490,41038
SI45,New Dorp-Midland Beach,113749,99252
SI48,Arden Heights,81972,24379
