area_id,area_name,b11002001,b11002001_moe,b11002002,b11002002_moe,b11002003,b11002003_moe,b11002004,b11002004_moe,b11002005,b11002005_moe,b11002006,b11002006_moe,b11002007,b11002007_moe,b11002008,b11002008_moe,b11002009,b11002009_moe,b11002010,b11002010_moe,b11002011,b11002011_moe,b11002012,b11002012_moe
SI07,Westerleigh,24111,896,21057,1077,17244,1244,17138,1235,106,78,1266,423,1145,372,121,89,2547,539,2464,529,83,73,3054,437
SI08,Grymes Hill-Clifton-Fox Hills,21747,1315,18373,1441,11672,1292,11563,1283,109,95,750,339,741,339,9,22,5951,1232,5835,1219,116,91,3374,593
SI11,Charleston-Richmond Valley-Tottenville,23087,1093,21157,1229,17950,1243,17900,1239,50,43,1011,533,922,462,89,96,2196,558,2101,545,95,58,1930,432
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,30267,1355,27811,1447,16385,1391,16163,1373,222,142,2511,756,2123,630,388,192,8915,1132,8433,1064,482,170,2456,351
SI14,Grasmere-Arrochar-Ft. Wadsworth,14482,682,12783,763,10097,795,10092,795,5,26,548,245,510,225,38,56,2138,503,2102,494,36,39,1699,280
SI22,West New Brighton-New Brighton-St. George,30260,1485,25783,1601,13100,1434,13068,1432,32,45,3097,778,2835,696,262,145,9586,1307,9151,1268,435,176,4477,423
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,31122,1220,28315,1374,23231,1357,23192,1356,39,43,1296,626,1245,616,51,51,3788,901,3421,760,367,283,2807,382
SI25,Oakwood-Oakwood Beach,21980,967,19622,1111,16180,1195,16081,1185,99,63,1155,411,1076,358,79,101,2287,552,2249,542,38,45,2358,311
SI28,Port Richmond,19095,1185,17100,1286,11225,1398,11014,1330,211,271,1511,680,1283,565,228,149,4364,881,4073,816,291,137,1995,332
SI32,Rossville-Woodrow,19904,868,18661,967,15829,1169,15771,1162,58,61,369,183,369,183,0,29,2463,653,2304,606,159,103,1243,214
SI35,New Brighton-Silver Lake,17671,912,15358,1003,11912,937,11874,931,38,48,1227,529,1173,511,54,56,2219,559,2094,510,125,101,2313,368
SI36,Old Town-Dongan Hills-South Beach,24179,1085,20900,1308,16575,1370,16532,1370,43,53,1040,451,863,332,177,181,3285,737,3124,693,161,106,3279,440
SI37,Stapleton-Rosebank,24793,1165,21009,1281,13753,1251,13552,1219,201,126,1856,640,1720,610,136,82,5400,898,5198,870,202,117,3784,513
SI45,New Dorp-Midland Beach,21169,989,18717,1145,15278,1180,15242,1174,36,43,730,336,673,319,57,46,2709,595,2657,589,52,43,2452,344
SI48,Arden Heights,24769,900,22507,1070,19383,1180,19366,1179,17,31,691,322,681,320,10,31,2433,630,2425,628,8,30,2262,443
SI54,Great Kills,43368,1166,39387,1397,32875,1568,32802,1566,73,58,1456,585,1403,571,53,70,5056,887,4764,842,292,150,3981,447
SI99,park-cemetery-etc-Staten Island,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
