area_id,area_name,b19113b001,b19113b001_moe
MN09,Morningside Heights,283834,383180
MN11,Central Harlem South,510477,81039
MN12,Upper West Side,811738,208740
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,299636,152034
MN14,Lincoln Square,65932,124664
MN15,Clinton,200403,99361
MN20,Murray Hill-Kips Bay,157829,339172
MN22,East Village,114820,28475
MN23,West Village,93375,59498
MN24,SoHo-TriBeCa-Civic Center-Little Italy,205903,230394
MN25,Battery Park City-Lower Manhattan,123698,212268
MN27,Chinatown,101728,128049
MN28,Lower East Side,463117,166871
MN31,Lenox Hill-Roosevelt Island,368985,273442
MN32,Yorkville,408076,264958
MN33,East Harlem South,410052,231458
MN34,East Harlem North,468395,75120
MN35,Washington Heights North,683291,325605
MN36,Washington Heights South,662096,165316
MN40,Upper East Side-Carnegie Hill,190156,239221
MN50,Stuyvesant Town-Cooper Village,216655,174335
QN01,South Jamaica,801279,83294
QN02,Springfield Gardens North,191466,37523
QN03,Springfield Gardens South-Brookville,414669,44105
QN05,Rosedale,533940,38813
QN06,Jamaica Estates-Holliswood,874493,180011
QN07,Hollis,675907,111473
QN08,St. Albans,1833909,117094
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,144036,36529
QN12,Hammels-Arverne-Edgemere,361661,80827
QN15,Far Rockaway-Bayswater,441256,75539
QN17,Forest Hills,330529,86667
QN18,Rego Park,325893,218798
QN20,Ridgewood,588344,398169
QN21,Middle Village,52125,75360
QN22,Flushing,357407,83567
QN23,College Point,91915,240833
QN25,Corona,347420,139142
QN26,North Corona,495819,214935
QN27,East Elmhurst,521280,131769
QN28,Jackson Heights,812626,302883
QN29,Elmhurst,183128,241450
QN30,Maspeth,27031,2146
QN31,Hunters Point-Sunnyside-West Maspeth,404676,396898
QN33,Cambria Heights,1144965,109018
QN34,Queens Village,1632608,165042
QN35,Briarwood-Jamaica Hills,591229,220646
QN37,Kew Gardens Hills,565438,203084
QN38,Pomonok-Flushing Heights-Hillcrest,157513,56573
QN41,Fresh Meadows-Utopia,77893,51075
QN42,Oakland Gardens,128558,198798
QN43,Bellerose,512817,251099
QN44,Glen Oaks-Floral Park-New Hyde Park,92209,108676
QN45,Douglas Manor-Douglaston-Little Neck,200859,248830
QN46,Bayside-Bayside Hills,133295,47471
QN48,Auburndale,145455,51105
QN51,Murray Hill,282196,129004
QN52,East Flushing,290536,252794
QN53,Woodhaven,1333120,365424
QN54,Richmond Hill,1348216,336607
QN55,South Ozone Park,1472707,241204
QN56,Ozone Park,283050,190839
QN57,Lindenwood-Howard Beach,152259,124957
QN60,Kew Gardens,369080,164951
QN61,Jamaica,839175,164299
QN62,Queensboro Hill,96705,7638
QN63,Woodside,185102,168243
QN66,Laurelton,948662,86232
QN68,Queensbridge-Ravenswood-Long Island City,189521,295134
QN70,Astoria,689628,226637
QN71,Old Astoria,222755,175187
QN72,Steinway,71556,105711
QN76,Baisley Park,985507,94392
SI05,New Springville-Bloomfield-Travis,476480,178590
SI07,Westerleigh,321085,193954
SI08,Grymes Hill-Clifton-Fox Hills,393243,87527
SI11,Charleston-Richmond Valley-Tottenville,52353,216999
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,625536,107927
SI14,Grasmere-Arrochar-Ft. Wadsworth,29099,25642
SI22,West New Brighton-New Brighton-St. George,569247,145506
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,16901,107944
SI25,Oakwood-Oakwood Beach,89018,37411
SI28,Port Richmond,195376,48001
SI35,New Brighton-Silver Lake,126077,56064
SI36,Old Town-Dongan Hills-South Beach,36331,4887
SI37,Stapleton-Rosebank,399199,208132
SI45,New Dorp-Midland Beach,79398,289761
SI48,Arden Heights,314609,152634
