area_id,area_name,b19313h001,b19313h001_moe
BX36,University Heights-Morris Heights,11292000,4871890
BX37,Van Nest-Morris Park-Westchester Square,195202700,20590632
BX39,Mott Haven-Port Morris,16917400,5966830
BX40,Fordham South,8719000,4194651
BX41,Mount Hope,19625000,18657334
BX43,Norwood,132985700,22189644
BX44,Williamsbridge-Olinville,32173200,9911275
BX46,Parkchester,36837000,11211289
BX49,Pelham Parkway,287371900,28164944
BX52,Schuylerville-Throgs Neck-Edgewater Park,746454100,54776778
BX55,Soundview-Bruckner,11875600,5284321
BX59,Westchester-Unionport,29730200,7981218
BX62,Woodlawn-Wakefield,254710300,22651263
BX63,West Concourse,15663500,6528714
BX75,Crotona Park East,1461000,1852858
BX98,Rikers Island,3546500,1317682
BX99,park-cemetery-etc-Bronx,4762800,2601709
MN01,Marble Hill-Inwood,373430700,41800581
MN03,Central Harlem North-Polo Grounds,334288700,55322082
MN04,Hamilton Heights,297958400,54211440
MN06,Manhattanville,70534900,19054410
MN09,Morningside Heights,1293239500,101360957
MN11,Central Harlem South,501031800,95796026
MN12,Upper West Side,9422190300,468319061
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,5451595300,381277740
MN14,Lincoln Square,5068510500,310266107
MN15,Clinton,1862866400,146316979
MN17,Midtown-Midtown South,2273341700,206737353
MN19,Turtle Bay-East Midtown,4505764300,319666889
MN20,Murray Hill-Kips Bay,3035722700,229165890
MN21,Gramercy,1761102200,147501006
MN22,East Village,1755677800,137850272
MN23,West Village,5785069300,337565875
MN24,SoHo-TriBeCa-Civic Center-Little Italy,3169861900,280808846
MN25,Battery Park City-Lower Manhattan,2673010500,232944127
MN27,Chinatown,464524300,60003273
MN28,Lower East Side,1075594200,102444467
MN31,Lenox Hill-Roosevelt Island,6060389600,407115458
MN32,Yorkville,5395182800,314921887
MN33,East Harlem South,705906200,85587328
MN34,East Harlem North,187588000,38406867
MN35,Washington Heights North,835798800,70596148
MN36,Washington Heights South,387328700,51847158
MN40,Upper East Side-Carnegie Hill,7999271600,450660187
MN50,Stuyvesant Town-Cooper Village,1083100000,121533822
MN99,park-cemetery-etc-Manhattan,1590200,1507969
QN01,South Jamaica,3173500,1948120
QN02,Springfield Gardens North,7044200,3794441
QN03,Springfield Gardens South-Brookville,6432600,4203131
QN05,Rosedale,41307300,10455007
QN06,Jamaica Estates-Holliswood,333012100,75462602
QN07,Hollis,13922900,6160219
QN08,St. Albans,11182100,4949860
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,914445400,54410391
QN12,Hammels-Arverne-Edgemere,134212500,21869397
QN15,Far Rockaway-Bayswater,293434000,32945924
QN17,Forest Hills,2284191900,135676478
QN18,Rego Park,441849700,40302981
QN19,Glendale,597529300,39139349
QN20,Ridgewood,705323300,45304848
QN21,Middle Village,994638600,49589331
QN22,Flushing,188164900,23236313
QN23,College Point,250347000,28748098
QN25,Corona,126030100,23781066
QN26,North Corona,18175900,7709822
QN27,East Elmhurst,18288000,7825360
QN28,Jackson Heights,692637400,58772651
QN29,Elmhurst,191053200,36304101
QN30,Maspeth,520900600,31740912
QN31,Hunters Point-Sunnyside-West Maspeth,1064104300,66237512
QN33,Cambria Heights,6963900,3851086
QN34,Queens Village,105017500,15504461
QN35,Briarwood-Jamaica Hills,250734700,31922660
QN37,Kew Gardens Hills,598447400,58728033
QN38,Pomonok-Flushing Heights-Hillcrest,353741800,37477012
QN41,Fresh Meadows-Utopia,221311800,28943340
QN42,Oakland Gardens,548761900,42099980
QN43,Bellerose,350574400,37491396
QN44,Glen Oaks-Floral Park-New Hyde Park,531346600,51173003
QN45,Douglas Manor-Douglaston-Little Neck,658743600,53440781
QN46,Bayside-Bayside Hills,858206600,52356504
QN47,Ft. Totten-Bay Terrace-Clearview,670413400,61331014
QN48,Auburndale,282553100,24239228
QN49,Whitestone,830887700,53811839
QN50,Elmhurst-Maspeth,143315700,20933481
QN51,Murray Hill,543442100,43746658
QN52,East Flushing,212682100,26916612
QN53,Woodhaven,314049900,32082459
QN54,Richmond Hill,201612000,23968061
QN55,South Ozone Park,146407500,19189919
QN56,Ozone Park,180468700,23130538
QN57,Lindenwood-Howard Beach,770103400,66193825
QN60,Kew Gardens,424398000,41935828
QN61,Jamaica,36375800,9164719
QN62,Queensboro Hill,111069200,19083725
QN63,Woodside,401852400,38467913
QN66,Laurelton,12973300,6371668
QN68,Queensbridge-Ravenswood-Long Island City,97815400,15620999
QN70,Astoria,1428699800,73925132
QN71,Old Astoria,403080500,44767885
QN72,Steinway,1085756900,57002836
QN76,Baisley Park,3306900,1891344
QN99,park-cemetery-etc-Queens,6414400,3780907
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,941933300,63591483
SI05,New Springville-Bloomfield-Travis,896875400,62956486
SI07,Westerleigh,721565500,43155218
SI08,Grymes Hill-Clifton-Fox Hills,192102700,24709183
SI11,Charleston-Richmond Valley-Tottenville,674030300,67934918
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,206276500,24493095
SI14,Grasmere-Arrochar-Ft. Wadsworth,376149400,34773498
SI22,West New Brighton-New Brighton-St. George,298895500,28399526
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,937634100,61697008
SI25,Oakwood-Oakwood Beach,663158800,51359081
SI28,Port Richmond,266991900,27286686
SI32,Rossville-Woodrow,667392600,50984868
SI35,New Brighton-Silver Lake,442719600,40194760
SI36,Old Town-Dongan Hills-South Beach,540792800,38470271
SI37,Stapleton-Rosebank,332040000,34244659
SI45,New Dorp-Midland Beach,581871500,44488511
SI48,Arden Heights,743358400,50020491
SI54,Great Kills,1430117300,77035061
