area_id,area_name,b05003b001,b05003b001_moe,b05003b002,b05003b002_moe,b05003b003,b05003b003_moe,b05003b004,b05003b004_moe,b05003b005,b05003b005_moe,b05003b006,b05003b006_moe,b05003b007,b05003b007_moe,b05003b008,b05003b008_moe,b05003b009,b05003b009_moe,b05003b010,b05003b010_moe,b05003b011,b05003b011_moe,b05003b012,b05003b012_moe,b05003b013,b05003b013_moe,b05003b014,b05003b014_moe,b05003b015,b05003b015_moe,b05003b016,b05003b016_moe,b05003b017,b05003b017_moe,b05003b018,b05003b018_moe,b05003b019,b05003b019_moe,b05003b020,b05003b020_moe,b05003b021,b05003b021_moe,b05003b022,b05003b022_moe,b05003b023,b05003b023_moe
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,8643,812,3832,478,1170,248,1163,250,7,43,0,42,7,43,2662,397,2296,355,366,178,172,90,194,162,4811,532,865,274,856,273,9,44,0,42,9,44,3946,432,3381,460,565,182,352,110,213,137
BK40,Windsor Terrace,1490,475,644,256,119,97,119,97,0,32,0,32,0,32,525,195,296,138,229,114,187,97,42,52,846,262,117,82,102,81,15,29,8,30,7,31,729,222,477,194,252,115,218,105,34,40
BK41,Kensington-Ocean Parkway,2904,669,1351,368,212,131,212,131,0,40,0,40,0,40,1139,299,500,174,639,251,541,233,98,86,1553,381,293,149,255,142,38,58,28,57,10,41,1260,296,615,162,645,234,498,176,147,104
BK42,Flatbush,53608,2184,23080,1235,6216,659,5406,606,810,242,176,122,634,220,16864,937,6978,687,9886,744,5442,515,4444,563,30528,1430,6276,651,5307,599,969,269,267,131,702,239,24252,1079,8888,749,15364,882,8902,655,6462,655
BK43,Midwood,2654,554,1257,386,231,131,231,131,0,51,0,51,0,51,1026,349,463,174,563,306,323,170,240,171,1397,294,253,130,229,125,24,62,0,51,24,62,1144,224,567,143,577,178,420,159,157,96
BK44,Madison,402,223,198,133,41,76,41,76,0,46,0,46,0,46,157,118,140,115,17,52,0,46,17,52,204,115,13,49,13,49,0,46,0,46,0,46,191,110,73,65,118,89,67,80,51,59
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,5983,931,2871,503,1019,296,898,284,121,108,25,59,96,97,1852,314,898,269,954,210,656,165,298,127,3112,533,826,237,656,221,170,117,25,60,145,114,2286,409,968,285,1318,259,939,203,379,162
BK46,Ocean Parkway South,169,98,58,45,23,39,23,39,0,36,0,36,0,36,35,42,21,37,14,37,0,36,14,37,111,72,21,45,21,45,0,36,0,36,0,36,90,58,40,46,50,43,29,38,21,39
BK50,Canarsie,72470,2113,32022,1232,9183,670,8190,628,993,256,345,169,648,207,22839,948,8614,653,14225,745,9230,600,4995,489,40448,1327,9811,689,8858,650,953,247,290,143,663,212,30637,996,10925,691,19712,810,13549,673,6163,551
BK58,Flatlands,51069,1740,22277,992,5250,497,4794,483,456,150,69,77,387,141,17027,833,6986,604,10041,648,6937,529,3104,388,28792,1124,6350,568,5665,542,685,176,143,92,542,158,22442,838,8211,592,14231,691,10975,643,3256,406
BK60,Prospect Lefferts Gardens-Wingate,54533,2243,24592,1301,6228,687,5373,651,855,264,428,210,427,167,18364,1064,6968,635,11396,960,6215,628,5181,622,29941,1405,5075,618,4563,584,512,199,173,106,339,175,24866,1111,9305,804,15561,942,9589,678,5972,616
BK61,Crown Heights North,76884,2304,32812,1347,8752,774,7999,730,753,228,120,111,633,212,24060,1116,14389,918,9671,774,4914,516,4757,574,44072,1551,9554,751,8877,721,677,228,134,133,543,194,34518,1185,19204,934,15314,921,8374,624,6940,697
BK63,Crown Heights South,27257,1454,12182,947,3104,485,2657,453,447,186,64,61,383,180,9078,705,4378,560,4700,505,2128,322,2572,402,15075,918,2986,484,2807,469,179,108,26,43,153,105,12089,682,5652,597,6437,568,3796,393,2641,430
BK64,Prospect Heights,5824,725,2589,481,307,148,295,147,12,35,0,32,12,35,2282,436,1418,352,864,265,575,244,289,137,3235,439,505,194,505,194,0,32,0,32,0,32,2730,351,1791,312,939,216,716,185,223,116
BK68,Fort Greene,11844,885,4480,542,934,213,924,212,10,39,0,38,10,39,3546,459,2688,363,858,264,620,231,238,114,7364,561,1428,296,1411,294,17,44,17,44,0,38,5936,460,4539,399,1397,299,968,234,429,191
BK69,Clinton Hill,15204,1099,7050,673,1400,299,1373,293,27,45,16,44,11,42,5650,580,4219,510,1431,287,1017,238,414,149,8154,693,1173,282,1147,280,26,57,0,40,26,57,6981,547,5622,502,1359,274,1033,226,326,134
BK72,Williamsburg,913,189,473,145,168,133,168,133,0,36,0,36,0,36,305,142,265,136,40,56,0,36,40,56,440,135,28,47,28,47,0,36,0,36,0,36,412,126,359,121,53,53,42,52,11,38
BK73,North Side-South Side,2605,567,1259,331,362,182,340,177,22,53,0,48,22,53,897,273,741,247,156,97,74,69,82,81,1346,331,171,105,136,86,35,72,0,48,35,72,1175,283,834,230,341,138,217,111,124,77
BK75,Bedford,37726,1730,17067,990,4525,531,4281,509,244,188,56,76,188,169,12542,811,9271,716,3271,447,1720,311,1551,299,20659,1071,4244,482,4109,482,135,95,29,70,106,84,16415,821,12617,732,3798,458,2110,309,1688,337
BK76,Greenpoint,304,119,212,106,34,48,34,48,0,42,0,42,0,42,178,102,122,94,56,59,56,59,0,42,92,67,6,42,6,42,0,42,0,42,0,42,86,63,75,61,11,41,3,40,8,42
BK77,Bushwick North,7838,1127,3814,623,1100,297,972,260,128,93,7,53,121,92,2714,443,1533,303,1181,334,365,125,816,308,4024,627,949,298,887,282,62,76,0,54,62,76,3075,444,1794,326,1281,301,520,134,761,262
BK78,Bushwick South,22571,1582,9565,831,2840,463,2734,450,106,92,23,66,83,85,6725,632,4710,540,2015,334,1019,220,996,238,13006,1018,2908,464,2634,427,274,158,134,131,140,104,10098,732,6920,605,3178,480,1693,308,1485,321
BK79,Ocean Hill,25768,1340,11179,763,3517,422,3229,407,288,123,154,101,134,82,7662,612,5114,547,2548,369,1552,266,996,279,14589,880,3748,480,3538,468,210,103,104,75,106,79,10841,614,7123,541,3718,440,2039,320,1679,315
BK81,Brownsville,45867,1689,18496,1057,6913,681,6543,678,370,169,181,117,189,133,11583,753,7525,671,4058,474,2233,353,1825,311,27371,1148,6628,667,6260,648,368,151,114,92,254,130,20743,843,13584,773,7159,586,4305,441,2854,409
BK82,East New York,65258,2318,27886,1318,9803,810,9258,795,545,156,92,81,453,147,18083,938,11217,784,6866,638,3786,463,3080,418,37372,1473,9730,824,9068,807,662,199,211,121,451,166,27642,1023,17261,857,10381,788,6807,587,3574,509
BK83,Cypress Hills-City Line,13207,1319,6288,722,2043,357,1753,336,290,144,93,90,197,123,4245,522,1668,299,2577,431,1409,315,1168,282,6919,778,1769,380,1505,357,264,133,75,72,189,122,5150,568,1884,304,3266,495,1871,355,1395,339
BK85,East New York (Pennsylvania Ave),21770,1242,9490,697,3461,429,3226,420,235,117,50,55,185,110,6029,513,3404,424,2625,374,1744,303,881,236,12280,810,3485,462,3338,445,147,90,44,58,103,76,8795,547,4763,436,4032,482,2108,313,1924,346
BK88,Borough Park,901,289,433,167,68,88,51,76,17,71,0,68,17,71,365,145,171,95,194,126,91,90,103,100,468,171,112,99,96,97,16,70,0,68,16,70,356,126,173,93,183,107,83,83,100,96
BK90,East Williamsburg,3455,576,1394,330,479,202,479,202,0,40,0,40,0,40,915,272,799,215,116,122,45,55,71,92,2061,398,332,172,300,155,32,59,0,40,32,59,1729,303,1529,295,200,103,85,67,115,87
BK91,East Flatbush-Farragut,48539,1752,21284,1001,4932,523,4440,500,492,170,82,89,410,155,16352,837,6093,590,10259,686,6574,536,3685,468,27255,1086,5380,534,4896,523,484,163,173,97,311,142,21875,819,7106,600,14769,737,10317,601,4452,502
BK93,Starrett City,6231,847,1983,498,831,273,831,273,0,24,0,24,0,24,1152,321,872,306,280,139,252,137,28,41,4248,511,770,206,770,206,0,24,0,24,0,24,3478,440,2736,458,742,216,662,207,80,76
BK95,Erasmus,26096,1355,11787,823,3475,470,2752,395,723,220,188,89,535,200,8312,617,2704,373,5608,511,2961,342,2647,405,14309,881,2803,391,2363,365,440,157,106,72,334,141,11506,691,3528,442,7978,580,4694,462,3284,388
BK96,Rugby-Remsen Village,52145,1813,23402,1058,6249,597,5775,565,474,178,128,85,346,163,17153,851,6575,605,10578,680,6747,548,3831,476,28743,1178,5255,586,4624,559,631,176,161,91,470,149,23488,908,8087,632,15401,810,9761,672,5640,565
BK99,park-cemetery-etc-Brooklyn,95,130,57,77,18,48,18,48,0,40,0,40,0,40,39,58,39,58,0,40,0,40,0,40,38,71,19,48,19,48,0,40,0,40,0,40,19,48,19,48,0,40,0,40,0,40
BX01,Claremont-Bathgate,14602,1208,6340,705,2074,411,2009,402,65,69,25,49,40,51,4266,521,2841,398,1425,363,547,191,878,291,8262,783,2243,395,2160,393,83,79,59,65,24,44,6019,572,4659,540,1360,311,453,137,907,260
BX03,Eastchester-Edenwald-Baychester,26778,1810,11856,1009,3622,546,3256,498,366,217,119,97,247,198,8234,753,3703,481,4531,596,2515,402,2016,453,14922,1134,3485,651,3254,630,231,124,24,48,207,120,11437,764,5063,574,6374,651,4581,552,1793,435
BX05,Bedford Park-Fordham North,11210,1186,5509,677,1521,362,1386,353,135,99,49,69,86,89,3988,535,2202,387,1786,396,636,195,1150,333,5701,683,1255,325,1189,321,66,70,0,50,66,70,4446,519,2575,397,1871,394,855,226,1016,303
BX06,Belmont,5558,759,2526,372,830,228,756,208,74,66,0,34,74,66,1696,293,1161,253,535,182,235,120,300,156,3032,531,835,259,776,248,59,61,0,34,59,61,2197,347,1525,262,672,217,293,131,379,153
BX07,Bronxdale,11051,971,4994,565,1366,296,1299,290,67,57,4,37,63,57,3628,462,2069,336,1559,340,806,257,753,224,6057,619,1332,357,1128,337,204,123,43,56,161,114,4725,426,2673,356,2052,340,1197,261,855,212
BX08,West Farms-Bronx River,10975,1207,5302,667,1582,406,1550,403,32,50,13,42,19,48,3720,490,2200,360,1520,341,631,213,889,275,5673,747,1371,330,1297,323,74,66,11,43,63,62,4302,533,2482,355,1820,385,965,299,855,261
BX09,Soundview-Castle Hill-Clason Point-Harding Park,20748,1322,8994,776,2605,464,2549,461,56,70,20,57,36,62,6389,616,4665,562,1724,337,1039,232,685,201,11754,869,2061,382,1998,379,63,78,14,47,49,78,9693,673,7535,601,2158,409,1494,318,664,201
BX10,Pelham Bay-Country Club-City Island,680,256,168,96,7,26,7,26,0,34,0,34,0,34,161,96,116,78,45,67,45,67,0,34,512,228,95,111,95,111,0,34,0,34,0,34,417,196,321,176,96,90,77,85,19,41
BX13,Co-op City,28450,1741,12047,1087,2568,474,2470,460,98,89,36,47,62,80,9479,879,6618,832,2861,554,1720,376,1141,406,16403,1158,2890,506,2600,447,290,196,65,62,225,176,13513,906,9193,921,4320,660,3037,530,1283,397
BX14,East Concourse-Concourse Village,27358,1745,13059,1050,3777,588,3476,604,301,212,57,69,244,209,9282,767,5553,621,3729,538,1362,299,2367,441,14299,1075,3666,608,3538,616,128,103,77,94,51,69,10633,765,6859,626,3774,552,1699,333,2075,408
BX17,East Tremont,14010,1165,6125,682,2213,380,2082,376,131,116,10,46,121,116,3912,529,2282,380,1630,368,658,179,972,340,7885,750,2127,401,1985,397,142,88,46,62,96,76,5758,522,4029,446,1729,355,706,194,1023,254
BX22,North Riverdale-Fieldston-Riverdale,2204,406,1097,260,149,91,138,90,11,41,0,38,11,41,948,242,661,186,287,123,184,102,103,66,1107,237,108,82,86,78,22,45,0,38,22,45,999,194,798,181,201,89,142,83,59,46
BX26,Highbridge,14834,1204,7103,685,2228,381,2150,375,78,57,36,50,42,46,4875,532,2670,415,2205,404,899,211,1306,356,7731,775,2268,434,2160,431,108,76,37,56,71,62,5463,527,3299,443,2164,385,836,216,1328,295
BX27,Hunts Point,7759,895,3664,435,1365,298,1350,298,15,41,0,38,15,41,2299,309,1870,312,429,124,182,79,247,103,4095,592,1506,329,1443,326,63,58,0,38,63,58,2589,348,1999,317,590,170,265,97,325,128
BX28,Van Cortlandt Village,11424,1070,4987,606,1385,339,1209,323,176,101,49,56,127,95,3602,460,2167,399,1435,280,675,202,760,224,6437,697,1397,331,1357,327,40,67,0,43,40,67,5040,519,2842,434,2198,374,1383,289,815,206
BX29,Spuyten Duyvil-Kingsbridge,2565,440,1004,236,127,82,127,82,0,38,0,38,0,38,877,196,591,149,286,137,231,129,55,49,1561,293,269,131,269,131,0,38,0,38,0,38,1292,227,953,196,339,147,207,110,132,95
BX30,Kingsbridge Heights,6914,986,2667,496,474,168,443,162,31,46,31,46,0,38,2193,477,1393,353,800,337,386,171,414,219,4247,647,1001,331,934,330,67,74,12,39,55,74,3246,444,2217,386,1029,247,668,200,361,141
BX31,Allerton-Pelham Gardens,11344,1053,5435,620,1242,260,1122,244,120,95,35,63,85,83,4193,524,2056,348,2137,429,1275,292,862,236,5909,635,1066,250,976,235,90,92,23,46,67,82,4843,494,2327,336,2516,405,1771,313,745,233
BX33,Longwood,8060,919,3728,553,1677,341,1637,334,40,47,0,36,40,47,2051,375,1535,348,516,165,261,106,255,108,4332,553,1270,294,1221,300,49,44,13,33,36,45,3062,386,2236,348,826,198,414,142,412,131
BX34,Melrose South-Mott Haven North,14752,1444,6310,732,2795,520,2760,523,35,65,0,42,35,65,3515,466,2428,418,1087,274,457,179,630,207,8442,931,2653,463,2543,458,110,83,40,61,70,64,5789,654,4060,445,1729,531,564,184,1165,477
BX35,Morrisania-Melrose,15729,1195,7362,718,2186,393,2058,388,128,80,26,44,102,77,5176,550,3396,478,1780,356,706,180,1074,284,8367,763,2118,375,1898,371,220,118,36,48,184,114,6249,540,4513,493,1736,316,784,223,952,228
BX36,University Heights-Morris Heights,18872,1321,8899,853,2672,451,2537,444,135,92,41,66,94,81,6227,694,3737,594,2490,475,1041,266,1449,345,9973,793,2192,353,2044,336,148,93,0,51,148,93,7781,630,5288,556,2493,383,1151,255,1342,300
BX37,Van Nest-Morris Park-Westchester Square,3115,658,1820,378,407,143,380,140,27,48,13,44,14,44,1413,328,901,220,512,235,104,72,408,229,1295,388,312,163,312,163,0,42,0,42,0,42,983,266,640,192,343,164,175,79,168,143
BX39,Mott Haven-Port Morris,18550,1406,8357,759,3063,441,2974,435,89,83,0,50,89,83,5294,600,3964,550,1330,268,437,154,893,224,10193,937,3001,475,2735,452,266,125,41,57,225,121,7192,634,5773,532,1419,308,567,163,852,226
BX40,Fordham South,9302,1129,4044,623,1400,322,1347,318,53,53,0,32,53,53,2644,504,1494,359,1150,333,373,146,777,299,5258,700,1515,344,1493,343,22,43,0,32,22,43,3743,486,2603,444,1140,258,345,142,795,239
BX41,Mount Hope,16927,1234,8341,769,2550,394,2342,389,208,133,57,76,151,121,5791,589,2882,382,2909,490,751,172,2158,460,8586,728,2242,361,2128,354,114,90,21,50,93,89,6344,523,3485,392,2859,414,1165,222,1694,339
BX43,Norwood,9530,1131,3865,530,1053,273,957,255,96,83,0,41,96,83,2812,446,1764,362,1048,279,415,156,633,229,5665,784,1523,348,1345,309,178,165,0,41,178,165,4142,559,2457,389,1685,437,778,292,907,267
BX44,Williamsbridge-Olinville,45664,1889,20266,1095,6099,602,5531,585,568,175,156,90,412,157,14167,841,6602,596,7565,639,4559,481,3006,425,25398,1155,6089,567,5626,548,463,151,137,93,326,130,19309,862,8877,670,10432,715,6399,527,4033,480
BX46,Parkchester,15025,1222,7267,742,1811,354,1766,354,45,51,20,45,25,43,5456,598,3681,529,1775,393,1006,289,769,293,7758,711,1351,305,1258,311,93,113,0,36,93,113,6407,602,4088,490,2319,475,1295,360,1024,313
BX49,Pelham Parkway,3125,499,1319,282,234,113,222,112,12,42,12,42,0,38,1085,250,594,208,491,175,230,125,261,136,1806,327,310,147,285,147,25,45,12,43,13,37,1496,263,1009,246,487,151,364,139,123,66
BX52,Schuylerville-Throgs Neck-Edgewater Park,5330,1034,2636,484,764,256,752,254,12,56,0,52,12,56,1872,360,1501,296,371,194,144,92,227,162,2694,640,865,370,865,370,0,52,0,52,0,52,1829,355,1463,308,366,152,249,126,117,90
BX55,Soundview-Bruckner,10734,1107,4906,608,1632,326,1502,310,130,86,11,42,119,83,3274,425,1914,319,1360,326,688,243,672,216,5828,713,1529,352,1360,321,169,110,64,71,105,90,4299,487,2605,367,1694,395,898,265,796,295
BX59,Westchester-Unionport,5255,975,2325,473,824,289,813,286,11,34,0,36,11,34,1501,307,1094,263,407,150,228,98,179,136,2930,604,864,289,843,286,21,38,0,36,21,38,2066,385,1504,349,562,198,377,156,185,103
BX62,Woodlawn-Wakefield,29599,1499,12969,863,3736,477,3336,454,400,167,94,69,306,154,9233,651,4140,524,5093,504,3224,426,1869,356,16630,995,3648,476,3240,462,408,168,146,84,262,148,12982,745,4919,532,8063,642,5360,528,2703,450
BX63,West Concourse,11943,1200,5261,599,1763,325,1637,319,126,80,24,47,102,79,3498,455,1702,324,1796,330,855,233,941,260,6682,755,2118,383,1904,364,214,110,132,96,82,71,4564,543,1911,344,2653,481,1305,282,1348,325
BX75,Crotona Park East,5619,703,2518,359,859,245,770,215,89,80,16,37,73,77,1659,285,1117,220,542,190,240,99,302,162,3101,465,936,236,929,236,7,29,0,29,7,29,2165,312,1342,233,823,238,404,163,419,171
BX98,Rikers Island,5706,511,5131,491,416,195,402,186,14,29,7,14,7,15,4715,454,4327,386,388,122,94,44,294,111,575,266,0,17,0,17,0,17,0,17,0,17,575,266,548,265,27,23,21,23,6,10
BX99,park-cemetery-etc-Bronx,438,141,197,84,70,50,70,50,0,32,0,32,0,32,127,63,69,53,58,47,20,35,38,42,241,92,75,57,71,54,4,30,0,32,4,30,166,70,82,57,84,53,23,40,61,50
MN01,Marble Hill-Inwood,6407,898,2569,482,828,293,714,260,114,89,0,41,114,89,1741,356,957,251,784,251,436,188,348,157,3838,610,826,261,763,236,63,77,0,41,63,77,3012,444,2064,373,948,273,578,210,370,146
MN03,Central Harlem North-Polo Grounds,53918,2164,24654,1336,5891,720,5651,713,240,144,179,134,61,80,18763,1071,15210,987,3553,611,1381,333,2172,482,29264,1454,5974,720,5687,720,287,145,77,99,210,128,23290,1068,20032,1005,3258,530,1482,346,1776,410
MN04,Hamilton Heights,21968,1507,10370,949,2446,498,2434,498,12,47,0,46,12,47,7924,781,5835,701,2089,474,790,264,1299,406,11598,1056,2141,381,2042,387,99,98,51,83,48,70,9457,875,6816,763,2641,528,1634,455,1007,299
MN06,Manhattanville,8816,974,4005,530,988,329,947,324,41,54,0,34,41,54,3017,402,2004,338,1013,314,266,114,747,288,4811,644,1097,270,1071,266,26,44,0,34,26,44,3714,489,2676,385,1038,314,555,195,483,226
MN09,Morningside Heights,8339,1010,3686,614,685,270,685,270,0,45,0,45,0,45,3001,535,2227,396,774,372,460,279,314,165,4653,584,521,243,493,230,28,63,0,45,28,63,4132,485,3313,423,819,276,578,232,241,152
MN11,Central Harlem South,28198,1542,12836,963,3400,509,3250,504,150,139,76,129,74,68,9436,798,7418,760,2018,357,1001,235,1017,255,15362,974,3116,463,2992,459,124,90,0,45,124,90,12246,781,9475,712,2771,442,1453,336,1318,284
MN12,Upper West Side,15405,1362,6488,862,964,350,964,350,0,68,0,68,0,68,5524,809,4455,700,1069,321,754,264,315,183,8917,933,1451,382,1368,379,83,101,44,94,39,77,7466,758,5590,672,1876,404,1261,321,615,237
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,3972,618,1751,354,155,98,138,96,17,57,0,54,17,57,1596,349,1448,337,148,96,29,58,119,91,2221,443,247,132,228,129,19,56,3,53,16,57,1974,384,1551,332,423,184,287,161,136,85
MN14,Lincoln Square,2530,653,908,328,94,90,94,90,0,48,0,48,0,48,814,313,763,310,51,73,6,43,45,69,1622,554,243,187,243,187,0,48,0,48,0,48,1379,427,1267,413,112,118,74,82,38,75
MN15,Clinton,3337,556,1795,377,202,110,202,110,0,43,0,43,0,43,1593,359,1156,298,437,195,263,145,174,117,1542,347,175,144,159,143,16,48,0,43,16,48,1367,297,977,249,390,156,262,137,128,89
MN17,Midtown-Midtown South,1301,280,775,227,65,63,65,63,0,51,0,51,0,51,710,222,620,216,90,80,18,51,72,78,526,166,11,51,11,51,0,51,0,51,0,51,515,164,424,150,91,68,59,61,32,55
MN19,Turtle Bay-East Midtown,1093,308,608,229,53,80,53,80,0,48,0,48,0,48,555,220,451,210,104,85,77,80,27,53,485,179,25,59,19,54,6,47,0,48,6,47,460,175,347,151,113,93,22,50,91,92
MN20,Murray Hill-Kips Bay,2178,661,1147,389,114,86,114,86,0,42,0,42,0,42,1033,355,898,329,135,132,0,42,135,132,1031,377,146,111,131,107,15,51,0,42,15,51,885,308,755,299,130,89,63,62,67,74
MN21,Gramercy,827,266,417,213,15,44,15,44,0,34,0,34,0,34,402,213,298,188,104,97,58,88,46,48,410,147,27,39,27,39,0,34,0,34,0,34,383,147,320,138,63,61,28,41,35,54
MN22,East Village,2719,675,1500,362,222,172,222,172,0,40,0,40,0,40,1278,285,1166,271,112,72,28,48,84,66,1219,419,208,125,189,123,19,44,19,44,0,40,1011,357,970,352,41,62,17,43,24,60
MN23,West Village,1301,291,519,161,9,58,0,56,9,58,0,56,9,58,510,160,452,153,58,69,27,63,31,61,782,240,5,56,5,56,0,56,0,56,0,56,777,239,532,193,245,142,214,136,31,73
MN24,SoHo-TriBeCa-Civic Center-Little Italy,892,276,498,202,74,71,74,71,0,42,0,42,0,42,424,179,346,169,78,80,36,55,42,71,394,149,0,42,0,42,0,42,0,42,0,42,394,149,355,142,39,53,32,52,7,42
MN25,Battery Park City-Lower Manhattan,1208,351,663,219,29,55,29,55,0,42,0,42,0,42,634,208,428,170,206,142,80,93,126,111,545,211,24,49,13,44,11,47,0,42,11,47,521,209,427,185,94,85,38,72,56,59
MN27,Chinatown,2049,402,1289,293,153,98,153,98,0,44,0,44,0,44,1136,245,1021,243,115,72,36,52,79,66,760,236,111,82,111,82,0,44,0,44,0,44,649,196,582,177,67,74,39,74,28,43
MN28,Lower East Side,7840,1100,3363,602,558,220,556,219,2,53,0,56,2,53,2805,492,2317,470,488,171,193,110,295,133,4477,671,1053,330,988,310,65,85,0,56,65,85,3424,479,2850,440,574,184,341,123,233,138
MN31,Lenox Hill-Roosevelt Island,3721,805,1723,522,360,319,325,317,35,60,22,59,13,54,1363,315,964,291,399,192,94,80,305,180,1998,511,378,290,262,210,116,143,0,53,116,143,1620,358,989,291,631,227,224,118,407,189
MN32,Yorkville,2669,513,1064,322,95,90,95,90,0,50,0,50,0,50,969,317,793,296,176,115,91,87,85,88,1605,380,150,114,150,114,0,50,0,50,0,50,1455,339,1178,312,277,188,166,128,111,99
MN33,East Harlem South,18032,1313,8284,867,2494,488,2470,486,24,61,0,50,24,61,5790,652,4732,578,1058,296,504,178,554,221,9748,854,2241,437,2193,428,48,65,1,47,47,65,7507,618,6166,587,1341,313,632,192,709,230
MN34,East Harlem North,23988,1687,10196,991,3324,607,3266,600,58,85,0,50,58,85,6872,732,5812,697,1060,273,637,180,423,181,13792,1183,2835,513,2835,513,0,50,0,50,0,50,10957,899,9597,886,1360,345,603,170,757,288
MN35,Washington Heights North,5899,923,2683,479,300,161,296,161,4,50,4,50,0,52,2383,430,1365,283,1018,326,431,188,587,213,3216,597,374,168,374,168,0,52,0,52,0,52,2842,547,1492,378,1350,389,760,234,590,300
