area_id,area_name,b18135001,b18135001_moe,b18135002,b18135002_moe,b18135003,b18135003_moe,b18135004,b18135004_moe,b18135005,b18135005_moe,b18135006,b18135006_moe,b18135007,b18135007_moe,b18135008,b18135008_moe,b18135009,b18135009_moe,b18135010,b18135010_moe,b18135011,b18135011_moe,b18135012,b18135012_moe,b18135013,b18135013_moe,b18135014,b18135014_moe,b18135015,b18135015_moe,b18135016,b18135016_moe,b18135017,b18135017_moe,b18135018,b18135018_moe,b18135019,b18135019_moe,b18135020,b18135020_moe,b18135021,b18135021_moe,b18135022,b18135022_moe,b18135023,b18135023_moe,b18135024,b18135024_moe,b18135025,b18135025_moe,b18135026,b18135026_moe,b18135027,b18135027_moe,b18135028,b18135028_moe,b18135029,b18135029_moe,b18135030,b18135030_moe,b18135031,b18135031_moe,b18135032,b18135032_moe,b18135033,b18135033_moe,b18135034,b18135034_moe
BK34,Sunset Park East,71445,2070,17668,1107,324,117,317,116,75,65,262,111,7,58,17344,1103,16348,1077,4670,616,12870,1008,996,288,48018,1557,2785,359,2331,333,534,149,2013,316,454,141,45233,1558,30816,1314,14410,983,18643,1242,14417,1217,5759,489,2366,306,2322,304,402,119,2299,303,44,64,3393,393,3053,379,787,195,2927,374,340,161
BK35,Stuyvesant Heights,64237,2087,16258,1164,562,191,531,188,187,105,380,161,31,55,15696,1137,14728,1082,5946,710,9494,989,968,347,41769,1417,4602,509,4211,485,1316,249,3161,423,391,131,37167,1370,29435,1188,19894,1073,10815,847,7732,812,6210,457,2794,325,2720,320,673,152,2682,319,74,69,3416,374,3401,374,1468,248,3051,356,15,55
BK37,Park Slope-Gowanus,72707,1868,12972,917,304,125,304,125,220,102,134,98,0,58,12668,906,12361,905,10752,826,1975,471,307,149,53744,1352,2133,351,1781,318,1115,245,921,238,352,143,51611,1364,44983,1270,43160,1251,2243,418,6628,709,5991,470,1886,281,1876,281,1086,219,1845,280,10,57,4105,387,4031,381,2732,317,3670,370,74,94
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,34719,1232,6379,606,341,166,287,152,157,131,187,96,54,71,6038,609,5759,612,3559,401,2415,510,279,144,25337,980,2355,348,2093,328,529,136,1804,321,262,115,22982,944,20268,894,17773,843,2972,376,2714,405,3003,327,1405,298,1405,298,366,121,1397,298,0,42,1598,216,1541,217,679,132,1479,223,57,54
BK40,Windsor Terrace,22563,968,4183,546,135,80,107,69,107,69,0,32,28,52,4048,543,3995,548,3213,423,879,361,53,65,15810,669,796,260,707,244,414,207,439,164,89,75,15014,659,13399,656,12557,647,1057,338,1615,333,2570,276,1005,184,991,184,443,116,991,184,14,37,1565,242,1552,241,799,170,1432,230,13,35
BK41,Kensington-Ocean Parkway,36020,1500,9656,883,201,126,194,126,30,44,174,123,7,40,9455,882,9134,871,2856,508,6538,881,321,148,22754,983,2044,343,1825,310,713,219,1342,267,219,116,20710,965,15796,844,9569,750,6718,700,4914,711,3610,351,1785,295,1733,294,528,159,1673,294,52,62,1825,247,1712,231,723,155,1627,227,113,81
BK42,Flatbush,104778,2591,25572,1436,545,205,545,205,191,121,504,204,0,68,25027,1421,23755,1374,10032,988,14480,1211,1272,350,69544,1787,4601,486,4222,461,1618,275,3030,395,379,140,64943,1788,48732,1561,33195,1424,16965,1135,16211,1330,9662,564,3817,373,3765,372,1108,205,3599,360,52,75,5845,473,5604,459,2522,316,5052,446,241,118
BK43,Midwood,51297,1622,13310,1035,220,89,220,89,166,84,79,62,0,51,13090,1036,12757,1035,8030,837,5141,783,333,173,31123,1068,2291,383,2058,329,726,178,1493,267,233,187,28832,1102,24544,1020,19182,1000,5845,610,4288,590,6864,420,3091,315,3090,315,942,183,3058,313,1,50,3773,349,3697,346,1909,247,3443,334,76,72
BK44,Madison,39981,1278,8335,715,101,80,101,80,78,72,51,69,0,46,8234,713,8020,715,6084,672,2216,401,214,110,25690,873,1625,267,1579,263,762,156,997,232,46,55,24065,870,21311,889,17293,861,4398,571,2754,445,5956,396,2759,280,2754,279,640,127,2733,279,5,46,3197,332,3158,328,1248,200,3123,327,39,58
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,48309,1466,12201,843,258,115,253,115,196,109,72,63,5,54,11943,837,11711,846,9055,766,2945,580,232,120,29484,995,1623,252,1545,244,1039,183,757,180,78,64,27861,975,25569,982,22084,926,4018,696,2292,377,6624,475,2282,291,2260,290,1287,215,2228,290,22,58,4342,404,4261,401,2700,339,4123,401,81,79
BK46,Ocean Parkway South,19508,1096,5557,681,50,41,45,41,39,43,16,35,5,35,5507,679,5203,637,3468,551,1795,440,304,244,11319,702,584,152,518,138,239,96,288,99,66,59,10735,684,9188,641,7246,616,2128,415,1547,326,2632,260,1289,187,1289,187,577,132,1246,180,0,36,1343,186,1343,186,790,162,1306,184,0,36
BK50,Canarsie,85624,2076,21215,1110,510,138,495,136,266,110,295,109,15,73,20705,1102,19278,1070,13501,922,6623,757,1427,324,56852,1473,3451,375,3157,358,1602,259,1961,264,294,114,53401,1442,44751,1363,36409,1275,9682,830,8650,745,7557,576,2862,411,2819,407,844,165,2731,402,43,72,4695,409,4616,407,2318,287,4106,370,79,80
BK58,Flatlands,70841,1717,16871,939,402,125,402,125,141,84,279,111,0,62,16469,934,15891,924,9498,700,6973,779,578,229,45544,1239,2472,315,2273,299,1185,207,1346,229,199,100,43072,1237,37526,1180,30579,1153,7846,663,5546,602,8426,494,2786,291,2733,290,1069,183,2718,290,53,69,5640,435,5570,430,3289,332,5095,417,70,76
BK60,Prospect Lefferts Gardens-Wingate,68838,2200,15262,1118,443,215,443,215,271,191,303,195,0,58,14819,1107,14117,1095,7172,847,7482,938,702,260,45330,1476,3327,485,2971,439,1358,282,1974,386,356,144,42003,1440,31687,1323,23160,1202,9673,946,10316,968,8246,655,2984,471,2917,450,1017,214,2809,446,67,74,5262,515,5068,483,2069,321,4749,477,194,120
BK61,Crown Heights North,99659,2397,22721,1285,643,183,633,182,239,126,530,173,10,68,22078,1253,21019,1262,9585,922,12904,1088,1059,317,66064,1755,5823,560,5204,508,1973,310,3897,433,619,194,60241,1721,45337,1483,32044,1344,15073,1045,14904,1118,10874,623,4969,485,4926,486,1627,267,4854,483,43,75,5905,460,5633,448,2367,331,5405,439,272,135
BK63,Crown Heights South,41211,1615,11164,974,201,82,201,82,138,77,80,55,0,40,10963,964,10781,959,5294,758,6252,828,182,97,26030,1077,1781,289,1617,277,809,200,1046,222,164,83,24249,1085,19002,989,13182,905,6574,707,5247,737,4017,363,1291,208,1287,208,519,116,1251,206,4,38,2726,326,2720,325,1124,200,2548,316,6,40
BK64,Prospect Heights,20435,951,2981,387,37,41,37,41,30,40,14,32,0,32,2944,387,2912,386,2140,347,886,265,32,46,15817,770,442,148,403,142,206,94,206,100,39,44,15375,761,13533,758,12435,753,1352,289,1842,303,1637,258,496,142,483,140,192,89,459,137,13,33,1141,222,1141,222,556,143,1109,216,0,32
BK68,Fort Greene,26206,1087,4780,518,195,112,195,112,15,43,180,110,0,38,4585,503,4414,499,2427,390,2319,426,171,102,18979,838,1514,265,1404,260,448,150,1072,220,110,68,17465,842,14437,725,11771,668,3076,391,3028,512,2447,258,1103,184,1093,183,276,114,1093,183,10,39,1344,250,1318,246,607,137,1277,242,26,53
BK69,Clinton Hill,36409,1446,5893,628,25,42,16,40,16,40,7,40,9,42,5868,627,5475,583,3147,447,2510,468,393,194,27232,1141,1266,244,1134,216,641,170,751,172,132,113,25966,1138,20629,1049,18138,1035,2789,405,5337,672,3284,322,1212,213,1212,213,503,124,1204,213,0,40,2072,279,2056,277,986,217,1991,276,16,45
BK72,Williamsburg,32650,1531,15698,1189,151,87,151,87,77,65,119,80,0,36,15547,1167,15250,1162,3653,654,12745,1202,297,158,14968,665,841,211,807,202,272,117,560,165,34,65,14127,684,13056,678,4710,524,9478,721,1071,274,1984,237,1161,210,1161,210,243,108,1161,210,0,36,823,196,800,194,273,122,775,194,23,39
BK73,North Side-South Side,46039,1504,9041,876,135,101,135,101,27,65,135,101,0,48,8906,857,8555,864,2356,449,6350,774,351,202,33780,1101,1910,324,1711,304,542,167,1313,274,199,93,31870,1102,25138,1026,19329,965,6308,654,6732,692,3218,378,1299,236,1276,239,244,102,1276,239,23,49,1919,314,1901,316,360,116,1852,311,18,50
BK75,Bedford,69849,2015,21547,1134,592,194,571,195,114,97,476,177,21,57,20955,1120,20058,1103,6833,788,14661,1047,897,270,43264,1417,4156,470,3756,438,1262,253,2875,380,400,141,39108,1382,31256,1204,19382,1035,13148,824,7852,817,5038,443,2131,303,2130,303,676,155,2106,302,1,55,2907,357,2809,352,1214,228,2643,342,98,90
BK76,Greenpoint,31508,1172,3324,490,83,66,83,66,22,43,61,65,0,42,3241,484,3087,478,2163,405,953,293,154,102,25483,977,878,194,780,186,350,106,498,168,98,69,24605,969,18429,940,16582,906,2170,361,6176,653,2701,308,1047,186,1033,185,375,105,1019,183,14,41,1654,258,1618,255,553,127,1536,246,36,47
BK77,Bushwick North,61775,1934,15521,1044,614,217,582,209,64,72,524,203,32,61,14907,1007,14307,1005,4243,586,11075,989,600,198,42665,1430,2746,353,2309,333,608,159,1916,315,437,130,39919,1443,21895,1057,13219,877,9787,824,18024,1315,3589,350,1531,242,1523,242,387,128,1492,243,8,52,2058,271,1982,262,613,158,1914,262,76,74
BK78,Bushwick South,70981,2232,17883,1123,722,235,685,230,114,89,610,222,37,69,17161,1089,16265,1084,5604,714,11601,1037,896,262,47032,1681,4389,477,3810,444,1125,234,3116,401,579,188,42643,1623,30094,1398,18665,1150,12415,992,12549,1102,6066,462,2519,362,2474,359,390,141,2465,359,45,69,3547,356,3448,354,872,182,3304,348,99,86
BK79,Ocean Hill,31779,1395,9246,784,293,127,281,125,79,71,226,116,12,42,8953,787,8526,783,3905,581,5505,712,427,154,19392,943,2234,361,1954,342,703,173,1466,310,280,127,17158,872,13439,757,9324,704,4752,496,3719,513,3141,304,1647,237,1647,237,485,141,1642,238,0,38,1494,225,1467,223,635,145,1331,211,27,46
BK81,Brownsville,55202,1835,16775,1117,636,180,620,180,134,94,530,162,16,51,16139,1105,15215,1063,6321,775,10068,980,924,280,32970,1203,3255,442,2952,408,839,203,2441,379,303,153,29715,1166,23929,1060,14256,887,11347,920,5786,660,5457,391,1995,285,1970,282,470,119,1932,280,25,56,3462,359,3397,355,1510,252,3145,338,65,67
BK82,East New York,91686,2431,27302,1397,764,205,743,202,173,114,673,191,21,72,26538,1368,25501,1334,10181,915,16619,1210,1037,339,55920,1634,5252,521,4780,490,1414,258,3784,443,472,153,50668,1617,41141,1470,26113,1369,16936,1065,9527,910,8464,618,3624,463,3514,457,1038,192,3406,452,110,94,4840,458,4671,440,2205,298,4304,425,169,113
BK83,Cypress Hills-City Line,47466,1747,13443,927,170,101,170,101,97,87,73,59,0,49,13273,923,12770,900,5147,642,8320,861,503,211,30683,1244,1450,247,1250,227,396,123,988,202,200,96,29233,1230,22305,1065,13922,933,9181,794,6928,755,3340,338,934,185,887,179,274,109,869,177,47,70,2406,304,2293,299,711,180,2137,293,113,77
BK85,East New York (Pennsylvania Ave),29811,1192,9921,737,434,177,423,177,61,53,392,174,11,38,9487,711,8997,722,3069,516,6359,682,490,207,17928,830,1510,268,1374,259,431,123,1043,237,136,82,16418,836,12606,733,7524,609,5636,572,3812,518,1962,235,710,146,710,146,236,88,699,145,0,36,1252,199,1196,197,459,125,1066,190,56,49
BK88,Borough Park,105873,2868,40283,1983,461,128,461,128,124,77,347,118,0,68,39822,1965,39203,1966,13056,1360,28798,1797,619,217,55830,1640,3265,414,3123,401,1179,230,2338,354,142,104,52565,1607,42704,1484,22674,1202,21867,1294,9861,1035,9760,630,4813,502,4798,502,1482,236,4787,503,15,66,4947,422,4850,418,2430,297,4649,406,97,103
BK90,East Williamsburg,33139,1146,4212,483,58,54,58,54,7,40,51,54,0,40,4154,479,3975,477,1738,352,2391,385,179,116,24500,1021,1723,283,1616,272,608,165,1136,224,107,83,22777,989,17712,886,13800,783,4437,536,5065,624,4427,426,2008,284,2008,284,662,147,1986,283,0,40,2419,330,2375,328,941,192,2296,324,44,53
BK91,East Flatbush-Farragut,52647,1676,11427,819,254,123,234,114,144,93,180,106,20,61,11173,809,10722,804,6464,665,4589,601,451,187,34351,1247,1884,291,1631,248,732,169,1102,200,253,127,32467,1216,26331,1156,20739,1030,6193,666,6136,649,6869,450,2018,259,2002,258,858,163,1953,254,16,57,4851,414,4766,412,2580,312,4378,405,85,75
BK93,Starrett City,12813,807,2655,438,153,92,153,92,98,83,76,57,0,24,2502,433,2472,421,1786,415,812,306,30,52,6889,641,917,287,888,287,406,178,524,240,29,36,5972,668,5179,649,4132,649,1089,303,793,278,3269,259,2079,315,2079,315,514,178,2067,313,0,24,1190,248,1190,248,374,127,1137,242,0,24
BK95,Erasmus,29894,1514,7401,778,109,71,109,71,20,39,89,69,0,36,7292,768,6936,766,2806,574,4521,611,356,162,19450,1004,1048,242,870,217,379,128,585,186,178,93,18402,979,13030,840,9226,792,4373,502,5372,591,3043,338,709,185,709,185,249,102,709,185,0,36,2334,295,2190,287,828,175,1963,277,144,80
BK96,Rugby-Remsen Village,56082,1881,12538,963,249,113,249,113,75,70,175,99,0,54,12289,950,11666,938,6326,611,5702,764,623,193,36413,1277,2773,434,2528,418,1005,215,1893,380,245,98,33640,1210,25689,1147,19883,1059,6477,631,7951,702,7131,584,2354,406,2354,406,974,223,2320,395,0,54,4777,440,4626,434,2626,324,4284,418,151,100
BK99,park-cemetery-etc-Brooklyn,416,260,128,145,0,40,0,40,0,40,0,40,0,40,128,145,128,145,0,40,128,145,0,40,271,146,87,72,87,72,52,57,54,66,0,40,184,114,169,109,114,104,55,66,15,44,17,46,17,46,17,46,0,40,17,46,0,40,0,40,0,40,0,40,0,40,0,40
BX01,Claremont-Bathgate,30363,1361,9794,858,740,210,740,210,40,56,704,206,0,40,9054,841,8651,835,1791,336,7113,815,403,193,18510,892,3465,445,3369,440,547,148,3043,417,96,57,15045,866,11327,751,4767,565,7077,659,3718,589,2059,225,1193,206,1193,206,157,76,1193,206,0,40,866,229,852,228,168,90,792,220,14,52
BX03,Eastchester-Edenwald-Baychester,36345,1801,10142,973,271,110,257,106,122,74,171,90,14,45,9871,961,9550,965,5580,799,4803,828,321,178,22674,1205,2119,386,1892,373,609,207,1556,340,227,150,20555,1199,16547,1101,13071,1011,4193,603,4008,707,3529,402,1407,256,1407,256,626,183,1336,240,0,40,2122,341,1924,308,1052,202,1624,305,198,164
BX05,Bedford Park-Fordham North,52440,1964,14860,1086,770,227,770,227,54,70,716,219,0,50,14090,1039,13269,1028,3878,606,9922,1021,821,287,33902,1444,4305,540,3856,514,940,243,3332,494,449,158,29597,1461,20302,1139,11526,921,9295,858,9295,1048,3678,395,1817,280,1779,282,278,102,1765,281,38,56,1861,316,1751,300,553,169,1713,296,110,105
BX06,Belmont,25783,1376,7177,811,510,185,504,185,0,34,504,185,6,31,6667,781,6354,751,1471,330,5216,729,313,161,16635,920,2192,345,2055,336,455,144,1725,309,137,79,14443,950,10363,789,6405,636,4238,628,4080,684,1971,265,928,166,921,165,206,100,921,165,7,35,1043,239,1002,235,328,141,942,226,41,53
BX07,Bronxdale,33389,1344,7789,701,632,213,621,213,175,97,488,182,11,39,7157,668,6750,666,3433,562,3834,552,407,162,21548,1069,3051,442,2484,378,827,218,1890,332,567,211,18497,1080,12962,801,9143,728,4547,532,5535,875,4052,339,2513,323,2443,310,860,212,2335,315,70,71,1539,245,1517,240,735,152,1405,237,22,50
BX08,West Farms-Bronx River,35316,1713,9811,948,380,139,370,138,89,74,295,129,10,40,9431,939,8938,907,2981,555,6701,883,493,253,22504,1221,2096,375,1792,337,551,176,1370,290,304,156,20408,1230,13356,933,7704,748,6307,677,7052,1039,3001,354,1179,210,1179,210,385,126,1137,205,0,40,1822,314,1761,300,681,219,1662,294,61,78
BX09,Soundview-Castle Hill-Clason Point-Harding Park,53551,1865,13351,1033,561,174,561,174,206,108,457,164,0,50,12790,1017,12452,997,6782,795,6470,848,338,168,33593,1416,4244,531,3836,492,1280,288,3091,456,408,187,29349,1355,24100,1220,17705,1156,7503,796,5249,746,6607,468,2469,312,2469,312,831,161,2427,308,0,50,4138,413,4077,409,1725,286,3815,382,61,76
BX10,Pelham Bay-Country Club-City Island,25888,1306,4325,600,144,93,144,93,35,42,120,88,0,34,4181,594,3938,562,3198,577,932,315,243,178,16461,1052,1207,293,1161,286,776,238,632,183,46,56,15254,1005,13474,952,12316,941,1707,394,1780,407,5102,422,2059,324,2059,324,1239,259,2023,324,0,34,3043,333,3043,333,1636,265,2896,328,0,34
BX13,Co-op City,42816,1753,7940,874,260,127,218,110,53,43,165,103,42,66,7680,879,7387,878,5486,789,2390,562,293,202,26661,1473,3301,655,2940,604,1497,393,1785,443,361,194,23360,1371,20210,1303,17051,1243,4027,673,3150,573,8215,558,3042,411,3042,411,1762,333,2930,403,0,33,5173,470,5135,479,3109,432,4890,456,38,66
BX14,East Concourse-Concourse Village,62732,2156,17503,1221,667,204,658,204,110,82,594,197,9,52,16836,1222,16201,1218,4270,658,12841,1204,635,277,39297,1501,4683,589,4300,573,928,230,3747,540,383,160,34614,1510,25539,1316,12741,1051,13659,1062,9075,964,5932,482,3051,354,2998,348,804,205,2982,348,53,76,2881,385,2847,382,1243,238,2636,366,34,66
BX17,East Tremont,41380,1622,13081,935,593,191,590,191,115,91,525,182,3,44,12488,928,11624,896,3662,606,9483,908,864,365,25185,1173,4498,478,4017,463,830,219,3597,445,481,166,20687,1163,14961,860,7227,717,8700,691,5726,890,3114,302,1585,221,1585,221,285,100,1570,221,0,45,1529,272,1497,271,321,104,1452,271,32,55
BX22,North Riverdale-Fieldston-Riverdale,25943,1160,4888,598,120,74,120,74,117,74,19,41,0,38,4768,595,4569,579,3884,554,806,326,199,142,16165,837,898,231,796,220,501,141,409,179,102,68,15267,815,13677,775,13079,781,821,210,1590,300,4890,357,1685,282,1660,282,986,239,1627,280,25,49,3205,300,3185,300,2255,273,2965,292,20,48
BX26,Highbridge,36942,1403,11361,868,661,201,606,200,85,70,553,195,55,61,10700,846,9958,846,3253,574,7430,788,742,294,23026,933,3834,494,3396,455,775,217,2883,426,438,174,19192,941,14478,864,7120,686,7896,758,4714,703,2555,314,1267,243,1267,243,249,128,1254,243,0,42,1288,234,1218,220,406,127,1127,212,70,65
BX27,Hunts Point,26635,1211,8640,672,533,168,496,164,50,55,490,164,37,50,8107,653,7705,647,2015,390,6378,653,402,203,15735,865,2912,394,2725,385,487,154,2472,384,187,89,12823,820,8816,677,4495,504,4982,544,4007,573,2260,222,1190,185,1138,182,127,62,1138,182,52,56,1070,180,1070,180,267,101,1054,180,0,38
BX28,Van Cortlandt Village,48726,1767,11928,894,620,195,590,187,208,125,421,157,30,62,11308,897,10680,886,4381,608,6945,820,628,234,32024,1293,3031,459,2733,436,987,241,2031,378,298,134,28993,1250,21519,1109,14043,921,8416,865,7474,897,4774,432,1916,326,1916,326,711,174,1874,323,0,43,2858,367,2808,361,1444,266,2476,320,50,71
BX29,Spuyten Duyvil-Kingsbridge,28747,1038,5549,528,149,104,149,104,68,80,105,82,0,38,5400,507,5257,509,4323,487,951,285,143,114,18182,805,1520,295,1334,272,658,171,774,225,186,110,16662,806,14516,752,12879,714,1860,386,2146,444,5016,402,1907,278,1901,277,1036,206,1885,277,6,39,3109,318,3025,316,1937,257,2876,310,84,67
BX30,Kingsbridge Heights,29838,1385,7137,682,371,179,347,174,57,64,290,166,24,51,6766,648,6320,646,1636,381,5010,592,446,185,20106,1145,2008,342,1780,333,547,191,1503,308,228,134,18098,1144,12727,937,6680,694,6842,857,5371,843,2595,294,1297,218,1297,218,332,113,1286,218,0,38,1298,242,1266,241,449,129,1238,240,32,43
BX31,Allerton-Pelham Gardens,31648,1374,7690,729,307,202,280,196,98,74,204,186,27,57,7383,683,7079,674,4671,571,2861,507,304,144,19659,998,2164,302,1903,285,830,195,1262,259,261,126,17495,951,15191,891,12947,836,2902,432,2304,393,4299,383,1504,236,1437,223,806,171,1386,221,67,86,2795,323,2738,320,1597,241,2513,312,57,56
BX33,Longwood,25360,1332,8363,777,605,192,605,192,107,82,498,173,0,36,7758,759,7395,742,2394,474,5441,725,363,152,14955,930,2294,382,2186,387,372,132,1927,380,108,71,12661,890,9021,664,4461,531,4851,494,3640,735,2042,296,1107,218,1107,218,184,92,1091,211,0,36,935,213,919,213,156,81,900,211,16,40
BX34,Melrose South-Mott Haven North,38850,1714,12613,1018,905,236,884,235,124,88,824,234,21,52,11708,977,11338,985,2659,498,9324,990,370,195,22971,1122,3973,523,3302,466,499,158,2995,452,671,218,18998,1146,13818,890,6615,706,7900,770,5180,841,3266,336,1788,267,1752,263,301,115,1752,263,36,60,1478,252,1432,245,450,117,1347,236,46,68
BX35,Morrisania-Melrose,37724,1478,11341,800,621,175,601,173,86,66,556,167,20,45,10720,767,10281,757,3194,570,7412,704,439,183,23422,1025,3585,473,3169,414,769,224,2531,352,416,199,19837,1030,14995,870,7384,753,8234,747,4842,614,2961,343,1384,239,1384,239,243,104,1384,239,0,40,1577,279,1529,271,544,174,1405,246,48,67
BX36,University Heights-Morris Heights,53722,1843,15208,998,1106,248,1033,228,265,108,958,225,73,105,14102,960,13238,956,4991,645,10069,920,864,299,35099,1354,5616,546,5012,507,1531,293,4164,452,604,220,29483,1317,20869,1126,10819,937,12037,915,8614,902,3415,371,1696,268,1645,262,427,149,1608,261,51,64,1719,308,1596,297,644,210,1459,270,123,99
BX37,Van Nest-Morris Park-Westchester Square,29434,1253,7712,681,319,116,319,116,101,70,267,109,0,42,7393,664,6991,669,3756,551,3806,602,402,192,18473,936,1602,262,1376,248,541,136,1014,225,226,98,16871,921,12484,795,9462,717,3683,509,4387,619,3249,379,1175,192,1140,188,457,124,1129,187,35,58,2074,339,1971,323,975,219,1853,310,103,91
