area_id,area_name,b20017i001,b20017i001_moe,b20017i002,b20017i002_moe,b20017i003,b20017i003_moe,b20017i004,b20017i004_moe,b20017i005,b20017i005_moe,b20017i006,b20017i006_moe,b20017i007,b20017i007_moe
BX07,Bronxdale,177786,18693,196581,32760,249050,44034,89293,80055,150158,34133,228041,38429,66597,18509
BX08,West Farms-Bronx River,160005,13146,180039,25465,215563,28203,121181,41413,120054,18066,193594,36352,61216,23105
BX09,Soundview-Castle Hill-Clason Point-Harding Park,313039,31971,331228,43051,416505,55634,116188,39528,319143,31458,377273,34038,132740,63187
BX10,Pelham Bay-Country Club-City Island,75069,13748,80475,34415,86964,22013,27743,55294,75001,12937,84241,14575,32188,16257
BX13,Co-op City,63794,10830,57909,13418,75216,56671,24942,8033,68604,15979,93657,28590,12583,10180
BX14,East Concourse-Concourse Village,222423,25800,236953,30159,352098,50232,164085,39291,211508,42430,328405,55851,104377,26037
BX17,East Tremont,226441,26819,258651,39333,356131,55791,105277,61544,209343,35780,304707,41207,113932,24361
BX22,North Riverdale-Fieldston-Riverdale,159186,45255,199999,57490,244965,41650,75055,35104,147686,71104,229725,55078,63394,36505
BX26,Highbridge,119198,11623,127762,22462,199073,18683,73872,13130,105698,13963,183710,29965,61776,11533
BX27,Hunts Point,151261,14161,153317,26559,239664,51863,76284,23949,140354,25429,208666,29388,74485,33208
BX28,Van Cortlandt Village,206705,18281,233702,31029,328709,50150,84177,24776,179167,23951,312244,48634,67040,12662
BX29,Spuyten Duyvil-Kingsbridge,155544,35602,160001,35340,172322,34163,109608,131866,144044,77893,212086,70718,57920,175617
BX30,Kingsbridge Heights,122702,26321,127063,12117,155278,32524,59715,19322,140092,13634,184865,22116,68556,19861
BX31,Allerton-Pelham Gardens,264898,44930,245811,84524,342323,136300,76535,60494,281362,61885,371766,107241,80649,82391
BX33,Longwood,103895,13006,122941,22841,135371,25152,50819,28389,95138,15797,141351,17716,48232,16045
BX34,Melrose South-Mott Haven North,139877,14161,158045,26658,200779,27539,85168,33964,124253,14871,192015,19254,66102,9194
BX35,Morrisania-Melrose,150652,16345,179222,24762,205151,25547,103713,38366,128250,14715,214515,29458,81217,17865
BX36,University Heights-Morris Heights,208414,27314,256171,39845,340369,28301,124107,37132,194626,38662,269708,25549,104726,23268
BX37,Van Nest-Morris Park-Westchester Square,264809,29535,291259,48036,369454,49526,71056,26515,230481,41289,277627,56177,94183,36758
BX39,Mott Haven-Port Morris,184744,15546,198216,24277,259283,29780,103274,19164,177135,19210,275914,36449,107441,13535
BX40,Fordham South,90511,9231,99811,16440,131745,32584,40699,26635,76790,12698,121869,21276,42929,9881
BX41,Mount Hope,219330,13125,247796,27361,369204,60747,138637,43499,190045,21176,298663,40182,120397,14105
BX43,Norwood,174469,19329,189327,25355,220510,25078,85514,43026,150466,24857,250020,39144,55040,9209
BX44,Williamsbridge-Olinville,222759,26928,258194,33455,283013,47847,200816,93439,198423,41817,317061,249467,104568,28947
BX46,Parkchester,148634,15541,160259,37637,200328,25805,35069,22597,140729,19896,158489,24322,62852,57320
BX49,Pelham Parkway,119388,26996,114691,30185,178534,54522,68715,87653,123031,44654,164782,23007,67949,22504
BX52,Schuylerville-Throgs Neck-Edgewater Park,250543,26039,319851,60017,380668,50473,193349,186948,222827,35494,260380,42332,79599,58291
BX55,Soundview-Bruckner,164489,19024,171080,26703,192651,55279,84497,55409,150677,31702,211890,36826,87350,87382
BX59,Westchester-Unionport,212808,18615,242181,29443,269482,30028,97756,29371,181245,23165,222267,32188,112054,29516
BX62,Woodlawn-Wakefield,57571,8218,61154,55620,85290,44403,16919,11026,56711,39000,58909,72664,31991,30103
BX63,West Concourse,136182,10884,162504,14314,197871,18560,80757,16187,119982,13938,168733,36950,72176,35267
BX75,Crotona Park East,125988,11370,134063,14261,143678,21683,106669,33281,107319,29304,156971,25133,45655,11133
MN01,Marble Hill-Inwood,124447,22563,129143,57060,228991,54179,77678,15773,123488,22269,215780,59336,77266,18373
MN03,Central Harlem North-Polo Grounds,161432,53654,160656,25099,245311,54287,93617,54921,229349,86329,314415,79169,113657,50793
MN04,Hamilton Heights,151806,16861,158532,28082,191091,49196,64070,31777,146241,24955,192841,32087,79112,17554
MN06,Manhattanville,76954,10003,85525,12378,107150,24301,54539,13900,67437,17413,97502,23497,33056,12261
MN09,Morningside Heights,170253,42566,207090,63205,239590,235279,92262,36956,123973,50592,262185,190573,49795,22251
MN11,Central Harlem South,226087,46761,231312,85445,471766,306195,98846,49595,211966,47083,269747,56827,93412,119397
MN12,Upper West Side,289136,78101,353907,129734,478009,105102,140198,218857,278080,123814,537677,151200,94475,62224
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,192330,49765,233374,86245,400870,136028,70150,57397,169011,67054,244956,181699,79720,52721
MN14,Lincoln Square,73709,26670,83340,40155,116289,12780,17690,22606,55869,111683,219942,112607,52348,42513
MN15,Clinton,154582,46012,180854,33233,191973,38065,95922,91499,96557,64168,299284,130074,54257,21254
MN17,Midtown-Midtown South,85339,45329,113417,68537,165000,208879,29847,92387,65547,76892,92294,177747,43769,60835
MN19,Turtle Bay-East Midtown,148752,62990,204558,78728,139699,303115,205585,35500,121341,76833,112838,114774,90333,65937
MN20,Murray Hill-Kips Bay,17399,23117,25393,37368,27439,62237,3299,26003,17022,15878,17229,41552,15167,24899
MN22,East Village,119356,34071,112580,37944,127024,211378,60701,21353,157983,44295,189139,54236,57432,69060
MN23,West Village,14231,24846,41111,61767,71346,60482,7125,12079,8750,23676,59569,66851,4481,4189
MN24,SoHo-TriBeCa-Civic Center-Little Italy,26042,26135,19167,93516,19375,179185,12321,104143,26375,25541,27333,31182,9810,49783
MN25,Battery Park City-Lower Manhattan,56078,17108,60859,39960,108472,196164,31389,40414,55129,15727,56767,36878,30600,41121
MN27,Chinatown,40460,34702,39413,45223,129176,208940,24934,21216,49632,35199,94403,39194,14239,10045
MN28,Lower East Side,195867,26257,230237,26604,298502,45157,251974,66264,178335,40993,265620,53399,88005,32416
MN31,Lenox Hill-Roosevelt Island,79703,24638,115752,82334,135643,136483,51040,51598,71096,21223,80551,41891,60495,15467
MN32,Yorkville,149269,63640,227008,175117,283072,399522,75712,36437,148074,41631,211231,57589,74461,50711
MN33,East Harlem South,187244,19435,200839,43034,241172,60310,104224,98822,167542,30627,227968,46983,74042,12556
MN34,East Harlem North,196309,28371,247152,50147,288182,56580,164175,167163,176118,36309,290808,32082,91680,17543
MN35,Washington Heights North,233665,24286,271848,78738,334809,126319,151508,84220,206147,29436,277638,31934,123660,62287
MN36,Washington Heights South,234726,15387,262721,28458,378365,44783,137488,31432,213296,30482,374996,40566,103257,16407
MN50,Stuyvesant Town-Cooper Village,59237,9387,57561,11706,59482,92254,13438,54851,61528,13384,67286,9046,30625,25398
QN01,South Jamaica,191230,66466,235345,187575,339319,124833,274973,268686,187741,108202,269664,79959,79033,42247
QN03,Springfield Gardens South-Brookville,14688,30562,14659,36095,51250,45029,11875,7608,14732,36506,45673,21401,13036,7517
QN05,Rosedale,87438,39382,170725,100628,242133,135810,114313,209789,49982,20938,81398,27803,40271,12469
QN06,Jamaica Estates-Holliswood,89086,52542,121309,60506,158137,53665,44865,25997,81819,50077,247409,105296,42668,14546
QN07,Hollis,58053,15655,58977,19718,63059,27239,49008,13255,51399,25031,67523,15507,29419,32507
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,79400,29659,96274,53076,101078,62120,65533,87775,86886,59925,116160,45091,25625,16372
QN12,Hammels-Arverne-Edgemere,174703,48458,195923,53889,225640,58608,120665,125631,138820,42530,211315,57202,71170,33880
QN15,Far Rockaway-Bayswater,115704,20738,139970,29889,175083,15965,68572,27708,99753,14590,132642,41785,52749,12558
QN17,Forest Hills,303030,71262,340139,160330,365554,563512,204260,121560,313306,121442,380335,146507,201313,117780
QN18,Rego Park,96529,25179,144756,39846,165169,41510,35703,63272,60762,32375,107145,33818,26347,11901
QN19,Glendale,174133,39714,204693,59524,263766,70304,63748,100400,145533,41036,260670,60644,83865,29024
QN20,Ridgewood,471494,42819,550013,68633,642992,84809,364947,90450,438220,54567,526876,44418,197088,50380
QN21,Middle Village,187978,20098,194780,34861,232486,57758,101625,50003,171377,60504,237548,37710,70670,51566
QN22,Flushing,178493,35253,227521,60675,305575,64123,102792,57010,179276,41578,202373,38248,86010,164144
QN23,College Point,137765,14994,165512,24435,193611,40032,74730,44273,111106,13034,131678,30777,63963,12493
QN25,Corona,238913,28238,276253,35927,327769,29826,150208,25641,191982,39810,314880,80470,105953,17845
QN26,North Corona,174279,7392,190898,8954,215587,10756,130212,16776,138149,12049,188421,11180,90185,11434
QN27,East Elmhurst,160870,20400,181222,19512,205725,41598,110838,38229,134913,14849,192809,39633,79451,16185
QN28,Jackson Heights,491489,28893,539680,43967,606284,51181,286573,84874,425124,35573,600375,57760,239336,26856
QN29,Elmhurst,333975,23753,364679,35683,413183,36693,168673,91017,283956,28579,325673,38553,185830,52192
QN30,Maspeth,190502,55754,206093,44976,260977,63871,104481,66794,239110,95276,307570,87133,76821,60014
QN31,Hunters Point-Sunnyside-West Maspeth,513191,58971,594017,65604,678172,75851,263270,220394,416397,82157,579806,108647,267251,103306
QN33,Cambria Heights,36932,7762,81607,65454,87955,10306,23594,3277,35909,5127,42212,1992,33125,49693
QN34,Queens Village,187799,31835,230586,40158,266196,46389,87221,55476,175698,34378,233799,35570,79355,44114
QN35,Briarwood-Jamaica Hills,227742,35648,270565,46860,327868,62280,86906,49538,194453,44974,271211,67735,97899,44791
QN37,Kew Gardens Hills,86813,27264,89929,41350,112127,31831,31434,33273,76974,25721,127647,22499,41844,26247
QN38,Pomonok-Flushing Heights-Hillcrest,101903,37480,127311,38106,207355,69985,49664,26242,81353,51158,149534,40050,34525,36564
QN41,Fresh Meadows-Utopia,96965,37088,115558,45241,129734,47129,27316,60499,74015,37544,80953,19402,79755,128426
QN43,Bellerose,152791,41654,168510,86252,238468,110925,110691,45927,149941,37623,188085,39722,85648,39385
QN45,Douglas Manor-Douglaston-Little Neck,58479,36848,60041,41882,77886,46847,27347,13188,53936,49873,99956,135064,22461,8753
QN46,Bayside-Bayside Hills,169431,22740,185591,44587,214684,119300,99643,106085,150407,39097,217911,56558,101995,39803
QN47,Ft. Totten-Bay Terrace-Clearview,47760,37268,48864,29855,50526,2280,10761,5800,45625,53399,48925,40127,3281,13221
QN48,Auburndale,39583,9402,35962,22002,38144,2171,11172,5856,53194,24294,64306,25521,43030,49773
QN49,Whitestone,91526,23275,99917,81377,153190,51816,80826,69418,68470,22365,81083,79587,70117,50372
QN50,Elmhurst-Maspeth,139404,12396,155060,25264,163493,21833,88062,62735,107500,27136,107865,39926,53668,55270
QN51,Murray Hill,83385,27615,100476,29468,148813,23699,25616,16390,64880,27731,127525,41828,43294,9986
QN52,East Flushing,186302,39399,218099,60297,231755,34364,157534,78880,168901,84458,230586,69925,81647,36490
QN53,Woodhaven,492387,44924,577133,77640,692277,116149,273806,87875,400958,60717,615550,66778,178770,37335
QN54,Richmond Hill,512626,63502,652512,108228,773905,108518,270581,123616,438136,62753,661707,126723,307305,137300
QN55,South Ozone Park,484039,52084,549598,80359,704866,170723,255609,93079,443823,101157,655032,120879,272864,112686
QN56,Ozone Park,164723,17956,182569,26278,221081,51993,62046,43208,163563,37341,210034,47236,64709,38727
QN57,Lindenwood-Howard Beach,115555,34714,125211,82164,172989,50244,38444,29822,73477,55588,131878,65313,61050,40609
QN60,Kew Gardens,177678,43608,173715,33632,199168,24554,78515,90294,197892,41554,246070,51260,91143,99061
QN61,Jamaica,225307,26441,284082,32027,344095,43813,152964,54036,178584,24976,220983,52631,127894,29647
QN62,Queensboro Hill,100204,23489,114302,33051,150326,50154,55775,52303,71417,36014,99833,23308,31332,23571
QN63,Woodside,241092,27372,250323,48549,271692,40888,165729,64209,211306,37603,325002,98990,107564,33206
QN68,Queensbridge-Ravenswood-Long Island City,85764,19929,93450,41160,175060,59131,41476,33818,79661,23250,161119,60198,46176,12254
QN70,Astoria,528732,54147,566366,68688,653621,113906,349421,174145,484379,103243,787611,151201,249735,88332
QN71,Old Astoria,105503,13183,131458,23851,157971,23230,79286,51618,82979,16197,122771,41060,63557,14387
QN72,Steinway,313988,79378,364530,98647,461836,101568,137890,73591,286058,75885,487027,109418,191560,95782
QN76,Baisley Park,159873,62567,209289,64485,250464,156074,77069,54864,124930,54339,158254,69568,81953,32660
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,46477,5837,52404,6547,54149,12590,10531,1841,37835,5555,45170,18860,5094,1929
SI05,New Springville-Bloomfield-Travis,73761,35552,75847,95349,71025,108985,55461,107744,57088,29651,91583,32964,35377,43522
SI07,Westerleigh,109052,46491,191369,257513,217395,55710,24734,41678,110536,60188,135239,37256,52601,65776
SI08,Grymes Hill-Clifton-Fox Hills,108324,10390,109909,20506,126859,29093,56777,40047,102418,32672,132083,18126,30290,64167
SI11,Charleston-Richmond Valley-Tottenville,95442,23811,117448,24958,122981,23565,17063,131286,83809,62185,120137,59239,44712,33766
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,191025,28900,197835,50730,243211,40462,87190,46611,183897,47896,287220,45982,66128,67460
SI14,Grasmere-Arrochar-Ft. Wadsworth,25776,4853,32500,21605,38000,37969,24688,41898,24881,9213,26595,2285,9886,10026
SI22,West New Brighton-New Brighton-St. George,203653,51277,202088,56763,243913,60131,159661,108339,185305,96028,364635,121004,83996,37037
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,84891,62299,106875,113980,177657,22464,80208,131831,84076,54326,114620,39094,18744,207888
SI28,Port Richmond,69548,21221,81550,29146,78561,90874,60324,25047,62407,25557,75714,31732,25452,9828
SI35,New Brighton-Silver Lake,70396,17272,69622,29044,71667,32214,33065,149316,54865,44669,127200,59252,22542,21043
SI36,Old Town-Dongan Hills-South Beach,58625,23503,57611,20176,65581,24070,31511,23665,112908,96256,116703,16674,23030,24213
SI37,Stapleton-Rosebank,94450,22339,104794,18871,122844,22071,30521,37114,90597,54573,209456,128597,49373,125795
SI45,New Dorp-Midland Beach,28682,8305,22958,9095,22264,6575,44000,26609,29795,17582,43000,27309,4601,29963
SI48,Arden Heights,103917,16937,81504,40353,120473,43343,66163,28632,103047,26197,110817,26619,18414,69696
SI54,Great Kills,87457,95313,71841,50896,95017,64300,60693,50245,166361,115721,168174,36035,7414,26698
