area_id,area_name,b19313g001,b19313g001_moe
MN24,SoHo-TriBeCa-Civic Center-Little Italy,57555300,40313567
MN25,Battery Park City-Lower Manhattan,51187500,23727417
MN27,Chinatown,30844200,17658130
MN28,Lower East Side,72269700,17868890
MN31,Lenox Hill-Roosevelt Island,54650200,21767452
MN32,Yorkville,45961300,15987977
MN33,East Harlem South,30792900,11791419
MN34,East Harlem North,44408400,24493690
MN35,Washington Heights North,61204000,16055110
MN36,Washington Heights South,79663800,16322232
MN40,Upper East Side-Carnegie Hill,34753700,27136818
MN50,Stuyvesant Town-Cooper Village,16357000,8528290
MN99,park-cemetery-etc-Manhattan,142600,296417
QN01,South Jamaica,17640400,6120308
QN02,Springfield Gardens North,184600,226174
QN03,Springfield Gardens South-Brookville,13742000,10202291
QN05,Rosedale,15795100,8714486
QN06,Jamaica Estates-Holliswood,28880900,11450512
QN07,Hollis,21463000,7828362
QN08,St. Albans,25684700,9760079
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,5355700,4573479
QN12,Hammels-Arverne-Edgemere,17330600,7371548
QN15,Far Rockaway-Bayswater,30670200,12927083
QN17,Forest Hills,52309300,17010938
QN18,Rego Park,19787400,9341370
QN19,Glendale,6951300,3868582
QN20,Ridgewood,26669800,10022372
QN21,Middle Village,7719000,7730070
QN22,Flushing,36859800,13928144
QN23,College Point,7266800,4878105
QN25,Corona,17481100,7816974
QN26,North Corona,20420700,9159826
QN27,East Elmhurst,20638900,10270714
QN28,Jackson Heights,73043600,21260218
QN29,Elmhurst,24718100,9135541
QN30,Maspeth,2908900,1975304
QN31,Hunters Point-Sunnyside-West Maspeth,37920600,10115136
QN33,Cambria Heights,2597800,3180665
QN34,Queens Village,72845500,15881783
QN35,Briarwood-Jamaica Hills,45437400,13501688
QN37,Kew Gardens Hills,30064800,10224351
QN38,Pomonok-Flushing Heights-Hillcrest,14110900,5855448
QN41,Fresh Meadows-Utopia,12434800,14934923
QN42,Oakland Gardens,20362900,13042690
QN43,Bellerose,16491200,8461978
QN44,Glen Oaks-Floral Park-New Hyde Park,25751400,11441167
QN45,Douglas Manor-Douglaston-Little Neck,10904200,11841244
QN46,Bayside-Bayside Hills,20908600,9572167
QN47,Ft. Totten-Bay Terrace-Clearview,12486900,14783685
QN48,Auburndale,8002100,7292628
QN49,Whitestone,11526800,6952099
QN50,Elmhurst-Maspeth,4613000,3258786
QN51,Murray Hill,21893500,11047578
QN52,East Flushing,5776500,4019728
QN53,Woodhaven,59682200,13290554
QN54,Richmond Hill,59546100,13852680
QN55,South Ozone Park,89264000,20107571
QN56,Ozone Park,29107300,12728053
QN57,Lindenwood-Howard Beach,25158100,17588208
QN60,Kew Gardens,9253400,3916405
QN61,Jamaica,54997400,22011247
QN62,Queensboro Hill,6344900,3986899
QN63,Woodside,15266100,5760107
QN66,Laurelton,8116000,3397874
QN68,Queensbridge-Ravenswood-Long Island City,4286300,2579999
QN70,Astoria,57144400,27419799
QN71,Old Astoria,19061300,8085095
QN72,Steinway,23220800,10111554
QN76,Baisley Park,12063200,4832841
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,4957000,4480502
SI05,New Springville-Bloomfield-Travis,6535900,3962415
SI07,Westerleigh,4368500,3029284
SI08,Grymes Hill-Clifton-Fox Hills,10208300,5423728
SI11,Charleston-Richmond Valley-Tottenville,9587900,6318446
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,20820600,9376556
SI14,Grasmere-Arrochar-Ft. Wadsworth,649300,855873
SI22,West New Brighton-New Brighton-St. George,20798600,8995228
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,8742300,6901913
SI25,Oakwood-Oakwood Beach,5399700,5012696
SI28,Port Richmond,6744500,5084139
SI32,Rossville-Woodrow,3965600,3685850
SI35,New Brighton-Silver Lake,4159000,2954615
SI36,Old Town-Dongan Hills-South Beach,5946000,3769942
SI37,Stapleton-Rosebank,13318500,6162941
SI45,New Dorp-Midland Beach,2058900,2181835
SI54,Great Kills,1757800,2294843
