area_id,area_name,b05003i001,b05003i001_moe,b05003i002,b05003i002_moe,b05003i003,b05003i003_moe,b05003i004,b05003i004_moe,b05003i005,b05003i005_moe,b05003i006,b05003i006_moe,b05003i007,b05003i007_moe,b05003i008,b05003i008_moe,b05003i009,b05003i009_moe,b05003i010,b05003i010_moe,b05003i011,b05003i011_moe,b05003i012,b05003i012_moe,b05003i013,b05003i013_moe,b05003i014,b05003i014_moe,b05003i015,b05003i015_moe,b05003i016,b05003i016_moe,b05003i017,b05003i017_moe,b05003i018,b05003i018_moe,b05003i019,b05003i019_moe,b05003i020,b05003i020_moe,b05003i021,b05003i021_moe,b05003i022,b05003i022_moe,b05003i023,b05003i023_moe
BK30,Dyker Heights,4210,806,2127,514,566,192,566,192,0,51,0,51,0,51,1561,434,779,226,782,370,197,110,585,357,2083,441,490,213,482,212,8,51,0,51,8,51,1593,316,1073,267,520,149,195,89,325,123
BK31,Bay Ridge,13474,1305,6347,778,2065,414,2000,403,65,85,0,66,65,85,4282,533,2408,360,1874,400,651,210,1223,344,7127,755,1955,386,1926,383,29,79,0,66,29,79,5172,510,3196,418,1976,322,1065,226,911,237
BK32,Sunset Park West,34060,1818,18779,1143,4966,576,4486,544,480,161,29,57,451,158,13813,915,5630,570,8183,794,1763,309,6420,734,15281,985,4526,549,4107,515,419,166,32,55,387,162,10755,629,5152,478,5603,498,1681,279,3922,421
BK33,Carroll Gardens-Columbia Street-Red Hook,8503,935,3890,581,1033,331,822,262,211,216,18,50,193,215,2857,430,2000,330,857,271,285,164,572,238,4613,569,875,240,843,228,32,58,0,45,32,58,3738,477,2885,452,853,213,384,150,469,164
BK34,Sunset Park East,23746,1504,12343,971,3438,512,3186,498,252,119,45,65,207,113,8905,798,3604,462,5301,706,943,269,4358,693,11403,810,2781,461,2423,413,358,152,20,57,338,151,8622,569,3757,405,4865,516,1462,278,3403,459
BK35,Stuyvesant Heights,13632,1298,6265,789,2118,423,1930,388,188,110,0,51,188,110,4147,579,2340,412,1807,412,554,189,1253,371,7367,780,2240,408,1937,405,303,136,85,87,218,116,5127,534,3272,456,1855,369,857,251,998,260
BK37,Park Slope-Gowanus,12688,1282,6239,714,1217,277,1070,263,147,98,94,97,53,74,5022,589,3106,467,1916,368,874,239,1042,306,6449,762,1537,359,1422,353,115,96,91,88,24,68,4912,573,2903,465,2009,344,1078,241,931,256
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,8406,875,4033,577,1101,327,1084,326,17,48,0,42,17,48,2932,436,2338,385,594,181,218,102,376,148,4373,480,789,251,744,246,45,69,10,43,35,68,3584,384,2812,370,772,190,537,161,235,104
BK40,Windsor Terrace,3530,674,1704,378,535,223,524,222,11,33,11,33,0,32,1169,240,733,190,436,140,301,128,135,84,1826,383,385,149,376,148,9,30,9,30,0,32,1441,300,902,258,539,158,364,117,175,114
BK41,Kensington-Ocean Parkway,5035,1038,2620,583,613,243,580,239,33,64,0,40,33,64,2007,444,745,200,1262,393,407,173,855,329,2415,572,674,310,647,285,27,57,0,40,27,57,1741,352,743,221,998,256,348,120,650,226
BK42,Flatbush,20103,1878,9742,1045,2610,465,2272,443,338,134,11,69,327,133,7132,823,2425,431,4707,725,1018,258,3689,692,10361,1046,2741,491,2458,459,283,144,33,73,250,140,7620,743,3040,477,4580,629,1627,367,2953,518
BK43,Midwood,3273,710,1763,452,322,170,192,108,130,142,108,133,22,70,1441,395,621,195,820,331,281,156,539,253,1510,399,486,184,397,158,89,106,41,84,48,82,1024,294,526,216,498,193,190,141,308,128
BK44,Madison,2697,646,1279,385,435,217,346,173,89,137,0,46,89,137,844,237,353,134,491,189,205,109,286,141,1418,382,404,142,399,141,5,46,5,46,0,46,1014,310,535,224,479,176,253,120,226,108
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4154,787,2028,512,688,238,688,238,0,55,0,55,0,55,1340,361,1051,320,289,114,160,90,129,86,2126,424,451,154,418,150,33,64,20,61,13,58,1675,350,995,243,680,245,365,147,315,149
BK46,Ocean Parkway South,1679,587,951,382,252,142,224,135,28,55,0,36,28,55,699,283,261,130,438,230,67,85,371,210,728,255,110,83,99,82,11,38,0,36,11,38,618,216,348,167,270,126,65,49,205,113
BK50,Canarsie,7428,956,3618,549,1098,291,1060,288,38,81,24,79,14,72,2520,433,1571,334,949,267,534,208,415,178,3810,520,824,219,798,209,26,83,0,70,26,83,2986,414,1937,336,1049,236,550,164,499,161
BK58,Flatlands,5578,851,2605,452,821,264,728,249,93,94,16,64,77,93,1784,318,974,233,810,227,295,110,515,197,2973,479,848,241,728,215,120,98,7,64,113,94,2125,321,1110,226,1015,215,621,164,394,154
BK60,Prospect Lefferts Gardens-Wingate,7020,1033,2947,534,947,321,874,303,73,103,47,99,26,64,2000,413,888,322,1112,298,590,233,522,197,4073,665,891,261,789,264,102,92,46,82,56,90,3182,524,1437,402,1745,375,1088,305,657,252
BK61,Crown Heights North,11610,1284,5469,803,1169,272,1058,263,111,107,70,100,41,78,4300,674,2346,405,1954,531,600,179,1354,497,6141,739,1410,306,1295,298,115,114,73,94,42,80,4731,580,2664,409,2067,397,1030,241,1037,298
BK63,Crown Heights South,3154,591,1582,334,368,173,368,173,0,40,0,40,0,40,1214,273,416,144,798,237,295,125,503,187,1572,333,366,167,345,161,21,44,0,40,21,44,1206,245,504,163,702,174,325,117,377,129
BK64,Prospect Heights,2524,497,1209,265,315,135,315,135,0,32,0,32,0,32,894,219,524,165,370,151,296,141,74,59,1315,299,253,96,248,96,5,30,5,30,0,32,1062,266,526,170,536,186,396,153,140,91
BK68,Fort Greene,5101,688,2478,446,601,170,564,166,37,49,0,38,37,49,1877,406,1280,258,597,299,202,108,395,281,2623,439,530,208,518,207,12,41,0,38,12,41,2093,327,1530,315,563,162,257,108,306,111
BK69,Clinton Hill,5943,777,2931,484,500,208,460,180,40,60,0,40,40,60,2431,392,1576,320,855,240,318,125,537,206,3012,467,896,246,843,241,53,66,9,41,44,66,2116,323,1193,236,923,223,410,141,513,183
BK72,Williamsburg,3779,616,2038,471,782,300,761,298,21,39,5,35,16,40,1256,284,852,248,404,150,152,92,252,127,1741,320,219,126,214,126,5,35,5,35,0,36,1522,270,956,232,566,184,178,88,388,164
BK73,North Side-South Side,17189,1243,7892,729,1969,351,1796,337,173,106,61,80,112,84,5923,593,3461,456,2462,432,939,248,1523,343,9297,761,1946,371,1789,350,157,114,37,61,120,106,7351,570,4193,474,3158,396,1673,280,1485,296
BK75,Bedford,13102,1291,6115,775,1802,332,1591,302,211,147,61,87,150,131,4313,651,2574,387,1739,517,468,155,1271,486,6987,737,1697,312,1585,306,112,89,33,77,79,72,5290,561,3263,436,2027,324,1023,239,1004,218
BK76,Greenpoint,4725,675,2315,417,356,154,356,154,0,42,0,42,0,42,1959,332,1158,255,801,233,408,147,393,154,2410,404,246,109,239,106,7,43,0,42,7,43,2164,358,1182,274,982,234,445,173,537,162
BK77,Bushwick North,46357,2057,23799,1306,6761,628,6122,583,639,197,83,89,556,180,17038,1043,5749,580,11289,993,1728,294,9561,951,22558,1161,6424,606,5807,581,617,199,0,54,617,199,16134,822,6257,583,9877,718,2340,328,7537,672
BK78,Bushwick South,42733,2119,20668,1212,6512,657,5832,600,680,270,204,114,476,242,14156,971,7759,716,6397,737,2306,363,4091,645,22065,1276,5772,670,5192,638,580,244,132,117,448,228,16293,882,8542,712,7751,733,3082,413,4669,627
BK79,Ocean Hill,6143,887,3099,530,1090,299,996,283,94,82,0,38,94,82,2009,341,1319,270,690,201,376,154,314,140,3044,475,1100,266,1070,262,30,45,22,43,8,40,1944,317,1205,259,739,226,331,159,408,168
BK81,Brownsville,10378,1274,4157,661,1952,440,1841,429,111,103,22,55,89,99,2205,418,1255,286,950,283,429,208,521,183,6221,777,1590,398,1511,393,79,78,27,61,52,69,4631,563,2930,503,1701,306,1025,217,676,229
BK82,East New York,25812,1772,12089,1046,4164,575,3976,567,188,109,29,69,159,105,7925,745,4722,553,3203,492,1506,275,1697,424,13723,1023,4025,524,3833,507,192,125,61,84,131,111,9698,721,5340,574,4358,486,2343,340,2015,346
BK83,Cypress Hills-City Line,29024,1767,13964,1003,4361,508,3891,491,470,171,118,82,352,158,9603,772,4443,477,5160,657,2233,383,2927,524,15060,1018,4210,519,3774,492,436,163,74,63,362,152,10850,694,4864,534,5986,550,2832,357,3154,435
BK85,East New York (Pennsylvania Ave),8720,1024,3881,563,1596,335,1542,333,54,51,9,38,45,49,2285,416,1157,267,1128,278,541,175,587,207,4839,641,1729,355,1696,348,33,45,0,36,33,45,3110,408,1473,286,1637,310,847,223,790,213
BK88,Borough Park,11039,1379,6042,847,1207,305,1049,285,158,118,0,68,158,118,4835,709,1649,339,3186,638,587,177,2599,624,4997,687,1495,353,1433,348,62,80,19,70,43,79,3502,450,1394,298,2108,346,468,146,1640,344
BK90,East Williamsburg,10927,1003,5126,597,1284,258,1209,248,75,73,27,58,48,59,3842,488,2553,413,1289,303,409,162,880,283,5801,628,900,246,855,235,45,61,0,40,45,61,4901,510,3266,442,1635,304,717,205,918,268
BK91,East Flatbush-Farragut,3283,631,1473,331,288,145,281,145,7,53,7,53,0,54,1185,271,598,188,587,186,328,133,259,134,1810,390,504,176,471,174,33,65,9,55,24,64,1306,272,607,185,699,189,472,147,227,112
BK93,Starrett City,2696,823,1031,422,558,344,558,344,0,24,0,24,0,24,473,232,317,163,156,111,111,92,45,78,1665,642,401,238,401,238,0,24,0,24,0,24,1264,452,1084,416,180,122,77,68,103,105
BK95,Erasmus,2970,819,1383,413,482,232,440,226,42,48,20,47,22,43,901,244,270,108,631,211,149,74,482,204,1587,449,584,260,472,216,112,76,9,35,103,77,1003,245,362,139,641,201,327,137,314,157
BK96,Rugby-Remsen Village,2617,634,1262,354,416,211,407,211,9,54,9,54,0,54,846,263,415,179,431,202,149,94,282,179,1355,379,429,183,429,183,0,54,0,54,0,54,926,254,469,177,457,161,288,129,169,104
BK99,park-cemetery-etc-Brooklyn,86,74,43,52,0,40,0,40,0,40,0,40,0,40,43,52,43,52,0,40,0,40,0,40,43,54,12,40,12,40,0,40,0,40,0,40,31,49,31,49,0,40,0,40,0,40
BX01,Claremont-Bathgate,17094,1237,7921,720,3312,503,3102,498,210,113,0,40,210,113,4609,535,2607,403,2002,359,683,192,1319,291,9173,792,2402,401,2212,382,190,102,44,55,146,93,6771,556,4085,518,2686,380,1274,253,1412,293
BX03,Eastchester-Edenwald-Baychester,9050,1119,4125,654,1449,358,1417,352,32,51,7,38,25,52,2676,487,2046,455,630,167,429,149,201,114,4925,623,1478,325,1403,320,75,66,37,54,38,55,3447,421,2388,435,1059,262,701,246,358,148
BX05,Bedford Park-Fordham North,35907,1877,16740,1301,5378,660,5106,642,272,130,19,52,253,128,11362,1086,5128,714,6234,843,1847,450,4387,711,19167,1116,5705,633,5495,613,210,140,48,71,162,129,13462,794,6496,662,6966,658,2783,399,4183,557
BX06,Belmont,15391,1387,7464,855,2756,471,2645,462,111,75,0,34,111,75,4708,640,2052,323,2656,552,497,213,2159,512,7927,780,2269,450,2022,412,247,185,0,34,247,185,5658,524,3051,376,2607,421,795,234,1812,369
BX07,Bronxdale,16914,1296,8183,873,2157,373,2093,370,64,66,11,43,53,59,6026,828,3290,438,2736,779,751,225,1985,747,8731,767,2127,389,2070,385,57,66,12,43,45,59,6604,540,4129,435,2475,420,880,239,1595,353
BX08,West Farms-Bronx River,23944,1626,11319,1001,3363,566,2998,524,365,186,63,58,302,181,7956,816,3820,490,4136,746,989,302,3147,693,12625,959,3529,510,3310,512,219,107,35,51,184,102,9096,663,4835,498,4261,615,1393,291,2868,544
BX09,Soundview-Castle Hill-Clason Point-Harding Park,33128,1825,14846,1068,4577,614,4440,607,137,103,68,67,69,78,10269,858,7568,729,2701,452,1589,331,1112,297,18282,1162,4289,616,4244,614,45,61,0,50,45,61,13993,886,10110,777,3883,552,2170,403,1713,326
BX10,Pelham Bay-Country Club-City Island,8201,1087,3981,633,938,278,938,278,0,34,0,34,0,34,3043,523,2420,496,623,291,250,183,373,227,4220,697,1011,324,1011,324,0,34,0,34,0,34,3209,504,2375,428,834,278,568,218,266,181
BX13,Co-op City,12529,1442,5702,857,1103,331,1103,331,0,33,0,33,0,33,4599,720,3973,724,626,224,485,202,141,109,6827,889,1331,380,1331,380,0,33,0,33,0,33,5496,717,4451,755,1045,333,641,247,404,234
BX14,East Concourse-Concourse Village,36303,2093,17535,1357,5382,677,4545,629,837,289,118,125,719,264,12153,1076,5483,699,6670,921,1757,352,4913,886,18768,1244,4929,611,4456,591,473,200,24,58,449,196,13839,894,6200,695,7639,725,2715,407,4924,641
BX17,East Tremont,29037,1675,13165,1127,4946,590,4599,577,347,151,63,68,284,142,8219,888,4436,584,3783,743,1262,268,2521,677,15872,913,4396,537,4114,521,282,133,71,69,211,120,11476,629,6817,561,4659,532,2138,333,2521,406
BX22,North Riverdale-Fieldston-Riverdale,4941,685,2270,360,737,214,737,214,0,38,0,38,0,38,1533,264,1029,216,504,153,305,120,199,107,2671,419,678,232,658,231,20,48,20,48,0,38,1993,272,1383,239,610,148,413,112,197,102
BX26,Highbridge,23380,1448,10766,821,3840,518,3423,507,417,145,67,66,350,134,6926,644,3100,466,3826,518,1377,286,2449,464,12614,926,3642,495,3149,447,493,206,69,87,424,191,8972,644,3486,442,5486,510,2370,331,3116,441
BX27,Hunts Point,20729,1186,10050,703,3287,392,3087,385,200,108,32,36,168,106,6763,539,4029,409,2734,418,894,206,1840,375,10679,728,3159,395,2969,384,190,103,20,45,170,99,7520,505,4285,454,3235,423,1332,230,1903,394
BX28,Van Cortlandt Village,31698,1711,14238,1056,4108,508,3817,487,291,165,41,64,250,158,10130,858,4974,614,5156,682,2020,369,3136,552,17460,1141,4433,536,3983,529,450,168,54,74,396,159,13027,904,6200,766,6827,657,3363,401,3464,527
BX29,Spuyten Duyvil-Kingsbridge,10811,791,5211,552,1369,275,1304,275,65,62,18,43,47,61,3842,474,2236,403,1606,336,830,208,776,285,5600,484,1309,273,1212,273,97,71,31,55,66,66,4291,389,2380,319,1911,293,1238,249,673,213
BX30,Kingsbridge Heights,20962,1321,9681,830,2703,365,2329,330,374,148,28,44,346,146,6978,741,2833,413,4145,687,1228,313,2917,630,11281,857,2661,431,2236,403,425,184,109,93,316,164,8620,642,3547,539,5073,582,2293,381,2780,470
BX31,Allerton-Pelham Gardens,9570,1078,4297,581,1419,331,1390,330,29,49,15,45,14,45,2878,411,2102,349,776,222,428,148,348,146,5273,644,1351,315,1305,312,46,58,16,45,30,55,3922,462,2939,408,983,252,638,206,345,133
BX33,Longwood,18343,1343,8336,855,2831,435,2664,405,167,102,21,46,146,98,5505,645,2841,410,2664,548,873,228,1791,504,10007,748,2857,405,2696,400,161,76,17,34,144,75,7150,519,3898,436,3252,419,1485,271,1767,317
BX34,Melrose South-Mott Haven North,26936,1633,11921,986,4435,631,3888,548,547,269,41,60,506,256,7486,747,3614,509,3872,656,1129,301,2743,568,15015,1067,3883,538,3582,511,301,175,69,69,232,168,11132,761,6056,593,5076,676,1627,315,3449,628
BX35,Morrisania-Melrose,23023,1492,10243,859,3539,467,3327,459,212,98,35,53,177,90,6704,651,3527,472,3177,538,1093,265,2084,474,12780,928,3742,499,3473,490,269,128,71,91,198,96,9038,643,4956,504,4082,504,1631,286,2451,383
BX36,University Heights-Morris Heights,35847,1743,17052,1071,5140,587,4546,542,594,218,98,117,496,184,11912,892,4417,542,7495,843,2382,377,5113,721,18795,1109,5551,605,4973,598,578,194,76,70,502,178,13244,755,5254,537,7990,658,3032,390,4958,603
BX37,Van Nest-Morris Park-Westchester Square,16390,1219,7769,772,2850,425,2748,427,102,69,23,46,79,66,4919,564,3117,439,1802,366,686,188,1116,320,8621,708,2666,386,2582,387,84,63,9,42,75,62,5955,525,3743,438,2212,325,1027,209,1185,253
BX39,Mott Haven-Port Morris,37563,1619,18786,1108,6239,591,5860,588,379,174,165,135,214,120,12547,959,6543,662,6004,802,1154,231,4850,777,18777,926,5069,517,4776,505,293,126,100,85,193,103,13708,671,8118,592,5590,505,2296,320,3294,432
BX40,Fordham South,18064,1368,8178,816,3434,443,3143,447,291,124,16,38,275,121,4744,689,1845,382,2899,632,787,225,2112,595,9886,941,3408,598,3086,588,322,143,57,66,265,131,6478,600,2718,434,3760,493,1642,329,2118,406
BX41,Mount Hope,35935,1733,17310,1114,5540,509,4712,484,828,201,92,81,736,188,11770,895,4443,550,7327,771,2265,344,5062,696,18625,1010,5220,507,4575,484,645,216,71,59,574,210,13405,719,5149,547,8256,611,3252,345,5004,556
BX43,Norwood,23125,1991,10989,1178,3794,676,3537,647,257,132,100,87,157,108,7195,750,3348,433,3847,678,1176,284,2671,624,12136,1078,3307,516,3130,502,177,110,45,65,132,98,8829,769,4966,554,3863,632,1659,314,2204,579
BX44,Williamsbridge-Olinville,13502,1260,6176,722,2278,407,2221,405,57,64,29,62,28,55,3898,504,2487,381,1411,314,671,165,740,259,7326,729,2327,411,2284,406,43,64,18,59,25,56,4999,465,3332,383,1667,274,826,204,841,203
BX46,Parkchester,10749,923,4854,520,1195,281,1166,280,29,53,0,36,29,53,3659,406,2771,368,888,249,530,203,358,159,5895,614,1588,328,1577,327,11,38,0,36,11,38,4307,440,3143,430,1164,247,764,186,400,154
BX49,Pelham Parkway,11035,1049,5305,687,1597,359,1560,341,37,66,0,38,37,66,3708,559,2062,354,1646,439,618,192,1028,399,5730,596,1179,300,1171,299,8,38,0,38,8,38,4551,479,2723,403,1828,379,687,177,1141,342
BX52,Schuylerville-Throgs Neck-Edgewater Park,18254,1458,8485,810,3013,472,2989,473,24,55,12,55,12,52,5472,613,4170,509,1302,329,833,289,469,162,9769,869,2696,465,2542,458,154,103,13,55,141,101,7073,628,5520,607,1553,339,943,245,610,221
BX55,Soundview-Bruckner,23070,1448,11418,970,3105,474,2896,464,209,101,31,45,178,94,8313,811,3539,468,4774,772,1286,305,3488,741,11652,783,3494,440,3215,431,279,126,10,42,269,124,8158,551,4482,480,3676,478,1260,221,2416,432
BX59,Westchester-Unionport,16952,1299,7889,810,2409,428,2236,426,173,110,6,36,167,110,5480,598,3456,395,2024,513,824,280,1200,429,9063,836,2593,418,2362,413,231,152,90,96,141,121,6470,596,4528,530,1942,393,668,193,1274,350
BX62,Woodlawn-Wakefield,7130,984,3456,539,1024,281,997,278,27,63,0,48,27,63,2432,411,1764,349,668,223,191,105,477,190,3674,605,955,243,920,238,35,64,8,50,27,63,2719,469,1608,294,1111,336,615,183,496,282
BX63,West Concourse,27766,1704,13200,1041,4286,564,3869,539,417,177,55,67,362,166,8914,813,3036,510,5878,738,2092,420,3786,621,14566,997,4278,620,3807,595,471,192,108,83,363,195,10288,678,3696,530,6592,585,2698,382,3894,500
BX75,Crotona Park East,14588,1072,6754,640,2625,389,2435,393,190,97,29,52,161,86,4129,457,1942,304,2187,415,752,230,1435,339,7834,660,2534,385,2365,375,169,84,0,29,169,84,5300,420,2454,322,2846,341,1294,231,1552,268
BX98,Rikers Island,3304,261,3082,285,154,97,128,79,26,38,14,29,12,25,2928,287,2216,241,712,145,178,70,534,138,222,88,0,17,0,17,0,17,0,17,0,17,222,88,199,89,23,14,5,10,18,11
BX99,park-cemetery-etc-Bronx,789,214,381,147,157,74,157,74,0,32,0,32,0,32,224,110,121,83,103,75,67,55,36,60,408,150,99,71,99,71,0,32,0,32,0,32,309,118,161,74,148,96,50,52,98,66
MN01,Marble Hill-Inwood,37889,2110,18921,1540,4818,634,4086,597,732,226,85,72,647,217,14103,1401,4196,571,9907,1340,3812,533,6095,1273,18968,1194,4258,607,3658,597,600,231,94,91,506,215,14710,918,4246,658,10464,792,4907,534,5557,652
MN03,Central Harlem North-Polo Grounds,17786,1485,8373,923,2865,490,2396,444,469,195,151,123,318,164,5508,709,3013,538,2495,495,816,240,1679,425,9413,874,2197,409,1947,385,250,159,192,149,58,78,7216,702,2951,494,4265,583,2174,401,2091,404
MN04,Hamilton Heights,25515,1791,12258,1148,3341,543,2899,481,442,238,22,54,420,236,8917,945,3045,526,5872,846,1785,349,4087,772,13257,1021,3131,499,2613,433,518,266,101,102,417,247,10126,789,2970,483,7156,665,3570,538,3586,566
MN06,Manhattanville,13312,1153,6503,676,1706,325,1381,294,325,176,11,37,314,172,4797,576,1766,325,3031,466,915,216,2116,450,6809,702,1546,375,1443,379,103,71,11,36,92,70,5263,517,1524,277,3739,469,1893,334,1846,396
MN09,Morningside Heights,12360,1123,5430,721,869,247,820,240,49,62,0,45,49,62,4561,673,2665,561,1896,452,995,349,901,235,6930,725,991,291,905,284,86,68,37,57,49,65,5939,638,2986,487,2953,474,1824,377,1129,373
MN11,Central Harlem South,8793,948,3959,535,1512,317,1347,287,165,154,15,51,150,152,2447,384,1624,346,823,214,393,154,430,134,4834,587,1194,289,1151,290,43,60,0,45,43,60,3640,428,1882,337,1758,317,886,193,872,240
MN12,Upper West Side,20255,1667,9523,983,2045,414,1931,406,114,103,46,85,68,90,7478,856,4491,664,2987,590,1612,381,1375,397,10732,1078,2119,543,2053,542,66,80,27,71,39,78,8613,824,5262,639,3351,531,1882,388,1469,395
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,10649,1100,5273,667,661,223,643,221,18,60,18,60,0,54,4612,622,3160,549,1452,310,758,195,694,226,5376,717,963,347,932,346,31,63,0,54,31,63,4413,538,2777,434,1636,349,1040,291,596,196
MN14,Lincoln Square,6563,1089,3026,638,936,354,884,348,52,78,18,53,34,57,2090,494,1595,460,495,185,186,100,309,160,3537,685,840,407,840,407,0,48,0,48,0,48,2697,447,1811,404,886,238,558,193,328,159
MN15,Clinton,8669,956,4307,611,579,217,503,200,76,89,0,43,76,89,3728,551,2112,388,1616,457,571,191,1045,418,4362,630,683,347,544,246,139,148,0,43,139,148,3679,455,1777,336,1902,322,1277,278,625,201
MN17,Midtown-Midtown South,2009,301,1056,209,48,61,48,61,0,51,0,51,0,51,1008,202,588,148,420,151,154,83,266,137,953,200,17,51,8,51,9,51,0,51,9,51,936,196,428,143,508,138,346,111,162,90
MN19,Turtle Bay-East Midtown,2903,527,1287,286,182,113,182,113,0,48,0,48,0,48,1105,247,491,158,614,196,339,153,275,126,1616,377,175,147,169,146,6,47,0,48,6,47,1441,314,998,288,443,146,203,106,240,107
MN20,Murray Hill-Kips Bay,5024,978,2579,679,217,138,217,138,0,42,0,42,0,42,2362,668,1304,420,1058,459,565,291,493,310,2445,508,378,204,354,201,24,55,0,42,24,55,2067,414,1055,279,1012,341,552,264,460,221
MN21,Gramercy,1682,425,722,214,59,63,35,52,24,49,24,49,0,34,663,205,485,170,178,109,142,100,36,50,960,303,79,81,79,81,0,34,0,34,0,34,881,289,556,238,325,143,215,121,110,77
MN22,East Village,5195,687,2432,401,229,114,229,114,0,40,0,40,0,40,2203,387,1423,294,780,259,323,138,457,217,2763,448,258,126,242,125,16,43,10,43,6,40,2505,419,1877,393,628,223,384,163,244,143
MN23,West Village,3908,612,1884,384,180,117,159,116,21,58,13,58,8,57,1704,343,994,262,710,215,387,160,323,148,2024,395,145,149,133,148,12,58,12,58,0,56,1879,344,1485,295,394,171,199,126,195,115
MN24,SoHo-TriBeCa-Civic Center-Little Italy,2188,516,1101,305,312,188,211,123,101,146,0,42,101,146,789,192,515,160,274,115,86,65,188,100,1087,286,179,107,162,104,17,48,17,48,0,42,908,224,487,150,421,165,194,113,227,132
MN25,Battery Park City-Lower Manhattan,3623,1317,1937,902,597,584,237,193,360,560,0,42,360,560,1340,389,819,283,521,281,86,60,435,278,1686,522,375,253,364,252,11,47,0,42,11,47,1311,372,661,231,650,294,132,88,518,289
MN27,Chinatown,5918,772,3027,467,572,228,540,234,32,58,0,44,32,58,2455,409,1755,363,700,184,197,103,503,156,2891,458,533,185,510,183,23,47,23,47,0,44,2358,352,1308,262,1050,262,553,173,497,162
MN28,Lower East Side,28817,1594,12904,910,2901,509,2821,502,80,104,54,99,26,64,10003,791,8218,761,1785,332,938,258,847,215,15913,1049,2954,468,2824,452,130,124,82,109,48,80,12959,832,10400,802,2559,382,1641,289,918,253
MN31,Lenox Hill-Roosevelt Island,5788,944,2756,603,503,216,486,214,17,59,0,53,17,59,2253,553,1487,448,766,285,355,228,411,176,3032,539,653,251,651,251,2,50,0,53,2,50,2379,403,1229,288,1150,282,792,256,358,154
MN32,Yorkville,7105,1126,2671,503,305,149,305,149,0,50,0,50,0,50,2366,456,1403,369,963,279,454,194,509,205,4434,879,621,299,590,295,31,70,0,50,31,70,3813,787,2224,433,1589,669,948,637,641,207
MN33,East Harlem South,26328,1789,12508,1166,3385,590,3198,578,187,115,49,78,138,98,9123,921,5810,681,3313,647,802,216,2511,594,13820,1076,2708,482,2592,468,116,97,0,50,116,97,11112,861,7633,742,3479,572,1450,398,2029,413
