area_id,area_name,b19313b001,b19313b001_moe
MN40,Upper East Side-Carnegie Hill,27444300,12376324
MN50,Stuyvesant Town-Cooper Village,42288500,20208605
MN99,park-cemetery-etc-Manhattan,2166100,973021
QN01,South Jamaica,545341000,36020699
QN02,Springfield Gardens North,602542100,43910583
QN03,Springfield Gardens South-Brookville,467163300,31255298
QN05,Rosedale,657851700,45417030
QN06,Jamaica Estates-Holliswood,232222100,30198191
QN07,Hollis,348714200,35674203
QN08,St. Albans,1225307500,55883013
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,58882600,15461745
QN12,Hammels-Arverne-Edgemere,404298400,36064561
QN15,Far Rockaway-Bayswater,507804400,48453739
QN17,Forest Hills,81058400,23086233
QN18,Rego Park,28150200,8772904
QN19,Glendale,7880800,4894776
QN20,Ridgewood,39545700,11073792
QN21,Middle Village,11968700,6244758
QN22,Flushing,65506900,11812709
QN23,College Point,11843400,5946162
QN25,Corona,191324100,22388573
QN26,North Corona,67662700,15370823
QN27,East Elmhurst,149203300,18176034
QN28,Jackson Heights,68369600,15656416
QN29,Elmhurst,41215800,14372864
QN30,Maspeth,2343100,1433033
QN31,Hunters Point-Sunnyside-West Maspeth,38773700,12659508
QN33,Cambria Heights,579454700,35267243
QN34,Queens Village,723894000,44316463
QN35,Briarwood-Jamaica Hills,150689700,28582159
QN37,Kew Gardens Hills,95500100,19188762
QN38,Pomonok-Flushing Heights-Hillcrest,53017500,13351792
QN41,Fresh Meadows-Utopia,24411400,9245233
QN42,Oakland Gardens,27261300,13562376
QN43,Bellerose,56397400,25210309
QN44,Glen Oaks-Floral Park-New Hyde Park,18311100,9026061
QN45,Douglas Manor-Douglaston-Little Neck,25883500,15632222
QN46,Bayside-Bayside Hills,43484200,14012767
QN47,Ft. Totten-Bay Terrace-Clearview,9221700,7839067
QN48,Auburndale,8471200,5552170
QN49,Whitestone,5528300,7886627
QN50,Elmhurst-Maspeth,4450200,3548469
QN51,Murray Hill,26371500,9054715
QN52,East Flushing,20920000,15333259
QN53,Woodhaven,85964800,18740972
QN54,Richmond Hill,145047400,21856567
QN55,South Ozone Park,425092200,38573866
QN56,Ozone Park,53923000,35123994
QN57,Lindenwood-Howard Beach,20156600,9452183
QN60,Kew Gardens,79847500,26801979
QN61,Jamaica,251543600,29405932
QN62,Queensboro Hill,10060500,6203780
QN63,Woodside,25932300,10147425
QN66,Laurelton,693209000,35724124
QN68,Queensbridge-Ravenswood-Long Island City,70825800,14944004
QN70,Astoria,83483100,15028579
QN71,Old Astoria,56455200,18924132
QN72,Steinway,35190000,19522455
QN76,Baisley Park,646122700,41637405
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,1039300,1634830
SI05,New Springville-Bloomfield-Travis,33957000,10588514
SI07,Westerleigh,10440400,6557448
SI08,Grymes Hill-Clifton-Fox Hills,151561700,25551697
SI11,Charleston-Richmond Valley-Tottenville,13066600,7931952
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,237967600,38419583
SI14,Grasmere-Arrochar-Ft. Wadsworth,11826000,5534345
SI22,West New Brighton-New Brighton-St. George,248679400,37545448
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,18015800,11783590
SI25,Oakwood-Oakwood Beach,17400200,9966104
SI28,Port Richmond,88925000,17311158
SI32,Rossville-Woodrow,5791200,7028414
SI35,New Brighton-Silver Lake,55017200,19092854
SI36,Old Town-Dongan Hills-South Beach,13308600,4003003
SI37,Stapleton-Rosebank,106869900,21949319
SI45,New Dorp-Midland Beach,19738400,22301940
SI48,Arden Heights,19786700,13812017
