area_id,area_name,b19202d001,b19202d001_moe
BX37,Van Nest-Morris Park-Westchester Square,161049,155905
BX41,Mount Hope,216845,95832
BX43,Norwood,166273,83440
BX44,Williamsbridge-Olinville,69080,56902
BX46,Parkchester,17000,35906
BX49,Pelham Parkway,41217,157825
BX55,Soundview-Bruckner,18182,36648
BX59,Westchester-Unionport,149160,103508
BX62,Woodlawn-Wakefield,147604,240924
BX63,West Concourse,41615,13829
MN01,Marble Hill-Inwood,168517,92331
MN03,Central Harlem North-Polo Grounds,390088,319762
MN04,Hamilton Heights,286150,206724
MN06,Manhattanville,102478,81844
MN09,Morningside Heights,255367,223587
MN11,Central Harlem South,391375,93089
MN12,Upper West Side,1229257,452709
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,1506559,322425
MN14,Lincoln Square,682194,200583
MN15,Clinton,635108,207631
MN17,Midtown-Midtown South,1022051,240212
MN19,Turtle Bay-East Midtown,929592,347548
MN20,Murray Hill-Kips Bay,567808,210710
MN21,Gramercy,431616,84802
MN22,East Village,473945,216726
MN23,West Village,1394027,396290
MN24,SoHo-TriBeCa-Civic Center-Little Italy,482357,384029
MN25,Battery Park City-Lower Manhattan,720061,331737
MN27,Chinatown,219316,132659
MN28,Lower East Side,456171,321533
MN31,Lenox Hill-Roosevelt Island,611708,132318
MN32,Yorkville,694189,158840
MN33,East Harlem South,370284,80578
MN34,East Harlem North,353887,230504
MN35,Washington Heights North,531261,403795
MN36,Washington Heights South,290733,122141
MN40,Upper East Side-Carnegie Hill,885591,323087
MN50,Stuyvesant Town-Cooper Village,144294,93169
QN01,South Jamaica,14875,78225
QN06,Jamaica Estates-Holliswood,213662,271430
QN07,Hollis,16761,4491
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,105550,108521
QN15,Far Rockaway-Bayswater,50469,82510
QN17,Forest Hills,1126633,428455
QN18,Rego Park,256639,121122
QN20,Ridgewood,324271,185842
QN21,Middle Village,219300,228339
QN22,Flushing,454757,286092
QN23,College Point,318885,148229
QN25,Corona,138960,108204
QN26,North Corona,30298,29270
QN28,Jackson Heights,886013,299831
QN29,Elmhurst,738304,279211
QN30,Maspeth,271346,207350
QN31,Hunters Point-Sunnyside-West Maspeth,635020,294482
QN34,Queens Village,230346,96752
QN35,Briarwood-Jamaica Hills,453568,157223
QN37,Kew Gardens Hills,338698,119160
QN38,Pomonok-Flushing Heights-Hillcrest,142671,260526
QN41,Fresh Meadows-Utopia,155629,226104
QN42,Oakland Gardens,245397,252445
QN43,Bellerose,201378,189336
QN44,Glen Oaks-Floral Park-New Hyde Park,109982,123017
QN45,Douglas Manor-Douglaston-Little Neck,154280,137736
QN46,Bayside-Bayside Hills,666927,291509
QN47,Ft. Totten-Bay Terrace-Clearview,90994,73279
QN48,Auburndale,331251,219512
QN49,Whitestone,162386,110824
QN50,Elmhurst-Maspeth,190231,66609
QN51,Murray Hill,416785,207728
QN52,East Flushing,320259,543688
QN53,Woodhaven,464480,258299
QN54,Richmond Hill,593096,320641
QN55,South Ozone Park,416427,201169
QN56,Ozone Park,100342,79392
QN60,Kew Gardens,345904,91230
QN61,Jamaica,278826,184544
QN62,Queensboro Hill,134427,59787
QN63,Woodside,484992,226824
QN68,Queensbridge-Ravenswood-Long Island City,100141,79751
QN70,Astoria,1117388,285468
QN71,Old Astoria,384125,202595
QN72,Steinway,671068,347783
SI05,New Springville-Bloomfield-Travis,127440,170351
SI07,Westerleigh,137093,42280
SI08,Grymes Hill-Clifton-Fox Hills,107750,186030
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,59558,48446
SI22,West New Brighton-New Brighton-St. George,178739,109787
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,173127,66298
SI28,Port Richmond,150132,345812
SI35,New Brighton-Silver Lake,20850,10470
SI36,Old Town-Dongan Hills-South Beach,63092,73431
SI37,Stapleton-Rosebank,162301,170718
SI45,New Dorp-Midland Beach,11625,51448
SI48,Arden Heights,80096,21655
