area_id,area_name,b20017a001,b20017a001_moe,b20017a002,b20017a002_moe,b20017a003,b20017a003_moe,b20017a004,b20017a004_moe,b20017a005,b20017a005_moe,b20017a006,b20017a006_moe,b20017a007,b20017a007_moe
BK63,Crown Heights South,173116,28074,200342,38326,306473,63232,75637,47016,170006,48647,272629,73543,129224,68163
BK64,Prospect Heights,327716,21222,343251,36877,428554,52899,148481,39114,326800,28874,376697,30847,177642,40595
BK68,Fort Greene,435702,62186,484424,72165,552554,61792,279632,76846,402218,95328,549316,70374,199256,40791
BK69,Clinton Hill,372485,53259,433407,65454,589115,91451,185476,39501,353144,44738,560448,74989,172404,56263
BK72,Williamsburg,103659,17185,132173,31873,205888,38311,79237,17597,79086,24566,177349,87562,63053,11298
BK73,North Side-South Side,517479,26709,566958,52110,778649,75166,264391,64905,483299,39254,629512,73985,274400,57690
BK75,Bedford,419511,54962,432369,149705,635568,165325,306434,249224,404435,79340,562460,105370,191184,84652
BK76,Greenpoint,513771,26549,564976,34190,624631,46430,273383,61421,446549,42001,543731,57837,235100,33785
BK77,Bushwick North,295379,25120,339099,33454,393145,44122,223305,38385,257783,26933,365728,63919,164308,35618
BK78,Bushwick South,389442,41920,409869,64044,567580,71861,209697,66232,360424,81183,474207,81387,388206,142283
BK82,East New York,179551,34658,198285,63289,243895,84815,126395,77675,199339,43870,222702,29961,108608,57020
BK83,Cypress Hills-City Line,253002,22375,269605,36157,307717,39679,142896,63167,220350,42369,334134,102485,130842,29518
BK88,Borough Park,739191,38651,864694,57745,1140650,91381,438358,87028,596781,56774,1070557,129811,365293,41125
BK90,East Williamsburg,383911,41265,429859,44152,548134,63944,206868,40213,347840,31995,442976,42489,167044,23581
BK93,Starrett City,49004,18196,44068,47527,73432,44565,17116,14927,48997,14601,58944,26313,25651,6473
BX01,Claremont-Bathgate,43226,9372,35259,23635,51711,35823,20932,8206,45357,11858,47917,8266,28902,21384
BX03,Eastchester-Edenwald-Baychester,38533,16975,38375,28177,40938,19491,4052,18094,38654,26515,53519,25951,4012,1391
BX05,Bedford Park-Fordham North,163603,52447,183276,47496,288352,78375,139522,37807,146313,28539,278363,51068,68180,41046
BX06,Belmont,65509,19449,67842,26359,121976,37852,31741,22093,71149,27357,120591,61476,48682,47589
BX07,Bronxdale,165281,47333,221036,51259,242729,42564,115816,110880,119832,38187,210586,55929,55748,35220
BX08,West Farms-Bronx River,130663,21804,131216,39930,171466,63925,86363,38386,131854,42838,174355,48993,54201,42339
BX09,Soundview-Castle Hill-Clason Point-Harding Park,250410,38356,269726,64812,397331,60847,187414,169691,231375,69326,301499,65528,113727,44739
BX10,Pelham Bay-Country Club-City Island,270038,23433,304253,37872,342776,33273,86533,86262,243370,22781,288491,24827,78530,30608
BX13,Co-op City,91821,21952,78018,18233,98413,39509,33670,28913,106418,24640,123002,19548,25089,7144
BX14,East Concourse-Concourse Village,68359,25698,64645,30491,139371,49920,40233,21344,69156,33080,78894,19597,55419,55126
BX17,East Tremont,83699,33902,70654,32880,118823,64999,35787,9807,104759,72178,171762,81296,61733,35200
BX22,North Riverdale-Fieldston-Riverdale,400351,30789,447793,49490,569632,59776,209378,118945,355837,46303,491638,97193,191044,67425
BX26,Highbridge,67746,18615,71206,44541,121815,50190,52236,38577,47573,33852,101570,62869,34916,21716
BX27,Hunts Point,108683,23775,106309,42154,177791,42415,59609,25639,105420,23974,144611,46352,62519,63989
BX28,Van Cortlandt Village,179148,28512,182817,38176,282698,52679,73065,31314,176433,71859,280540,68897,73894,17746
BX29,Spuyten Duyvil-Kingsbridge,487262,42993,528548,52776,626065,70768,221824,97626,458945,66667,585892,40813,164960,45456
BX30,Kingsbridge Heights,77943,78659,65991,101854,100429,136111,42270,26172,100453,24968,143759,52362,46672,92803
BX31,Allerton-Pelham Gardens,261264,28088,285271,42702,346426,52964,85135,76715,231051,43787,292943,38458,61023,47708
BX33,Longwood,71368,19317,72207,41940,123514,35908,32138,18117,74998,14541,85531,33652,34420,29557
BX34,Melrose South-Mott Haven North,36738,8911,32081,10586,35886,12950,34063,18736,38166,24616,108917,19024,27501,15003
BX35,Morrisania-Melrose,106779,33198,118605,32901,168542,96118,58504,41355,96237,28156,144897,57071,51405,33537
BX36,University Heights-Morris Heights,87683,31680,99773,56244,166715,46209,65925,22063,72649,43112,123270,54350,39669,68207
BX37,Van Nest-Morris Park-Westchester Square,314655,37697,300311,74321,385380,64011,144529,59352,316042,101519,440988,94282,120754,55626
BX39,Mott Haven-Port Morris,136006,22492,130921,35731,198523,47561,66986,80302,149640,33829,190809,58963,85547,35193
BX40,Fordham South,17905,6749,16938,14848,35227,31050,8785,6617,18209,14990,19358,7256,5568,5970
BX41,Mount Hope,119857,27643,128207,46194,180491,38460,105146,54473,104986,33953,175753,95770,69935,22458
BX43,Norwood,164187,25527,195222,32991,232778,38474,78697,77988,129649,31617,164174,49105,74002,36508
BX46,Parkchester,113659,21001,98395,44656,163266,42915,58312,53278,121173,33285,153138,38841,28499,23741
BX49,Pelham Parkway,293972,33783,285190,60268,385903,41565,137244,50575,285044,46904,330628,55796,110183,96119
BX52,Schuylerville-Throgs Neck-Edgewater Park,565427,41128,604756,56425,748435,67370,204975,88477,518616,64677,614909,60812,180308,67480
BX55,Soundview-Bruckner,127873,46101,145264,65978,211395,98070,57252,52110,89920,59532,191754,46003,43842,13892
BX59,Westchester-Unionport,113665,25354,110098,23183,132471,25942,37557,24463,109314,47334,123116,38428,30692,17847
BX62,Woodlawn-Wakefield,142342,17167,149884,30113,172822,47984,96760,76632,133060,25352,160687,41024,75196,33799
BX63,West Concourse,83784,14837,96142,32789,124256,21925,31508,31723,81762,32073,121464,44903,40906,18597
MN01,Marble Hill-Inwood,226294,28383,245363,34848,326193,51473,121080,43656,215626,26900,335149,51081,112823,12590
MN03,Central Harlem North-Polo Grounds,403148,73908,524315,121714,822673,279507,233089,77222,379985,76167,559782,130415,235357,110409
MN04,Hamilton Heights,207834,38459,244078,55361,316345,77304,145656,104407,203668,32299,299254,90381,119100,54677
MN06,Manhattanville,92250,13746,89186,40294,101886,69814,60286,56741,92898,14556,112660,28928,52843,6914
MN09,Morningside Heights,380458,60151,477562,132834,958698,159614,166486,21591,323509,57194,636989,533116,151335,77140
MN11,Central Harlem South,501370,58985,743763,152783,874526,118875,269029,142750,416009,55747,657250,98967,182807,101120
MN12,Upper West Side,1122778,52780,1369703,92552,1804040,120802,547431,88011,941591,61990,1362451,101541,338215,57238
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,1158235,101329,1427981,127373,1765801,168003,504989,207478,924024,100708,1308962,142625,394747,101804
MN14,Lincoln Square,701670,56655,886766,134876,1098890,143306,330226,257059,573443,70415,813576,80145,207820,55150
MN15,Clinton,405106,56174,462796,68298,596960,60309,173791,42616,332599,53597,501456,52690,142140,37887
MN17,Midtown-Midtown South,911054,84461,1274662,281094,1728551,358494,404324,110418,654928,115658,986708,241511,297356,103996
MN19,Turtle Bay-East Midtown,823041,50013,1075511,121649,1256160,148172,447667,230563,657996,58771,839452,91838,294856,108121
MN20,Murray Hill-Kips Bay,477122,29385,590250,73520,755769,155279,206484,112753,397042,30603,494024,45358,164661,55036
MN21,Gramercy,284773,22988,342439,46287,424311,29715,148650,51991,250735,30732,316299,30604,123192,35106
MN22,East Village,299245,24049,326428,42180,434210,39679,127077,35699,273384,28526,382487,25554,101929,28148
MN23,West Village,1045786,64337,1289264,110758,1678657,175296,422211,116814,830780,52783,1180301,84580,281650,53082
MN24,SoHo-TriBeCa-Civic Center-Little Italy,647572,72406,827170,103949,1098441,138829,298373,118393,512933,45344,748755,96460,253898,53730
MN25,Battery Park City-Lower Manhattan,594760,40479,743588,61803,835461,83886,378082,306083,465064,55838,578520,65755,244465,70665
MN27,Chinatown,288595,20941,301025,60156,344256,54625,91762,68639,269728,23998,338736,78598,133878,67220
MN28,Lower East Side,635412,48716,748527,88360,872081,103352,450964,317087,557124,57048,734010,91622,218374,50303
MN31,Lenox Hill-Roosevelt Island,716992,76257,863335,100153,1031932,110394,294551,271433,658353,59135,796908,76838,220602,45064
MN32,Yorkville,654600,32465,840561,71080,1009359,117868,278217,83857,550477,37366,679453,44705,212427,62117
MN33,East Harlem South,454364,60033,456340,99073,572852,98723,195956,183192,435082,81209,595065,98927,157735,71392
MN34,East Harlem North,245004,41316,225255,79360,349976,513647,153187,49038,271893,47909,347873,72707,152088,132199
MN35,Washington Heights North,376441,35477,424036,47260,539592,54712,126630,41982,336209,40632,479006,64053,186160,31092
MN36,Washington Heights South,273305,40350,345562,49447,482506,70791,132820,61004,255018,42538,507388,160397,130483,41620
MN40,Upper East Side-Carnegie Hill,993619,64980,1409188,187679,1709156,310606,626598,206351,684481,75223,1092296,135523,241937,78935
MN50,Stuyvesant Town-Cooper Village,157169,21034,164400,33310,195873,24578,72073,66740,149677,29199,182733,16648,41575,26123
QN01,South Jamaica,40521,4407,41979,11241,52969,19394,14500,41490,23000,25621,46250,54167,11250,5042
QN03,Springfield Gardens South-Brookville,20000,73611,7656,53402,49625,81895,4167,2637,25815,94693,88111,89868,9844,3938
QN05,Rosedale,40417,13605,52361,13924,50972,15127,63636,800,38073,26914,39271,49893,4554,39459
QN06,Jamaica Estates-Holliswood,407959,69524,484126,69578,579804,108702,184575,112341,297068,120208,548414,125048,102096,63048
QN07,Hollis,40983,11577,41838,27515,42059,22974,34167,81349,40274,37803,41372,1234,11833,17528
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,409051,30750,423333,40867,555838,50449,96818,41139,361291,41028,478367,38526,152734,62482
QN12,Hammels-Arverne-Edgemere,118184,12197,152653,56179,189252,24700,81459,35353,99166,15803,125662,13859,43391,36495
QN15,Far Rockaway-Bayswater,211136,50161,259008,70099,365984,84028,109528,85236,167714,51857,285073,72968,108048,31286
QN17,Forest Hills,1296279,56568,1447757,112472,1721080,113704,566063,211596,1148201,74914,1472644,115968,515914,106061
QN18,Rego Park,348917,25888,397323,42800,480087,53233,151050,58329,289846,41216,366012,40448,127670,59904
QN19,Glendale,513677,34404,602462,58387,691309,42428,161160,64571,457912,55206,569471,77175,239640,66465
QN20,Ridgewood,531922,24377,575159,34303,676541,41396,271684,70451,471657,38511,585474,43793,221263,33844
QN21,Middle Village,745608,34453,808916,42882,894804,61285,324124,96250,673164,54699,812197,55052,239217,90937
QN22,Flushing,216847,29372,270548,39700,289025,24580,112544,154560,199003,33092,250416,52667,93517,17851
QN23,College Point,215656,32827,255778,44415,317506,55969,120503,66956,173970,40941,247686,49684,77865,22448
QN25,Corona,259703,32115,316025,32461,379844,39597,145251,44673,178179,59803,365303,108549,130984,15955
QN26,North Corona,160446,9150,174730,11234,193143,10178,127624,41683,127869,18795,172458,23190,81881,19113
QN27,East Elmhurst,100326,16215,120706,26730,127341,16826,81842,55537,92030,20677,127454,42512,61036,20642
QN28,Jackson Heights,608278,45515,683104,55704,830821,77748,347953,94173,499154,76334,804300,107111,249068,34362
QN29,Elmhurst,396076,32228,443865,48131,489794,46295,245451,147908,336311,37210,404492,49526,240934,63473
QN30,Maspeth,533194,33012,584811,42034,681982,48072,220187,77213,472344,47371,637349,71890,162328,39384
QN31,Hunters Point-Sunnyside-West Maspeth,647722,41658,682423,45267,793605,94030,386462,80859,628635,72963,826024,68343,294488,70884
QN34,Queens Village,386152,63193,420530,98370,584359,127749,217749,141678,374365,97325,478357,223445,189393,156080
QN35,Briarwood-Jamaica Hills,194056,31163,218537,44631,318675,67883,92032,54990,163527,31813,225327,63061,62838,20307
QN37,Kew Gardens Hills,372657,47394,389285,50977,478894,57640,141722,88624,327234,63322,490872,57890,173420,62797
QN38,Pomonok-Flushing Heights-Hillcrest,210803,42491,275588,46407,400958,47475,87412,29159,163574,39417,338404,79509,81035,23264
QN41,Fresh Meadows-Utopia,117179,41711,166628,49076,239706,42710,34974,64053,82186,42813,174051,34726,37556,18335
QN42,Oakland Gardens,336798,25965,377586,39746,420880,30740,187583,97448,288157,47174,379858,44529,133670,57013
QN43,Bellerose,217998,19940,256941,30989,287196,36813,60166,31380,196133,31252,256184,39097,82259,29066
QN44,Glen Oaks-Floral Park-New Hyde Park,210360,41534,243152,88785,390682,94374,97447,42850,191194,29077,277191,59020,86787,30432
QN45,Douglas Manor-Douglaston-Little Neck,315848,40850,385397,42738,473248,63642,116328,63009,255662,34432,383723,31628,130224,35015
QN46,Bayside-Bayside Hills,846424,52689,942354,69674,1192092,95532,302071,117920,728654,93376,1010096,92981,306229,53270
QN47,Ft. Totten-Bay Terrace-Clearview,264317,46971,279891,57268,380098,64361,96133,43353,237558,57681,365847,41496,71981,12531
QN48,Auburndale,295486,33639,306836,54776,393757,60737,94323,51015,260601,58028,400057,52290,83081,40994
QN49,Whitestone,360276,28327,433726,61358,548601,42791,168883,52960,318174,34645,404120,47321,139446,39479
QN50,Elmhurst-Maspeth,175561,18680,183654,18953,192274,31135,97565,61483,158246,33766,183436,60470,113395,46648
QN51,Murray Hill,533811,46949,604503,66628,744631,97754,255149,154140,483527,53867,646866,77806,162611,91405
QN52,East Flushing,318822,39021,378994,44654,455784,57241,135898,80136,252145,65860,331376,59888,219483,130964
QN53,Woodhaven,682854,50846,817278,86714,884025,89733,513232,166618,609758,88251,803921,76457,307518,98431
QN54,Richmond Hill,622154,106288,738014,112802,863538,150860,315183,124164,492691,96999,787054,172480,269257,79685
QN55,South Ozone Park,359394,41484,407791,93702,474686,143046,237768,79891,278551,72629,494277,110791,205541,54806
QN56,Ozone Park,217211,26798,249014,62275,304576,60901,98916,113498,179074,38096,246531,38649,78829,47635
QN57,Lindenwood-Howard Beach,168775,23271,201120,20006,225154,24773,69264,31773,139194,26426,198840,19895,64209,16402
QN60,Kew Gardens,316513,30518,362892,46240,429983,62053,160194,83689,286645,32742,369937,35676,119243,40908
QN61,Jamaica,163195,33594,195142,61844,282823,95298,147451,83524,152371,39829,203633,62421,89382,40824
QN62,Queensboro Hill,152949,23197,176862,33038,193759,19692,85135,87244,127501,28477,169936,60700,58305,26321
QN63,Woodside,296389,23104,302132,41179,369614,69438,176876,135314,291093,47635,413485,57682,124973,35195
QN68,Queensbridge-Ravenswood-Long Island City,189401,32809,172397,68803,285695,84289,137698,31402,203971,69938,262706,83065,76789,44615
QN70,Astoria,881287,45196,962102,60460,1186383,79806,449263,83796,817656,66613,1090858,80256,316876,48632
QN71,Old Astoria,216440,22200,227366,35920,321019,25350,95461,27007,189665,27594,292446,65433,104789,17465
QN72,Steinway,649408,40622,689497,54121,865837,62651,254255,62273,598974,46929,746651,48409,284323,77123
QN76,Baisley Park,14191,34341,18750,41575,62917,47265,9250,1973,14191,38357,13971,861,63125,98167
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,267827,23226,346618,34916,433608,34850,72753,22107,188095,26830,308575,36938,74932,15878
SI05,New Springville-Bloomfield-Travis,360352,23463,416393,56950,514670,58153,141496,46406,317975,42073,392230,39327,96588,27591
SI07,Westerleigh,360814,23058,410727,35701,468767,44720,91103,173195,302435,34820,440727,45590,99652,37699
SI08,Grymes Hill-Clifton-Fox Hills,91011,33444,115098,36558,151318,30241,16918,13557,73446,33901,160127,40949,26554,12077
SI11,Charleston-Richmond Valley-Tottenville,143036,13618,183890,18601,210579,25594,38238,17503,109765,15029,154483,33644,39369,13372
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,226735,38273,252717,41724,312431,33019,97101,38065,200338,50051,286982,41327,92732,17135
SI14,Grasmere-Arrochar-Ft. Wadsworth,183398,20868,215877,20345,240789,29215,105442,35948,155405,30002,196940,26659,52812,24561
SI22,West New Brighton-New Brighton-St. George,372239,55999,363836,101216,547808,86496,96517,133011,355999,52920,496805,103768,176358,57412
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,338726,30008,438818,37815,520395,42965,117848,25482,237227,35587,364883,49321,80579,17820
SI25,Oakwood-Oakwood Beach,244068,23018,302374,42516,385842,45046,47718,12714,200958,37594,241508,40818,71842,29678
SI28,Port Richmond,157148,19670,189086,39124,242510,25626,52346,47674,130650,19182,175137,16589,50872,41794
SI32,Rossville-Woodrow,160571,16314,206310,21854,234880,23306,49034,45273,107862,23362,161313,37401,40501,10083
SI35,New Brighton-Silver Lake,241676,21471,286930,37624,329454,43914,98802,50903,196918,28664,307922,43059,74666,18275
SI36,Old Town-Dongan Hills-South Beach,204722,24366,231001,31752,285177,29639,73861,20892,190920,28500,238139,27137,80554,28111
SI37,Stapleton-Rosebank,264651,23654,304457,41021,335185,83393,95916,32220,233739,39804,317012,70733,99407,33597
SI45,New Dorp-Midland Beach,242032,21328,286579,32783,334306,23641,113179,47397,194990,25303,292824,43587,71833,16587
SI48,Arden Heights,199952,15598,229176,21419,263240,22374,72371,27571,159667,20906,225848,22648,50728,10253
SI54,Great Kills,398673,27093,498547,38722,584969,38607,100911,78491,298184,30457,444177,35001,101477,25078
