area_id,area_name,b27015001,b27015001_moe,b27015002,b27015002_moe,b27015003,b27015003_moe,b27015004,b27015004_moe,b27015005,b27015005_moe,b27015006,b27015006_moe,b27015007,b27015007_moe,b27015008,b27015008_moe,b27015009,b27015009_moe,b27015010,b27015010_moe,b27015011,b27015011_moe,b27015012,b27015012_moe,b27015013,b27015013_moe,b27015014,b27015014_moe,b27015015,b27015015_moe,b27015016,b27015016_moe,b27015017,b27015017_moe,b27015018,b27015018_moe,b27015019,b27015019_moe,b27015020,b27015020_moe,b27015021,b27015021_moe,b27015022,b27015022_moe,b27015023,b27015023_moe,b27015024,b27015024_moe,b27015025,b27015025_moe,b27015026,b27015026_moe
SI22,West New Brighton-New Brighton-St. George,30223,1484,9271,1291,7923,1201,1390,362,7026,1170,1348,361,5342,870,4575,755,2553,558,2575,537,767,278,4275,796,3982,762,3059,571,1272,471,293,145,3451,755,2944,636,2479,572,687,231,507,227,7884,1044,7488,1017,6952,960,1042,257,396,195
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,31107,1220,2614,673,2227,592,950,311,1654,519,387,261,4506,870,3872,748,2279,490,2259,572,634,423,4600,869,4142,787,3340,717,1271,366,458,231,4179,806,3914,770,3540,717,844,234,265,174,15208,1349,14629,1290,13203,1202,2703,486,579,209
SI25,Oakwood-Oakwood Beach,21980,967,1594,324,1488,319,736,198,1303,297,106,66,3231,703,2798,601,1938,440,1771,445,433,343,3707,854,3430,778,2860,674,1010,307,277,247,3354,741,3254,734,3059,712,620,232,100,67,10094,1140,9777,1100,8904,1029,1738,384,317,144
SI28,Port Richmond,19095,1185,3808,803,3011,662,754,209,2616,644,797,318,3280,865,2327,602,1111,329,1511,507,953,510,3265,784,2667,589,2147,517,866,304,598,383,2664,783,2333,674,2151,655,489,213,331,282,6078,852,5791,809,5232,730,957,295,287,123
SI32,Rossville-Woodrow,19848,864,1799,534,1686,522,695,330,1248,425,113,109,2133,562,1893,490,1351,422,838,308,240,260,3231,703,3146,703,2936,702,699,289,85,82,2622,771,2553,762,2512,757,197,124,69,59,10063,1125,9807,1124,9208,1054,1254,372,256,160
SI35,New Brighton-Silver Lake,17671,912,2343,625,2014,552,855,290,1479,509,329,195,2841,673,2273,581,1465,454,1125,379,568,323,2765,687,2675,670,1906,483,1015,445,90,94,2656,610,2198,495,1759,409,619,271,458,336,7066,770,6775,735,6387,673,831,242,291,193
SI36,Old Town-Dongan Hills-South Beach,24073,1076,2768,472,2453,443,1106,316,1808,353,315,145,4174,841,3869,773,2425,549,2115,503,305,179,4123,852,3815,792,3417,764,867,265,308,176,2777,655,2408,548,2125,501,543,192,369,265,10231,1365,9322,1223,8199,1066,1918,508,909,382
SI37,Stapleton-Rosebank,24761,1164,5249,853,4481,737,1043,264,3918,681,768,309,4637,785,3442,655,1787,442,1972,513,1195,324,3607,824,3247,761,2378,682,1175,368,360,134,3651,816,2845,624,2596,606,418,155,806,499,7617,1065,6944,951,6105,857,1322,316,673,284
SI45,New Dorp-Midland Beach,21148,991,2193,554,1753,403,834,247,1322,345,440,343,3616,748,3148,640,1845,458,1798,424,468,221,2926,611,2774,593,2110,461,1044,411,152,93,3243,724,3106,722,2510,538,881,426,137,120,9170,1056,8883,1047,8305,1000,1063,266,287,107
SI48,Arden Heights,24756,900,1706,510,1518,482,767,397,882,245,188,133,2152,493,2032,477,1633,433,775,259,120,70,3657,689,3426,672,3171,651,534,187,231,140,4769,891,4698,889,4313,867,825,291,71,61,12472,1241,11860,1202,11309,1151,1134,321,612,290
SI54,Great Kills,43340,1166,2785,571,2561,537,1448,486,1633,314,224,128,4627,852,4445,841,2620,599,2793,659,182,107,6435,1067,6224,1040,5532,1015,1937,375,211,119,7829,1145,7347,1110,7045,1074,1033,265,482,237,21664,1676,20954,1663,19780,1588,3004,562,710,313
SI99,park-cemetery-etc-Staten Island,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
