area_id,area_name,b16002001,b16002001_moe,b16002002,b16002002_moe,b16002003,b16002003_moe,b16002004,b16002004_moe,b16002005,b16002005_moe,b16002006,b16002006_moe,b16002007,b16002007_moe,b16002008,b16002008_moe,b16002009,b16002009_moe,b16002010,b16002010_moe,b16002011,b16002011_moe,b16002012,b16002012_moe,b16002013,b16002013_moe,b16002014,b16002014_moe
SI05,New Springville-Bloomfield-Travis,13345,344,8167,413,1355,313,213,123,1142,293,2060,331,185,90,1875,323,1258,207,370,134,888,181,505,144,59,56,446,139
SI07,Westerleigh,9083,215,6803,288,712,190,53,51,659,180,1121,197,161,84,960,195,378,131,45,47,333,126,69,49,13,39,56,43
SI08,Grymes Hill-Clifton-Fox Hills,7941,274,4848,348,1421,258,351,148,1070,224,748,170,73,56,675,159,570,128,271,132,299,118,354,139,176,105,178,93
SI11,Charleston-Richmond Valley-Tottenville,7622,249,6008,316,459,168,28,44,431,164,908,194,111,58,797,185,166,65,6,29,160,66,81,76,0,32,81,76
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,10025,314,5348,346,2931,328,557,186,2374,298,832,163,116,74,716,155,412,100,76,51,336,96,502,150,78,69,424,137
SI14,Grasmere-Arrochar-Ft. Wadsworth,5438,217,3086,245,549,141,105,67,444,121,1413,186,387,103,1026,177,281,106,93,69,188,87,109,68,21,39,88,63
SI22,West New Brighton-New Brighton-St. George,11686,391,7682,441,2363,332,511,173,1852,295,933,192,129,69,804,180,384,122,171,97,213,79,324,123,48,51,276,117
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,11096,273,7035,419,614,151,97,84,517,128,1786,264,244,100,1542,252,1223,243,378,137,845,213,438,140,23,44,415,137
SI25,Oakwood-Oakwood Beach,8194,240,5919,331,572,151,59,59,513,145,1478,231,267,112,1211,214,177,78,37,36,140,68,48,46,0,32,48,46
SI28,Port Richmond,6369,244,4167,301,1421,251,440,177,981,208,399,122,113,66,286,104,158,71,16,37,142,68,224,82,0,32,224,82
SI32,Rossville-Woodrow,6945,207,5491,309,153,83,9,28,144,82,1024,203,161,86,863,190,234,106,43,42,191,103,43,44,15,34,28,36
SI35,New Brighton-Silver Lake,6303,219,4509,277,1027,210,148,97,879,185,441,104,53,43,388,97,213,97,39,42,174,90,113,70,27,49,86,56
SI36,Old Town-Dongan Hills-South Beach,8752,234,5133,358,681,182,167,114,514,150,2275,311,550,170,1725,271,379,115,76,53,303,106,284,132,7,29,277,133
SI37,Stapleton-Rosebank,9115,292,5107,349,1974,304,551,182,1423,266,1169,190,307,91,862,165,682,139,247,93,435,121,183,100,54,60,129,86
SI45,New Dorp-Midland Beach,7881,240,4926,322,736,188,193,130,543,146,1797,257,413,139,1384,226,351,111,132,73,219,88,71,48,0,29,71,48
SI48,Arden Heights,8805,191,6332,315,756,196,12,33,744,195,1034,197,87,52,947,192,474,110,116,57,358,104,209,100,10,29,199,99
SI54,Great Kills,15289,221,11427,409,791,212,59,64,732,204,2550,313,349,125,2201,299,316,138,107,94,209,105,205,91,26,52,179,84
SI99,park-cemetery-etc-Staten Island,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
