area_id,area_name,c23023001,c23023001_moe,c23023002,c23023002_moe,c23023003,c23023003_moe,c23023004,c23023004_moe,c23023005,c23023005_moe,c23023006,c23023006_moe,c23023007,c23023007_moe,c23023008,c23023008_moe,c23023009,c23023009_moe,c23023010,c23023010_moe,c23023011,c23023011_moe,c23023012,c23023012_moe,c23023013,c23023013_moe,c23023014,c23023014_moe,c23023015,c23023015_moe,c23023016,c23023016_moe,c23023017,c23023017_moe,c23023018,c23023018_moe,c23023019,c23023019_moe,c23023020,c23023020_moe,c23023021,c23023021_moe,c23023022,c23023022_moe,c23023023,c23023023_moe
BK76,Greenpoint,25966,1017,13204,687,512,155,197,86,150,78,47,50,315,128,12692,666,10690,626,8414,585,2276,312,2002,369,12762,674,367,123,208,88,137,76,71,58,159,91,12395,675,9836,601,6958,540,2878,371,2559,369
BK77,Bushwick North,44796,1468,23569,1117,1322,245,392,129,339,126,53,53,930,210,22247,1095,16663,988,13125,937,3538,432,5584,564,21227,848,1523,258,381,109,103,71,278,91,1142,235,19704,839,11349,642,7725,588,3624,397,8355,660
BK78,Bushwick South,49260,1751,23628,1213,2138,335,719,188,327,121,392,152,1419,273,21490,1172,15604,977,11123,853,4481,485,5886,642,25632,1012,2475,343,745,193,372,137,373,142,1730,289,23157,980,14741,795,9502,690,5239,526,8416,665
BK79,Ocean Hill,20240,986,8785,664,864,224,305,122,235,107,70,68,559,189,7921,612,5210,467,3778,418,1432,277,2711,409,11455,641,1398,261,505,147,309,117,196,88,893,208,10057,611,6705,546,4575,439,2130,324,3352,396
BK81,Brownsville,35282,1307,13380,871,1360,284,331,125,45,53,286,121,1029,256,12020,827,6627,581,4741,466,1886,311,5393,626,21902,879,2052,306,670,179,297,113,373,135,1382,249,19850,863,11940,671,8565,581,3375,408,7910,669
BK82,East New York,59361,1744,25564,1144,2186,354,597,170,316,135,281,112,1589,317,23378,1098,14299,869,10539,742,3760,436,9079,735,33797,1121,3293,355,926,178,562,151,364,112,2367,316,30504,1106,18569,837,12933,719,5636,484,11935,813
BK83,Cypress Hills-City Line,32707,1304,15445,855,728,166,145,70,75,56,70,57,583,156,14717,838,10358,702,8214,644,2144,319,4359,489,17262,754,791,169,298,107,183,91,115,71,493,133,16471,751,8886,565,6602,501,2284,310,7585,584
BK85,East New York (Pennsylvania Ave),19354,892,8075,615,666,178,219,94,105,73,114,64,447,154,7409,600,4825,479,3123,407,1702,274,2584,370,11279,580,914,180,252,107,166,94,86,55,662,154,10365,577,6427,462,4064,389,2363,334,3938,427
BK88,Borough Park,59691,1757,31044,1124,1907,295,715,218,383,130,332,150,1192,204,29137,1092,20812,903,13495,743,7317,645,8325,650,28647,937,1522,249,566,147,190,93,376,123,956,189,27125,921,15338,729,6669,543,8669,578,11787,693
BK90,East Williamsburg,25004,1037,11664,762,758,192,313,115,225,97,88,67,445,157,10906,732,9210,684,6164,532,3046,454,1696,308,13340,702,1008,216,267,95,142,70,125,65,741,201,12332,660,9350,571,6041,473,3309,395,2982,441
BK91,East Flatbush-Farragut,35859,1307,15877,805,782,177,307,113,186,97,121,77,475,140,15095,791,11035,642,8375,558,2660,348,4060,482,19982,842,1122,203,486,141,282,109,204,97,636,157,18860,833,14121,680,9923,613,4198,433,4739,476
BK93,Starrett City,7311,630,2325,417,242,113,103,78,18,34,85,71,139,87,2083,404,1174,316,879,272,295,134,909,326,4986,498,752,283,329,159,302,154,27,37,423,231,4234,535,2806,352,2121,341,685,235,1428,428
BK95,Erasmus,20433,1066,9125,688,436,139,116,71,77,62,39,42,320,113,8689,679,6081,566,4397,495,1684,279,2608,403,11308,705,640,185,228,98,97,69,131,72,412,167,10668,678,7583,558,5262,458,2321,329,3085,419
BK96,Rugby-Remsen Village,37890,1326,16460,836,1218,252,320,127,198,105,122,89,898,217,15242,795,11029,673,8121,596,2908,365,4213,482,21430,945,1624,305,421,137,206,100,215,104,1203,273,19806,904,15132,742,10725,659,4407,434,4674,516
BK99,park-cemetery-etc-Brooklyn,283,148,134,84,43,63,16,46,0,40,16,46,27,58,91,66,91,66,72,59,19,49,0,40,149,85,44,52,6,39,0,40,6,39,38,51,105,77,105,77,93,77,12,40,0,40
BX01,Claremont-Bathgate,20274,940,8833,709,1736,329,321,141,187,121,134,82,1415,307,7097,675,4427,504,2711,381,1716,300,2670,440,11441,612,2119,318,382,120,154,74,228,96,1737,309,9322,573,5501,456,2705,323,2796,398,3821,442
BX03,Eastchester-Edenwald-Baychester,24497,1305,10433,877,1095,274,158,93,130,90,28,43,937,259,9338,872,6629,697,4716,555,1913,348,2709,454,14064,820,1222,288,361,153,187,119,174,93,861,255,12842,791,9082,678,6387,566,2695,418,3760,554
BX05,Bedford Park-Fordham North,35497,1509,17107,1204,1880,375,498,155,269,113,229,110,1382,324,15227,1156,11495,958,7685,805,3810,531,3732,543,18390,905,2549,385,728,189,366,136,362,140,1821,332,15841,932,10708,789,6189,577,4519,593,5133,577
BX06,Belmont,17486,990,8177,680,1094,254,252,94,87,52,165,80,842,232,7083,647,5349,592,3161,499,2188,331,1734,339,9309,664,1207,230,333,132,79,60,254,118,874,199,8102,683,5209,562,1797,316,3412,460,2893,416
BX07,Bronxdale,22879,1139,11209,957,1593,322,456,183,188,100,268,163,1137,293,9616,927,7085,840,5134,768,1951,351,2531,393,11670,617,1699,292,789,219,496,189,293,114,910,196,9971,600,7018,525,4675,449,2343,358,2953,410
BX08,West Farms-Bronx River,23577,1265,11502,908,1081,267,293,142,176,103,117,88,788,227,10421,892,8030,813,5749,693,2281,435,2391,437,12075,763,1034,219,352,125,173,85,179,93,682,179,11041,763,6940,590,4176,438,2764,426,4101,545
BX09,Soundview-Castle Hill-Clason Point-Harding Park,35477,1509,15461,1013,1885,361,456,156,188,99,268,128,1429,311,13576,959,9505,735,7319,653,2186,391,4071,588,20016,989,2591,363,808,206,398,155,410,139,1783,293,17425,939,11408,704,8335,610,3073,395,6017,665
BX10,Pelham Bay-Country Club-City Island,17035,1069,8561,686,583,192,181,107,87,82,94,76,402,141,7978,664,6556,648,5158,576,1398,326,1422,338,8474,647,684,222,350,162,283,155,67,53,334,140,7790,617,5966,544,4311,469,1655,296,1824,330
BX13,Co-op City,28107,1541,12515,1045,1873,385,649,212,389,184,260,146,1224,354,10642,1001,7912,869,5863,706,2049,452,2730,527,15592,1078,1787,443,612,257,451,229,161,108,1175,320,13805,954,10263,845,7287,673,2976,524,3542,498
BX14,East Concourse-Concourse Village,41997,1609,20236,1230,2297,403,517,198,160,109,357,169,1780,350,17939,1202,13266,1051,8886,877,4380,540,4673,571,21761,989,2698,420,861,242,373,148,488,188,1837,344,19063,980,12171,828,7158,664,5013,559,6892,654
BX17,East Tremont,27305,1276,11985,1031,1674,292,380,139,193,108,187,92,1294,264,10311,1018,6863,865,4440,671,2423,437,3448,536,15320,684,3081,371,680,195,322,138,358,133,2401,331,12239,669,7247,528,4328,411,2919,382,4992,540
BX22,North Riverdale-Fieldston-Riverdale,16845,890,8271,565,411,159,75,50,23,41,52,45,336,153,7860,546,6569,452,4564,377,2005,313,1291,282,8574,523,545,149,286,114,104,78,182,85,259,97,8029,521,6430,488,3847,350,2583,344,1599,247
BX26,Highbridge,24453,998,11446,727,1776,348,467,180,265,130,202,123,1309,310,9670,728,6959,623,4137,462,2822,410,2711,424,13007,699,2133,354,762,202,226,110,536,169,1371,296,10874,651,7056,510,3797,407,3259,406,3818,492
BX27,Hunts Point,17489,896,8379,605,1535,284,459,150,208,108,251,110,1076,232,6844,566,4452,441,2852,357,1600,305,2392,381,9110,556,1614,290,457,155,187,114,270,119,1157,211,7496,529,4722,414,2599,336,2123,290,2774,333
BX28,Van Cortlandt Village,33632,1353,15227,960,1453,325,585,182,415,153,170,88,868,264,13774,903,11042,810,7125,629,3917,508,2732,440,18405,899,1971,332,785,215,374,150,411,163,1186,259,16434,879,11742,728,6661,576,5081,535,4692,565
BX29,Spuyten Duyvil-Kingsbridge,18822,817,9145,585,881,215,304,110,188,95,116,77,577,185,8264,564,6787,531,5243,479,1544,261,1477,276,9677,540,872,216,371,127,209,98,162,85,501,168,8805,543,6563,441,4587,402,1976,328,2242,364
BX30,Kingsbridge Heights,21017,1179,9700,883,1114,259,215,106,132,95,83,62,899,236,8586,857,6508,764,4285,664,2223,408,2078,371,11317,714,1062,255,363,167,134,84,229,137,699,216,10255,675,7237,574,4299,473,2938,451,3018,427
BX31,Allerton-Pelham Gardens,21004,1079,9968,686,1323,262,379,144,264,131,115,69,944,221,8645,643,6640,555,5147,454,1493,281,2005,313,11036,693,1219,212,433,134,159,76,274,100,786,173,9817,658,7095,517,4838,432,2257,316,2722,416
BX33,Longwood,15965,977,7309,701,1089,282,92,63,35,47,57,54,997,279,6220,661,4657,576,3309,525,1348,277,1563,333,8656,532,1356,267,260,121,121,70,139,99,1096,238,7300,522,4292,392,2727,335,1565,262,3008,402
BX34,Melrose South-Mott Haven North,23915,1144,9827,822,1544,333,340,158,147,96,193,117,1204,279,8283,796,5946,698,3858,659,2088,402,2337,440,14088,737,2507,370,750,202,307,116,443,165,1757,310,11581,752,7797,728,4104,503,3693,505,3784,471
BX35,Morrisania-Melrose,24851,1075,11149,775,1842,337,564,190,254,109,310,161,1278,287,9307,720,5981,605,3804,516,2177,380,3326,406,13702,701,1866,299,621,178,353,141,268,105,1245,229,11836,692,7651,557,4443,446,3208,384,4185,474
BX36,University Heights-Morris Heights,37215,1435,17113,1079,2201,321,795,188,436,149,359,118,1406,267,14912,1021,10989,905,6678,721,4311,567,3923,561,20102,921,3691,434,1366,292,554,156,812,238,2325,347,16411,890,11018,692,5399,507,5619,548,5393,567
BX37,Van Nest-Morris Park-Westchester Square,19696,1000,9855,729,1152,235,426,146,309,123,117,75,726,190,8703,689,6638,601,4748,499,1890,331,2065,371,9841,585,806,169,250,97,99,69,151,78,556,143,9035,584,6163,466,4458,437,1705,273,2872,374
BX39,Mott Haven-Port Morris,34014,1349,16626,1047,3029,392,797,222,357,156,440,166,2232,339,13597,975,9708,847,6194,661,3514,476,3889,498,17388,793,3511,420,867,185,379,130,488,147,2644,366,13877,729,8317,540,4039,406,4278,451,5560,533
BX40,Fordham South,16833,1075,7412,772,990,241,348,146,138,94,210,118,642,189,6422,738,4571,614,3059,520,1512,333,1851,350,9421,635,1519,292,362,160,93,71,269,144,1157,248,7902,640,5386,547,2689,364,2697,433,2516,418
BX41,Mount Hope,35601,1368,17105,987,2138,347,546,157,261,113,285,115,1592,303,14967,959,11331,884,7163,598,4168,595,3636,450,18496,810,2804,362,912,206,438,152,474,143,1892,289,15692,783,10262,618,5555,491,4707,459,5430,524
BX43,Norwood,27049,1354,12187,790,1447,279,438,170,324,142,114,94,1009,225,10740,796,8520,731,6569,653,1951,332,2220,378,14862,925,1943,344,669,206,282,128,387,161,1274,271,12919,856,8277,626,5172,508,3105,434,4642,632
BX44,Williamsbridge-Olinville,39768,1415,17521,923,2057,304,578,169,289,111,289,121,1479,253,15464,885,11173,716,8153,637,3020,372,4291,503,22247,887,2702,331,985,206,613,172,372,126,1717,270,19545,856,14321,737,9345,595,4976,474,5224,486
BX46,Parkchester,20612,817,9708,642,570,168,198,99,116,79,82,64,372,139,9138,617,7077,565,5187,513,1890,373,2061,445,10904,557,1052,261,395,146,195,92,200,106,657,198,9852,589,7273,567,5343,495,1930,341,2579,377
BX49,Pelham Parkway,20156,967,9328,702,652,201,236,113,115,81,121,84,416,171,8676,673,7110,605,5547,558,1563,321,1566,276,10828,570,940,228,416,163,188,104,228,128,524,163,9888,575,6344,478,4596,429,1748,279,3544,422
BX52,Schuylerville-Throgs Neck-Edgewater Park,30318,1262,15090,878,1322,277,579,201,395,176,184,99,743,198,13768,857,10872,775,8110,692,2762,388,2896,413,15228,765,1322,270,413,148,277,131,136,75,909,247,13906,757,10122,654,7001,538,3121,426,3784,469
BX55,Soundview-Bruckner,23246,1146,11136,836,1073,238,218,110,136,92,82,60,855,211,10063,817,7875,762,5481,687,2394,368,2188,356,12110,643,1025,208,319,111,149,74,170,88,706,190,11085,652,6152,534,3647,414,2505,362,4933,500
BX59,Westchester-Unionport,18629,1054,8901,688,620,194,188,108,118,93,70,62,432,162,8281,667,6244,566,4908,474,1336,330,2037,381,9728,676,742,168,219,81,140,67,79,55,523,139,8986,671,5322,489,3585,372,1737,319,3664,490
BX62,Woodlawn-Wakefield,30843,1205,13945,805,945,212,214,100,123,73,91,70,731,194,13000,797,9874,677,7030,560,2844,380,3126,427,16898,796,1130,236,481,149,292,113,189,102,649,184,15768,778,11863,651,8540,603,3323,398,3905,499
BX63,West Concourse,26373,1129,12312,804,1593,325,421,166,320,146,101,73,1172,278,10719,776,8267,705,5675,619,2592,414,2452,422,14061,720,2220,427,926,302,404,147,522,241,1294,276,11841,699,7832,619,4360,491,3472,476,4009,508
BX75,Crotona Park East,12491,775,5568,554,811,198,196,90,70,63,126,74,615,178,4757,510,3144,428,2122,363,1022,246,1613,329,6923,455,896,199,220,93,147,79,73,51,676,176,6027,459,3825,357,2166,280,1659,278,2202,340
BX98,Rikers Island,9650,588,8730,620,268,100,18,20,7,13,11,15,250,99,8462,615,2438,279,465,105,1973,239,6024,497,920,378,0,17,0,17,0,17,0,17,0,17,920,378,161,98,51,74,110,45,759,316
BX99,park-cemetery-etc-Bronx,898,194,353,129,28,38,1,29,0,32,1,29,27,38,325,128,258,114,193,91,65,64,67,50,545,132,21,37,0,32,0,32,0,32,21,37,524,131,384,90,215,79,169,67,140,82
MN01,Marble Hill-Inwood,35721,1680,17721,1419,1433,327,435,158,264,134,171,88,998,278,16288,1435,13632,1347,8961,1248,4671,555,2656,482,18000,877,1898,314,702,218,249,119,453,183,1196,250,16102,886,12366,791,6690,617,5676,655,3736,548
MN03,Central Harlem North-Polo Grounds,54726,1790,25770,1250,2962,417,1126,255,536,181,590,179,1836,330,22808,1225,15739,974,9418,750,6321,642,7069,779,28956,1178,3977,490,1384,257,880,216,504,147,2593,407,24979,1144,18122,981,11364,761,6758,665,6857,698
MN04,Hamilton Heights,36659,1601,17748,1144,1609,411,612,286,309,192,303,136,997,280,16139,1078,12664,991,8390,844,4274,589,3475,584,18911,1067,1941,397,645,197,299,121,346,161,1296,349,16970,1051,12416,897,7220,743,5196,593,4554,560
MN06,Manhattanville,16672,968,8059,617,910,235,303,150,54,51,249,145,607,192,7149,616,4801,524,3163,436,1638,344,2348,334,8613,673,1074,264,320,130,126,75,194,111,754,215,7539,656,5314,585,2971,516,2343,418,2225,374
MN09,Morningside Heights,43225,2060,18853,1127,1166,412,458,172,121,75,337,154,708,370,17687,1052,11999,815,6236,579,5763,627,5688,757,24372,1622,1690,393,812,243,480,202,332,142,878,354,22682,1587,14769,1110,6604,616,8165,878,7913,1010
MN11,Central Harlem South,33680,1218,15160,903,1094,233,299,104,140,71,159,86,795,212,14066,868,10137,666,6780,551,3357,480,3929,560,18520,886,1739,302,513,155,315,118,198,101,1226,259,16781,867,11952,752,8044,637,3908,449,4829,530
MN12,Upper West Side,93709,2320,43643,1631,2665,455,1114,290,561,184,553,227,1551,357,40978,1617,36172,1389,26197,1232,9975,848,4806,857,50066,1713,3398,517,1192,287,543,199,649,209,2206,423,46668,1689,37898,1502,23323,1154,14575,1020,8770,812
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,55720,1579,28888,1126,1742,323,614,178,282,127,332,128,1128,270,27146,1105,24732,1039,18800,947,5932,625,2414,369,26832,1170,1515,288,702,209,374,161,328,127,813,209,25317,1161,20710,1104,13832,940,6878,756,4607,564
MN14,Lincoln Square,41763,1553,20147,1085,984,306,494,189,317,153,177,118,490,244,19163,1035,17223,982,13189,971,4034,541,1940,386,21616,1047,963,267,555,213,190,103,365,194,408,171,20653,1041,16154,936,10391,792,5763,634,4499,634
MN15,Clinton,35567,1323,18880,1101,1145,297,665,234,316,144,349,190,480,176,17735,1053,15533,977,10583,858,4950,531,2202,450,16687,951,1012,265,657,224,407,175,250,112,355,155,15675,938,13548,879,8875,769,4673,618,2127,370
MN17,Midtown-Midtown South,23233,1028,11635,793,503,174,301,151,177,138,124,77,202,99,11132,794,10046,752,7591,638,2455,370,1086,244,11598,709,470,155,237,107,131,92,106,73,233,123,11128,699,8727,673,5010,511,3717,479,2401,428
MN19,Turtle Bay-East Midtown,35660,1424,16579,935,506,156,261,109,195,97,66,65,245,116,16073,933,15098,912,12281,904,2817,437,975,289,19081,1024,631,217,366,172,285,141,81,106,265,136,18450,1011,15602,944,11126,820,4476,568,2848,467
MN20,Murray Hill-Kips Bay,39592,1738,18356,1320,775,339,504,303,180,132,324,272,271,159,17581,1273,15361,1182,11865,1010,3496,604,2220,473,21236,1280,847,269,410,163,239,124,171,105,437,212,20389,1246,16901,1175,11894,1081,5007,633,3488,540
MN21,Gramercy,21569,1172,9438,786,292,130,158,98,57,65,101,76,134,87,9146,776,7974,715,5741,614,2233,404,1172,391,12131,793,468,168,133,76,85,64,48,52,335,145,11663,791,9794,675,6817,581,2977,510,1869,491
MN22,East Village,37245,1826,18570,1326,811,208,337,145,175,106,162,89,474,154,17759,1330,15362,996,10465,870,4897,596,2397,927,18675,1129,707,196,432,161,190,118,242,112,275,107,17968,1127,14376,956,8204,755,6172,698,3592,739
MN23,West Village,52885,1681,24859,1055,1158,287,769,254,401,198,368,160,389,140,23701,1039,21120,993,14953,869,6167,666,2581,467,28026,1252,888,234,574,194,345,165,229,115,314,151,27138,1225,23148,1101,14977,896,8171,831,3990,567
MN24,SoHo-TriBeCa-Civic Center-Little Italy,30745,1356,15296,957,424,143,317,129,203,106,114,82,107,74,14872,955,13009,889,9469,682,3540,572,1863,348,15449,854,733,210,328,129,157,94,171,91,405,157,14716,853,11688,822,6965,627,4723,603,3028,500
MN25,Battery Park City-Lower Manhattan,30379,1226,14877,865,262,124,128,85,90,73,38,58,134,96,14615,863,13452,837,10796,733,2656,415,1163,296,15502,857,418,166,240,129,150,112,90,69,178,113,15084,864,12526,886,8672,770,3854,516,2558,472
MN27,Chinatown,33696,1485,17158,959,1453,277,370,127,128,78,242,106,1083,251,15705,919,11808,824,7552,674,4256,518,3897,512,16538,885,975,217,195,86,83,63,112,68,780,204,15563,887,11093,820,6857,641,4236,520,4470,461
