area_id,area_name,c21001f001,c21001f001_moe,c21001f002,c21001f002_moe,c21001f003,c21001f003_moe,c21001f004,c21001f004_moe,c21001f005,c21001f005_moe,c21001f006,c21001f006_moe,c21001f007,c21001f007_moe,c21001f008,c21001f008_moe,c21001f009,c21001f009_moe,c21001f010,c21001f010_moe,c21001f011,c21001f011_moe,c21001f012,c21001f012_moe,c21001f013,c21001f013_moe,c21001f014,c21001f014_moe,c21001f015,c21001f015_moe
BX10,Pelham Bay-Country Club-City Island,4209,758,2043,447,1948,436,344,160,1604,426,95,82,12,38,83,81,2166,472,1878,429,24,51,1854,428,288,146,0,34,288,146
BX13,Co-op City,4441,889,2183,522,1816,496,338,191,1478,440,367,180,39,67,328,169,2258,505,1908,468,0,33,1908,468,350,174,0,33,350,174
BX14,East Concourse-Concourse Village,18099,1613,8656,1067,7963,1035,218,122,7745,1038,693,210,50,84,643,199,9443,858,8478,797,0,51,8478,797,965,233,0,51,965,233
BX17,East Tremont,12825,1129,5429,809,5062,800,136,95,4926,791,367,142,43,67,324,133,7396,602,6571,559,0,45,6571,559,825,211,0,45,825,211
BX22,North Riverdale-Fieldston-Riverdale,1666,363,675,196,589,187,27,53,562,186,86,80,0,38,86,80,991,225,906,213,0,38,906,213,85,74,0,38,85,74
BX26,Highbridge,10726,916,4567,580,4337,566,51,64,4286,563,230,97,24,47,206,93,6159,568,5547,541,0,42,5547,541,612,159,0,42,612,159
BX27,Hunts Point,7479,715,3531,463,3115,451,166,106,2949,428,416,130,63,67,353,116,3948,415,3420,399,0,38,3420,399,528,147,0,38,528,147
BX28,Van Cortlandt Village,16612,1322,7222,821,6673,807,197,113,6476,799,549,164,30,43,519,163,9390,837,8411,784,41,60,8370,784,979,252,0,43,979,252
BX29,Spuyten Duyvil-Kingsbridge,4725,627,2344,427,2113,406,127,98,1986,392,231,105,55,62,176,93,2381,347,2153,341,25,54,2128,341,228,100,0,38,228,100
BX30,Kingsbridge Heights,12468,1139,5731,757,5425,743,166,107,5259,744,306,126,30,52,276,129,6737,675,6015,648,0,38,6015,648,722,183,0,38,722,183
BX31,Allerton-Pelham Gardens,4205,638,1711,330,1539,309,63,68,1476,305,172,84,3,40,169,83,2494,391,2115,339,4,41,2111,339,379,147,0,42,379,147
BX33,Longwood,8400,954,3727,624,3528,618,54,53,3474,616,199,90,22,38,177,88,4673,509,3900,478,0,36,3900,478,773,203,0,36,773,203
BX34,Melrose South-Mott Haven North,10083,1087,3987,632,3693,619,141,90,3552,614,294,121,24,48,270,119,6096,674,5254,600,0,42,5254,600,842,232,0,42,842,232
BX35,Morrisania-Melrose,10737,1053,4617,612,4290,595,48,58,4242,595,327,143,57,74,270,117,6120,611,5453,553,17,46,5436,554,667,204,0,40,667,204
BX36,University Heights-Morris Heights,18328,1291,8849,855,8191,830,181,99,8010,831,658,196,40,68,618,191,9479,722,8913,700,10,52,8903,700,566,162,0,51,566,162
BX37,Van Nest-Morris Park-Westchester Square,7928,827,3508,507,3287,494,187,107,3100,485,221,118,102,91,119,86,4420,529,3973,495,10,43,3963,495,447,167,0,42,447,167
BX39,Mott Haven-Port Morris,10443,967,5143,647,4799,619,69,68,4730,616,344,138,9,50,335,137,5300,521,4687,494,0,50,4687,494,613,169,0,50,613,169
BX40,Fordham South,7772,996,3213,606,3180,603,42,57,3138,601,33,46,0,32,33,46,4559,608,4211,586,0,32,4211,586,348,145,0,32,348,145
BX41,Mount Hope,17451,1291,8036,839,7434,816,171,117,7263,800,602,170,22,55,580,167,9415,726,8591,697,0,51,8591,697,824,192,0,51,824,192
BX43,Norwood,11525,1402,5142,741,4771,686,70,78,4701,681,371,193,5,38,366,193,6383,850,5740,830,22,52,5718,829,643,200,0,41,643,200
BX44,Williamsbridge-Olinville,5630,702,2521,429,2382,417,82,80,2300,413,139,85,0,54,139,85,3109,408,2866,374,15,57,2851,373,243,124,0,54,243,124
BX46,Parkchester,4878,619,2206,354,1950,344,70,66,1880,337,256,121,0,36,256,121,2672,415,2474,395,24,50,2450,393,198,126,0,36,198,126
BX49,Pelham Parkway,5790,773,2703,514,2489,506,87,83,2402,496,214,115,0,38,214,115,3087,430,2743,389,0,38,2743,389,344,155,0,38,344,155
BX52,Schuylerville-Throgs Neck-Edgewater Park,7332,949,3097,508,2889,498,243,144,2646,482,208,126,0,52,208,126,4235,610,3817,559,25,65,3792,557,418,200,0,52,418,200
BX55,Soundview-Bruckner,9575,1103,4961,733,4453,711,50,63,4403,709,508,192,19,47,489,190,4614,548,4172,511,0,40,4172,511,442,147,0,40,442,147
BX59,Westchester-Unionport,8501,895,4200,596,4059,585,172,120,3887,583,141,85,30,50,111,77,4301,482,4023,474,7,38,4016,474,278,132,0,36,278,132
BX62,Woodlawn-Wakefield,3170,557,1514,338,1292,297,33,57,1259,300,222,123,13,48,209,121,1656,302,1543,292,29,65,1514,290,113,76,0,48,113,76
BX63,West Concourse,12436,1201,6064,761,5870,736,156,112,5714,724,194,108,16,50,178,106,6372,662,6003,643,0,42,6003,643,369,136,0,42,369,136
BX75,Crotona Park East,7230,659,3099,415,2656,394,72,50,2584,394,443,138,34,45,409,138,4131,415,3703,389,17,41,3686,388,428,147,0,29,428,147
BX98,Rikers Island,2108,211,1959,222,1940,225,14,18,1926,226,19,20,0,17,19,20,149,71,149,71,0,17,149,71,0,17,0,17,0,17
BX99,park-cemetery-etc-Bronx,337,153,106,73,106,73,16,39,90,69,0,32,0,32,0,32,231,123,222,122,0,32,222,122,9,33,0,32,9,33
MN01,Marble Hill-Inwood,17291,1801,8595,1368,8052,1349,71,78,7981,1347,543,209,20,41,523,204,8696,878,7385,799,0,41,7385,799,1311,316,0,41,1311,316
MN03,Central Harlem North-Polo Grounds,5499,835,2252,473,2179,464,14,64,2165,461,73,106,0,59,73,106,3247,555,2930,493,0,59,2930,493,317,160,0,59,317,160
MN04,Hamilton Heights,6072,1077,2750,630,2586,628,47,69,2539,621,164,100,0,46,164,100,3322,655,2758,589,0,46,2758,589,564,201,0,46,564,201
MN06,Manhattanville,5242,942,2461,562,2201,481,13,36,2188,478,260,168,12,39,248,166,2781,514,2345,470,16,41,2329,470,436,146,0,34,436,146
MN09,Morningside Heights,4201,907,1839,484,1628,465,0,45,1628,465,211,149,24,49,187,148,2362,514,2104,495,0,45,2104,495,258,125,0,45,258,125
MN11,Central Harlem South,3206,561,1199,291,1164,288,40,62,1124,285,35,52,0,45,35,52,2007,378,1783,337,0,45,1783,337,224,115,0,45,224,115
MN12,Upper West Side,3334,722,1370,362,1254,346,15,70,1239,345,116,90,44,74,72,84,1964,464,1546,391,0,68,1546,391,418,169,30,76,388,157
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,2035,544,954,308,911,306,56,80,855,300,43,62,16,58,27,58,1081,361,860,290,20,61,840,288,221,139,0,54,221,139
MN14,Lincoln Square,685,347,242,147,226,144,80,109,146,104,16,51,16,51,0,48,443,253,342,217,0,48,342,217,101,84,0,48,101,84
MN15,Clinton,2311,637,1258,455,1098,435,30,57,1068,421,160,137,12,44,148,136,1053,351,803,270,0,43,803,270,250,156,0,43,250,156
MN17,Midtown-Midtown South,510,228,332,152,245,139,65,102,180,107,87,77,0,51,87,77,178,122,119,114,0,51,119,114,59,67,0,51,59,67
MN19,Turtle Bay-East Midtown,344,146,109,85,109,85,0,48,109,85,0,48,0,48,0,48,235,113,212,107,0,48,212,107,23,50,0,48,23,50
MN20,Murray Hill-Kips Bay,1557,722,956,526,942,525,44,69,898,537,14,49,0,42,14,49,601,281,496,260,0,42,496,260,105,110,0,42,105,110
MN21,Gramercy,476,235,170,115,170,115,22,38,148,111,0,34,0,34,0,34,306,155,306,155,0,34,306,155,0,34,0,34,0,34
MN22,East Village,1284,388,651,272,643,272,22,51,621,267,8,39,0,40,8,39,633,217,588,213,0,40,588,213,45,42,0,40,45,42
MN23,West Village,897,318,495,179,482,178,0,56,482,178,13,57,0,56,13,57,402,198,402,198,0,56,402,198,0,56,0,56,0,56
MN24,SoHo-TriBeCa-Civic Center-Little Italy,642,298,296,154,257,147,0,42,257,147,39,74,0,42,39,74,346,183,305,152,0,42,305,152,41,76,0,42,41,76
MN25,Battery Park City-Lower Manhattan,990,568,511,311,511,311,49,64,462,307,0,42,0,42,0,42,479,293,460,290,0,42,460,290,19,49,0,42,19,49
MN27,Chinatown,2671,570,1284,346,1155,336,24,51,1131,335,129,98,0,44,129,98,1387,332,1133,286,0,44,1133,286,254,145,0,44,254,145
MN28,Lower East Side,11071,1226,4718,668,3741,606,154,108,3587,587,977,283,98,93,879,272,6353,796,5005,690,0,56,5005,690,1348,309,0,56,1348,309
MN31,Lenox Hill-Roosevelt Island,729,301,264,226,120,98,35,65,85,90,144,208,0,53,144,208,465,188,405,177,0,53,405,177,60,72,0,53,60,72
MN32,Yorkville,1313,420,556,206,463,192,0,50,463,192,93,88,24,57,69,83,757,316,577,287,0,50,577,287,180,116,0,50,180,116
MN33,East Harlem South,8206,1040,3380,587,2967,553,30,55,2937,552,413,173,62,82,351,161,4826,683,3951,652,0,50,3951,652,875,220,0,50,875,220
MN34,East Harlem North,12954,1323,5697,834,5238,816,181,119,5057,801,459,182,28,56,431,181,7257,751,6227,716,38,77,6189,717,1030,239,0,50,1030,239
MN35,Washington Heights North,21448,1868,9123,1106,8348,1043,215,142,8133,1043,775,288,15,54,760,288,12325,1126,10790,1041,26,55,10764,1043,1535,340,0,52,1535,340
MN36,Washington Heights South,30555,2290,15007,1473,13512,1402,220,122,13292,1396,1495,358,93,88,1402,355,15548,1214,13376,1137,27,67,13349,1135,2172,363,0,56,2172,363
MN40,Upper East Side-Carnegie Hill,254,178,119,102,62,63,11,54,51,59,57,94,0,52,57,94,135,106,57,74,0,52,57,74,78,90,0,52,78,90
MN50,Stuyvesant Town-Cooper Village,407,246,240,163,192,134,35,55,157,125,48,75,0,22,48,75,167,127,167,127,0,22,167,127,0,22,0,22,0,22
MN99,park-cemetery-etc-Manhattan,136,122,131,120,131,120,8,33,123,108,0,32,0,32,0,32,5,31,5,31,0,32,5,31,0,32,0,32,0,32
QN01,South Jamaica,3769,738,1802,429,1722,409,1,43,1721,409,80,80,0,46,80,80,1967,410,1765,351,0,46,1765,351,202,145,0,46,202,145
QN02,Springfield Gardens North,825,548,421,284,417,285,0,31,417,285,4,29,4,29,0,31,404,290,363,276,0,31,363,276,41,66,0,31,41,66
QN03,Springfield Gardens South-Brookville,392,188,159,115,152,115,7,31,145,114,7,29,7,29,0,29,233,130,225,130,0,29,225,130,8,30,0,29,8,30
QN05,Rosedale,221,143,124,81,124,81,17,39,107,77,0,35,0,35,0,35,97,79,76,61,0,35,76,61,21,42,0,35,21,42
QN06,Jamaica Estates-Holliswood,1474,422,507,182,501,182,7,41,494,177,6,35,6,35,0,36,967,290,872,248,0,36,872,248,95,87,0,36,95,87
QN07,Hollis,1579,410,832,241,785,238,16,39,769,237,47,51,0,36,47,51,747,222,708,215,0,36,708,215,39,51,0,36,39,51
QN08,St. Albans,1337,402,641,242,556,222,70,77,486,216,85,93,0,59,85,93,696,211,652,206,10,61,642,206,44,68,0,59,44,68
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,531,259,219,135,214,133,0,36,214,133,5,34,0,36,5,34,312,174,306,174,0,36,306,174,6,33,0,36,6,33
QN12,Hammels-Arverne-Edgemere,1908,475,831,290,804,287,37,53,767,284,27,55,0,38,27,55,1077,268,1009,260,0,38,1009,260,68,60,0,38,68,60
QN15,Far Rockaway-Bayswater,2732,739,1259,445,1220,439,0,46,1220,439,39,67,0,46,39,67,1473,416,1266,375,18,50,1248,374,207,117,0,46,207,117
QN17,Forest Hills,3011,583,1199,299,1118,290,23,65,1095,289,81,85,0,64,81,85,1812,386,1616,368,13,66,1603,368,196,119,0,64,196,119
QN18,Rego Park,853,252,344,141,264,126,0,34,264,126,80,71,0,34,80,71,509,156,419,134,0,34,419,134,90,70,0,34,90,70
QN19,Glendale,1114,353,487,190,430,182,19,42,411,181,57,69,0,43,57,69,627,199,567,192,0,43,567,192,60,69,0,43,60,69
QN20,Ridgewood,4275,707,2016,362,1918,343,86,70,1832,336,98,79,0,56,98,79,2259,413,2135,393,28,63,2107,389,124,86,0,56,124,86
QN21,Middle Village,929,447,277,127,277,127,59,72,218,116,0,51,0,51,0,51,652,403,506,285,0,51,506,285,146,142,0,51,146,142
QN22,Flushing,2745,677,1215,355,1132,342,166,148,966,298,83,71,8,53,75,72,1530,393,1389,379,0,54,1389,379,141,92,0,54,141,92
QN23,College Point,3811,744,1886,427,1855,426,45,70,1810,425,31,47,0,34,31,47,1925,412,1708,374,0,34,1708,374,217,112,0,34,217,112
QN25,Corona,8496,1281,4614,776,4393,763,71,79,4322,761,221,106,22,52,199,103,3882,685,3645,662,0,44,3645,662,237,119,0,44,237,119
QN26,North Corona,13004,1448,7649,961,7465,939,46,65,7419,930,184,92,0,45,184,92,5355,689,5025,640,0,45,5025,640,330,139,0,45,330,139
QN27,East Elmhurst,7314,917,4024,607,3929,609,46,51,3883,606,95,55,0,34,95,55,3290,456,3148,442,0,34,3148,442,142,76,0,34,142,76
QN28,Jackson Heights,16540,1658,8602,981,8160,969,116,106,8044,956,442,173,44,78,398,154,7938,842,7109,782,0,66,7109,782,829,240,0,66,829,240
QN29,Elmhurst,5492,991,2952,615,2820,606,65,79,2755,605,132,98,0,60,132,98,2540,518,2144,456,0,60,2144,456,396,154,0,60,396,154
QN30,Maspeth,1528,349,775,205,758,203,21,42,737,202,17,47,0,45,17,47,753,194,745,193,0,45,745,193,8,46,0,45,8,46
QN31,Hunters Point-Sunnyside-West Maspeth,4434,851,2227,508,2136,499,42,72,2094,496,91,80,15,59,76,77,2207,496,2061,477,12,60,2049,476,146,102,0,56,146,102
QN33,Cambria Heights,78,62,24,47,24,47,0,43,24,47,0,43,0,43,0,43,54,50,43,49,0,43,43,49,11,42,0,43,11,42
QN34,Queens Village,3426,618,1576,324,1436,306,57,73,1379,301,140,86,7,56,133,83,1850,363,1755,349,31,74,1724,344,95,76,0,56,95,76
QN35,Briarwood-Jamaica Hills,5728,826,2968,531,2752,513,49,70,2703,509,216,112,30,56,186,107,2760,445,2481,427,44,81,2437,421,279,119,0,47,279,119
QN37,Kew Gardens Hills,1372,358,570,190,462,165,0,40,462,165,108,75,14,43,94,74,802,234,680,212,0,40,680,212,122,87,0,40,122,87
QN38,Pomonok-Flushing Heights-Hillcrest,2290,511,1085,293,1027,285,72,97,955,245,58,64,0,37,58,64,1205,274,1142,263,10,36,1132,262,63,63,0,37,63,63
QN41,Fresh Meadows-Utopia,781,386,296,181,240,141,0,27,240,141,56,70,56,70,0,27,485,254,437,248,0,27,437,248,48,59,0,27,48,59
QN42,Oakland Gardens,344,218,186,127,186,127,35,62,151,116,0,34,0,34,0,34,158,143,150,132,0,34,150,132,8,37,0,34,8,37
QN43,Bellerose,1282,454,578,188,563,188,45,78,518,176,15,34,0,34,15,34,704,334,643,273,0,34,643,273,61,78,0,34,61,78
QN44,Glen Oaks-Floral Park-New Hyde Park,387,162,119,74,102,61,0,32,102,61,17,39,0,32,17,39,268,108,251,100,0,32,251,100,17,39,0,32,17,39
QN45,Douglas Manor-Douglaston-Little Neck,583,303,322,232,310,232,9,35,301,229,12,37,0,34,12,37,261,136,261,136,0,34,261,136,0,34,0,34,0,34
QN46,Bayside-Bayside Hills,1782,491,924,283,898,281,46,63,852,276,26,58,0,51,26,58,858,250,769,229,0,51,769,229,89,72,0,51,89,72
QN47,Ft. Totten-Bay Terrace-Clearview,760,636,312,254,312,254,143,204,169,155,0,34,0,34,0,34,448,406,448,406,0,34,448,406,0,34,0,34,0,34
QN48,Auburndale,663,269,290,133,290,133,30,57,260,127,0,32,0,32,0,32,373,167,346,147,0,32,346,147,27,52,0,32,27,52
QN49,Whitestone,720,274,322,144,322,144,0,38,322,144,0,38,0,38,0,38,398,174,342,142,0,38,342,142,56,72,0,38,56,72
QN50,Elmhurst-Maspeth,1493,454,805,266,776,253,41,58,735,249,29,58,0,34,29,58,688,220,678,217,0,34,678,217,10,37,0,34,10,37
QN51,Murray Hill,2605,604,1403,388,1351,376,70,100,1281,368,52,61,8,49,44,59,1202,283,1063,263,0,50,1063,263,139,89,0,50,139,89
QN52,East Flushing,1327,361,661,232,612,227,11,40,601,226,49,53,0,42,49,53,666,201,584,161,0,42,584,161,82,86,0,42,82,86
QN53,Woodhaven,12416,1190,6140,722,5924,707,171,97,5753,708,216,101,5,53,211,99,6276,595,5963,585,6,53,5957,585,313,123,0,54,313,123
QN54,Richmond Hill,12534,1191,6158,669,5764,649,153,103,5611,635,394,123,13,63,381,121,6376,648,5843,608,20,66,5823,607,533,158,0,60,533,158
QN55,South Ozone Park,17160,1497,8441,857,7748,819,72,73,7676,818,693,178,113,90,580,165,8719,841,7800,772,6,62,7794,772,919,217,0,62,919,217
QN56,Ozone Park,3091,657,1474,346,1437,338,44,59,1393,333,37,53,0,36,37,53,1617,367,1427,355,0,36,1427,355,190,114,0,36,190,114
QN57,Lindenwood-Howard Beach,1041,423,456,188,442,184,64,86,378,165,14,37,0,34,14,37,585,280,508,218,17,40,491,211,77,94,0,34,77,94
QN60,Kew Gardens,2298,619,1156,391,1086,386,25,38,1061,385,70,75,5,33,65,76,1142,294,987,283,0,34,987,283,155,93,0,34,155,93
QN61,Jamaica,11610,1183,5692,641,5197,599,35,52,5162,598,495,154,45,66,450,146,5918,709,5360,679,2,50,5358,679,558,170,0,51,558,170
QN62,Queensboro Hill,1127,334,617,208,582,202,24,48,558,202,35,45,0,29,35,45,510,155,489,152,2,25,487,152,21,33,11,32,10,31
QN63,Woodside,3655,809,1933,555,1863,554,0,50,1863,554,70,59,16,53,54,56,1722,397,1527,365,0,50,1527,365,195,117,0,50,195,117
QN66,Laurelton,119,81,24,43,24,43,11,40,13,43,0,40,0,40,0,40,95,64,95,64,5,39,90,65,0,40,0,40,0,40
QN68,Queensbridge-Ravenswood-Long Island City,2500,535,1119,328,1096,326,18,42,1078,324,23,39,0,38,23,39,1381,273,1313,267,0,38,1313,267,68,60,0,38,68,60
QN70,Astoria,4733,780,2085,448,1915,435,55,71,1860,431,170,112,0,60,170,112,2648,500,2312,456,0,60,2312,456,336,143,0,60,336,143
