area_id,area_name,b19113f001,b19113f001_moe
BX46,Parkchester,219567,63215
BX49,Pelham Parkway,356305,135616
BX52,Schuylerville-Throgs Neck-Edgewater Park,853914,321901
BX55,Soundview-Bruckner,301850,99190
BX59,Westchester-Unionport,313217,61822
BX62,Woodlawn-Wakefield,523096,367934
BX63,West Concourse,189595,31739
BX75,Crotona Park East,175124,37329
BX99,park-cemetery-etc-Bronx,37989,12471
MN01,Marble Hill-Inwood,209052,30349
MN03,Central Harlem North-Polo Grounds,309972,240991
MN04,Hamilton Heights,261597,66281
MN06,Manhattanville,104872,20983
MN09,Morningside Heights,134906,36771
MN11,Central Harlem South,301067,212018
MN12,Upper West Side,579257,222875
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,382186,213034
MN14,Lincoln Square,189430,75985
MN15,Clinton,204108,72418
MN20,Murray Hill-Kips Bay,393283,113895
MN21,Gramercy,165843,130707
MN22,East Village,99366,81981
MN24,SoHo-TriBeCa-Civic Center-Little Italy,9701,21450
MN25,Battery Park City-Lower Manhattan,385787,181908
MN27,Chinatown,146598,49734
MN28,Lower East Side,377522,54619
MN31,Lenox Hill-Roosevelt Island,78644,220542
MN32,Yorkville,100222,348812
MN33,East Harlem South,384292,126259
MN34,East Harlem North,259173,51873
MN35,Washington Heights North,356531,39193
MN36,Washington Heights South,435814,87228
MN40,Upper East Side-Carnegie Hill,230500,302155
MN50,Stuyvesant Town-Cooper Village,29722,55402
QN01,South Jamaica,695582,333272
QN02,Springfield Gardens North,147995,69465
QN05,Rosedale,182685,207059
QN06,Jamaica Estates-Holliswood,397593,106639
QN07,Hollis,329261,191262
QN08,St. Albans,578776,256794
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,39375,108448
QN12,Hammels-Arverne-Edgemere,256191,105065
QN15,Far Rockaway-Bayswater,144812,113066
QN17,Forest Hills,1115451,363924
QN18,Rego Park,452268,151852
QN19,Glendale,373654,165234
QN20,Ridgewood,886109,300957
QN21,Middle Village,272204,138365
QN22,Flushing,619464,242685
QN23,College Point,316254,127831
QN25,Corona,446871,99690
QN26,North Corona,359421,68420
QN27,East Elmhurst,446360,148850
QN28,Jackson Heights,973057,159987
QN29,Elmhurst,750625,165665
QN30,Maspeth,505195,114304
QN31,Hunters Point-Sunnyside-West Maspeth,747808,279529
QN33,Cambria Heights,6705,132328
QN34,Queens Village,1173603,227173
QN35,Briarwood-Jamaica Hills,593882,202705
QN37,Kew Gardens Hills,542738,162321
QN38,Pomonok-Flushing Heights-Hillcrest,389209,192834
QN41,Fresh Meadows-Utopia,252003,80827
QN42,Oakland Gardens,151579,92377
QN43,Bellerose,332105,189090
QN44,Glen Oaks-Floral Park-New Hyde Park,257955,193273
QN45,Douglas Manor-Douglaston-Little Neck,94205,24539
QN46,Bayside-Bayside Hills,853329,184221
QN47,Ft. Totten-Bay Terrace-Clearview,168320,71439
QN48,Auburndale,141850,44070
QN49,Whitestone,327106,182988
QN50,Elmhurst-Maspeth,189642,167745
QN51,Murray Hill,325700,218770
QN52,East Flushing,473854,211102
QN53,Woodhaven,1174609,168529
QN54,Richmond Hill,1531731,220861
QN55,South Ozone Park,1554141,186413
QN56,Ozone Park,398361,136123
QN57,Lindenwood-Howard Beach,154376,65956
QN60,Kew Gardens,347886,122503
QN61,Jamaica,610964,93599
QN62,Queensboro Hill,266717,94258
QN63,Woodside,432479,162829
QN66,Laurelton,88516,58246
QN68,Queensbridge-Ravenswood-Long Island City,313937,131406
QN70,Astoria,764653,362525
QN71,Old Astoria,233553,87165
QN72,Steinway,435477,196983
QN76,Baisley Park,826880,236034
SI05,New Springville-Bloomfield-Travis,337251,197454
SI07,Westerleigh,54527,14178
SI08,Grymes Hill-Clifton-Fox Hills,176512,102771
SI11,Charleston-Richmond Valley-Tottenville,70986,28375
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,391863,242547
SI14,Grasmere-Arrochar-Ft. Wadsworth,342141,151745
SI22,West New Brighton-New Brighton-St. George,339694,176426
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,158208,216513
SI28,Port Richmond,140240,82393
SI35,New Brighton-Silver Lake,124855,85513
SI36,Old Town-Dongan Hills-South Beach,54613,15515
SI37,Stapleton-Rosebank,241564,103673
SI45,New Dorp-Midland Beach,84150,134311
SI48,Arden Heights,66250,47800
SI54,Great Kills,26125,9716
