area_id,area_name,b19301f001,b19301f001_moe
BX26,Highbridge,76442,6634
BX27,Hunts Point,78923,8944
BX28,Van Cortlandt Village,167335,19719
BX29,Spuyten Duyvil-Kingsbridge,234153,44399
BX30,Kingsbridge Heights,92401,16654
BX31,Allerton-Pelham Gardens,245573,46189
BX33,Longwood,56443,5372
BX34,Melrose South-Mott Haven North,89167,9186
BX35,Morrisania-Melrose,87680,8092
BX36,University Heights-Morris Heights,157668,15101
BX37,Van Nest-Morris Park-Westchester Square,190497,25560
BX39,Mott Haven-Port Morris,138679,14002
BX40,Fordham South,49191,6149
BX41,Mount Hope,163424,28722
BX43,Norwood,100903,13823
BX44,Williamsbridge-Olinville,270765,39082
BX46,Parkchester,108758,14490
BX49,Pelham Parkway,195020,24359
BX52,Schuylerville-Throgs Neck-Edgewater Park,388239,52363
BX55,Soundview-Bruckner,143511,23585
BX59,Westchester-Unionport,123514,12363
BX62,Woodlawn-Wakefield,327991,58634
BX63,West Concourse,87065,9031
BX75,Crotona Park East,64240,6478
BX98,Rikers Island,5357,1289
BX99,park-cemetery-etc-Bronx,29542,18104
MN01,Marble Hill-Inwood,85986,7720
MN03,Central Harlem North-Polo Grounds,220776,39691
MN04,Hamilton Heights,100692,14525
MN06,Manhattanville,41818,5917
MN09,Morningside Heights,147581,31479
MN11,Central Harlem South,187026,37261
MN12,Upper West Side,601139,254829
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,308793,136546
MN14,Lincoln Square,120302,35869
MN15,Clinton,154823,43121
MN17,Midtown-Midtown South,102175,36497
MN19,Turtle Bay-East Midtown,322613,77224
MN20,Murray Hill-Kips Bay,373423,84096
MN21,Gramercy,375173,228560
MN22,East Village,176435,39830
MN23,West Village,336360,127909
MN24,SoHo-TriBeCa-Civic Center-Little Italy,39177,33318
MN25,Battery Park City-Lower Manhattan,278439,49664
MN27,Chinatown,67834,17147
MN28,Lower East Side,233564,33179
MN31,Lenox Hill-Roosevelt Island,80587,39720
MN32,Yorkville,526185,315176
MN33,East Harlem South,178288,22976
MN34,East Harlem North,124345,16356
MN35,Washington Heights North,188012,15856
MN36,Washington Heights South,182215,14403
MN40,Upper East Side-Carnegie Hill,159508,65663
MN50,Stuyvesant Town-Cooper Village,87901,21648
MN99,park-cemetery-etc-Manhattan,6832,7551
QN01,South Jamaica,205045,29234
QN02,Springfield Gardens North,54841,43688
QN03,Springfield Gardens South-Brookville,45143,4723
QN05,Rosedale,82857,33426
QN06,Jamaica Estates-Holliswood,166084,23065
QN07,Hollis,180346,16530
QN08,St. Albans,278414,33581
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,77426,44999
QN12,Hammels-Arverne-Edgemere,110574,24232
QN15,Far Rockaway-Bayswater,94356,15645
QN17,Forest Hills,681583,173902
QN18,Rego Park,261146,56095
QN19,Glendale,245623,36399
QN20,Ridgewood,279409,36819
QN21,Middle Village,240362,30481
QN22,Flushing,267346,99419
QN23,College Point,134536,27356
QN25,Corona,165482,24436
QN26,North Corona,127731,10024
QN27,East Elmhurst,147613,19765
QN28,Jackson Heights,370350,36263
QN29,Elmhurst,316148,46231
QN30,Maspeth,266425,27509
QN31,Hunters Point-Sunnyside-West Maspeth,315267,50038
QN33,Cambria Heights,12614,22696
QN34,Queens Village,362996,43836
QN35,Briarwood-Jamaica Hills,222489,26138
QN37,Kew Gardens Hills,214267,66412
QN38,Pomonok-Flushing Heights-Hillcrest,139092,18966
QN41,Fresh Meadows-Utopia,73554,10568
QN42,Oakland Gardens,62356,21004
QN43,Bellerose,133874,20126
QN44,Glen Oaks-Floral Park-New Hyde Park,65610,25145
QN45,Douglas Manor-Douglaston-Little Neck,86782,32533
QN46,Bayside-Bayside Hills,428555,55367
QN47,Ft. Totten-Bay Terrace-Clearview,70104,12100
QN48,Auburndale,139646,41144
QN49,Whitestone,159910,27186
QN50,Elmhurst-Maspeth,95439,21079
QN51,Murray Hill,203134,34421
QN52,East Flushing,151712,29176
QN53,Woodhaven,373031,33635
QN54,Richmond Hill,476031,32288
QN55,South Ozone Park,514698,41081
QN56,Ozone Park,123721,22371
QN57,Lindenwood-Howard Beach,62934,16584
QN60,Kew Gardens,180945,32910
QN61,Jamaica,217192,16370
QN62,Queensboro Hill,102029,19353
QN63,Woodside,211946,38437
QN66,Laurelton,67470,22517
QN68,Queensbridge-Ravenswood-Long Island City,122719,27288
QN70,Astoria,498685,63494
QN71,Old Astoria,136773,75584
QN72,Steinway,401182,55639
QN76,Baisley Park,342717,42031
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,17953,14672
SI05,New Springville-Bloomfield-Travis,115567,34291
SI07,Westerleigh,88947,43552
SI08,Grymes Hill-Clifton-Fox Hills,113994,28262
SI11,Charleston-Richmond Valley-Tottenville,13918,5695
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,161609,37788
SI14,Grasmere-Arrochar-Ft. Wadsworth,152316,53203
SI22,West New Brighton-New Brighton-St. George,137808,29049
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,35239,24591
SI25,Oakwood-Oakwood Beach,44274,17698
SI28,Port Richmond,41958,10337
SI35,New Brighton-Silver Lake,94845,16806
SI36,Old Town-Dongan Hills-South Beach,58150,25010
SI37,Stapleton-Rosebank,177385,48687
SI45,New Dorp-Midland Beach,104299,38984
SI48,Arden Heights,19792,12894
SI54,Great Kills,14916,7184
