area_id,area_name,c23002d001,c23002d001_moe,c23002d002,c23002d002_moe,c23002d003,c23002d003_moe,c23002d004,c23002d004_moe,c23002d005,c23002d005_moe,c23002d006,c23002d006_moe,c23002d007,c23002d007_moe,c23002d008,c23002d008_moe,c23002d009,c23002d009_moe,c23002d010,c23002d010_moe,c23002d011,c23002d011_moe,c23002d012,c23002d012_moe,c23002d013,c23002d013_moe,c23002d014,c23002d014_moe,c23002d015,c23002d015_moe,c23002d016,c23002d016_moe,c23002d017,c23002d017_moe,c23002d018,c23002d018_moe,c23002d019,c23002d019_moe,c23002d020,c23002d020_moe,c23002d021,c23002d021_moe,c23002d022,c23002d022_moe,c23002d023,c23002d023_moe,c23002d024,c23002d024_moe,c23002d025,c23002d025_moe,c23002d026,c23002d026_moe,c23002d027,c23002d027_moe
BK35,Stuyvesant Heights,1459,412,682,218,625,207,509,173,0,51,509,173,389,137,120,96,116,97,57,66,0,51,0,51,0,51,57,66,777,251,733,245,428,162,0,51,428,162,414,161,14,51,305,123,44,62,0,51,0,51,0,51,44,62
BK37,Park Slope-Gowanus,4340,598,1793,360,1690,354,1498,308,0,58,1498,308,1301,265,197,117,192,116,103,90,56,86,56,86,0,58,47,61,2547,370,2423,360,2081,328,0,58,2081,328,2030,326,51,68,342,128,124,95,42,87,42,87,0,58,82,66
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2641,395,1322,265,1223,255,1025,219,0,42,1025,219,954,211,71,60,198,132,99,59,0,42,0,42,0,42,99,59,1319,218,1197,209,947,163,0,42,947,163,896,158,51,53,250,110,122,59,8,43,8,43,0,42,114,58
BK40,Windsor Terrace,1890,442,908,283,753,270,566,237,0,32,566,237,527,234,39,41,187,106,155,76,37,52,37,52,0,32,118,63,982,259,799,227,585,161,0,32,585,161,561,157,24,36,214,156,183,87,17,38,17,38,0,32,166,88
BK41,Kensington-Ocean Parkway,6484,856,3108,460,2970,459,2351,403,0,40,2351,403,2177,396,174,77,619,193,138,72,27,57,27,57,0,40,111,60,3376,476,3195,454,1238,249,0,40,1238,249,1170,241,68,76,1957,340,181,87,32,46,32,46,0,40,149,83
BK42,Flatbush,6632,801,3044,412,2775,397,2203,324,0,68,2203,324,1990,305,213,121,572,172,269,111,36,70,36,70,0,68,233,108,3588,467,3346,445,1744,330,0,68,1744,330,1608,282,136,122,1602,313,242,112,9,68,0,68,9,68,233,111
BK43,Midwood,3874,592,1918,337,1742,335,1227,245,0,51,1227,245,1088,227,139,105,515,180,176,74,19,50,14,50,5,50,157,75,1956,307,1666,287,756,177,0,51,756,177,680,172,76,65,910,233,290,108,19,54,19,54,0,51,271,106
BK44,Madison,6962,754,3591,448,3141,414,2340,341,0,46,2340,341,2234,335,106,67,801,186,450,108,47,50,47,50,0,46,403,106,3371,392,2868,346,1779,240,0,46,1779,240,1658,236,121,76,1089,232,503,121,4,46,4,46,0,46,499,122
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,1831,448,789,211,727,203,519,145,0,55,519,145,445,125,74,89,208,106,62,57,18,56,18,56,0,55,44,56,1042,264,892,233,641,194,0,55,641,194,502,142,139,131,251,94,150,83,20,59,20,59,0,55,130,80
BK46,Ocean Parkway South,669,256,325,135,307,129,267,126,0,36,267,126,220,102,47,54,40,36,18,39,0,36,0,36,0,36,18,39,344,148,290,126,184,108,0,36,184,108,176,105,8,36,106,57,54,53,0,36,0,36,0,36,54,53
BK50,Canarsie,2047,500,982,286,801,254,560,167,0,70,560,167,511,159,49,73,241,144,181,101,68,79,41,70,27,79,113,91,1065,263,881,237,610,187,0,70,610,187,584,183,26,81,271,114,184,100,29,78,29,78,0,70,155,93
BK58,Flatlands,1458,326,736,177,632,167,504,135,0,62,504,135,463,128,41,73,128,83,104,66,3,62,3,62,0,62,101,66,722,179,605,169,291,97,0,62,291,97,241,93,50,68,314,130,117,70,12,64,12,64,0,62,105,67
BK60,Prospect Lefferts Gardens-Wingate,1348,382,578,221,480,216,373,188,0,58,373,188,329,173,44,68,107,105,98,71,0,58,0,58,0,58,98,71,770,212,647,190,364,139,0,58,364,139,357,138,7,58,283,128,123,73,0,58,0,58,0,58,123,73
BK61,Crown Heights North,1804,419,841,248,753,239,588,198,0,67,588,198,529,185,59,100,165,118,88,80,0,67,0,67,0,67,88,80,963,229,896,226,675,190,0,67,675,190,643,185,32,84,221,120,67,78,0,67,0,67,0,67,67,78
BK63,Crown Heights South,466,302,212,185,201,182,121,97,0,40,121,97,121,97,0,40,80,100,11,43,0,40,0,40,0,40,11,43,254,136,230,127,181,113,0,40,181,113,181,113,0,40,49,60,24,44,0,40,0,40,0,40,24,44
BK64,Prospect Heights,1312,369,644,214,594,206,574,204,0,32,574,204,549,187,25,46,20,40,50,50,9,33,9,33,0,32,41,50,668,228,591,206,459,197,0,32,459,197,436,193,23,46,132,69,77,91,0,32,0,32,0,32,77,91
BK68,Fort Greene,2128,378,832,199,668,183,556,156,0,38,556,156,419,128,137,99,112,66,164,75,0,38,0,38,0,38,164,75,1296,254,1079,233,875,209,0,38,875,209,843,206,32,46,204,89,217,100,5,37,5,37,0,38,212,99
BK69,Clinton Hill,1681,330,557,174,541,169,414,156,0,40,414,156,403,152,11,42,127,71,16,45,0,40,0,40,0,40,16,45,1124,242,1116,240,886,220,0,40,886,220,825,213,61,65,230,101,8,40,0,40,0,40,0,40,8,40
BK72,Williamsburg,30,41,21,40,21,40,15,40,0,36,15,40,15,40,0,36,6,36,0,36,0,36,0,36,0,36,0,36,9,38,9,38,9,38,0,36,9,38,9,38,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK73,North Side-South Side,1941,336,690,177,671,176,613,170,0,48,613,170,613,170,0,48,58,59,19,49,0,48,0,48,0,48,19,49,1251,234,1184,229,1048,218,0,48,1048,218,974,209,74,65,136,86,67,65,8,49,8,49,0,48,59,63
BK75,Bedford,1627,416,817,235,775,234,671,204,0,56,671,204,629,197,42,66,104,78,42,60,0,56,0,56,0,56,42,60,810,235,768,234,428,152,0,56,428,152,357,130,71,72,340,172,42,64,0,56,0,56,0,56,42,64
BK76,Greenpoint,1385,286,634,177,558,174,416,131,0,42,416,131,403,130,13,45,142,95,76,58,15,46,15,46,0,42,61,54,751,170,672,170,541,157,0,42,541,157,517,155,24,45,131,78,79,60,0,42,0,42,0,42,79,60
BK77,Bushwick North,3166,518,1662,335,1510,325,989,256,0,54,989,256,926,252,63,65,521,173,152,75,29,54,29,54,0,54,123,73,1504,262,1288,248,714,169,0,54,714,169,675,161,39,60,574,164,216,105,26,58,26,58,0,54,190,96
BK78,Bushwick South,1415,317,783,210,687,205,490,166,0,56,490,166,441,157,49,63,197,101,96,74,0,56,0,56,0,56,96,74,632,183,572,180,412,165,0,56,412,165,340,148,72,87,160,93,60,67,17,61,17,61,0,56,43,63
BK79,Ocean Hill,171,91,78,55,69,53,69,53,0,38,69,53,69,53,0,38,0,38,9,39,0,38,0,38,0,38,9,39,93,68,70,68,62,67,0,38,62,67,62,67,0,38,8,39,23,39,14,38,14,38,0,38,9,39
BK81,Brownsville,491,284,245,130,230,124,144,84,0,51,144,84,144,84,0,51,86,77,15,50,0,51,0,51,0,51,15,50,246,173,229,170,118,115,0,51,118,115,118,115,0,51,111,87,17,52,0,51,0,51,0,51,17,52
BK82,East New York,1169,322,648,229,589,203,447,152,0,65,447,152,408,152,39,71,142,105,59,82,0,65,0,65,0,65,59,82,521,158,506,156,285,112,13,67,272,111,225,108,47,71,221,108,15,68,0,65,0,65,0,65,15,68
BK83,Cypress Hills-City Line,2877,574,1357,274,1205,257,781,191,0,49,781,191,711,181,70,55,424,129,152,66,32,48,32,48,0,49,120,66,1520,340,1318,292,589,157,0,49,589,157,502,139,87,62,729,216,202,99,28,54,28,54,0,49,174,94
BK85,East New York (Pennsylvania Ave),176,106,86,70,68,60,57,51,0,36,57,51,57,51,0,36,11,38,18,38,0,36,0,36,0,36,18,38,90,58,81,56,34,44,0,36,34,44,34,44,0,36,47,47,9,37,0,36,0,36,0,36,9,37
BK88,Borough Park,10071,1022,5118,571,4518,542,3452,448,0,68,3452,448,3165,435,287,136,1066,225,600,149,59,82,44,79,15,72,541,142,4953,529,4426,503,2511,365,0,68,2511,365,2374,356,137,92,1915,321,527,142,28,73,28,73,0,68,499,140
BK90,East Williamsburg,3480,382,1506,215,1172,195,876,170,0,40,876,170,792,160,84,59,296,109,334,137,31,49,31,49,0,40,303,135,1974,279,1724,281,1236,214,0,40,1236,214,1182,211,54,62,488,173,250,96,0,40,0,40,0,40,250,96
BK91,East Flatbush-Farragut,402,185,229,109,212,106,172,98,0,54,172,98,151,85,21,58,40,62,17,55,0,54,0,54,0,54,17,55,173,101,165,100,151,99,0,54,151,99,151,99,0,54,14,54,8,54,0,54,0,54,0,54,8,54
BK93,Starrett City,319,244,116,109,82,91,53,51,0,24,53,51,53,51,0,24,29,56,34,40,0,24,0,24,0,24,34,40,203,147,153,118,105,78,0,24,105,78,88,71,17,34,48,53,50,46,0,24,0,24,0,24,50,46
BK95,Erasmus,727,472,382,256,344,247,181,188,0,36,181,188,158,154,23,49,163,126,38,50,0,36,0,36,0,36,38,50,345,231,269,224,137,88,0,36,137,88,129,87,8,36,132,176,76,68,0,36,0,36,0,36,76,68
BK96,Rugby-Remsen Village,837,439,315,145,274,137,246,134,0,54,246,134,246,134,0,54,28,59,41,72,0,54,0,54,0,54,41,72,522,325,477,319,336,254,0,54,336,254,330,253,6,54,141,153,45,66,0,54,0,54,0,54,45,66
BK99,park-cemetery-etc-Brooklyn,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BX01,Claremont-Bathgate,42,50,19,48,19,48,19,48,0,40,19,48,19,48,0,40,0,40,0,40,0,40,0,40,0,40,0,40,23,42,23,42,10,40,0,40,10,40,10,40,0,40,13,42,0,40,0,40,0,40,0,40,0,40
BX03,Eastchester-Edenwald-Baychester,268,250,200,229,189,228,189,228,0,40,189,228,189,228,0,40,0,40,11,42,0,40,0,40,0,40,11,42,68,71,68,71,16,40,0,40,16,40,16,40,0,40,52,65,0,40,0,40,0,40,0,40,0,40
BX05,Bedford Park-Fordham North,2087,515,1138,301,1018,272,776,223,15,53,761,221,701,211,60,66,242,133,120,88,0,50,0,50,0,50,120,88,949,286,844,276,505,210,0,50,505,210,427,172,78,84,339,139,105,78,15,52,15,52,0,50,90,74
BX06,Belmont,640,224,350,147,272,120,107,90,0,34,107,90,87,81,20,52,165,99,78,64,17,39,17,39,0,34,61,57,290,120,152,89,59,55,0,34,59,55,47,52,12,37,93,75,138,70,0,34,0,34,0,34,138,70
BX07,Bronxdale,1120,341,543,177,483,166,382,139,0,38,382,139,309,123,73,64,101,73,60,57,0,38,0,38,0,38,60,57,577,195,513,182,319,139,0,38,319,139,310,138,9,38,194,99,64,62,0,38,0,38,0,38,64,62
BX08,West Farms-Bronx River,837,363,446,207,446,207,380,168,0,40,380,168,348,150,32,62,66,66,0,40,0,40,0,40,0,40,0,40,391,205,368,209,178,96,0,40,178,96,167,91,11,41,190,190,23,47,0,40,0,40,0,40,23,47
BX09,Soundview-Castle Hill-Clason Point-Harding Park,733,354,354,185,274,154,199,131,0,50,199,131,199,131,0,50,75,76,80,86,25,61,25,61,0,50,55,78,379,224,362,212,140,113,0,50,140,113,140,113,0,50,222,135,17,55,0,50,0,50,0,50,17,55
BX10,Pelham Bay-Country Club-City Island,783,330,365,158,286,154,210,118,0,34,210,118,182,113,28,45,76,58,79,61,20,43,20,43,0,34,59,55,418,188,357,187,257,154,0,34,257,154,257,154,0,34,100,69,61,54,23,39,23,39,0,34,38,45
BX13,Co-op City,350,189,97,77,72,57,72,57,0,33,72,57,62,54,10,29,0,33,25,47,0,33,0,33,0,33,25,47,253,146,214,131,95,77,0,33,95,77,48,47,47,72,119,105,39,52,12,33,12,33,0,33,27,52
BX14,East Concourse-Concourse Village,485,215,227,109,197,103,171,95,0,51,171,95,145,88,26,62,26,59,30,56,0,51,0,51,0,51,30,56,258,128,240,127,136,98,0,51,136,98,136,98,0,51,104,95,18,53,6,51,6,51,0,51,12,53
BX17,East Tremont,335,284,227,213,227,213,203,208,0,45,203,208,188,204,15,47,24,49,0,45,0,45,0,45,0,45,0,45,108,94,85,87,57,80,0,45,57,80,46,78,11,48,28,57,23,51,0,45,0,45,0,45,23,51
BX22,North Riverdale-Fieldston-Riverdale,1510,343,623,198,449,180,322,126,0,38,322,126,306,123,16,39,127,91,174,87,29,53,29,53,0,38,145,79,887,212,744,199,524,147,0,38,524,147,482,143,42,49,220,98,143,64,20,41,20,41,0,38,123,63
BX26,Highbridge,143,139,77,88,43,57,43,57,0,42,43,57,43,57,0,42,0,42,34,56,0,42,0,42,0,42,34,56,66,70,66,70,19,51,0,42,19,51,19,51,0,42,47,62,0,42,0,42,0,42,0,42,0,42
BX27,Hunts Point,142,111,56,57,44,49,38,50,0,38,38,50,19,41,19,48,6,36,12,40,0,38,0,38,0,38,12,40,86,80,76,79,32,43,0,38,32,43,32,43,0,38,44,70,10,40,0,38,0,38,0,38,10,40
BX28,Van Cortlandt Village,1514,387,746,229,620,205,477,162,0,43,477,162,389,146,88,70,143,97,126,65,15,45,15,45,0,43,111,64,768,224,648,206,504,185,0,43,504,185,462,180,42,53,144,82,120,66,20,47,20,47,0,43,100,64
BX29,Spuyten Duyvil-Kingsbridge,1779,399,706,199,563,181,413,151,0,38,413,151,413,151,0,38,150,88,143,92,27,49,27,49,0,38,116,87,1073,259,893,211,688,188,0,38,688,188,688,188,0,38,205,96,180,92,50,72,50,72,0,38,130,68
BX30,Kingsbridge Heights,1655,475,899,315,880,313,582,265,0,38,582,265,473,230,109,99,298,153,19,38,0,38,0,38,0,38,19,38,756,215,661,201,323,134,0,38,323,134,278,126,45,59,338,126,95,79,53,75,53,75,0,38,42,42
BX31,Allerton-Pelham Gardens,2349,630,1154,341,1081,337,913,287,0,42,913,287,842,258,71,65,168,107,73,52,6,41,6,41,0,42,67,52,1195,339,1057,317,636,191,0,42,636,191,511,176,125,84,421,226,138,81,0,42,0,42,0,42,138,81
BX33,Longwood,212,168,100,95,100,95,100,95,0,36,100,95,85,92,15,43,0,36,0,36,0,36,0,36,0,36,0,36,112,85,112,85,53,54,0,36,53,54,36,51,17,40,59,64,0,36,0,36,0,36,0,36,0,36
BX34,Melrose South-Mott Haven North,208,114,61,53,35,52,27,46,0,42,27,46,27,46,0,42,8,42,26,42,20,43,20,43,0,42,6,40,147,80,128,76,52,50,0,42,52,50,52,50,0,42,76,69,19,50,0,42,0,42,0,42,19,50
BX35,Morrisania-Melrose,159,136,87,89,87,89,62,59,0,40,62,59,58,59,4,39,25,51,0,40,0,40,0,40,0,40,0,40,72,62,72,62,15,39,0,40,15,39,15,39,0,40,57,62,0,40,0,40,0,40,0,40,0,40
BX36,University Heights-Morris Heights,235,193,84,97,84,97,43,68,0,51,43,68,43,68,0,51,41,64,0,51,0,51,0,51,0,51,0,51,151,115,116,108,16,55,0,51,16,55,16,55,0,51,100,106,35,55,18,53,18,53,0,51,17,53
BX37,Van Nest-Morris Park-Westchester Square,1977,323,948,183,916,176,777,158,0,42,777,158,713,160,64,52,139,85,32,44,0,42,0,42,0,42,32,44,1029,199,953,189,599,171,0,42,599,171,513,146,86,73,354,98,76,53,0,42,0,42,0,42,76,53
BX39,Mott Haven-Port Morris,409,237,168,115,161,115,161,115,0,50,161,115,161,115,0,50,0,50,7,51,0,50,0,50,0,50,7,51,241,146,238,145,67,77,0,50,67,77,67,77,0,50,171,112,3,47,0,50,0,50,0,50,3,47
BX40,Fordham South,194,210,98,120,98,120,98,120,0,32,98,120,80,118,18,35,0,32,0,32,0,32,0,32,0,32,0,32,96,98,96,98,77,95,0,32,77,95,77,95,0,32,19,34,0,32,0,32,0,32,0,32,0,32
BX41,Mount Hope,964,329,532,218,443,173,365,144,0,51,365,144,365,144,0,51,78,77,89,73,0,51,0,51,0,51,89,73,432,141,339,121,241,93,0,51,241,93,241,93,0,51,98,74,93,75,19,56,19,56,0,51,74,71
BX43,Norwood,2604,513,1135,304,1034,278,889,255,0,41,889,255,835,236,54,60,145,91,101,81,59,66,59,66,0,41,42,52,1469,304,1363,285,568,191,0,41,568,191,510,182,58,66,795,214,106,77,0,41,0,41,0,41,106,77
BX44,Williamsbridge-Olinville,886,311,398,159,337,151,237,109,0,54,237,109,208,103,29,56,100,103,61,61,0,54,0,54,0,54,61,61,488,182,374,152,298,126,0,54,298,126,272,124,26,58,76,72,114,75,11,55,11,55,0,54,103,73
BX46,Parkchester,2771,601,1341,344,1306,325,1064,270,0,36,1064,270,1033,263,31,46,242,140,35,55,0,36,0,36,0,36,35,55,1430,326,1249,278,611,187,0,36,611,187,501,173,110,96,638,197,181,127,33,54,26,45,7,38,148,112
BX49,Pelham Parkway,3705,610,1629,315,1457,312,1240,274,0,38,1240,274,1205,270,35,56,217,101,172,83,38,51,38,51,0,38,134,74,2076,334,1895,314,937,219,0,38,937,219,870,217,67,56,958,226,181,85,14,39,14,39,0,38,167,83
BX52,Schuylerville-Throgs Neck-Edgewater Park,908,297,385,140,312,136,182,92,0,52,182,92,176,91,6,52,130,82,73,66,0,52,0,52,0,52,73,66,523,192,405,159,311,126,0,52,311,126,294,124,17,53,94,78,118,78,31,55,31,55,0,52,87,65
BX55,Soundview-Bruckner,1965,484,980,250,909,242,745,223,0,40,745,223,658,206,87,71,164,90,71,54,0,40,0,40,0,40,71,54,985,277,853,244,441,193,0,40,441,193,346,166,95,74,412,137,132,80,0,40,0,40,0,40,132,80
BX59,Westchester-Unionport,3033,593,1487,312,1344,295,1041,224,0,36,1041,224,914,206,127,66,303,144,143,80,56,63,44,62,12,39,87,56,1546,325,1408,302,811,209,0,36,811,209,685,184,126,88,597,202,138,77,17,46,17,46,0,36,121,69
BX62,Woodlawn-Wakefield,1367,455,668,271,610,261,530,214,0,48,530,214,517,213,13,51,80,84,58,63,15,52,15,52,0,48,43,58,699,216,546,183,420,166,0,48,420,166,397,160,23,59,126,84,153,92,37,53,27,54,10,50,116,87
BX63,West Concourse,818,332,357,165,286,148,242,132,0,42,242,132,213,132,29,50,44,63,71,59,8,41,8,41,0,42,63,58,461,195,414,191,237,111,0,42,237,111,205,108,32,44,177,135,47,52,0,42,0,42,0,42,47,52
BX75,Crotona Park East,129,119,96,112,80,112,0,29,0,29,0,29,0,29,0,29,80,112,16,30,16,30,5,28,11,31,0,29,33,33,21,33,10,31,0,29,10,31,10,31,0,29,11,32,12,27,0,29,0,29,0,29,12,27
BX98,Rikers Island,202,77,186,75,186,75,0,17,0,17,0,17,0,17,0,17,186,75,0,17,0,17,0,17,0,17,0,17,16,14,16,14,0,17,0,17,0,17,0,17,0,17,16,14,0,17,0,17,0,17,0,17,0,17
BX99,park-cemetery-etc-Bronx,83,73,39,38,16,30,16,30,0,32,16,30,16,30,0,32,0,32,23,34,18,34,6,30,12,35,5,30,44,52,44,52,36,43,0,32,36,43,36,43,0,32,8,32,0,32,0,32,0,32,0,32,0,32
MN01,Marble Hill-Inwood,678,235,346,150,314,144,303,140,0,41,303,140,251,116,52,64,11,41,32,45,0,41,0,41,0,41,32,45,332,116,301,112,258,95,0,41,258,95,218,86,40,55,43,71,31,41,0,41,0,41,0,41,31,41
MN03,Central Harlem North-Polo Grounds,1718,426,720,244,689,237,590,221,0,59,590,221,590,221,0,59,99,94,31,64,0,59,0,59,0,59,31,64,998,268,969,263,565,183,0,59,565,183,489,169,76,85,404,183,29,62,0,59,0,59,0,59,29,62
MN04,Hamilton Heights,810,243,253,123,226,116,206,112,0,46,206,112,169,97,37,72,20,55,27,61,0,46,0,46,0,46,27,61,557,199,516,193,407,168,0,46,407,168,395,167,12,47,109,91,41,63,0,46,0,46,0,46,41,63
MN06,Manhattanville,825,345,420,205,381,196,237,108,0,34,237,108,222,109,15,39,144,114,39,57,0,34,0,34,0,34,39,57,405,245,365,238,347,228,0,34,347,228,293,223,54,88,18,34,40,59,0,34,0,34,0,34,40,59
MN09,Morningside Heights,7650,961,2769,485,2577,468,1266,259,0,45,1266,259,1200,248,66,57,1311,361,192,98,62,57,62,57,0,45,130,89,4881,732,4558,724,2238,430,0,45,2238,430,2164,423,74,65,2320,539,323,143,34,57,34,57,0,45,289,139
MN11,Central Harlem South,1553,339,598,185,546,181,356,145,0,45,356,145,351,145,5,44,190,124,52,56,0,45,0,45,0,45,52,56,955,225,895,220,688,184,0,45,688,184,676,180,12,46,207,107,60,60,0,45,0,45,0,45,60,60
MN12,Upper West Side,7894,884,2711,478,2418,418,2147,402,0,68,2147,402,2037,396,110,96,271,153,293,161,59,81,59,81,0,68,234,155,5183,646,4546,594,3378,506,0,68,3378,506,3071,491,307,161,1168,319,637,219,128,96,110,92,18,71,509,211
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,7796,807,3325,485,3208,483,2807,451,0,54,2807,451,2551,438,256,123,401,167,117,75,37,58,37,58,0,54,80,72,4471,573,4305,562,3431,470,0,54,3431,470,3270,459,161,103,874,263,166,109,23,57,23,57,0,54,143,107
MN14,Lincoln Square,5892,711,2230,390,2141,387,1762,357,0,48,1762,357,1713,354,49,65,379,139,89,70,10,48,10,48,0,48,79,68,3662,497,3419,485,2340,406,0,48,2340,406,2329,405,11,49,1079,295,243,102,14,51,14,51,0,48,229,100
MN15,Clinton,5503,627,2663,457,2584,455,2060,368,0,43,2060,368,1907,344,153,116,524,218,79,54,23,49,23,49,0,43,56,51,2840,451,2691,445,2103,400,0,43,2103,400,1907,400,196,117,588,244,149,86,0,43,0,43,0,43,149,86
MN17,Midtown-Midtown South,4801,509,2484,362,2391,355,2040,311,0,51,2040,311,1982,308,58,67,351,160,93,72,26,56,26,56,0,51,67,68,2317,327,2167,313,1404,258,0,51,1404,258,1302,250,102,79,763,200,150,89,66,64,59,64,7,51,84,77
MN19,Turtle Bay-East Midtown,6454,679,3130,495,2915,485,2679,467,0,48,2679,467,2644,467,35,54,236,123,215,112,101,92,101,92,0,48,114,80,3324,433,3121,423,2326,367,0,48,2326,367,2211,365,115,89,795,204,203,96,67,70,55,68,12,51,136,77
MN20,Murray Hill-Kips Bay,6343,792,2611,467,2354,449,1717,398,0,42,1717,398,1717,398,0,42,637,216,257,129,15,46,15,46,0,42,242,127,3732,549,3242,500,2420,435,0,42,2420,435,2350,431,70,68,822,229,490,213,18,43,18,43,0,42,472,212
MN21,Gramercy,2830,465,957,308,911,300,589,179,0,34,589,179,577,178,12,37,322,233,46,53,19,42,19,42,0,34,27,43,1873,342,1721,331,1253,291,0,34,1253,291,1185,261,68,66,468,194,152,100,36,49,36,49,0,34,116,91
