area_id,area_name,b20017f001,b20017f001_moe,b20017f002,b20017f002_moe,b20017f003,b20017f003_moe,b20017f004,b20017f004_moe,b20017f005,b20017f005_moe,b20017f006,b20017f006_moe,b20017f007,b20017f007_moe
BX52,Schuylerville-Throgs Neck-Edgewater Park,154086,34180,190878,98917,278006,116456,84699,112076,139296,56404,179077,71125,64645,37765
BX55,Soundview-Bruckner,158539,21145,165773,30653,187767,54770,67197,22216,157115,47580,199277,35956,87528,171993
BX59,Westchester-Unionport,209529,22486,249470,41406,273482,46991,157320,85258,181239,30823,208113,33739,96584,46998
BX62,Woodlawn-Wakefield,15735,11389,7411,46888,62857,18630,4777,3378,17132,10258,17353,29799,7250,23800
BX63,West Concourse,100839,13073,118551,14355,141432,17664,63201,27892,85943,31239,129616,40332,56918,30409
BX75,Crotona Park East,125548,11791,133841,16876,146360,24259,87946,42243,123586,26954,153430,27560,44279,22960
MN01,Marble Hill-Inwood,98593,8689,95521,16864,160207,27494,58667,11759,99873,11904,150644,57620,68723,17396
MN03,Central Harlem North-Polo Grounds,31810,17889,39576,25862,40576,50546,41300,34953,23080,24917,69227,66451,12322,22627
MN04,Hamilton Heights,69948,24484,69455,29173,105516,23442,35860,13183,57104,31238,78147,32117,28135,61758
MN06,Manhattanville,40040,9383,46067,16258,49213,21805,24313,114188,36526,10367,47506,14590,19347,18409
MN09,Morningside Heights,69909,23039,73663,24368,86771,76998,46010,19967,79252,35409,99825,33725,28603,14672
MN11,Central Harlem South,29792,11920,30588,20251,32778,22821,9167,25985,28125,19736,42917,29912,4336,28394
MN15,Clinton,34648,16277,34258,14113,40662,4901,21164,9695,72917,116614,135147,129232,10833,2629
MN20,Murray Hill-Kips Bay,14286,7505,14732,4110,13929,786,17411,9255,12117,31424,75000,89167,10893,7833
MN22,East Village,32222,15235,26656,6863,30787,13694,26125,771,41827,15784,41538,9603,55433,80074
MN28,Lower East Side,59609,14712,72499,18405,88533,37767,53393,48684,69800,19153,127943,20710,21873,14442
MN32,Yorkville,13382,8652,66016,81814,65938,52557,90083,163289,11938,9759,31146,52939,4826,13744
MN33,East Harlem South,65894,13785,67591,21237,96366,35180,54916,32043,53807,30439,69700,30681,46473,21040
MN34,East Harlem North,153025,25156,183533,47082,199750,55991,158728,51578,129984,35986,220751,45131,67132,57126
MN35,Washington Heights North,179635,20612,211660,37869,276806,28983,105280,44211,148417,31150,228110,39036,72863,26175
MN36,Washington Heights South,248784,23651,272821,42485,337066,77274,155767,58109,239203,42794,388868,90548,122118,34684
QN01,South Jamaica,107842,32725,110533,54522,156008,53489,85592,38623,79896,58268,120352,45596,59050,13765
QN05,Rosedale,62583,67118,138750,116487,160787,134119,137632,262483,24135,42918,63917,47273,23317,15216
QN07,Hollis,26831,14091,26415,3117,26580,11598,18750,24503,43750,38491,51065,30072,7321,5575
QN12,Hammels-Arverne-Edgemere,12315,12091,10750,16897,12063,40945,8456,30361,13676,17097,33210,1454,10451,11653
QN15,Far Rockaway-Bayswater,55151,25553,69190,44208,111076,33106,22092,41672,44539,30090,71978,53413,31484,30007
QN17,Forest Hills,30948,30612,30216,16441,35800,32398,17844,14357,60034,72156,70167,26468,20042,40742
QN18,Rego Park,30750,34538,17417,47897,45625,6838,15167,10127,30875,47929,58625,19903,4261,5792
QN20,Ridgewood,166387,51705,190108,67616,233561,86386,123852,90042,131854,58524,214511,84726,67437,42927
QN22,Flushing,18530,7257,25859,19303,43036,23437,6813,30308,18159,8508,19182,52083,11483,10032
QN23,College Point,50405,6994,57605,14962,67832,17015,16771,12079,42768,14775,56429,18328,22716,8443
QN25,Corona,127294,28052,120644,40993,168614,34245,96982,38234,127226,38682,201279,40894,121821,134778
QN26,North Corona,165212,8379,181511,14207,207227,18135,117807,41251,126301,17310,176381,21273,94779,13294
QN27,East Elmhurst,185373,22447,221870,47054,268675,58654,130356,52092,152415,17269,196729,33182,104159,40879
QN28,Jackson Heights,267022,34039,280627,78961,328719,90765,147028,107192,258377,40070,334627,67872,147593,61614
QN29,Elmhurst,104029,23830,125328,69947,164696,59398,60033,50165,89170,37232,158113,19286,48339,17542
QN30,Maspeth,53985,6316,64814,7649,65316,12416,58214,60300,22988,39611,84248,57913,20965,18964
QN31,Hunters Point-Sunnyside-West Maspeth,74618,8879,78544,8278,122366,75764,69590,20790,64859,17208,55406,65585,56539,17119
QN34,Queens Village,154640,42349,200233,29924,208621,14042,73913,53698,119862,22154,154507,39341,96487,71174
QN35,Briarwood-Jamaica Hills,159866,20916,177757,45039,206281,27341,55460,86807,131754,42116,182343,63529,96669,53857
QN37,Kew Gardens Hills,25323,10960,26653,13873,35039,17236,9113,24394,23914,15309,73507,29971,22961,9689
QN38,Pomonok-Flushing Heights-Hillcrest,24902,24138,23775,14443,74018,83253,21623,4772,43158,47367,90066,103492,19438,53520
QN43,Bellerose,37660,18865,38830,9953,47500,31711,38298,12481,18750,9278,32375,71985,17760,14797
QN46,Bayside-Bayside Hills,17917,17813,12969,25491,51750,61131,3935,350,41875,27246,45750,36313,12750,1940
QN51,Murray Hill,19120,8842,19155,18491,43016,21862,10766,5411,14896,27409,14444,24691,21354,22447
QN52,East Flushing,21811,23946,38563,35700,41369,24668,9773,61978,21090,7197,21731,18958,9423,8824
QN53,Woodhaven,411560,46886,490392,52645,548614,52295,321851,155140,311658,83724,537742,93446,147488,32102
QN54,Richmond Hill,250452,52601,324141,79631,415715,77799,162449,91891,211574,44431,354348,92275,120680,41545
QN55,South Ozone Park,433939,42470,507160,72500,619989,78182,272239,73955,355297,60773,524114,73467,190937,62521
QN56,Ozone Park,19637,6990,19012,1738,28500,34932,11875,9208,23992,9568,42258,18954,12862,12923
QN60,Kew Gardens,41037,15146,40869,37511,41919,35326,4766,74617,52862,34459,54112,7816,4659,22517
QN61,Jamaica,209047,21240,251449,45454,334551,55601,127850,37758,169377,20443,192469,41188,118894,33764
QN63,Woodside,53693,24673,50594,33705,64955,67981,30585,25304,49769,13751,54488,20511,40475,48598
QN68,Queensbridge-Ravenswood-Long Island City,26408,7168,25977,14529,27141,670,8727,1121,35446,27120,40087,22008,12639,3968
QN70,Astoria,79562,17257,81195,27497,89594,41567,28207,39387,68198,25878,104663,13190,18465,58634
QN71,Old Astoria,32018,12696,32031,13183,48224,6374,15971,18786,37522,6764,44697,13564,33303,13691
QN72,Steinway,37349,29079,49072,25188,55040,64060,22681,20888,33304,27213,58140,22750,19083,17163
QN76,Baisley Park,64096,7605,68035,29123,73867,27654,40938,130645,58158,12638,60329,48278,19844,41117
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,83837,31181,69573,38458,112637,95859,35360,32911,84304,48793,114127,65918,107552,124861
SI22,West New Brighton-New Brighton-St. George,24489,27970,22969,48331,51618,54553,7083,2054,37672,34090,39397,3101,11923,17027
SI28,Port Richmond,16989,3783,29205,32058,28409,16393,52778,76988,15670,7792,16136,463,8292,2313
SI35,New Brighton-Silver Lake,26099,3603,21136,10649,25268,9942,9375,343,27614,2791,26677,31282,28636,10186
