area_id,area_name,b19037f001,b19037f001_moe,b19037f002,b19037f002_moe,b19037f003,b19037f003_moe,b19037f004,b19037f004_moe,b19037f005,b19037f005_moe,b19037f006,b19037f006_moe,b19037f007,b19037f007_moe,b19037f008,b19037f008_moe,b19037f009,b19037f009_moe,b19037f010,b19037f010_moe,b19037f011,b19037f011_moe,b19037f012,b19037f012_moe,b19037f013,b19037f013_moe,b19037f014,b19037f014_moe,b19037f015,b19037f015_moe,b19037f016,b19037f016_moe,b19037f017,b19037f017_moe,b19037f018,b19037f018_moe,b19037f019,b19037f019_moe,b19037f020,b19037f020_moe,b19037f021,b19037f021_moe,b19037f022,b19037f022_moe,b19037f023,b19037f023_moe,b19037f024,b19037f024_moe,b19037f025,b19037f025_moe,b19037f026,b19037f026_moe,b19037f027,b19037f027_moe,b19037f028,b19037f028_moe,b19037f029,b19037f029_moe,b19037f030,b19037f030_moe,b19037f031,b19037f031_moe,b19037f032,b19037f032_moe,b19037f033,b19037f033_moe,b19037f034,b19037f034_moe,b19037f035,b19037f035_moe,b19037f036,b19037f036_moe,b19037f037,b19037f037_moe,b19037f038,b19037f038_moe,b19037f039,b19037f039_moe,b19037f040,b19037f040_moe,b19037f041,b19037f041_moe,b19037f042,b19037f042_moe,b19037f043,b19037f043_moe,b19037f044,b19037f044_moe,b19037f045,b19037f045_moe,b19037f046,b19037f046_moe,b19037f047,b19037f047_moe,b19037f048,b19037f048_moe,b19037f049,b19037f049_moe,b19037f050,b19037f050_moe,b19037f051,b19037f051_moe,b19037f052,b19037f052_moe,b19037f053,b19037f053_moe,b19037f054,b19037f054_moe,b19037f055,b19037f055_moe,b19037f056,b19037f056_moe,b19037f057,b19037f057_moe,b19037f058,b19037f058_moe,b19037f059,b19037f059_moe,b19037f060,b19037f060_moe,b19037f061,b19037f061_moe,b19037f062,b19037f062_moe,b19037f063,b19037f063_moe,b19037f064,b19037f064_moe,b19037f065,b19037f065_moe,b19037f066,b19037f066_moe,b19037f067,b19037f067_moe,b19037f068,b19037f068_moe,b19037f069,b19037f069_moe
BK40,Windsor Terrace,422,152,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,142,100,14,36,9,35,0,32,45,77,0,32,7,31,0,32,13,33,0,32,0,32,0,32,47,63,0,32,0,32,7,29,0,32,210,93,0,32,0,32,0,32,0,32,13,36,0,32,0,32,17,49,0,32,32,50,14,35,62,63,25,49,29,49,0,32,18,39,70,58,11,32,0,32,19,41,0,32,25,43,0,32,0,32,0,32,0,32,15,39,0,32,0,32,0,32,0,32,0,32,0,32
BK41,Kensington-Ocean Parkway,970,234,42,53,8,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,10,41,0,40,0,40,0,40,0,40,24,52,0,40,0,40,591,200,0,40,0,40,48,66,126,99,18,46,8,40,0,40,106,94,19,43,0,40,132,116,40,64,59,65,19,47,16,44,0,40,270,127,0,40,0,40,0,40,38,66,6,39,38,73,0,40,14,45,0,40,6,39,79,67,21,52,31,50,0,40,0,40,37,66,67,65,11,43,35,60,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,21,43,0,40,0,40,0,40,0,40,0,40
BK42,Flatbush,3108,411,90,92,23,76,0,68,44,82,0,68,0,68,0,68,0,68,0,68,11,70,0,68,0,68,0,68,0,68,0,68,0,68,12,70,1614,306,30,74,75,93,217,149,202,134,146,109,112,109,104,108,106,115,199,136,96,93,133,98,109,95,28,71,46,91,11,69,0,68,1296,281,130,108,32,77,82,94,64,87,3,69,129,110,43,80,26,72,73,93,178,124,209,144,144,103,99,93,27,73,57,84,0,68,108,91,46,79,0,68,26,78,0,68,0,68,17,70,0,68,0,68,0,68,0,68,0,68,0,68,8,68,0,68,0,68,11,69
BK43,Midwood,554,199,16,56,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,16,56,0,51,0,51,0,51,0,51,0,51,0,51,0,51,330,158,0,51,14,55,76,90,0,51,42,71,45,87,43,77,0,51,0,51,26,64,34,67,33,65,17,57,0,51,0,51,0,51,161,130,0,51,0,51,0,51,0,51,105,121,17,57,2,50,9,52,0,51,0,51,28,60,0,51,0,51,0,51,0,51,0,51,47,67,0,51,20,61,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,20,59,0,51,0,51,0,51,7,51
BK44,Madison,200,100,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,127,80,0,46,0,46,0,46,0,46,25,54,14,51,0,46,0,46,0,46,0,46,19,47,0,46,0,46,0,46,69,68,0,46,73,76,0,46,0,46,0,46,0,46,14,49,0,46,0,46,0,46,0,46,46,72,0,46,0,46,0,46,0,46,13,49,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,295,129,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,189,110,0,55,0,55,0,55,0,55,9,55,0,55,22,64,19,62,5,54,5,54,29,62,71,86,29,66,0,55,0,55,0,55,102,82,0,55,0,55,20,60,0,55,0,55,7,55,0,55,5,54,0,55,0,55,0,55,21,58,15,58,0,55,34,73,0,55,4,54,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,4,54,0,55,0,55,0,55
BK46,Ocean Parkway South,286,128,16,42,0,36,0,36,16,42,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,77,66,0,36,0,36,12,38,0,36,10,38,0,36,10,38,0,36,0,36,0,36,12,39,33,60,0,36,0,36,0,36,0,36,162,97,18,45,38,54,0,36,0,36,0,36,45,59,14,41,34,64,0,36,0,36,0,36,0,36,0,36,0,36,13,39,0,36,31,60,0,36,0,36,31,60,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
BK50,Canarsie,1142,226,45,77,22,76,11,71,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,12,72,0,70,0,70,0,70,0,70,0,70,395,154,97,97,13,72,51,85,19,76,33,77,23,78,0,70,13,72,7,70,48,81,17,70,53,102,21,72,0,70,0,70,0,70,597,166,25,75,58,80,0,70,56,79,46,87,58,98,46,76,12,71,31,84,64,97,38,84,59,86,23,76,13,72,11,71,57,94,105,91,41,81,0,70,20,76,0,70,10,71,0,70,0,70,0,70,9,70,14,73,0,70,11,72,0,70,0,70,0,70,0,70
BK58,Flatlands,537,161,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,368,142,31,66,0,62,69,87,0,62,30,77,13,65,39,76,12,64,8,63,0,62,71,87,30,72,19,64,23,70,13,63,10,63,100,82,0,62,0,62,0,62,0,62,0,62,0,62,0,62,30,67,22,70,0,62,11,64,11,64,0,62,0,62,10,64,16,66,69,74,0,62,0,62,0,62,9,63,0,62,0,62,0,62,23,66,0,62,14,66,0,62,23,67,0,62,0,62,0,62,0,62
BK60,Prospect Lefferts Gardens-Wingate,1226,267,73,95,0,58,22,65,0,58,51,90,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,652,218,61,72,97,87,25,66,88,129,0,58,117,159,7,58,0,58,5,57,88,90,0,58,127,107,15,64,0,58,22,65,0,58,385,157,84,89,79,87,0,58,22,67,0,58,10,59,14,60,0,58,0,58,142,115,34,66,0,58,0,58,0,58,0,58,0,58,116,90,44,68,1,58,0,58,0,58,0,58,33,76,0,58,0,58,0,58,17,61,0,58,12,59,9,58,0,58,0,58,0,58
BK61,Crown Heights North,1963,310,209,121,79,93,0,67,0,67,0,67,21,74,42,80,20,73,23,74,0,67,0,67,24,75,0,67,0,67,0,67,0,67,0,67,755,211,198,122,116,111,60,82,37,73,34,78,30,79,0,67,45,78,0,67,82,93,34,77,43,76,57,92,0,67,19,72,0,67,799,204,235,130,105,96,102,92,29,80,83,92,45,83,10,69,33,76,16,69,85,86,9,67,38,76,0,67,9,67,0,67,0,67,200,109,72,86,32,75,46,80,0,67,0,67,0,67,0,67,0,67,11,68,18,73,0,67,8,69,13,68,0,67,0,67,0,67
BK63,Crown Heights South,653,183,20,52,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,20,52,0,40,0,40,253,121,33,65,43,62,19,47,25,55,0,40,0,40,0,40,38,58,17,44,31,62,0,40,19,47,0,40,13,43,15,45,0,40,330,129,112,91,12,41,0,40,137,108,0,40,33,53,0,40,0,40,0,40,0,40,0,40,36,58,0,40,0,40,0,40,0,40,50,52,0,40,15,45,0,40,1,38,0,40,0,40,0,40,8,40,0,40,15,44,0,40,0,40,11,42,0,40,0,40,0,40
BK64,Prospect Heights,458,182,53,65,8,33,0,32,0,32,37,65,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,8,32,0,32,0,32,0,32,95,81,7,31,0,32,42,71,0,32,0,32,0,32,0,32,0,32,0,32,0,32,32,44,0,32,0,32,0,32,14,35,0,32,214,138,28,44,0,32,65,98,0,32,0,32,25,50,0,32,0,32,0,32,0,32,0,32,0,32,66,86,0,32,11,34,19,39,96,73,3,30,32,57,0,32,4,30,0,32,0,32,0,32,26,45,0,32,23,47,0,32,0,32,0,32,8,32,0,32,0,32
BK68,Fort Greene,789,184,46,54,0,38,0,38,0,38,0,38,6,38,0,38,25,50,0,38,0,38,0,38,15,43,0,38,0,38,0,38,0,38,0,38,289,125,40,60,39,60,19,44,0,38,0,38,0,38,12,41,0,38,13,42,40,51,0,38,0,38,78,70,44,72,4,37,0,38,285,120,55,57,60,76,0,38,30,55,33,51,34,51,11,40,0,38,9,37,0,38,0,38,13,41,0,38,0,38,40,57,0,38,169,76,79,56,5,37,37,56,21,45,0,38,0,38,8,39,0,38,0,38,0,38,0,38,0,38,0,38,0,38,19,47,0,38
BK69,Clinton Hill,803,179,53,62,45,61,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,8,40,0,40,315,123,44,56,9,41,0,40,60,59,0,40,0,40,0,40,7,40,27,58,0,40,41,63,7,39,96,79,24,45,0,40,0,40,363,121,93,68,13,43,0,40,0,40,56,65,28,53,12,42,0,40,0,40,47,81,0,40,23,50,7,40,14,45,70,67,0,40,72,69,29,58,0,40,8,41,6,40,0,40,0,40,0,40,0,40,0,40,0,40,29,54,0,40,0,40,0,40,0,40,0,40
BK72,Williamsburg,418,133,17,41,17,41,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,77,66,14,39,17,44,23,49,23,51,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,202,79,24,47,18,43,2,35,0,36,16,40,43,48,36,61,0,36,14,42,11,38,38,52,0,36,0,36,0,36,0,36,0,36,122,86,86,78,0,36,0,36,0,36,0,36,0,36,21,48,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,15,40
BK73,North Side-South Side,1292,251,6,48,0,48,0,48,0,48,6,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,434,154,78,87,32,58,40,61,18,53,4,47,32,54,49,58,27,57,19,55,20,49,12,47,103,93,0,48,0,48,0,48,0,48,502,158,127,83,28,54,93,78,7,46,0,48,43,59,18,51,29,56,38,54,32,57,0,48,52,80,0,48,0,48,14,52,21,56,350,128,171,102,81,62,11,48,30,51,8,48,32,57,0,48,0,48,0,48,5,48,12,50,0,48,0,48,0,48,0,48,0,48
BK75,Bedford,2161,302,99,81,20,57,3,55,33,64,23,67,20,64,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,1044,216,161,98,143,102,33,62,146,99,124,91,42,72,60,72,49,71,40,70,55,72,44,73,60,73,26,62,0,56,61,75,0,56,771,194,192,117,70,72,71,69,37,61,69,73,48,66,74,86,8,57,62,78,33,66,34,62,28,62,22,59,23,65,0,56,0,56,247,102,130,86,34,64,29,57,0,56,16,60,0,56,0,56,0,56,0,56,20,62,0,56,3,54,0,56,15,61,0,56,0,56
BK76,Greenpoint,653,160,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,253,114,10,43,12,44,0,42,0,42,0,42,57,68,0,42,12,44,18,49,15,48,10,43,54,65,18,43,47,66,0,42,0,42,360,124,69,76,0,42,131,102,0,42,27,53,6,41,0,42,0,42,0,42,17,48,37,60,0,42,41,64,15,45,0,42,17,48,40,59,8,42,4,40,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,28,60,0,42,0,42,0,42
BK77,Bushwick North,7511,496,302,133,0,54,0,54,53,77,22,63,0,54,9,54,0,54,72,82,0,54,28,61,47,68,43,69,28,67,0,54,0,54,0,54,4205,420,338,143,380,146,375,143,322,130,286,133,305,129,336,140,318,131,326,127,455,160,366,147,275,132,24,57,62,79,37,68,0,54,2389,311,406,146,195,117,155,84,169,97,134,89,132,91,79,74,68,62,71,75,293,125,195,109,214,109,123,92,82,81,73,71,0,54,615,157,260,120,108,76,7,52,57,70,43,63,38,64,35,63,64,67,0,54,3,53,0,54,0,54,0,54,0,54,0,54,0,54
BK78,Bushwick South,5040,445,119,89,65,76,18,62,11,58,0,56,0,56,0,56,25,66,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,2194,348,222,117,105,94,289,150,27,61,129,93,32,65,113,94,189,108,153,131,221,133,279,138,188,105,114,98,66,80,6,57,61,78,1976,297,306,127,89,76,217,132,240,131,162,103,72,69,30,64,111,86,13,57,138,99,243,117,25,61,218,121,78,79,31,73,3,56,751,168,302,126,105,74,87,81,68,86,55,69,0,56,30,62,43,67,0,56,29,58,8,57,24,60,0,56,0,56,0,56,0,56
BK79,Ocean Hill,1277,225,100,88,48,64,0,38,0,38,0,38,0,38,0,38,0,38,23,52,29,62,0,38,0,38,0,38,0,38,0,38,0,38,0,38,682,173,125,80,72,77,96,61,21,51,79,83,0,38,18,46,19,43,28,48,25,55,74,67,75,64,50,57,0,38,0,38,0,38,310,122,51,57,22,50,0,38,15,43,0,38,0,38,47,61,8,38,37,52,49,60,26,55,13,41,0,38,11,40,0,38,31,58,185,88,79,70,42,61,8,39,0,38,9,40,0,38,0,38,0,38,0,38,0,38,0,38,8,38,0,38,0,38,39,53,0,38
