area_id,area_name,b19025i001,b19025i001_moe
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,574695200,124242987
MN14,Lincoln Square,308703300,77462726
MN15,Clinton,208397200,33516572
MN17,Midtown-Midtown South,118464900,44337041
MN19,Turtle Bay-East Midtown,230143400,78290613
MN20,Murray Hill-Kips Bay,190753000,50465708
MN21,Gramercy,90966300,30881642
MN22,East Village,149102400,32030494
MN23,West Village,222125400,65711950
MN24,SoHo-TriBeCa-Civic Center-Little Italy,100932800,48224539
MN25,Battery Park City-Lower Manhattan,205228500,86060701
MN27,Chinatown,71115900,14279032
MN28,Lower East Side,375289900,45472311
MN31,Lenox Hill-Roosevelt Island,273950000,70852581
MN32,Yorkville,310179700,78510554
MN33,East Harlem South,390299300,47066339
MN34,East Harlem North,367997700,44139799
MN35,Washington Heights North,652669100,47481160
MN36,Washington Heights South,820665800,53079319
MN40,Upper East Side-Carnegie Hill,242909000,71309890
MN50,Stuyvesant Town-Cooper Village,44439800,20826844
QN01,South Jamaica,96536500,22805754
QN02,Springfield Gardens North,31741400,14224971
QN03,Springfield Gardens South-Brookville,22489800,8519926
QN05,Rosedale,40928100,16542814
QN06,Jamaica Estates-Holliswood,105444100,27250931
QN07,Hollis,47172800,13560853
QN08,St. Albans,60917600,20950409
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,70391100,19296312
QN12,Hammels-Arverne-Edgemere,140004100,27308795
QN15,Far Rockaway-Bayswater,159901700,28051667
QN17,Forest Hills,358165800,43589286
QN18,Rego Park,149369700,38182949
QN19,Glendale,194935000,28153022
QN20,Ridgewood,621470500,43976232
QN21,Middle Village,142635700,24074739
QN22,Flushing,212983700,38586556
QN23,College Point,191936600,36660060
QN25,Corona,483414100,41950113
QN26,North Corona,556531500,39607032
QN27,East Elmhurst,249671100,28163033
QN28,Jackson Heights,1048721500,65347491
QN29,Elmhurst,625378800,53492962
QN30,Maspeth,126633000,16491007
QN31,Hunters Point-Sunnyside-West Maspeth,457938600,42007952
QN33,Cambria Heights,11562400,7457792
QN34,Queens Village,242149300,30881759
QN35,Briarwood-Jamaica Hills,216878300,30077526
QN37,Kew Gardens Hills,138694800,25095963
QN38,Pomonok-Flushing Heights-Hillcrest,138167000,25788094
QN41,Fresh Meadows-Utopia,60335700,19868905
QN42,Oakland Gardens,62987700,19201194
QN43,Bellerose,72980000,19199587
QN44,Glen Oaks-Floral Park-New Hyde Park,59695000,22802456
QN45,Douglas Manor-Douglaston-Little Neck,62357400,17311022
QN46,Bayside-Bayside Hills,150477800,25200694
QN47,Ft. Totten-Bay Terrace-Clearview,54413300,22558879
QN48,Auburndale,65253400,17354409
QN49,Whitestone,151995800,35150043
QN50,Elmhurst-Maspeth,145835200,31571441
QN51,Murray Hill,130684300,22903295
QN52,East Flushing,94583900,20987206
QN53,Woodhaven,568659000,44249561
QN54,Richmond Hill,413989100,32453322
QN55,South Ozone Park,389185500,60760000
QN56,Ozone Park,206922000,32093466
QN57,Lindenwood-Howard Beach,136059200,28327050
QN60,Kew Gardens,144423200,23205976
QN61,Jamaica,262127300,25659302
QN62,Queensboro Hill,60397700,12386003
QN63,Woodside,278280600,35524626
QN66,Laurelton,9545800,5281688
QN68,Queensbridge-Ravenswood-Long Island City,106337300,16361600
QN70,Astoria,462456100,55681523
QN71,Old Astoria,109349100,17019001
QN72,Steinway,263694700,34736143
QN76,Baisley Park,63349800,14254049
QN99,park-cemetery-etc-Queens,2351100,2268351
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,60799400,22803253
SI05,New Springville-Bloomfield-Travis,110235400,28337775
SI07,Westerleigh,78473300,19955185
SI08,Grymes Hill-Clifton-Fox Hills,121923500,25454747
SI11,Charleston-Richmond Valley-Tottenville,80570900,33435764
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,206301900,30482886
SI14,Grasmere-Arrochar-Ft. Wadsworth,45488200,13588522
SI22,West New Brighton-New Brighton-St. George,138157100,23330657
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,69788800,22142655
SI25,Oakwood-Oakwood Beach,61791200,18893871
SI28,Port Richmond,86185800,18899711
SI32,Rossville-Woodrow,30809100,17657248
SI35,New Brighton-Silver Lake,92206700,25111076
SI36,Old Town-Dongan Hills-South Beach,95642800,27774257
SI37,Stapleton-Rosebank,135167900,22876773
SI45,New Dorp-Midland Beach,84919600,23098904
SI48,Arden Heights,91096900,25263910
SI54,Great Kills,77070000,26717265
