area_id,area_name,c23002b001,c23002b001_moe,c23002b002,c23002b002_moe,c23002b003,c23002b003_moe,c23002b004,c23002b004_moe,c23002b005,c23002b005_moe,c23002b006,c23002b006_moe,c23002b007,c23002b007_moe,c23002b008,c23002b008_moe,c23002b009,c23002b009_moe,c23002b010,c23002b010_moe,c23002b011,c23002b011_moe,c23002b012,c23002b012_moe,c23002b013,c23002b013_moe,c23002b014,c23002b014_moe,c23002b015,c23002b015_moe,c23002b016,c23002b016_moe,c23002b017,c23002b017_moe,c23002b018,c23002b018_moe,c23002b019,c23002b019_moe,c23002b020,c23002b020_moe,c23002b021,c23002b021_moe,c23002b022,c23002b022_moe,c23002b023,c23002b023_moe,c23002b024,c23002b024_moe,c23002b025,c23002b025_moe,c23002b026,c23002b026_moe,c23002b027,c23002b027_moe
BX05,Bedford Park-Fordham North,8782,910,4182,566,3836,550,2454,392,0,50,2454,392,2035,367,419,164,1382,343,346,150,28,58,28,58,0,50,318,144,4600,545,4205,532,2897,420,13,52,2884,419,2357,376,527,203,1308,268,395,150,15,53,15,53,0,50,380,148
BX06,Belmont,4130,538,1843,309,1715,306,954,216,0,34,954,216,789,199,165,90,761,238,128,75,0,34,0,34,0,34,128,75,2287,367,2047,327,1058,208,0,34,1058,208,858,197,200,101,989,240,240,127,35,50,35,50,0,34,205,116
BX07,Bronxdale,8646,729,3774,469,3455,451,2548,423,0,38,2548,423,2039,352,509,203,907,211,319,122,27,45,27,45,0,38,292,118,4872,463,4103,409,3097,334,0,38,3097,334,2870,324,227,102,1006,233,769,195,82,55,73,54,9,39,687,187
BX08,West Farms-Bronx River,8470,891,3920,514,3700,511,2514,404,0,40,2514,404,2167,375,347,154,1186,285,220,105,0,40,0,40,0,40,220,105,4550,588,3909,570,2659,406,0,40,2659,406,2303,368,356,142,1250,298,641,178,87,78,80,79,7,40,554,165
BX09,Soundview-Castle Hill-Clason Point-Harding Park,16649,1038,6692,633,5811,624,3994,476,0,50,3994,476,3366,456,628,167,1817,346,881,168,162,95,156,94,6,49,719,159,9957,702,7989,630,5171,481,0,50,5171,481,4760,456,411,151,2818,406,1968,291,242,111,229,107,13,53,1726,280
BX10,Pelham Bay-Country Club-City Island,578,228,161,96,156,96,145,95,0,34,145,95,118,90,27,39,11,34,5,33,0,34,0,34,0,34,5,33,417,196,316,178,269,170,0,34,269,170,244,155,25,47,47,60,101,90,0,34,0,34,0,34,101,90
BX13,Co-op City,23731,1398,9881,909,7831,858,6024,738,0,33,6024,738,5290,678,734,276,1807,424,2050,381,399,155,298,140,101,73,1651,384,13850,972,10281,970,7598,774,0,33,7598,774,6825,666,773,276,2683,484,3569,391,539,221,461,194,78,94,3030,386
BX14,East Concourse-Concourse Village,20759,1240,9673,811,8435,765,5871,608,38,78,5833,604,4721,558,1112,284,2564,424,1238,240,186,104,179,103,7,51,1052,217,11086,791,8949,749,6117,626,0,51,6117,626,5175,591,942,238,2832,422,2137,296,275,131,275,131,0,51,1862,283
BX17,East Tremont,10268,824,4155,543,3835,530,2534,433,0,45,2534,433,2009,380,525,166,1301,278,320,99,21,49,15,49,6,45,299,96,6113,565,5489,542,3416,402,0,45,3416,402,2795,360,621,185,2073,314,624,159,22,44,22,44,0,45,602,159
BX22,North Riverdale-Fieldston-Riverdale,1973,355,948,242,713,215,494,174,0,38,494,174,478,162,16,41,219,98,235,114,18,42,18,42,0,38,217,112,1025,200,691,161,557,146,0,38,557,146,546,145,11,37,134,66,334,126,73,91,73,91,0,38,261,94
BX26,Highbridge,10874,875,5150,550,4754,539,3237,472,0,42,3237,472,2787,457,450,159,1517,310,396,133,87,61,75,61,12,37,309,122,5724,556,5066,537,3408,414,0,42,3408,414,2564,356,844,220,1658,347,658,163,46,44,46,44,0,42,612,159
BX27,Hunts Point,5164,596,2428,331,2309,324,1134,216,0,38,1134,216,915,194,219,109,1175,250,119,56,15,41,15,41,0,38,104,54,2736,365,2526,351,1752,284,0,38,1752,284,1400,223,352,127,774,208,210,81,32,44,32,44,0,38,178,75
BX28,Van Cortlandt Village,8953,802,3811,468,3557,457,2721,392,0,43,2721,392,2227,373,494,178,836,230,254,102,31,63,31,63,0,43,223,91,5142,527,4408,510,3254,471,0,43,3254,471,2809,389,445,189,1154,326,734,211,72,63,57,63,15,45,662,214
BX29,Spuyten Duyvil-Kingsbridge,2228,369,906,200,804,191,598,180,0,38,598,180,531,175,67,53,206,86,102,57,0,38,0,38,0,38,102,57,1322,238,1001,215,747,174,0,38,747,174,681,168,66,59,254,105,321,99,55,49,55,49,0,38,266,93
BX30,Kingsbridge Heights,5632,782,2284,480,1961,474,1483,423,0,38,1483,423,1126,378,357,206,478,181,323,110,45,43,38,41,7,36,278,104,3348,466,2784,395,2006,315,0,38,2006,315,1696,295,310,140,778,255,564,185,43,51,43,51,0,38,521,182
BX31,Allerton-Pelham Gardens,9330,847,4268,529,3679,498,2795,439,9,42,2786,439,2243,406,543,172,884,233,589,169,108,78,108,78,0,42,481,151,5062,519,3967,457,3046,374,0,42,3046,374,2505,337,541,152,921,220,1095,208,82,59,82,59,0,42,1013,202
BX33,Longwood,5610,666,2364,430,2170,411,1165,257,0,36,1165,257,1001,241,164,99,1005,296,194,88,13,36,13,36,0,36,181,87,3246,414,2771,375,1497,235,0,36,1497,235,1253,215,244,93,1274,281,475,146,7,36,7,36,0,36,468,145
BX34,Melrose South-Mott Haven North,9615,951,3683,482,3416,477,2086,352,30,61,2056,343,1566,278,490,209,1330,346,267,112,42,60,42,60,0,42,225,104,5932,668,5355,628,3652,539,12,46,3640,538,2975,515,665,207,1703,310,577,170,103,87,103,87,0,42,474,158
BX35,Morrisania-Melrose,11794,907,5391,570,4869,550,3161,456,6,48,3155,455,2324,366,831,254,1708,322,522,139,79,62,79,62,0,40,443,134,6403,557,5533,542,3742,414,0,40,3742,414,3140,374,602,177,1791,321,870,172,72,59,72,59,0,40,798,167
BX36,University Heights-Morris Heights,14534,1036,6536,715,5963,703,4211,546,0,51,4211,546,3146,480,1065,267,1752,399,573,152,137,89,137,89,0,51,436,128,7998,643,7049,607,5177,544,0,51,5177,544,3983,459,1194,300,1872,324,949,195,146,90,129,88,17,55,803,183
BX37,Van Nest-Morris Park-Westchester Square,2458,532,1445,329,1389,331,765,266,0,42,765,266,677,233,88,132,624,204,56,49,0,42,0,42,0,42,56,49,1013,289,928,267,647,200,0,42,647,200,560,180,87,96,281,127,85,65,0,42,0,42,0,42,85,65
BX39,Mott Haven-Port Morris,13461,1058,5817,630,5296,603,3201,479,0,50,3201,479,2402,380,799,221,2095,337,521,133,47,59,29,55,18,54,474,125,7644,679,6538,665,3934,492,0,50,3934,492,3000,423,934,231,2604,389,1106,200,30,54,15,48,15,55,1076,197
BX40,Fordham South,6675,835,2846,533,2667,518,1733,433,0,32,1733,433,1256,325,477,226,934,281,179,98,72,64,72,64,0,32,107,78,3829,495,3442,469,2338,358,0,32,2338,358,1943,324,395,156,1104,278,387,155,67,89,67,89,0,32,320,135
BX41,Mount Hope,12738,938,6120,615,5787,607,4095,486,0,51,4095,486,3320,438,775,205,1692,302,333,108,11,47,11,47,0,51,322,109,6618,549,5933,526,4038,437,0,51,4038,437,3188,392,850,209,1895,314,685,147,52,57,52,57,0,51,633,143
BX43,Norwood,7185,886,2940,459,2591,422,1987,373,0,41,1987,373,1657,333,330,155,604,190,349,141,65,67,65,67,0,41,284,126,4245,611,3788,605,2830,446,0,41,2830,446,2513,420,317,156,958,269,457,155,77,70,62,59,15,44,380,123
BX44,Williamsbridge-Olinville,35027,1474,14956,878,13261,844,9683,715,0,54,9683,715,8011,640,1672,315,3578,427,1695,246,341,115,313,111,28,59,1354,221,20071,904,16839,847,12585,706,31,71,12554,703,10747,645,1807,283,4254,457,3232,321,480,124,407,116,73,65,2752,296
BX46,Parkchester,12294,1020,5755,629,5081,598,3734,500,0,36,3734,500,3310,477,424,159,1347,394,674,207,245,150,245,150,0,36,429,144,6539,617,5413,528,4210,463,0,36,4210,463,3910,443,300,128,1203,299,1126,263,160,86,147,86,13,38,966,248
BX49,Pelham Parkway,2607,396,1111,252,970,231,771,228,0,38,771,228,734,222,37,53,199,109,141,91,0,38,0,38,0,38,141,91,1496,263,1303,243,1014,197,0,38,1014,197,956,193,58,59,289,144,193,100,53,64,53,64,0,38,140,85
BX52,Schuylerville-Throgs Neck-Edgewater Park,3913,692,1921,383,1670,373,1343,316,35,64,1308,309,1156,286,152,115,327,158,251,108,15,55,15,55,0,52,236,105,1992,400,1749,380,913,231,0,52,913,231,747,207,166,104,836,254,243,99,0,52,0,52,0,52,243,99
BX55,Soundview-Bruckner,8069,819,3465,435,3067,429,2065,366,10,40,2055,366,1732,324,323,154,1002,253,398,117,71,55,71,55,0,40,327,108,4604,548,4011,531,2678,382,0,40,2678,382,2159,333,519,169,1333,292,593,142,101,65,101,65,0,40,492,128
BX59,Westchester-Unionport,3918,631,1705,347,1558,346,1098,261,0,36,1098,261,974,252,124,67,460,200,147,74,39,45,39,45,0,36,108,66,2213,406,1889,393,1321,308,0,36,1321,308,1157,305,164,83,568,213,324,138,72,76,72,76,0,36,252,111
BX62,Woodlawn-Wakefield,23237,1162,9786,685,8749,669,6441,580,0,48,6441,580,5421,518,1020,255,2308,380,1037,186,262,104,262,104,0,48,775,162,13451,763,11415,701,8656,585,0,48,8656,585,7835,548,821,213,2759,427,2036,286,271,100,223,90,48,62,1765,275
BX63,West Concourse,8316,865,3573,461,3388,452,2530,390,0,42,2530,390,2149,349,381,164,858,226,185,87,65,65,65,65,0,42,120,65,4743,565,4232,520,2873,452,0,42,2873,452,2568,439,305,129,1359,282,511,150,37,45,37,45,0,42,474,145
BX75,Crotona Park East,4141,502,1775,289,1605,282,1033,224,0,29,1033,224,718,188,315,135,572,166,170,68,20,42,20,42,0,29,150,61,2366,339,2065,326,1208,249,0,29,1208,249,1083,214,125,75,857,203,301,110,19,40,19,40,0,29,282,107
BX98,Rikers Island,5692,511,5117,490,5083,498,0,17,0,17,0,17,0,17,0,17,5083,498,34,34,0,17,0,17,0,17,34,34,575,266,575,266,0,17,0,17,0,17,0,17,0,17,575,266,0,17,0,17,0,17,0,17,0,17
BX99,park-cemetery-etc-Bronx,297,99,131,64,108,58,58,42,0,32,58,42,46,39,12,30,50,42,23,32,0,32,0,32,0,32,23,32,166,70,161,69,139,64,0,32,139,64,124,59,15,34,22,37,5,30,0,32,0,32,0,32,5,30
MN01,Marble Hill-Inwood,4850,635,1778,365,1598,350,1322,326,0,41,1322,326,1117,310,205,122,276,114,180,92,62,62,62,62,0,41,118,75,3072,454,2608,438,1985,401,0,41,1985,401,1684,365,301,142,623,187,464,127,32,43,32,43,0,41,432,124
MN03,Central Harlem North-Polo Grounds,43729,1649,19687,1116,17118,1084,11268,872,0,59,11268,872,9047,782,2221,407,5850,697,2569,373,398,136,392,136,6,59,2171,349,24042,1114,19215,1054,13422,822,0,59,13422,822,11239,751,2183,414,5793,652,4827,435,356,134,342,132,14,61,4471,425
MN04,Hamilton Heights,17891,1214,8061,793,6874,755,5148,655,0,46,5148,655,4282,569,866,271,1726,375,1187,254,281,120,252,116,29,51,906,225,9830,889,7965,851,5408,704,0,46,5408,704,4834,639,574,257,2557,414,1865,268,427,168,427,168,0,46,1438,232
MN06,Manhattanville,7012,716,3208,425,2906,410,1765,306,0,34,1765,306,1647,301,118,78,1141,284,302,109,66,58,66,58,0,34,236,98,3804,499,3136,449,1972,339,0,34,1972,339,1836,334,136,82,1164,249,668,212,30,40,30,40,0,34,638,212
MN09,Morningside Heights,7357,856,3186,557,2774,510,1479,356,0,45,1479,356,1354,346,125,91,1295,337,412,179,18,46,18,46,0,45,394,177,4171,490,2963,476,1806,373,0,45,1806,373,1653,360,153,96,1157,324,1208,265,71,62,71,62,0,45,1137,266
MN11,Central Harlem South,22300,1187,9773,802,8636,787,5693,539,0,45,5693,539,5054,521,639,185,2943,520,1137,227,238,100,238,100,0,45,899,201,12527,799,10799,759,6802,611,0,45,6802,611,6113,565,689,200,3997,514,1728,280,110,80,110,80,0,45,1618,268
MN12,Upper West Side,13272,1178,5679,810,4291,745,2750,578,25,77,2725,574,2331,534,394,205,1541,485,1388,279,152,105,152,105,0,68,1236,264,7593,781,5321,735,3474,557,0,68,3474,557,2982,533,492,186,1847,451,2272,387,131,97,131,97,0,68,2141,384
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,3669,556,1648,351,1496,341,983,295,0,54,983,295,866,278,117,96,513,170,152,83,18,51,18,51,0,54,134,79,2021,411,1724,376,1081,310,0,54,1081,310,862,246,219,141,643,185,297,179,34,59,34,59,0,54,263,177
MN14,Lincoln Square,2332,577,814,313,655,303,377,215,0,48,377,215,355,210,22,55,278,233,159,101,27,62,27,62,0,48,132,90,1518,519,1099,491,492,272,0,48,492,272,440,254,52,83,607,301,419,160,15,50,15,50,0,48,404,158
