area_id,area_name,b19013d001,b19013d001_moe
MN23,West Village,1496043,430694
MN24,SoHo-TriBeCa-Civic Center-Little Italy,485628,284715
MN25,Battery Park City-Lower Manhattan,700532,101003
MN27,Chinatown,250234,54815
MN28,Lower East Side,505681,145621
MN31,Lenox Hill-Roosevelt Island,793059,156014
MN32,Yorkville,791568,121780
MN33,East Harlem South,625642,222301
MN34,East Harlem North,494780,292971
MN35,Washington Heights North,588509,279984
MN36,Washington Heights South,724984,323836
MN40,Upper East Side-Carnegie Hill,1136810,380788
MN50,Stuyvesant Town-Cooper Village,257992,98176
QN01,South Jamaica,494683,266976
QN02,Springfield Gardens North,256597,87117
QN03,Springfield Gardens South-Brookville,65972,68777
QN05,Rosedale,492890,275418
QN06,Jamaica Estates-Holliswood,678412,177805
QN07,Hollis,454185,199657
QN08,St. Albans,153375,107259
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,188539,171672
QN12,Hammels-Arverne-Edgemere,427106,268482
QN15,Far Rockaway-Bayswater,147417,379169
QN17,Forest Hills,2279379,333699
QN18,Rego Park,467179,117394
QN19,Glendale,413145,152283
QN20,Ridgewood,808966,202437
QN21,Middle Village,709989,162469
QN22,Flushing,512088,54406
QN23,College Point,379818,65173
QN25,Corona,399589,145739
QN26,North Corona,475242,250378
QN27,East Elmhurst,343405,198718
QN28,Jackson Heights,997202,133484
QN29,Elmhurst,786578,83818
QN30,Maspeth,869582,362121
QN31,Hunters Point-Sunnyside-West Maspeth,1069121,216007
QN33,Cambria Heights,236786,252696
QN34,Queens Village,1219153,324691
QN35,Briarwood-Jamaica Hills,699333,114078
QN37,Kew Gardens Hills,520868,142269
QN38,Pomonok-Flushing Heights-Hillcrest,449523,92375
QN41,Fresh Meadows-Utopia,330745,61284
QN42,Oakland Gardens,470642,65919
QN43,Bellerose,475516,77828
QN44,Glen Oaks-Floral Park-New Hyde Park,434994,81854
QN45,Douglas Manor-Douglaston-Little Neck,514486,124548
QN46,Bayside-Bayside Hills,1307679,123986
QN47,Ft. Totten-Bay Terrace-Clearview,324248,119441
QN48,Auburndale,539958,97380
QN49,Whitestone,579464,186632
QN50,Elmhurst-Maspeth,321969,46380
QN51,Murray Hill,837915,182408
QN52,East Flushing,613069,80576
QN53,Woodhaven,1522923,335140
QN54,Richmond Hill,1472325,201110
QN55,South Ozone Park,1554647,249356
QN56,Ozone Park,380815,196552
QN57,Lindenwood-Howard Beach,202697,176931
QN60,Kew Gardens,695976,254449
QN61,Jamaica,535074,168770
QN62,Queensboro Hill,253063,58997
QN63,Woodside,690124,116026
QN68,Queensbridge-Ravenswood-Long Island City,295402,114961
QN70,Astoria,1345182,269330
QN71,Old Astoria,364884,97430
QN72,Steinway,1094256,492028
QN76,Baisley Park,693310,448519
QN99,park-cemetery-etc-Queens,102500,9723
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,434254,177844
SI05,New Springville-Bloomfield-Travis,756694,148102
SI07,Westerleigh,629698,214019
SI08,Grymes Hill-Clifton-Fox Hills,275263,117016
SI11,Charleston-Richmond Valley-Tottenville,469026,409879
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,471648,249094
SI14,Grasmere-Arrochar-Ft. Wadsworth,333148,141026
SI22,West New Brighton-New Brighton-St. George,614242,188875
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,771988,385967
SI25,Oakwood-Oakwood Beach,218710,80403
SI28,Port Richmond,449318,133010
SI32,Rossville-Woodrow,328288,68007
SI35,New Brighton-Silver Lake,159403,430672
SI36,Old Town-Dongan Hills-South Beach,447400,159963
SI37,Stapleton-Rosebank,483240,151563
SI45,New Dorp-Midland Beach,215945,155573
SI48,Arden Heights,195019,101672
SI54,Great Kills,685547,491329
