area_id,area_name,b05003f001,b05003f001_moe,b05003f002,b05003f002_moe,b05003f003,b05003f003_moe,b05003f004,b05003f004_moe,b05003f005,b05003f005_moe,b05003f006,b05003f006_moe,b05003f007,b05003f007_moe,b05003f008,b05003f008_moe,b05003f009,b05003f009_moe,b05003f010,b05003f010_moe,b05003f011,b05003f011_moe,b05003f012,b05003f012_moe,b05003f013,b05003f013_moe,b05003f014,b05003f014_moe,b05003f015,b05003f015_moe,b05003f016,b05003f016_moe,b05003f017,b05003f017_moe,b05003f018,b05003f018_moe,b05003f019,b05003f019_moe,b05003f020,b05003f020_moe,b05003f021,b05003f021_moe,b05003f022,b05003f022_moe,b05003f023,b05003f023_moe
BK40,Windsor Terrace,1323,506,697,323,205,167,205,167,0,32,0,32,0,32,492,200,331,148,161,97,98,73,63,68,626,226,85,86,85,86,0,32,0,32,0,32,541,188,202,126,339,132,200,92,139,107
BK41,Kensington-Ocean Parkway,3176,945,1647,527,396,225,363,207,33,64,0,40,33,64,1251,409,289,130,962,377,306,168,656,315,1529,517,518,300,491,274,27,57,0,40,27,57,1011,297,332,162,679,229,182,95,497,212
BK42,Flatbush,11039,1664,5479,937,1341,359,1184,347,157,112,11,69,146,111,4138,729,1183,327,2955,649,506,196,2449,616,5560,860,1471,381,1270,340,201,140,29,74,172,136,4089,624,1386,329,2703,515,873,266,1830,441
BK43,Midwood,1807,633,964,386,177,129,112,97,65,98,43,86,22,70,787,340,253,140,534,305,224,151,310,214,843,346,325,165,236,136,89,106,41,84,48,82,518,221,233,132,285,177,116,136,169,115
BK44,Madison,640,326,252,134,73,74,73,74,0,46,0,46,0,46,179,100,97,72,82,82,16,49,66,73,388,229,98,72,98,72,0,46,0,46,0,46,290,177,205,163,85,79,60,74,25,54
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,1253,526,645,332,138,111,138,111,0,55,0,55,0,55,507,257,317,203,190,124,7,55,183,124,608,263,95,90,75,86,20,61,20,61,0,55,513,227,193,127,320,191,159,106,161,120
BK46,Ocean Parkway South,931,436,510,276,159,126,159,126,0,36,0,36,0,36,351,177,140,109,211,144,19,47,192,140,421,199,58,55,47,53,11,38,0,36,11,38,363,180,175,141,188,105,38,49,150,98
BK50,Canarsie,3768,829,1885,456,597,222,578,221,19,73,0,70,19,73,1288,354,702,229,586,241,271,180,315,173,1883,432,379,179,379,179,0,70,0,70,0,70,1504,334,840,258,664,209,276,120,388,159
BK58,Flatlands,1960,581,1004,330,334,213,309,209,25,72,0,62,25,72,670,222,372,168,298,143,120,89,178,126,956,292,243,148,219,132,24,72,0,62,24,72,713,213,393,151,320,141,185,112,135,105
BK60,Prospect Lefferts Gardens-Wingate,3751,921,1597,455,499,245,479,234,20,64,0,58,20,64,1098,330,652,303,446,169,138,96,308,153,2154,564,330,193,298,186,32,79,32,79,0,58,1824,443,801,336,1023,338,529,255,494,237
BK61,Crown Heights North,6363,1117,3181,680,806,242,705,233,101,107,60,99,41,78,2375,546,1136,329,1239,425,354,148,885,399,3182,598,740,241,648,226,92,108,73,94,19,72,2442,451,1231,287,1211,327,480,181,731,274
BK63,Crown Heights South,1801,540,1016,325,208,152,208,152,0,40,0,40,0,40,808,282,280,133,528,240,179,111,349,169,785,274,177,137,156,130,21,44,0,40,21,44,608,198,272,128,336,144,124,93,212,112
BK64,Prospect Heights,1220,408,587,211,149,99,149,99,0,32,0,32,0,32,438,168,166,87,272,143,214,134,58,58,633,233,101,57,96,57,5,30,5,30,0,32,532,218,198,102,334,175,242,140,92,80
BK68,Fort Greene,2417,521,1155,337,245,113,221,109,24,46,0,38,24,46,910,315,539,177,371,260,79,81,292,249,1262,287,205,111,193,109,12,41,0,38,12,41,1057,236,766,214,291,128,109,72,182,95
BK69,Clinton Hill,2638,587,1382,366,244,173,215,139,29,59,0,40,29,59,1138,304,757,245,381,173,128,96,253,147,1256,347,421,170,393,161,28,58,0,40,28,58,835,220,361,124,474,167,153,95,321,143
BK72,Williamsburg,1194,447,542,259,171,126,171,126,0,36,0,36,0,36,371,173,195,123,176,93,96,74,80,61,652,236,154,117,154,117,0,36,0,36,0,36,498,182,235,126,263,140,64,55,199,134
BK73,North Side-South Side,3723,826,1857,465,588,262,503,232,85,80,0,48,85,80,1269,309,578,183,691,249,214,117,477,219,1866,432,342,179,333,179,9,49,0,48,9,49,1524,339,721,236,803,230,343,119,460,187
BK75,Bedford,6355,962,3088,554,928,237,819,224,109,96,61,87,48,66,2160,456,1201,279,959,357,223,110,736,334,3267,540,872,244,845,243,27,57,0,56,27,57,2395,386,1329,306,1066,245,458,160,608,182
BK76,Greenpoint,1715,432,838,280,118,92,118,92,0,42,0,42,0,42,720,241,393,205,327,146,186,112,141,88,877,263,81,79,81,79,0,42,0,42,0,42,796,228,319,163,477,152,235,118,242,105
BK77,Bushwick North,26516,1976,13618,1199,3941,532,3601,481,340,157,76,90,264,140,9677,952,2956,465,6721,873,1015,241,5706,836,12898,1067,4077,509,3673,487,404,169,0,54,404,169,8821,728,3346,448,5475,600,1325,276,4150,528
BK78,Bushwick South,16670,1750,8345,935,2569,483,2058,393,511,245,167,104,344,220,5776,697,3186,541,2590,439,994,260,1596,354,8325,973,2582,483,2318,469,264,137,50,65,214,132,5743,653,2799,447,2944,472,1090,245,1854,398
BK79,Ocean Hill,4024,820,2050,446,789,258,700,240,89,82,0,38,89,82,1261,274,823,214,438,167,255,139,183,95,1974,453,660,220,652,219,8,40,0,38,8,40,1314,315,714,212,600,238,280,183,320,154
BK81,Brownsville,4620,830,1791,424,704,258,675,260,29,58,15,55,14,53,1087,291,645,197,442,185,131,104,311,150,2829,494,879,257,814,247,65,73,24,58,41,67,1950,342,1033,268,917,241,496,166,421,183
BK82,East New York,7030,1061,3381,586,1067,277,1028,272,39,75,15,67,24,73,2314,443,1218,296,1096,320,335,141,761,291,3649,608,758,247,712,244,46,75,15,67,31,74,2891,473,1463,341,1428,312,737,210,691,208
BK83,Cypress Hills-City Line,6226,936,2897,490,653,184,600,179,53,67,32,66,21,50,2244,394,1014,244,1230,286,654,203,576,200,3329,543,902,275,832,270,70,60,0,49,70,60,2427,359,911,216,1516,287,813,189,703,232
BK85,East New York (Pennsylvania Ave),4003,820,1603,400,650,233,635,232,15,39,0,36,15,39,953,295,431,193,522,196,168,103,354,172,2400,533,985,279,941,268,44,57,0,36,44,57,1415,318,668,200,747,239,316,153,431,170
BK88,Borough Park,6175,1175,3529,741,841,255,751,258,90,94,0,68,90,94,2688,611,602,216,2086,581,332,135,1754,571,2646,563,933,296,910,292,23,70,19,70,4,67,1713,346,326,159,1387,299,254,126,1133,294
BK90,East Williamsburg,4241,703,2328,446,655,187,619,185,36,51,3,39,33,52,1673,351,1139,302,534,196,175,101,359,161,1913,356,298,120,298,120,0,40,0,40,0,40,1615,306,927,222,688,224,295,149,393,196
BK91,East Flatbush-Farragut,1054,413,544,238,158,122,158,122,0,54,0,54,0,54,386,184,160,120,226,115,147,97,79,80,510,239,191,126,182,125,9,55,9,55,0,54,319,144,109,82,210,112,94,72,116,86
BK93,Starrett City,869,603,37,52,31,53,31,53,0,24,0,24,0,24,6,21,6,21,0,24,0,24,0,24,832,597,274,228,274,228,0,24,0,24,0,24,558,394,498,389,60,80,13,27,47,79
BK95,Erasmus,1161,551,556,257,171,137,165,137,6,36,0,36,6,36,385,156,95,70,290,150,32,39,258,147,605,315,223,191,136,130,87,73,0,36,87,73,382,166,102,79,280,150,77,76,203,130
BK96,Rugby-Remsen Village,1273,474,561,225,191,119,161,114,30,63,9,54,21,62,370,185,186,142,184,129,47,69,137,122,712,296,276,156,276,156,0,54,0,54,0,54,436,175,208,129,228,120,158,99,70,87
BK99,park-cemetery-etc-Brooklyn,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40
BX01,Claremont-Bathgate,12441,1274,6013,741,2712,505,2522,500,190,112,0,40,190,112,3301,494,1692,352,1609,340,464,181,1145,281,6428,731,1750,341,1601,325,149,92,37,53,112,82,4678,538,2698,445,1980,358,948,241,1032,264
BX03,Eastchester-Edenwald-Baychester,5821,1118,2616,607,1076,359,1075,359,1,38,0,40,1,38,1540,395,1185,354,355,142,282,129,73,73,3205,639,1036,322,999,320,37,54,37,54,0,40,2169,395,1437,359,732,254,496,234,236,130
BX05,Bedford Park-Fordham North,28517,1938,13322,1228,4284,616,4082,598,202,119,0,50,202,119,9038,1030,3755,647,5283,802,1471,425,3812,678,15195,1157,4695,628,4499,609,196,135,23,60,173,131,10500,810,4733,628,5767,636,2264,375,3503,519
BX06,Belmont,11030,1386,5514,809,2281,465,2170,454,111,75,0,34,111,75,3233,557,1231,264,2002,488,378,192,1624,448,5516,771,1821,422,1561,369,260,187,0,34,260,187,3695,491,1875,324,1820,405,375,151,1445,361
BX07,Bronxdale,11213,1218,5615,842,1251,288,1214,285,37,60,11,43,26,52,4364,804,1974,343,2390,767,552,200,1838,742,5598,685,1499,346,1436,339,63,71,36,57,27,53,4099,471,2179,329,1920,387,617,198,1303,337
BX08,West Farms-Bronx River,15395,1638,7638,993,2327,534,2002,482,325,192,41,61,284,185,5311,772,2099,424,3212,705,669,283,2543,662,7757,884,2201,402,2090,391,111,84,18,47,93,80,5556,639,2605,413,2951,526,873,211,2078,470
BX09,Soundview-Castle Hill-Clason Point-Harding Park,21794,1870,9505,1012,3184,517,3064,512,120,100,51,63,69,78,6321,813,4300,668,2021,405,1235,313,786,257,12289,1138,3337,579,3299,579,38,61,0,50,38,61,8952,835,6285,686,2667,492,1529,357,1138,279
BX10,Pelham Bay-Country Club-City Island,5284,944,2607,543,564,234,564,234,0,34,0,34,0,34,2043,447,1601,435,442,245,137,121,305,215,2677,597,511,238,511,238,0,34,0,34,0,34,2166,472,1393,379,773,276,459,206,314,185
BX13,Co-op City,5545,1087,2621,613,438,228,438,228,0,33,0,33,0,33,2183,522,1766,484,417,187,262,159,155,111,2924,624,666,252,666,252,0,33,0,33,0,33,2258,505,1550,406,708,299,443,228,265,203
BX14,East Concourse-Concourse Village,25201,2132,12363,1331,3707,602,3060,540,647,258,72,106,575,242,8656,1067,3484,611,5172,940,977,272,4195,889,12838,1190,3395,536,3035,511,360,185,4,50,356,185,9443,858,3983,605,5460,699,1744,345,3716,612
BX17,East Tremont,19278,1616,8749,1059,3275,532,3029,515,246,130,30,56,216,125,5474,822,2739,467,2735,707,902,236,1833,647,10529,864,3133,468,2886,455,247,124,46,59,201,115,7396,602,4084,466,3312,473,1444,296,1868,371
BX22,North Riverdale-Fieldston-Riverdale,2511,616,1073,297,398,181,398,181,0,38,0,38,0,38,675,196,399,147,276,118,123,80,153,98,1438,381,447,208,447,208,0,38,0,38,0,38,991,225,640,195,351,123,220,94,131,91
BX26,Highbridge,15769,1323,7036,746,2469,421,2158,415,311,131,59,66,252,120,4567,580,1884,382,2683,471,954,253,1729,416,8733,822,2574,429,2173,381,401,196,69,87,332,181,6159,568,2307,384,3852,464,1659,293,2193,412
BX27,Hunts Point,10920,994,5285,615,1754,321,1654,318,100,71,19,38,81,69,3531,463,2030,344,1501,319,412,148,1089,296,5635,546,1666,255,1530,237,136,90,15,46,121,86,3969,417,2023,329,1946,363,739,180,1207,354
BX28,Van Cortlandt Village,22229,1619,9919,956,2697,419,2403,396,294,165,28,61,266,160,7222,821,3087,513,4135,675,1588,352,2547,543,12310,1017,2920,429,2500,406,420,166,54,74,366,156,9390,837,4166,646,5224,621,2402,356,2822,506
BX29,Spuyten Duyvil-Kingsbridge,6271,825,3141,528,797,235,760,238,37,44,18,43,19,42,2344,427,1401,322,943,290,440,160,503,256,3130,450,749,221,681,221,68,62,31,55,37,57,2381,347,1234,277,1147,262,677,217,470,194
BX30,Kingsbridge Heights,16964,1385,7975,856,2244,355,1944,326,300,139,28,44,272,137,5731,757,2059,382,3672,700,1063,302,2609,628,8989,871,2252,407,1894,378,358,173,95,89,263,153,6737,675,2512,505,4225,565,1911,356,2314,447
BX31,Allerton-Pelham Gardens,5993,927,2563,447,852,234,838,233,14,45,0,42,14,45,1711,330,1086,268,625,191,356,144,269,126,3430,578,936,260,910,258,26,56,0,42,26,56,2494,391,1805,348,689,196,393,140,296,128
BX33,Longwood,12178,1424,5715,866,1988,431,1844,403,144,101,21,46,123,97,3727,624,1734,349,1993,529,456,181,1537,497,6463,732,1790,352,1691,346,99,66,0,36,99,66,4673,509,2540,392,2133,376,905,233,1228,302
BX34,Melrose South-Mott Haven North,14802,1616,6442,887,2455,534,1924,403,531,271,34,62,497,258,3987,632,1453,307,2534,588,604,220,1930,532,8360,952,2264,449,2015,421,249,172,46,65,203,164,6096,674,3076,458,3020,521,861,219,2159,473
BX35,Morrisania-Melrose,15929,1504,7082,796,2465,374,2349,361,116,78,35,53,81,68,4617,612,2264,406,2353,498,789,242,1564,434,8847,889,2727,442,2499,425,228,125,71,91,157,92,6120,611,3147,460,2973,445,1117,238,1856,350
BX36,University Heights-Morris Heights,25454,1723,12132,1009,3283,494,2724,440,559,212,98,117,461,177,8849,855,2800,489,6049,794,1864,354,4185,684,13322,1051,3843,527,3440,528,403,154,34,63,369,142,9479,722,3264,441,6215,630,2246,361,3969,559
BX37,Van Nest-Morris Park-Westchester Square,12181,1225,5664,712,2156,401,2067,402,89,67,10,44,79,66,3508,507,2205,398,1303,333,467,168,836,283,6517,728,2097,379,2023,381,74,61,9,42,65,61,4420,529,2558,396,1862,335,850,213,1012,249
BX39,Mott Haven-Port Morris,15069,1336,7718,811,2570,421,2353,402,217,148,148,134,69,78,5148,647,2452,428,2696,534,516,159,2180,499,7351,728,2051,348,1889,332,162,103,52,80,110,81,5300,521,2930,416,2370,331,1056,247,1314,249
BX40,Fordham South,12682,1496,5658,819,2445,439,2212,427,233,117,16,38,217,114,3213,606,1057,318,2156,534,446,177,1710,498,7024,970,2465,555,2174,540,291,139,57,66,234,127,4559,608,1718,391,2841,504,1161,310,1680,391
BX41,Mount Hope,24954,1736,12037,1063,4001,464,3342,434,659,182,56,65,603,174,8036,839,2640,448,5396,732,1507,299,3889,660,12917,971,3502,437,3030,422,472,186,39,50,433,183,9415,726,3175,480,6240,603,2291,326,3949,527
BX43,Norwood,16814,2144,8053,1198,2911,659,2681,628,230,127,73,78,157,108,5142,741,2211,389,2931,654,879,232,2052,614,8761,1166,2378,492,2188,472,190,115,45,65,145,104,6383,850,3257,514,3126,696,1197,297,1929,599
BX44,Williamsbridge-Olinville,8574,1051,3935,594,1414,327,1396,327,18,54,0,54,18,54,2521,429,1522,310,999,274,473,154,526,216,4639,609,1530,323,1507,317,23,61,18,59,5,53,3109,408,1928,315,1181,254,608,187,573,173
BX46,Parkchester,6528,875,2770,444,564,197,538,195,26,53,0,36,26,53,2206,354,1618,301,588,224,334,180,254,143,3758,596,1086,324,1086,324,0,36,0,36,0,36,2672,415,1873,386,799,220,554,175,245,128
BX49,Pelham Parkway,7613,1015,3796,638,1093,315,1057,295,36,66,0,38,36,66,2703,514,1389,314,1314,419,455,180,859,382,3817,545,730,263,730,263,0,38,0,38,0,38,3087,430,1738,345,1349,346,431,161,918,317
BX52,Schuylerville-Throgs Neck-Edgewater Park,10700,1388,4893,713,1796,397,1788,397,8,53,8,53,0,52,3097,508,2038,416,1059,287,687,242,372,157,5807,846,1572,415,1466,409,106,92,5,52,101,93,4235,610,3050,545,1185,307,759,222,426,194
BX55,Soundview-Bruckner,13700,1455,7014,910,2053,423,1915,419,138,81,5,39,133,82,4961,733,1604,343,3357,691,639,220,2718,655,6686,753,2072,348,1851,333,221,135,0,40,221,135,4614,548,2359,420,2255,382,602,174,1653,328
BX59,Westchester-Unionport,12204,1229,5915,800,1715,380,1558,373,157,110,0,36,157,110,4200,596,2340,395,1860,496,815,275,1045,408,6289,755,1988,402,1751,389,237,155,54,78,183,137,4301,482,2650,391,1651,359,489,152,1162,338
BX62,Woodlawn-Wakefield,4424,773,2105,448,591,229,564,225,27,63,0,48,27,63,1514,338,1021,266,493,189,198,119,295,143,2319,421,663,209,636,205,27,63,0,48,27,63,1656,302,897,226,759,216,439,159,320,155
BX63,West Concourse,18172,1783,9203,1043,3139,553,2850,523,289,138,55,67,234,127,6064,761,1750,392,4314,697,1461,370,2853,557,8969,982,2536,498,2285,462,251,183,0,42,251,183,6433,673,2151,427,4282,534,1554,322,2728,447
BX75,Crotona Park East,11304,1044,5163,599,2064,378,1883,378,181,97,29,52,152,86,3099,415,1282,260,1817,394,505,196,1312,330,6141,641,2010,359,1841,346,169,84,0,29,169,84,4131,415,1665,290,2466,333,1057,220,1409,269
BX98,Rikers Island,2205,219,2056,230,97,59,90,54,7,15,7,15,0,17,1959,222,1394,185,565,129,143,64,422,126,149,71,0,17,0,17,0,17,0,17,0,17,149,71,132,72,17,10,5,10,12,15
BX99,park-cemetery-etc-Bronx,493,207,201,111,95,70,95,70,0,32,0,32,0,32,106,73,36,42,70,69,38,46,32,60,292,155,61,61,61,61,0,32,0,32,0,32,231,123,118,70,113,104,29,48,84,71
MN01,Marble Hill-Inwood,23174,2230,11592,1535,2997,594,2506,565,491,190,66,68,425,184,8595,1368,2226,463,6369,1305,2272,472,4097,1209,11582,1194,2886,570,2452,553,434,203,73,84,361,187,8696,878,2492,527,6204,705,2784,435,3420,563
MN03,Central Harlem North-Polo Grounds,7407,1126,3469,642,1195,353,1034,325,161,113,39,71,122,105,2274,476,1086,337,1188,346,418,169,770,301,3938,682,691,249,574,236,117,88,72,74,45,76,3247,555,1250,342,1997,423,1070,280,927,273
MN04,Hamilton Heights,7880,1443,3651,830,901,359,623,266,278,215,0,46,278,215,2750,630,877,304,1873,565,495,171,1378,520,4229,799,907,306,729,284,178,131,66,90,112,104,3322,655,1152,331,2170,494,895,234,1275,430
MN06,Manhattanville,6970,1206,3383,680,922,270,666,223,256,162,11,37,245,159,2461,562,1152,299,1309,406,388,157,921,326,3587,660,806,283,746,283,60,60,11,36,49,60,2781,514,813,216,1968,453,943,260,1025,367
MN09,Morningside Heights,4927,973,2179,528,340,165,291,156,49,62,0,45,49,62,1839,484,1153,469,686,259,289,186,397,176,2748,567,386,175,367,172,19,52,19,52,0,45,2362,514,1334,452,1028,264,582,204,446,164
MN11,Central Harlem South,4702,846,2089,427,890,276,755,228,135,152,15,51,120,150,1199,291,742,241,457,174,222,128,235,104,2613,522,606,246,588,245,18,53,0,45,18,53,2007,378,934,257,1073,275,485,154,588,212
MN12,Upper West Side,4240,923,1804,446,434,186,364,157,70,92,35,85,35,78,1370,362,735,276,635,238,332,179,303,162,2436,565,472,227,445,224,27,71,27,71,0,68,1964,464,976,281,988,320,635,254,353,187
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,2549,741,1228,377,274,171,274,171,0,54,0,54,0,54,954,308,487,204,467,221,209,126,258,157,1321,465,240,178,240,178,0,54,0,54,0,54,1081,361,479,228,602,250,346,217,256,141
MN14,Lincoln Square,922,527,321,220,79,144,79,144,0,48,0,48,0,48,242,147,195,136,47,70,27,64,20,56,601,352,158,171,158,171,0,48,0,48,0,48,443,253,226,189,217,129,183,118,34,57
MN15,Clinton,2589,717,1417,499,159,134,135,130,24,54,0,43,24,54,1258,455,669,289,589,345,149,109,440,334,1172,384,119,100,97,84,22,54,0,43,22,54,1053,351,480,216,573,216,353,179,220,126
MN17,Midtown-Midtown South,519,229,341,154,9,52,9,52,0,51,0,51,0,51,332,152,165,118,167,108,57,74,110,101,178,122,0,51,0,51,0,51,0,51,0,51,178,122,116,113,62,66,50,65,12,53
MN19,Turtle Bay-East Midtown,362,155,127,99,18,54,18,54,0,48,0,48,0,48,109,85,46,59,63,77,39,76,24,50,235,113,0,48,0,48,0,48,0,48,0,48,235,113,124,92,111,77,52,61,59,63
MN20,Murray Hill-Kips Bay,1995,783,1136,534,180,126,140,121,40,71,0,42,40,71,956,526,545,282,411,339,255,249,156,171,859,360,258,159,218,162,40,73,0,42,40,73,601,281,227,130,374,246,250,228,124,128
MN21,Gramercy,573,252,227,125,57,62,33,52,24,49,24,49,0,34,170,115,123,101,47,62,33,55,14,41,346,164,40,56,40,56,0,34,0,34,0,34,306,155,160,123,146,98,127,95,19,35
MN22,East Village,1421,406,716,279,65,57,65,57,0,40,0,40,0,40,651,272,423,183,228,186,58,62,170,175,705,233,72,74,72,74,0,40,0,40,0,40,633,217,466,186,167,121,108,94,59,84
MN23,West Village,1128,472,585,228,90,96,77,95,13,58,13,58,0,56,495,179,303,144,192,121,123,113,69,68,543,287,141,157,141,157,0,56,0,56,0,56,402,198,264,147,138,105,95,100,43,63
MN24,SoHo-TriBeCa-Civic Center-Little Italy,811,356,422,190,126,105,126,105,0,42,0,42,0,42,296,154,188,139,108,74,11,41,97,73,389,196,43,55,26,49,17,48,17,48,0,42,346,183,145,109,201,127,150,121,51,52
MN25,Battery Park City-Lower Manhattan,1496,1125,891,829,380,559,20,50,360,560,0,42,360,560,511,311,208,156,303,269,52,51,251,266,605,372,126,169,126,169,0,42,0,42,0,42,479,293,229,140,250,262,3,38,247,262
MN27,Chinatown,3375,763,1661,457,377,214,291,189,86,103,0,44,86,103,1284,346,790,284,494,213,99,77,395,198,1714,431,327,163,327,163,0,44,0,44,0,44,1387,332,720,241,667,236,328,156,339,151
MN28,Lower East Side,14571,1637,6469,852,1751,448,1663,439,88,105,54,99,34,66,4718,668,4080,645,638,210,268,146,370,164,8102,1001,1703,386,1613,376,90,109,82,109,8,55,6399,798,5298,739,1101,282,733,211,368,172
MN31,Lenox Hill-Roosevelt Island,889,375,283,228,19,58,19,58,0,53,0,53,0,53,264,226,59,70,205,219,159,210,46,83,606,291,141,143,141,143,0,53,0,53,0,53,465,188,176,111,289,163,213,157,76,70
MN32,Yorkville,1590,566,556,206,0,50,0,50,0,50,0,50,0,50,556,206,278,139,278,158,47,72,231,138,1034,458,277,255,277,255,0,50,0,50,0,50,757,316,311,149,446,284,329,267,117,98
MN33,East Harlem South,11177,1433,4974,788,1594,426,1499,410,95,91,49,78,46,68,3380,587,2042,422,1338,391,266,155,1072,338,6203,889,1377,368,1286,349,91,93,0,50,91,93,4826,683,3014,484,1812,477,760,374,1052,309
MN34,East Harlem North,18862,1886,8613,1078,2916,525,2674,514,242,177,62,108,180,148,5697,834,2499,458,3198,705,746,262,2452,670,10249,1124,2992,623,2894,623,98,92,66,86,32,60,7257,751,4091,545,3166,557,984,279,2182,500
MN35,Washington Heights North,28061,2349,12744,1335,3574,569,3027,507,547,209,93,82,454,195,9170,1108,2650,527,6520,934,2156,438,4364,787,15317,1387,2992,498,2569,440,423,183,52,84,371,170,12325,1126,3247,550,9078,949,5089,671,3989,640
MN36,Washington Heights South,39206,2967,18923,1791,3916,673,3489,628,427,188,77,78,350,175,15007,1473,4318,711,10689,1284,3745,608,6944,1065,20283,1653,4735,734,4173,672,562,233,36,70,526,234,15548,1214,3805,596,11743,976,6037,638,5706,759
