area_id,area_name,c21001h001,c21001h001_moe,c21001h002,c21001h002_moe,c21001h003,c21001h003_moe,c21001h004,c21001h004_moe,c21001h005,c21001h005_moe,c21001h006,c21001h006_moe,c21001h007,c21001h007_moe,c21001h008,c21001h008_moe,c21001h009,c21001h009_moe,c21001h010,c21001h010_moe,c21001h011,c21001h011_moe,c21001h012,c21001h012_moe,c21001h013,c21001h013_moe,c21001h014,c21001h014_moe,c21001h015,c21001h015_moe
BK34,Sunset Park East,7905,649,3992,416,3455,383,125,75,3330,378,537,138,159,76,378,115,3913,376,3004,349,41,64,2963,349,909,166,0,59,909,166
BK35,Stuyvesant Heights,2615,479,1320,285,1304,285,61,70,1243,282,16,46,3,48,13,47,1295,272,1192,262,0,51,1192,262,103,78,0,51,103,78
BK37,Park Slope-Gowanus,40476,1265,19290,802,17645,802,332,137,17313,802,1645,245,697,161,948,184,21186,877,19329,833,9,58,19320,832,1857,247,0,58,1857,247
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,13077,655,6584,457,6101,449,106,63,5995,451,483,114,116,55,367,101,6493,388,6025,375,11,41,6014,375,468,110,0,42,468,110
BK40,Windsor Terrace,12508,672,6002,393,5471,373,173,79,5298,370,531,121,245,88,286,88,6506,427,5413,389,9,34,5404,389,1093,159,0,32,1093,159
BK41,Kensington-Ocean Parkway,13758,860,6541,530,5513,516,39,47,5474,515,1028,183,183,78,845,166,7217,485,5837,464,6,40,5831,464,1380,196,0,40,1380,196
BK42,Flatbush,17746,1023,8828,682,7433,647,132,92,7301,640,1395,202,348,105,1047,185,8918,569,6905,537,0,68,6905,537,2013,229,0,68,2013,229
BK43,Midwood,29387,990,13872,622,11450,615,141,83,11309,620,2422,241,465,101,1957,233,15515,595,11899,576,22,51,11877,575,3616,290,7,51,3609,289
BK44,Madison,22588,865,10659,541,8709,538,214,86,8495,537,1950,213,531,106,1419,194,11929,540,9007,509,10,48,8997,509,2922,255,20,49,2902,254
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,26929,926,12456,558,10110,525,592,143,9518,523,2346,256,856,143,1490,228,14473,582,11038,561,29,58,11009,560,3435,298,36,60,3399,294
BK46,Ocean Parkway South,11780,614,5822,389,4723,385,102,58,4621,382,1099,148,228,68,871,138,5958,349,4639,347,1,35,4638,347,1319,157,6,35,1313,157
BK50,Canarsie,4386,499,2016,297,1268,247,57,79,1211,242,748,144,326,95,422,118,2370,289,1290,232,0,70,1290,232,1080,160,7,71,1073,160
BK58,Flatlands,9217,652,4573,395,3739,377,191,87,3548,370,834,148,366,96,468,123,4644,363,3265,324,0,62,3265,324,1379,181,26,62,1353,180
BK60,Prospect Lefferts Gardens-Wingate,5135,647,2758,405,2564,374,54,63,2510,372,194,114,67,80,127,102,2377,355,2192,336,0,58,2192,336,185,127,0,58,185,127
BK61,Crown Heights North,9023,771,4513,489,4313,483,83,81,4230,474,200,97,32,70,168,94,4510,459,4251,455,10,67,4241,454,259,97,0,67,259,97
BK63,Crown Heights South,6486,673,3481,425,3308,427,15,44,3293,427,173,79,10,39,163,79,3005,342,2836,341,12,42,2824,340,169,76,0,40,169,76
BK64,Prospect Heights,9037,698,4205,411,4072,408,72,52,4000,413,133,61,82,48,51,39,4832,524,4617,523,0,32,4617,523,215,100,0,32,215,100
BK68,Fort Greene,6352,501,2875,328,2726,324,120,75,2606,324,149,66,66,49,83,54,3477,333,3286,331,16,44,3270,333,191,71,0,38,191,71
BK69,Clinton Hill,11303,879,5518,587,5359,583,47,53,5312,577,159,77,41,45,118,73,5785,518,5617,509,0,40,5617,509,168,80,0,40,168,80
BK72,Williamsburg,13550,640,6777,394,6325,394,45,63,6280,391,452,120,9,37,443,119,6773,384,5996,375,0,36,5996,375,777,158,0,36,777,158
BK73,North Side-South Side,19834,944,10377,653,9967,647,153,90,9814,646,410,139,112,79,298,121,9457,656,8976,654,0,48,8976,654,481,131,0,48,481,131
BK75,Bedford,9310,649,4709,391,4592,388,0,56,4592,388,117,80,19,57,98,76,4601,413,4540,408,0,56,4540,408,61,69,3,55,58,70
BK76,Greenpoint,21773,899,10769,607,10089,600,222,88,9867,596,680,140,202,69,478,127,11004,612,9485,590,43,65,9442,588,1519,225,0,42,1519,225
BK77,Bushwick North,5645,574,3099,400,2967,398,90,79,2877,390,132,69,73,62,59,55,2546,345,2329,327,0,54,2329,327,217,86,0,54,217,86
BK78,Bushwick South,6397,732,3449,527,3392,524,20,60,3372,524,57,77,16,56,41,68,2948,427,2734,389,0,56,2734,389,214,164,0,56,214,164
BK79,Ocean Hill,365,148,234,112,199,109,35,53,164,103,35,41,4,34,31,40,131,67,97,64,0,38,97,64,34,38,0,38,34,38
BK81,Brownsville,283,127,169,98,159,95,33,59,126,90,10,54,0,51,10,54,114,71,83,63,0,51,83,63,31,59,0,51,31,59
BK82,East New York,1376,310,628,169,472,152,5,64,467,152,156,93,32,66,124,86,748,220,502,180,0,65,502,180,246,114,0,65,246,114
BK83,Cypress Hills-City Line,2047,387,941,221,789,205,36,63,753,195,152,79,49,57,103,71,1106,228,848,204,0,49,848,204,258,95,0,49,258,95
BK85,East New York (Pennsylvania Ave),327,194,164,115,160,110,0,36,160,110,4,35,0,36,4,35,163,107,160,103,0,36,160,103,3,35,0,36,3,35
BK88,Borough Park,47029,1398,22956,833,19681,831,232,100,19449,824,3275,299,371,99,2904,287,24073,803,19235,765,9,67,19226,765,4838,411,0,68,4838,411
BK90,East Williamsburg,14100,760,6926,551,6319,541,123,74,6196,540,607,141,189,76,418,122,7174,495,6343,491,0,40,6343,491,831,150,0,40,831,150
BK91,East Flatbush-Farragut,747,191,356,120,323,118,67,82,256,104,33,49,11,53,22,50,391,138,291,131,0,54,291,131,100,63,0,54,100,63
BK93,Starrett City,3629,536,1378,278,654,198,10,27,644,199,724,190,197,169,527,138,2251,364,1136,349,0,24,1136,349,1115,211,0,24,1115,211
BK95,Erasmus,282,124,183,99,183,99,7,37,176,93,0,36,0,36,0,36,99,50,69,46,0,36,69,46,30,38,0,36,30,38
BK96,Rugby-Remsen Village,568,200,284,144,195,135,1,52,194,136,89,66,25,54,64,64,284,117,186,107,0,54,186,107,98,75,0,54,98,75
BK99,park-cemetery-etc-Brooklyn,161,113,72,67,72,67,0,40,72,67,0,40,0,40,0,40,89,71,72,68,0,40,72,68,17,46,0,40,17,46
BX01,Claremont-Bathgate,233,117,148,94,125,90,6,40,119,88,23,42,0,40,23,42,85,52,73,48,0,40,73,48,12,42,0,40,12,42
BX03,Eastchester-Edenwald-Baychester,847,325,273,111,217,109,40,50,177,102,56,47,11,41,45,46,574,247,443,242,0,40,443,242,131,63,0,40,131,63
BX05,Bedford Park-Fordham North,3251,597,1422,357,1147,293,51,68,1096,282,275,152,39,56,236,146,1829,345,1191,307,0,50,1191,307,638,168,0,50,638,168
BX06,Belmont,4210,591,1765,277,1523,260,18,35,1505,260,242,96,80,56,162,83,2445,442,1964,412,0,34,1964,412,481,134,27,34,454,131
BX07,Bronxdale,4393,577,2091,311,1549,277,30,44,1519,276,542,150,240,105,302,111,2302,380,1432,337,0,38,1432,337,870,190,0,38,870,190
BX08,West Farms-Bronx River,507,182,280,160,229,146,9,40,220,145,51,51,25,45,26,41,227,87,124,74,0,40,124,74,103,60,0,40,103,60
BX09,Soundview-Castle Hill-Clason Point-Harding Park,554,147,246,98,185,90,69,73,116,70,61,51,36,48,25,50,308,95,169,75,0,50,169,75,139,65,0,50,139,65
BX10,Pelham Bay-Country Club-City Island,14033,940,6472,585,4945,558,649,180,4296,562,1527,236,754,175,773,176,7561,611,4837,572,0,34,4837,572,2724,308,16,39,2708,305
BX13,Co-op City,3796,524,1819,378,1033,329,16,31,1017,329,786,179,287,129,499,160,1977,323,751,249,0,33,751,249,1226,248,11,33,1215,248
BX14,East Concourse-Concourse Village,934,390,567,360,484,357,14,54,470,357,83,64,39,57,44,58,367,141,220,100,0,51,220,100,147,108,0,51,147,108
BX17,East Tremont,643,254,265,137,230,131,52,63,178,121,35,56,17,46,18,49,378,168,346,165,0,45,346,165,32,45,0,45,32,45
BX22,North Riverdale-Fieldston-Riverdale,15065,764,7264,510,5649,451,291,134,5358,449,1615,226,817,173,798,160,7801,478,5020,429,16,42,5004,430,2781,289,0,38,2781,289
BX26,Highbridge,229,106,138,87,125,85,19,45,106,81,13,42,13,42,0,42,91,55,62,50,0,42,62,50,29,41,0,42,29,41
BX27,Hunts Point,272,90,169,72,169,72,15,39,154,70,0,38,0,38,0,38,103,56,88,55,9,38,79,53,15,37,0,38,15,37
BX28,Van Cortlandt Village,4861,542,2418,354,1622,318,127,91,1495,308,796,167,340,98,456,140,2443,349,1421,267,29,48,1392,267,1022,205,0,43,1022,205
BX29,Spuyten Duyvil-Kingsbridge,12407,645,5726,425,4200,394,336,115,3864,392,1526,211,772,168,754,156,6681,435,4085,378,13,41,4072,378,2596,274,22,42,2574,274
BX30,Kingsbridge Heights,818,238,353,140,133,91,16,39,117,89,220,96,83,81,137,59,465,160,100,109,0,38,100,109,365,119,14,40,351,116
BX31,Allerton-Pelham Gardens,7572,624,3664,351,2372,310,147,73,2225,313,1292,175,502,128,790,138,3908,411,2466,384,4,40,2462,384,1442,191,10,43,1432,189
BX33,Longwood,271,111,106,60,93,55,10,35,83,53,13,40,0,36,13,40,165,92,143,84,13,40,130,83,22,44,0,36,22,44
BX34,Melrose South-Mott Haven North,539,239,324,189,300,187,0,42,300,187,24,45,13,45,11,37,215,111,208,111,6,39,202,110,7,40,0,42,7,40
BX35,Morrisania-Melrose,371,129,206,95,193,86,16,45,177,83,13,36,1,36,12,36,165,79,148,75,0,40,148,75,17,44,0,40,17,44
BX36,University Heights-Morris Heights,694,235,321,138,307,137,58,73,249,124,14,51,0,51,14,51,373,172,343,169,0,51,343,169,30,54,0,51,30,54
BX37,Van Nest-Morris Park-Westchester Square,6822,663,3305,380,2537,364,222,97,2315,360,768,149,338,105,430,108,3517,408,2221,334,0,42,2221,334,1296,225,11,44,1285,224
BX39,Mott Haven-Port Morris,726,233,473,197,468,197,45,77,423,188,5,46,0,50,5,46,253,99,199,94,0,50,199,94,54,56,0,50,54,56
BX40,Fordham South,403,156,267,122,140,104,0,32,140,104,127,77,0,32,127,77,136,82,80,64,0,32,80,64,56,59,0,32,56,59
BX41,Mount Hope,551,187,310,131,299,129,0,51,299,129,11,53,0,51,11,53,241,103,209,100,0,51,209,100,32,49,0,51,32,49
BX43,Norwood,4365,627,2193,394,1763,363,131,88,1632,348,430,125,171,80,259,95,2172,341,1682,309,0,41,1682,309,490,132,12,42,478,130
BX44,Williamsbridge-Olinville,1365,335,622,195,367,159,29,55,338,156,255,110,69,62,186,102,743,254,419,228,0,54,419,228,324,109,15,53,309,107
BX46,Parkchester,1001,241,509,158,319,134,52,62,267,123,190,92,108,65,82,70,492,162,409,152,0,36,409,152,83,59,1,32,82,61
BX49,Pelham Parkway,9417,734,4319,454,3098,407,119,101,2979,383,1221,224,326,99,895,208,5098,436,3439,365,0,38,3439,365,1659,269,8,38,1651,268
BX52,Schuylerville-Throgs Neck-Edgewater Park,18943,1132,9457,757,7376,690,683,198,6693,647,2081,328,898,186,1183,258,9486,655,6458,585,37,78,6421,586,3028,311,40,65,2988,308
BX55,Soundview-Bruckner,501,153,204,96,140,85,17,47,123,81,64,49,39,46,25,39,297,105,102,60,0,40,102,60,195,86,0,40,195,86
BX59,Westchester-Unionport,1417,290,583,173,428,156,26,33,402,155,155,66,66,48,89,48,834,176,472,128,0,36,472,128,362,113,4,34,358,112
BX62,Woodlawn-Wakefield,6235,488,3038,314,2345,303,178,95,2167,296,693,144,375,111,318,105,3197,340,2224,296,0,48,2224,296,973,164,0,48,973,164
BX63,West Concourse,678,297,314,163,265,148,0,42,265,148,49,55,20,51,29,46,364,171,327,154,0,42,327,154,37,55,0,42,37,55
BX75,Crotona Park East,205,134,122,120,122,120,0,29,122,120,0,29,0,29,0,29,83,65,70,64,0,29,70,64,13,29,0,29,13,29
BX98,Rikers Island,628,132,515,123,512,123,4,8,508,123,3,6,0,17,3,6,113,54,113,54,0,17,113,54,0,17,0,17,0,17
BX99,park-cemetery-etc-Bronx,110,57,55,42,43,40,0,32,43,40,12,33,0,32,12,33,55,41,50,40,0,32,50,40,5,31,0,32,5,31
MN01,Marble Hill-Inwood,6412,618,3312,450,2937,438,76,64,2861,439,375,99,129,65,246,86,3100,338,2646,336,43,63,2603,335,454,119,0,41,454,119
MN03,Central Harlem North-Polo Grounds,5373,590,2840,438,2720,429,135,94,2585,429,120,95,34,65,86,86,2533,356,2412,353,19,63,2393,349,121,96,0,59,121,96
MN04,Hamilton Heights,5773,715,2772,427,2717,426,60,57,2657,426,55,59,23,53,32,52,3001,493,2935,489,0,46,2935,489,66,61,23,56,43,52
MN06,Manhattanville,1988,518,778,210,747,209,88,84,659,192,31,41,17,42,14,28,1210,395,1183,389,0,34,1183,389,27,48,0,34,27,48
MN09,Morningside Heights,23606,1480,10550,804,9638,784,249,117,9389,781,912,190,350,115,562,144,13056,1110,11548,1104,44,51,11504,1101,1508,250,9,41,1499,250
MN11,Central Harlem South,7358,662,3579,444,3430,422,60,46,3370,422,149,135,36,48,113,113,3779,472,3637,462,0,45,3637,462,142,80,0,45,142,80
MN12,Upper West Side,78837,2007,37221,1368,30723,1340,728,191,29995,1342,6498,514,2383,318,4115,425,41616,1497,33210,1408,72,88,33138,1407,8406,567,36,89,8370,567
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,41325,1431,21855,960,19281,917,347,125,18934,921,2574,324,930,192,1644,287,19470,1055,16444,1005,69,94,16375,1000,3026,342,15,57,3011,341
MN14,Lincoln Square,38386,1528,18985,1138,15303,989,539,216,14764,979,3682,544,1517,308,2165,473,19401,981,14705,873,0,48,14705,873,4696,535,0,48,4696,535
MN15,Clinton,23819,1150,12647,879,11498,882,259,120,11239,885,1149,254,333,143,816,211,11172,789,9956,762,172,156,9784,754,1216,244,1,40,1215,244
MN17,Midtown-Midtown South,17960,963,8890,670,7532,649,223,128,7309,639,1358,239,521,128,837,222,9070,682,7973,653,19,58,7954,655,1097,216,0,51,1097,216
MN19,Turtle Bay-East Midtown,33975,1457,15178,919,12089,860,340,137,11749,851,3089,360,1482,261,1607,272,18797,987,13896,939,22,57,13874,938,4901,438,32,50,4869,437
MN20,Murray Hill-Kips Bay,31936,1529,14233,1125,12373,1072,147,84,12226,1070,1860,316,903,247,957,221,17703,1191,15098,1146,51,69,15047,1142,2605,332,12,44,2593,332
MN21,Gramercy,18985,1134,8476,782,7339,757,270,139,7069,754,1137,227,588,172,549,171,10509,770,8995,747,0,34,8995,747,1514,239,0,34,1514,239
MN22,East Village,27447,1400,13781,1134,12782,1110,267,123,12515,1111,999,216,271,110,728,184,13666,921,12130,905,0,40,12130,905,1536,256,15,40,1521,256
MN23,West Village,49676,1610,23682,1034,19912,952,424,166,19488,947,3770,354,1420,251,2350,308,25994,1202,21654,1158,25,58,21629,1157,4340,407,49,68,4291,406
MN24,SoHo-TriBeCa-Civic Center-Little Italy,23374,1104,11814,789,10414,791,220,119,10194,783,1400,230,389,123,1011,201,11560,744,10176,726,0,42,10176,726,1384,218,0,42,1384,218
MN25,Battery Park City-Lower Manhattan,21549,1168,10728,772,9932,764,297,138,9635,731,796,226,265,126,531,192,10821,843,10037,802,106,106,9931,802,784,188,18,47,766,192
MN27,Chinatown,7112,662,3742,531,3484,524,76,54,3408,519,258,115,91,76,167,92,3370,463,2990,449,1,41,2989,449,380,137,0,44,380,137
MN28,Lower East Side,15743,910,8261,666,7254,635,227,113,7027,631,1007,236,295,104,712,218,7482,596,6085,570,0,56,6085,570,1397,247,6,55,1391,246
MN31,Lenox Hill-Roosevelt Island,54304,1862,23605,1216,18985,1169,694,304,18291,1161,4620,493,1853,339,2767,392,30699,1377,24203,1314,0,53,24203,1314,6496,609,14,55,6482,607
MN32,Yorkville,52488,1700,22505,1094,18635,1043,475,168,18160,1033,3870,449,1826,321,2044,369,29983,1297,24640,1238,39,54,24601,1236,5343,520,56,82,5287,515
MN33,East Harlem South,9918,935,4814,608,4427,586,139,93,4288,562,387,126,146,81,241,104,5104,565,4504,536,0,50,4504,536,600,166,1,47,599,166
MN34,East Harlem North,4572,684,2314,403,2030,385,90,93,1940,378,284,115,40,61,244,106,2258,480,2018,441,0,50,2018,441,240,108,0,50,240,108
MN35,Washington Heights North,16333,930,7989,644,6939,619,239,108,6700,626,1050,179,277,99,773,161,8344,649,6295,632,26,57,6269,631,2049,303,0,52,2049,303
MN36,Washington Heights South,9022,890,5064,639,4660,613,174,104,4486,605,404,143,192,112,212,97,3958,507,3567,489,20,59,3547,484,391,127,0,56,391,127
MN40,Upper East Side-Carnegie Hill,41839,1293,18492,774,12411,676,363,131,12048,663,6081,435,2655,296,3426,361,23347,818,15645,734,22,54,15623,736,7702,496,35,75,7667,492
MN50,Stuyvesant Town-Cooper Village,14233,937,6733,809,5868,816,100,73,5768,808,865,221,528,157,337,141,7500,860,5556,802,44,46,5512,802,1944,262,15,27,1929,263
MN99,park-cemetery-etc-Manhattan,245,100,179,92,170,91,3,30,167,91,9,33,9,33,0,32,66,87,35,56,0,32,35,56,31,51,0,32,31,51
QN01,South Jamaica,184,78,64,47,56,47,0,46,56,47,8,44,1,45,7,44,120,70,85,65,0,46,85,65,35,51,0,46,35,51
QN02,Springfield Gardens North,310,191,126,100,64,65,41,62,23,34,62,84,34,44,28,49,184,129,126,113,0,31,126,113,58,62,0,31,58,62
QN03,Springfield Gardens South-Brookville,277,137,114,68,95,58,0,29,95,58,19,39,19,39,0,29,163,86,136,79,0,29,136,79,27,35,0,29,27,35
QN05,Rosedale,1093,254,453,139,280,109,62,66,218,94,173,77,93,55,80,58,640,159,323,114,0,35,323,114,317,110,11,37,306,108
QN06,Jamaica Estates-Holliswood,5162,452,2338,257,1644,208,16,36,1628,208,694,148,221,79,473,130,2824,309,1844,298,7,36,1837,298,980,173,0,36,980,173
QN07,Hollis,688,240,268,101,179,85,19,39,160,81,89,52,47,45,42,37,420,179,221,151,0,36,221,151,199,93,0,36,199,93
QN08,St. Albans,570,172,354,129,180,91,53,69,127,79,174,110,167,113,7,57,216,112,130,94,0,59,130,94,86,70,0,59,86,70
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,18420,833,8944,538,6827,493,410,133,6417,494,2117,240,1089,182,1028,191,9476,525,6921,456,14,37,6907,455,2555,275,35,44,2520,271
QN12,Hammels-Arverne-Edgemere,4274,514,1963,289,1530,263,107,62,1423,253,433,119,223,93,210,71,2311,330,1513,286,11,40,1502,283,798,153,15,40,783,154
QN15,Far Rockaway-Bayswater,8869,688,4139,454,3045,417,66,72,2979,419,1094,209,271,100,823,180,4730,395,2645,321,36,68,2609,318,2085,247,14,47,2071,246
QN17,Forest Hills,42070,1328,19191,809,14681,766,450,154,14231,768,4510,369,1215,215,3295,324,22879,862,15934,826,50,85,15884,821,6945,464,6,62,6939,464
QN18,Rego Park,10719,684,5184,466,3988,436,154,77,3834,424,1196,190,363,105,833,172,5535,427,3767,400,0,34,3767,400,1768,243,47,46,1721,236
QN19,Glendale,16018,875,7324,495,6036,459,301,80,5735,457,1288,178,471,100,817,152,8694,548,6542,518,26,46,6516,518,2152,242,19,45,2133,242
QN20,Ridgewood,22596,1092,11172,680,9561,651,247,94,9314,644,1611,230,353,95,1258,213,11424,650,8983,596,0,56,8983,596,2441,292,22,59,2419,290
QN21,Middle Village,24271,857,11499,540,8960,529,448,111,8512,525,2539,261,788,138,1751,233,12772,552,8951,514,5,50,8946,514,3821,322,12,50,3809,322
QN22,Flushing,6387,581,2785,329,1686,277,92,71,1594,272,1099,200,538,146,561,155,3602,396,1568,273,16,58,1552,271,2034,262,26,62,2008,258
QN23,College Point,6760,694,3266,445,2484,388,288,111,2196,364,782,166,323,93,459,147,3494,381,2351,342,0,34,2351,342,1143,187,14,34,1129,187
QN25,Corona,4451,642,2160,365,1443,319,92,84,1351,304,717,214,181,87,536,180,2291,410,1599,368,0,44,1599,368,692,185,16,45,676,184
QN26,North Corona,654,193,337,134,251,121,11,45,240,120,86,55,40,52,46,47,317,118,199,100,0,45,199,100,118,67,0,45,118,67
QN27,East Elmhurst,663,261,330,127,262,113,5,33,257,113,68,50,16,39,52,46,333,157,239,141,0,34,239,141,94,59,0,34,94,59
QN28,Jackson Heights,15293,988,7573,639,5778,580,248,108,5530,569,1795,266,629,166,1166,224,7720,609,4890,522,37,70,4853,522,2830,327,39,72,2791,324
QN29,Elmhurst,4944,568,2594,388,1899,342,36,66,1863,338,695,184,231,97,464,158,2350,323,1481,271,2,59,1479,271,869,170,0,60,869,170
QN30,Maspeth,14315,720,6776,415,5526,393,305,96,5221,397,1250,178,533,106,717,155,7539,449,5849,421,5,44,5844,421,1690,205,0,45,1690,205
QN31,Hunters Point-Sunnyside-West Maspeth,19565,962,10166,675,8924,653,385,142,8539,645,1242,193,476,127,766,150,9399,635,7720,596,14,59,7706,594,1679,244,23,59,1656,243
QN33,Cambria Heights,309,130,126,75,111,76,0,43,111,76,15,38,5,42,10,40,183,80,110,57,0,43,110,57,73,54,0,43,73,54
QN34,Queens Village,2870,363,1396,217,1008,184,116,82,892,171,388,106,185,71,203,84,1474,218,865,171,4,56,861,171,609,141,0,56,609,141
QN35,Briarwood-Jamaica Hills,6943,677,3345,412,2414,389,99,69,2315,379,931,158,401,108,530,140,3598,403,2413,330,0,47,2413,330,1185,214,0,47,1185,214
QN37,Kew Gardens Hills,13970,896,6809,611,5634,600,112,74,5522,597,1175,189,316,90,859,183,7161,550,5599,543,7,40,5592,543,1562,232,0,40,1562,232
QN38,Pomonok-Flushing Heights-Hillcrest,9585,736,4657,447,3566,443,116,76,3450,428,1091,187,570,143,521,128,4928,492,3507,454,0,37,3507,454,1421,238,0,37,1421,238
QN41,Fresh Meadows-Utopia,4608,503,2214,289,1660,264,141,96,1519,253,554,126,196,84,358,118,2394,302,1526,251,0,27,1526,251,868,167,11,29,857,167
QN42,Oakland Gardens,10865,650,5105,391,3730,358,213,92,3517,359,1375,217,665,147,710,165,5760,405,3904,354,39,63,3865,344,1856,223,0,34,1856,223
QN43,Bellerose,7853,626,4016,396,3136,355,356,124,2780,343,880,194,458,129,422,136,3837,383,2704,341,0,34,2704,341,1133,191,33,38,1100,190
QN44,Glen Oaks-Floral Park-New Hyde Park,10429,807,4679,508,3259,468,270,135,2989,468,1420,205,776,145,644,150,5750,442,3062,446,0,32,3062,446,2688,253,12,32,2676,253
QN45,Douglas Manor-Douglaston-Little Neck,10801,592,4930,338,3443,314,168,85,3275,314,1487,200,809,168,678,147,5871,391,3871,345,9,35,3862,345,2000,219,0,34,2000,219
QN46,Bayside-Bayside Hills,18110,873,8697,511,6847,483,536,142,6311,452,1850,205,761,127,1089,178,9413,524,6722,477,0,51,6722,477,2691,281,41,57,2650,278
QN47,Ft. Totten-Bay Terrace-Clearview,12890,790,5988,485,4087,417,247,111,3840,412,1901,250,1054,207,847,194,6902,472,3905,428,0,34,3905,428,2997,295,13,38,2984,296
QN48,Auburndale,7505,528,3644,302,2642,272,183,88,2459,283,1002,143,446,98,556,112,3861,322,2534,314,0,32,2534,314,1327,155,4,30,1323,155
QN49,Whitestone,17900,866,8567,516,6513,479,394,133,6119,465,2054,250,734,159,1320,204,9333,546,6572,506,12,41,6560,507,2761,283,0,38,2761,283
QN50,Elmhurst-Maspeth,3512,395,1770,233,1340,199,240,108,1100,186,430,112,162,76,268,87,1742,234,1146,202,0,34,1146,202,596,133,0,34,596,133
QN51,Murray Hill,11632,745,5256,427,3736,357,180,85,3556,359,1520,186,671,127,849,161,6376,498,4091,429,0,50,4091,429,2285,247,5,48,2280,247
QN52,East Flushing,5235,545,2554,314,1946,295,117,59,1829,286,608,123,257,73,351,104,2681,311,1660,258,0,42,1660,258,1021,178,0,42,1021,178
QN53,Woodhaven,8923,722,4070,396,3093,351,235,90,2858,345,977,165,526,121,451,110,4853,444,3350,377,22,61,3328,376,1503,206,0,54,1503,206
QN54,Richmond Hill,5776,576,2905,326,2274,298,204,81,2070,293,631,124,367,104,264,85,2871,334,2093,300,24,65,2069,295,778,136,6,60,772,136
QN55,South Ozone Park,4734,578,2251,335,1500,302,81,70,1419,297,751,156,415,129,336,115,2483,332,1421,264,11,63,1410,263,1062,190,39,69,1023,189
QN56,Ozone Park,5247,594,2689,366,2078,331,162,96,1916,306,611,124,235,77,376,107,2558,318,1891,295,0,36,1891,295,667,142,6,35,661,141
QN57,Lindenwood-Howard Beach,17983,844,8177,546,5835,531,419,166,5416,527,2342,289,1193,230,1149,229,9806,561,6453,560,39,70,6414,551,3353,363,0,34,3353,363
QN60,Kew Gardens,9201,670,4417,382,3585,356,50,52,3535,351,832,181,198,84,634,165,4784,465,3495,404,0,34,3495,404,1289,248,6,34,1283,248
