area_id,area_name,b19101a001,b19101a001_moe,b19101a002,b19101a002_moe,b19101a003,b19101a003_moe,b19101a004,b19101a004_moe,b19101a005,b19101a005_moe,b19101a006,b19101a006_moe,b19101a007,b19101a007_moe,b19101a008,b19101a008_moe,b19101a009,b19101a009_moe,b19101a010,b19101a010_moe,b19101a011,b19101a011_moe,b19101a012,b19101a012_moe,b19101a013,b19101a013_moe,b19101a014,b19101a014_moe,b19101a015,b19101a015_moe,b19101a016,b19101a016_moe,b19101a017,b19101a017_moe
52,East Side,4077,289,282,119,237,109,264,111,122,63,229,102,292,124,263,93,213,87,189,90,293,115,585,173,402,122,274,95,248,100,113,71,71,72
53,West Pullman,188,87,33,58,0,39,0,39,9,41,20,44,29,52,7,39,0,39,24,41,15,41,3,39,2,38,18,46,0,39,0,39,28,58
54,Riverdale,49,37,0,16,0,16,0,16,0,16,0,16,0,16,0,16,27,22,0,16,0,16,22,37,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,2038,270,61,90,92,69,69,62,100,92,174,124,167,108,124,96,43,42,85,62,105,81,164,107,375,122,208,100,62,79,157,79,52,68
56,Garfield Ridge,6615,306,120,78,119,75,189,98,217,81,206,91,343,138,148,72,215,85,351,116,540,151,860,175,1183,211,857,192,518,144,587,151,162,73
57,Archer Heights,2011,194,62,55,39,50,34,38,177,93,160,73,90,53,164,75,92,56,117,51,210,73,313,88,273,90,45,37,144,74,64,49,27,36
58,Brighton Park,5903,395,448,147,281,114,432,127,445,133,554,166,688,178,449,130,239,107,324,129,567,153,544,155,518,141,194,96,174,96,10,43,36,67
59,McKinley Park,1950,224,106,60,66,47,133,78,112,67,144,70,107,60,186,91,99,61,85,58,188,86,247,86,241,98,121,61,73,48,42,40,0,25
60,Bridgeport,3606,296,124,80,95,60,264,97,167,82,159,91,90,62,175,78,181,75,77,52,425,119,393,121,560,144,369,108,187,67,190,82,150,66
61,New City,4341,335,354,133,311,122,211,90,307,114,361,121,474,152,286,106,226,94,125,74,501,142,343,108,398,113,208,83,116,79,107,66,13,50
62,West Elsdon,2611,241,150,85,67,53,80,57,128,70,181,82,264,102,112,64,152,77,118,71,267,112,298,108,413,124,274,99,61,44,25,34,21,28
63,Gage Park,4389,328,333,123,189,87,210,103,379,121,374,134,362,126,265,124,269,100,192,100,510,143,430,145,424,150,275,113,48,48,114,74,15,42
64,Clearing,4444,295,93,66,109,70,217,125,186,104,185,98,152,75,205,90,196,88,282,155,514,165,502,135,782,159,481,131,245,107,233,128,62,40
65,West Lawn,2973,277,112,74,92,62,51,47,196,94,124,58,227,102,100,59,186,76,112,63,239,100,435,138,452,125,352,124,86,60,161,69,48,46
66,Chicago Lawn,1483,201,113,67,65,67,99,65,35,46,48,65,124,79,92,63,68,57,130,70,134,71,162,78,240,90,116,66,20,48,28,49,9,48
67,West Englewood,65,61,22,51,0,48,18,54,0,48,0,48,0,48,0,48,0,48,0,48,16,51,0,48,9,49,0,48,0,48,0,48,0,48
68,Englewood,23,42,0,36,10,38,0,36,0,36,0,36,0,36,0,36,0,36,0,36,13,40,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,26,42,0,38,0,38,0,38,9,39,0,38,0,38,0,38,0,38,0,38,17,41,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,2824,265,69,54,123,80,106,84,125,74,81,62,128,89,132,77,180,86,91,68,138,63,346,107,558,152,428,121,136,71,178,97,5,39
71,Auburn Gresham,45,57,0,46,0,46,0,46,10,47,0,46,0,46,0,46,10,47,0,46,7,46,0,46,0,46,18,54,0,46,0,46,0,46
72,Beverly,3342,171,45,53,0,29,21,34,8,29,21,34,55,43,79,57,61,35,52,47,137,71,277,82,523,108,501,121,478,107,505,115,579,110
73,Washington Heights,38,52,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,38,52,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,4461,232,78,89,0,25,35,37,59,43,90,61,98,76,66,48,92,70,31,34,189,86,417,122,1001,206,919,187,486,152,734,168,166,77
75,Morgan Park,1691,144,13,35,0,31,71,61,31,39,28,51,0,31,25,36,104,75,25,37,95,53,121,64,247,91,344,103,180,85,271,84,136,63
76,O'Hare,2750,343,80,79,111,93,110,81,216,179,117,104,99,85,75,59,305,153,79,63,286,145,353,147,493,199,232,133,88,78,106,87,0,38
77,Edgewater,5902,462,153,105,231,141,213,105,210,99,373,161,216,97,279,134,149,99,123,86,193,88,603,167,938,216,542,173,637,181,402,126,640,162
