area_id,area_name,b08202001,b08202001_moe,b08202002,b08202002_moe,b08202003,b08202003_moe,b08202004,b08202004_moe,b08202005,b08202005_moe,b08202006,b08202006_moe,b08202007,b08202007_moe,b08202008,b08202008_moe,b08202009,b08202009_moe,b08202010,b08202010_moe,b08202011,b08202011_moe,b08202012,b08202012_moe,b08202013,b08202013_moe,b08202014,b08202014_moe,b08202015,b08202015_moe,b08202016,b08202016_moe,b08202017,b08202017_moe,b08202018,b08202018_moe,b08202019,b08202019_moe,b08202020,b08202020_moe,b08202021,b08202021_moe,b08202022,b08202022_moe
11,Jefferson Park,9943,274,2590,269,3975,359,2589,299,789,167,3297,345,1660,244,1637,280,2427,311,752,167,818,193,857,177,1646,264,92,63,559,184,731,174,264,108,2573,273,86,80,961,191,1001,207,525,143
12,Forest Glen,6793,159,1551,175,2440,271,2243,228,559,126,1701,225,819,152,882,188,2090,210,674,121,723,158,693,144,922,184,28,38,298,105,450,129,146,75,2080,193,30,43,537,143,1100,171,413,110
13,North Park,6436,188,1915,251,2114,264,1887,231,520,136,1794,234,1118,193,676,172,1976,272,610,164,510,161,856,198,962,183,118,74,388,132,338,112,118,59,1704,222,69,74,540,145,693,158,402,126
14,Albany Park,16804,326,2719,327,7039,497,5158,437,1888,311,4105,417,1685,269,2420,329,4542,451,746,183,1367,271,2429,338,2497,328,168,87,949,210,948,211,432,161,5660,417,120,87,2303,343,1781,267,1456,270
15,Portage Park,22505,401,4987,434,8751,533,6511,453,2256,306,6241,463,2766,329,3475,395,6047,458,1380,242,2067,293,2600,325,4106,413,403,150,1476,265,1589,276,638,190,6111,430,438,163,1733,297,2322,294,1618,255
16,Irving Park,20177,401,3487,344,9037,520,6016,444,1637,280,5809,432,1907,272,3902,370,5870,452,1026,190,2211,321,2633,330,3401,365,296,108,1183,238,1423,249,499,165,5097,400,258,128,1741,281,1960,296,1138,228
17,Dunning,15141,266,3938,311,4885,381,4664,369,1654,251,3930,348,2177,262,1753,279,4594,351,1385,198,1348,198,1861,271,2810,330,214,94,898,188,1102,230,596,184,3807,307,162,88,886,170,1701,248,1058,190
18,Montclare,4425,173,1352,183,1599,232,1123,216,351,101,1373,197,797,144,576,165,1077,210,415,132,219,86,443,157,696,165,53,43,405,132,155,86,83,63,1279,201,87,73,399,132,525,149,268,91
19,Belmont Cragin,21570,412,4342,394,8949,556,5428,469,2851,364,4035,382,1819,237,2216,311,4537,429,1303,232,2145,315,1089,215,3265,386,385,143,1308,253,1143,245,429,150,9733,544,835,225,3280,396,3196,387,2422,339
20,Hermosa,7070,219,1283,225,2982,314,1745,268,1060,196,1307,204,581,157,726,164,1257,227,315,114,533,169,409,154,1487,241,225,100,609,176,447,142,206,106,3019,282,162,96,1114,215,889,189,854,183
21,Avondale,13801,329,2191,294,5662,445,4703,418,1245,251,3687,376,1079,216,2608,334,3627,379,694,178,1206,232,1727,284,2439,314,223,103,790,181,1130,229,296,121,4048,406,195,103,1058,217,1846,297,949,225
22,Logan Square,29492,477,5122,430,12888,593,9687,514,1795,274,9557,533,2648,319,6909,481,10089,524,1293,228,2747,326,6049,413,4311,404,564,163,1386,246,1673,248,688,172,5535,423,617,172,1846,280,1965,286,1107,212
23,Humboldt Park,16778,419,5808,454,6909,476,3053,360,1008,215,4160,405,2368,306,1792,284,4328,415,1684,280,1769,287,875,188,2804,342,633,180,1101,228,781,194,289,132,5486,438,1123,241,2247,307,1397,257,719,178
24,West Town,37287,534,5915,432,16296,677,13184,591,1892,258,13896,616,3412,343,10484,581,13298,598,1387,241,2708,318,9203,505,5378,445,530,154,1639,244,2131,302,1078,205,4715,400,586,164,1465,257,1850,263,814,169
25,Austin,32428,573,11330,637,13611,675,6297,489,1190,229,8955,576,5161,466,3794,414,8897,572,2979,347,3879,428,2039,304,5749,476,1274,247,2765,360,1459,268,251,119,8827,545,1916,308,3173,375,2799,338,939,208
26,West Garfield Park,5714,265,2507,257,2314,255,723,161,170,81,1479,201,949,166,530,129,1259,195,608,141,511,131,140,72,915,172,405,121,364,119,113,71,33,48,2061,237,545,133,909,178,470,133,137,72
27,East Garfield Park,6896,277,2935,271,2741,288,1075,186,145,69,2158,242,1338,189,820,169,1544,230,586,128,586,157,372,123,1101,190,380,119,446,121,262,92,13,44,2093,258,631,166,889,190,441,124,132,65
28,Near West Side,25665,497,5720,395,12639,579,6677,472,629,152,12335,569,3756,333,8579,505,7935,516,992,208,2077,297,4866,416,3060,311,484,134,1084,204,1121,199,371,114,2335,279,488,144,899,192,690,170,258,107
29,North Lawndale,10852,381,4612,343,4528,343,1474,230,238,95,2679,294,1885,251,794,167,2480,291,1026,196,1003,178,451,130,1981,254,661,154,937,187,330,118,53,60,3712,330,1040,193,1794,235,693,164,185,82
30,South Lawndale,16454,435,3214,339,7267,477,4143,401,1830,276,2302,282,1147,192,1155,223,3266,352,937,200,1321,232,1008,208,3056,351,460,149,1368,251,857,199,371,124,7830,468,670,177,3423,363,2278,320,1459,249
31,Lower West Side,12255,332,2421,293,5742,408,2935,308,1157,232,3552,336,1353,218,2199,304,3193,338,589,150,1312,227,1292,229,1810,240,198,81,801,172,453,120,358,129,3700,335,281,110,1430,231,1190,217,799,198
32,Loop,14557,598,2923,450,8186,675,3329,433,119,89,8026,669,2182,436,5844,643,5103,498,676,187,1821,388,2606,391,1030,290,49,62,398,183,479,210,104,87,398,171,16,34,123,111,244,135,15,36
33,Near South Side,11517,470,2463,406,5848,523,3044,438,162,96,6379,494,1909,375,4470,502,3221,431,380,157,909,266,1932,297,1335,294,155,170,249,115,867,267,64,57,582,150,19,24,220,107,245,102,98,79
34,Armour Square,5359,184,2049,227,1836,232,1035,208,439,150,1709,207,1209,179,500,144,1633,228,724,174,504,121,405,143,817,180,35,38,417,131,180,75,185,108,1200,213,81,60,415,151,450,136,254,109
35,Douglas,9023,275,3652,295,4291,305,907,177,173,86,4973,316,2461,268,2512,251,2332,260,736,148,1071,180,525,147,1079,205,312,112,458,141,222,91,87,73,639,136,143,82,250,80,160,80,86,52
36,Oakland,2743,141,1215,172,1112,154,390,118,26,41,1061,157,708,142,353,100,773,142,253,90,384,100,136,67,448,127,173,99,156,88,119,73,0,19,461,126,81,62,219,87,135,76,26,41
37,Fuller Park,1146,113,637,99,417,101,63,34,29,34,542,92,471,90,71,38,233,77,84,43,132,66,17,17,144,61,49,44,82,41,13,16,0,16,227,81,33,30,132,69,33,25,29,34
38,Grand Boulevard,9878,323,4003,291,4189,346,1444,217,242,90,4616,313,2711,234,1905,248,2229,258,581,153,1050,191,598,159,1373,220,405,126,670,160,280,113,18,44,1660,218,306,106,564,160,566,136,224,89
39,Kenwood,9116,306,3478,305,4258,326,1303,219,77,52,4654,343,2042,246,2612,294,2322,289,871,188,769,168,682,172,1344,237,324,124,564,160,410,131,46,40,796,157,241,98,313,112,211,75,31,41
40,Washington Park,4142,214,1755,187,1899,211,455,105,33,34,1392,177,890,138,502,125,988,169,350,107,451,115,187,71,992,177,342,102,550,143,86,52,14,33,770,152,173,77,396,118,182,71,19,28
41,Hyde Park,12539,327,3669,323,6135,381,2430,280,305,94,6584,387,2591,265,3993,357,3410,331,819,177,1304,207,1287,204,1315,196,153,93,467,128,621,140,74,47,1230,198,106,76,371,104,522,151,231,88
42,Woodlawn,10302,343,4327,337,4519,367,1169,199,287,107,4743,335,2658,272,2085,276,2574,296,797,182,1228,228,549,158,1429,232,473,137,533,138,282,110,141,84,1556,231,399,119,673,151,338,117,146,78
43,South Shore,21700,578,8345,550,10217,608,2713,379,425,151,10878,595,5709,477,5169,481,4897,462,1537,255,2436,354,924,235,2886,417,489,167,1420,312,795,217,182,115,3039,370,610,179,1192,249,994,228,243,102
44,Chatham,14098,418,6080,457,6092,450,1678,284,248,104,5741,459,3206,360,2535,356,3813,400,1719,298,1656,279,438,147,2457,358,680,200,1106,254,533,168,138,89,2087,307,475,172,795,186,707,186,110,65
45,Avalon Park,3871,220,1492,232,1511,234,715,168,153,84,1329,213,739,188,590,166,1179,207,538,146,469,143,172,104,788,192,134,86,271,107,283,127,100,74,575,137,81,54,181,85,260,100,53,45
46,South Chicago,10770,408,4248,370,4814,400,1338,253,370,134,3677,358,1994,266,1683,279,3253,384,1327,257,1366,254,560,172,1304,234,352,128,660,171,253,97,39,46,2536,287,575,145,1105,210,525,160,331,132
47,Burnside,1056,98,419,106,324,110,227,77,86,41,309,83,252,69,57,64,242,97,80,59,110,64,52,42,161,69,27,31,90,58,19,24,25,36,344,103,60,51,67,54,156,74,61,45
48,Calumet Heights,5586,174,2362,274,2102,279,1015,217,107,54,1747,221,1113,205,634,160,1940,211,798,168,765,188,377,133,943,208,219,102,415,160,271,132,38,37,956,172,232,119,288,101,367,123,69,46
49,Roseland,15524,379,6363,377,6257,441,2384,299,520,156,4669,380,2772,297,1897,282,4126,347,2022,234,1587,241,517,159,2996,350,775,190,1392,270,687,157,142,94,3733,341,794,169,1381,242,1180,230,378,128
50,Pullman,2984,134,1057,156,1382,167,502,118,43,35,1066,188,472,116,594,147,1027,163,362,103,405,108,260,97,317,101,35,29,167,73,100,65,15,21,574,130,188,82,216,93,142,77,28,30
51,South Deering,5332,164,1933,234,2256,245,828,183,315,124,1249,195,732,164,517,135,1668,234,663,156,698,162,307,119,720,153,183,85,313,109,169,77,55,69,1695,227,355,120,728,186,352,141,260,106
52,East Side,6900,215,1941,223,2670,289,1676,264,613,155,1336,209,751,153,585,152,1747,232,776,147,616,161,355,125,1111,214,160,76,453,150,279,111,219,101,2706,268,254,100,1016,197,1042,219,394,127
53,West Pullman,9375,323,3469,316,3710,361,1674,314,522,176,2162,291,1242,216,920,206,2551,299,915,174,1088,228,548,189,1785,299,618,176,742,175,301,147,124,105,2877,318,694,193,960,220,825,195,398,151
54,Riverdale,2322,166,1135,181,1044,173,143,79,0,16,557,147,420,131,137,75,747,186,317,117,397,152,33,45,387,124,164,79,212,99,11,16,0,16,631,144,234,100,298,116,99,63,0,16
55,Hegewisch,3694,195,1207,216,1529,239,792,202,166,74,875,185,587,142,288,124,1277,248,413,154,485,150,379,166,461,150,60,47,220,119,105,70,76,53,1081,221,147,102,536,199,308,148,90,49
56,Garfield Ridge,11952,202,3395,307,4255,340,3167,301,1135,184,3076,272,1761,228,1315,220,3638,290,1258,183,1421,212,959,206,1914,262,128,70,599,164,906,186,281,103,3324,255,248,122,920,187,1302,210,854,173
57,Archer Heights,3740,135,742,127,1621,211,990,177,387,91,674,131,352,91,322,110,785,141,229,77,362,111,194,70,693,154,41,31,306,105,328,101,18,30,1588,170,120,68,631,164,468,136,369,95
58,Brighton Park,11572,326,2058,255,5124,385,2974,321,1416,230,1582,232,802,163,780,180,2111,271,520,133,1126,212,465,145,2189,299,327,113,1041,209,715,178,106,77,5690,371,409,134,2177,277,1794,262,1310,228
59,McKinley Park,5185,166,1099,165,2180,217,1475,209,431,113,1103,189,537,133,566,144,1249,183,384,98,473,129,392,116,962,180,117,73,374,120,401,124,70,50,1871,221,61,45,767,168,682,156,361,103
60,Bridgeport,12140,316,2746,282,5025,344,3543,324,826,181,3669,333,1619,234,2050,260,3393,310,768,168,1205,195,1420,223,2087,264,194,78,788,168,888,175,217,91,2991,293,165,85,982,193,1235,216,609,160
61,New City,11621,370,3324,310,4695,374,2874,295,728,165,2032,252,1166,179,866,185,2604,289,890,179,1055,194,659,160,1967,272,456,137,791,168,581,148,139,90,5018,339,812,170,1983,269,1634,233,589,142
62,West Elsdon,5027,151,964,162,1990,252,1498,218,575,133,774,141,436,106,338,98,1047,208,299,97,426,142,322,129,907,168,91,70,375,133,372,123,69,45,2299,220,138,79,851,192,804,161,506,132
63,Gage Park,9405,238,1930,242,3605,323,2371,288,1499,256,1314,199,776,147,538,144,1449,236,580,146,524,146,345,127,1440,230,133,72,768,173,445,139,94,74,5202,331,441,141,1775,260,1581,241,1405,248
64,Clearing,8389,219,2069,240,3299,328,2240,293,781,180,2322,260,1141,215,1181,218,2371,257,673,137,972,203,726,168,1327,221,161,77,477,138,427,141,262,116,2369,277,94,59,669,169,1087,241,519,164
65,West Lawn,9111,215,1873,255,3528,347,2580,294,1130,211,1651,254,953,187,698,177,1928,254,558,138,760,177,610,155,1226,237,176,96,534,187,355,127,161,89,4306,307,186,102,1536,257,1615,271,969,204
66,Chicago Lawn,15416,427,4252,399,6759,481,3452,359,953,201,3315,369,1684,266,1631,279,3406,369,1109,213,1709,292,588,168,2714,325,686,183,1092,227,741,179,195,106,5981,412,773,185,2327,318,2123,290,758,172
67,West Englewood,10364,339,4598,328,4104,324,1322,196,340,107,2648,285,1717,223,931,194,2397,275,1168,197,900,169,329,110,1875,250,580,143,961,185,314,106,20,51,3444,289,1133,191,1312,206,679,150,320,104
68,Englewood,9803,383,4911,355,3583,341,1110,200,199,87,3195,294,2389,258,806,175,2374,277,1159,209,1013,190,202,83,1549,238,541,146,682,167,307,125,19,39,2685,272,822,177,1082,206,601,144,180,84
69,Greater Grand Crossing,12605,368,5201,378,5480,374,1616,239,308,107,4858,376,2633,285,2225,289,3308,353,1183,197,1526,269,599,161,1981,288,728,201,839,179,353,117,61,56,2458,281,657,158,890,187,664,158,247,98
70,Ashburn,12780,230,2672,279,4851,401,4019,367,1238,230,2438,324,1249,207,1189,248,2901,323,947,192,1034,187,920,213,2963,352,208,89,1420,259,1044,227,291,126,4478,359,268,128,1208,238,2055,298,947,209
71,Auburn Gresham,17173,440,7038,481,7111,491,2555,344,469,142,5286,433,3272,352,2014,316,4540,389,1810,271,1989,280,741,174,3038,351,914,202,1610,277,479,149,35,51,4309,381,1042,207,1498,265,1335,264,434,138
72,Beverly,7705,196,1733,211,3153,280,2319,227,500,108,2294,249,960,165,1334,216,2080,223,558,115,858,161,664,142,1214,186,134,66,465,123,473,124,142,55,2117,186,81,67,496,116,1182,169,358,97
73,Washington Heights,9308,303,3334,308,4165,364,1579,237,230,102,2848,324,1640,242,1208,255,2366,296,929,206,1066,186,371,130,2052,320,443,139,1006,241,539,151,64,72,2042,247,322,107,885,182,669,163,166,74
74,Mount Greenwood,6589,208,1253,181,2855,267,1980,254,501,132,1757,225,637,136,1120,187,1790,231,490,136,666,157,634,158,1115,193,111,56,424,155,356,109,224,91,1927,210,15,36,645,141,990,192,277,107
75,Morgan Park,8009,269,2385,251,3168,323,1982,255,474,161,2349,283,1316,202,1033,216,2083,262,670,141,950,202,463,125,1414,250,160,84,463,143,563,182,228,137,2163,265,239,93,722,204,956,193,246,89
76,O'Hare,6108,207,1261,253,3076,336,1568,279,203,139,2224,321,796,234,1428,273,2075,334,405,130,762,246,908,225,1106,229,25,54,503,194,484,170,94,97,703,240,35,54,383,205,176,110,109,100
77,Edgewater,29110,543,7632,537,14894,666,5784,489,800,211,16075,683,5844,501,10231,616,7906,540,1509,262,2621,343,3776,409,2853,387,185,106,1236,292,1114,226,318,115,2276,332,94,85,806,209,894,212,482,173
