area_id,area_name,b16005001,b16005001_moe,b16005002,b16005002_moe,b16005003,b16005003_moe,b16005004,b16005004_moe,b16005005,b16005005_moe,b16005006,b16005006_moe,b16005007,b16005007_moe,b16005008,b16005008_moe,b16005009,b16005009_moe,b16005010,b16005010_moe,b16005011,b16005011_moe,b16005012,b16005012_moe,b16005013,b16005013_moe,b16005014,b16005014_moe,b16005015,b16005015_moe,b16005016,b16005016_moe,b16005017,b16005017_moe,b16005018,b16005018_moe,b16005019,b16005019_moe,b16005020,b16005020_moe,b16005021,b16005021_moe,b16005022,b16005022_moe,b16005023,b16005023_moe,b16005024,b16005024_moe,b16005025,b16005025_moe,b16005026,b16005026_moe,b16005027,b16005027_moe,b16005028,b16005028_moe,b16005029,b16005029_moe,b16005030,b16005030_moe,b16005031,b16005031_moe,b16005032,b16005032_moe,b16005033,b16005033_moe,b16005034,b16005034_moe,b16005035,b16005035_moe,b16005036,b16005036_moe,b16005037,b16005037_moe,b16005038,b16005038_moe,b16005039,b16005039_moe,b16005040,b16005040_moe,b16005041,b16005041_moe,b16005042,b16005042_moe,b16005043,b16005043_moe,b16005044,b16005044_moe,b16005045,b16005045_moe
65,West Lawn,30301,1156,18383,1044,7539,775,10565,872,9022,855,895,264,539,194,109,85,242,114,230,113,0,34,12,35,0,34,17,40,17,40,0,34,0,34,0,34,20,45,20,45,0,34,0,34,0,34,11918,941,660,206,10717,910,3241,516,2725,412,3450,471,1301,348,456,185,154,79,124,92,124,92,54,62,45,59,18,40,27,42,0,34,0,34,40,50,10,35,21,47,9,35,0,34
66,Chicago Lawn,49130,1912,37561,1743,28663,1609,8791,856,7209,765,1036,306,517,206,29,59,84,65,65,64,19,50,0,49,0,49,11,50,11,50,0,49,0,49,0,49,12,51,0,49,12,51,0,49,0,49,11569,1025,621,213,10156,968,2372,400,2317,334,3872,589,1595,353,353,170,171,121,102,69,80,85,0,49,329,271,139,153,142,99,48,73,0,49,110,102,60,65,0,49,50,72,0,49
67,West Englewood,32712,1463,32029,1446,31506,1444,453,189,335,157,83,70,35,59,0,48,55,65,40,63,15,50,0,48,0,48,0,48,0,48,0,48,0,48,0,48,15,49,10,50,5,47,0,48,0,48,683,274,211,113,351,236,80,86,33,52,175,133,63,86,46,68,28,63,0,48,18,54,0,48,15,52,15,52,0,48,0,48,0,48,60,83,51,79,9,49,0,48,0,48
68,Englewood,26388,1353,26187,1351,25908,1351,257,125,206,109,24,42,27,44,0,36,15,39,15,39,0,36,0,36,0,36,7,35,3,35,4,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,201,126,45,55,61,82,8,37,0,36,53,82,0,36,39,64,39,64,0,36,0,36,0,36,16,37,0,36,10,37,3,35,3,35,40,54,40,54,0,36,0,36,0,36
69,Greater Grand Crossing,30392,1401,30023,1416,29581,1419,307,145,218,134,53,51,36,49,0,38,108,69,90,65,0,38,18,45,0,38,18,40,18,40,0,38,0,38,0,38,9,39,0,38,0,38,9,39,0,38,369,191,98,93,43,55,7,38,7,40,8,38,21,46,38,51,34,51,0,38,0,38,4,37,50,64,15,44,31,60,0,38,4,37,140,104,73,65,67,89,0,38,0,38
70,Ashburn,40020,1447,33850,1380,27892,1416,5575,562,4696,569,642,204,237,117,0,41,138,82,138,82,0,41,0,41,0,41,37,52,27,52,10,41,0,41,0,41,208,194,202,194,6,40,0,41,0,41,6170,728,601,288,4945,628,1197,283,1520,356,1789,382,439,151,292,140,193,109,43,51,56,63,0,41,18,41,0,41,18,41,0,41,0,41,314,182,170,116,97,72,32,61,15,42
71,Auburn Gresham,46201,1725,45760,1713,45150,1698,536,180,402,152,79,65,55,65,0,46,32,49,31,51,1,44,0,46,0,46,15,50,0,46,0,46,15,50,0,46,27,53,27,53,0,46,0,46,0,46,441,194,74,66,108,90,39,55,41,55,21,50,7,46,100,89,33,56,37,52,30,52,0,46,57,93,21,56,9,47,13,50,14,50,102,127,46,66,39,74,17,51,0,46
72,Beverly,19816,776,19076,783,18295,792,518,176,373,155,107,68,38,43,0,29,241,109,155,84,45,45,41,41,0,29,5,28,5,28,0,29,0,29,0,29,17,35,17,35,0,29,0,29,0,29,740,173,371,125,148,83,116,73,9,31,6,29,17,31,164,76,147,75,8,31,9,30,0,29,16,32,11,33,5,28,0,29,0,29,41,71,41,71,0,29,0,29,0,29
73,Washington Heights,24742,1067,24554,1060,23961,1096,196,93,123,76,61,56,12,38,0,33,326,310,273,309,43,54,10,35,0,33,0,33,0,33,0,33,0,33,0,33,71,112,71,112,0,33,0,33,0,33,188,101,111,73,44,67,37,67,0,33,0,33,7,34,0,33,0,33,0,33,0,33,0,33,1,29,0,33,1,29,0,33,0,33,32,48,25,43,7,34,0,33,0,33
74,Mount Greenwood,17274,748,16756,753,16213,732,320,125,231,104,44,36,45,64,0,25,161,78,143,70,0,25,18,38,0,25,62,67,22,30,0,25,40,65,0,25,0,25,0,25,0,25,0,25,0,25,518,174,297,133,17,31,17,31,0,25,0,25,0,25,82,54,66,51,16,27,0,25,0,25,88,94,40,58,31,40,17,31,0,25,34,47,34,47,0,25,0,25,0,25
75,Morgan Park,21530,1031,20920,1002,20424,989,315,130,238,108,52,48,18,29,7,31,181,80,147,70,34,48,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,610,230,194,111,75,73,26,35,18,39,26,46,5,29,285,165,200,128,37,40,11,34,37,67,56,70,56,70,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,12369,856,6028,711,3708,531,1045,423,858,373,118,88,40,70,29,60,821,293,698,289,44,68,79,84,0,38,110,139,110,139,0,38,0,38,0,38,344,454,292,448,0,38,52,84,0,38,6341,764,267,146,606,342,278,178,170,169,135,158,23,47,4242,670,1449,347,1467,337,1081,349,245,190,658,314,276,138,278,184,104,100,0,38,568,302,259,196,180,123,129,111,0,38
77,Edgewater,52702,1597,35892,1290,30736,1269,2976,574,2410,460,227,134,304,149,35,65,1393,298,1284,285,80,63,29,54,0,48,605,238,520,197,72,93,13,51,0,48,182,134,182,134,0,48,0,48,0,48,16810,1339,2788,639,3739,763,1890,440,665,244,814,255,370,257,4886,652,2819,494,842,230,752,231,473,222,3288,671,1805,491,722,240,721,290,40,61,2109,465,1302,340,526,287,231,140,50,77
