area_id,area_name,b07010001,b07010001_moe,b07010002,b07010002_moe,b07010003,b07010003_moe,b07010004,b07010004_moe,b07010005,b07010005_moe,b07010006,b07010006_moe,b07010007,b07010007_moe,b07010008,b07010008_moe,b07010009,b07010009_moe,b07010010,b07010010_moe,b07010011,b07010011_moe,b07010012,b07010012_moe,b07010013,b07010013_moe,b07010014,b07010014_moe,b07010015,b07010015_moe,b07010016,b07010016_moe,b07010017,b07010017_moe,b07010018,b07010018_moe,b07010019,b07010019_moe,b07010020,b07010020_moe,b07010021,b07010021_moe,b07010022,b07010022_moe,b07010023,b07010023_moe,b07010024,b07010024_moe,b07010025,b07010025_moe,b07010026,b07010026_moe,b07010027,b07010027_moe,b07010028,b07010028_moe,b07010029,b07010029_moe,b07010030,b07010030_moe,b07010031,b07010031_moe,b07010032,b07010032_moe,b07010033,b07010033_moe,b07010034,b07010034_moe,b07010035,b07010035_moe,b07010036,b07010036_moe,b07010037,b07010037_moe,b07010038,b07010038_moe,b07010039,b07010039_moe,b07010040,b07010040_moe,b07010041,b07010041_moe,b07010042,b07010042_moe,b07010043,b07010043_moe,b07010044,b07010044_moe,b07010045,b07010045_moe,b07010046,b07010046_moe,b07010047,b07010047_moe,b07010048,b07010048_moe,b07010049,b07010049_moe,b07010050,b07010050_moe,b07010051,b07010051_moe,b07010052,b07010052_moe,b07010053,b07010053_moe,b07010054,b07010054_moe,b07010055,b07010055_moe,b07010056,b07010056_moe,b07010057,b07010057_moe,b07010058,b07010058_moe,b07010059,b07010059_moe,b07010060,b07010060_moe,b07010061,b07010061_moe,b07010062,b07010062_moe,b07010063,b07010063_moe,b07010064,b07010064_moe,b07010065,b07010065_moe,b07010066,b07010066_moe
11,Jefferson Park,21805,961,2705,397,19100,861,3432,459,1835,340,3093,400,3002,396,2385,350,1795,273,1033,201,2525,354,19903,982,2410,353,17493,892,3143,434,1672,333,2854,384,2630,385,2229,344,1680,269,968,198,2317,328,1471,390,163,110,1308,343,141,94,159,102,185,102,352,150,156,83,112,62,53,55,150,105,52,63,0,29,52,63,0,29,0,29,33,59,3,28,0,29,0,29,0,29,16,37,304,333,83,128,221,211,122,140,4,29,21,33,17,33,0,29,3,29,12,33,42,69,75,83,49,77,26,41,26,41,0,29,0,29,0,29,0,29,0,29,0,29,0,29
12,Forest Glen,14823,500,1610,271,13213,431,2170,292,769,172,1437,237,1562,272,1341,206,1528,267,646,146,3760,310,13530,549,1437,245,12093,489,2054,296,681,154,1381,231,1370,255,1214,201,1340,249,585,142,3468,302,950,269,134,114,816,215,80,57,64,79,47,53,120,79,104,58,96,74,36,63,269,138,92,77,0,29,92,77,18,40,12,33,0,29,0,29,0,29,37,63,25,47,0,29,164,100,22,36,142,90,18,27,12,33,9,31,49,65,13,34,18,34,0,29,23,38,87,69,17,37,70,65,0,29,0,29,0,29,23,44,10,29,37,54,0,29,0,29
13,North Park,15254,777,2347,341,12907,705,3045,435,1459,317,2223,328,1456,278,1538,243,1145,231,445,129,1596,222,13138,793,2026,325,11112,692,2469,397,1140,267,1854,314,1331,262,1344,234,1010,194,433,129,1531,221,1492,424,195,104,1297,394,397,181,139,86,339,150,113,77,135,80,135,140,0,27,39,43,286,248,19,27,267,247,85,74,109,108,0,27,12,29,52,85,0,27,0,27,9,28,147,79,0,27,147,79,66,48,32,36,30,33,0,27,7,25,0,27,12,29,0,27,191,106,107,72,84,63,28,45,39,44,0,27,0,27,0,27,0,27,0,27,17,36
14,Albany Park,42619,1577,7228,732,35391,1340,7548,725,4527,547,7995,778,4322,538,4338,472,2665,362,845,210,3151,374,34691,1591,5795,643,28896,1352,5709,598,3784,514,6698,701,3600,511,3520,434,2166,317,780,190,2639,328,6246,1013,1121,355,5125,841,1317,381,618,213,1178,372,546,195,739,219,379,157,22,47,326,135,369,186,35,57,334,172,63,53,54,97,14,47,22,52,26,56,48,69,34,69,73,92,850,224,132,103,718,195,262,126,37,54,85,70,113,86,39,53,72,70,9,46,101,78,463,176,145,109,318,145,197,127,34,60,20,52,41,64,14,46,0,45,0,45,12,46
15,Portage Park,51400,1395,7500,680,43900,1213,7442,619,4796,500,8002,667,7329,683,6303,540,4330,469,1592,261,4106,405,46092,1490,6535,624,39557,1288,6551,576,4211,477,6982,620,6648,652,5704,499,4041,446,1471,252,3949,405,4260,723,656,250,3604,642,734,260,446,150,914,318,501,214,522,229,252,144,89,82,146,102,273,182,74,85,199,125,7,46,41,68,0,47,70,89,53,77,19,49,0,47,9,49,549,245,160,145,389,166,59,70,89,76,55,52,110,90,24,52,18,54,32,69,2,47,226,151,75,87,151,114,91,97,9,48,51,76,0,47,0,47,0,47,0,47,0,47
16,Irving Park,44952,1531,6349,666,38603,1353,6398,673,4147,465,7003,696,5803,556,5233,538,3680,434,1554,287,4785,443,38881,1595,5429,619,33452,1378,5316,618,3500,430,6003,680,5136,545,4453,504,3273,408,1315,269,4456,426,4735,651,655,227,4080,554,685,212,618,189,777,216,572,180,638,185,328,144,224,114,238,122,238,118,7,46,231,116,47,75,8,47,30,53,27,48,46,66,26,53,15,53,32,52,757,336,99,87,658,298,183,123,21,50,193,135,60,65,96,89,53,57,0,47,52,71,341,195,159,132,182,134,167,133,0,47,0,47,8,48,0,47,0,47,0,47,7,47
17,Dunning,35878,1019,4864,480,31014,920,5291,476,3359,396,5199,506,4897,485,4323,404,3543,404,1115,206,3287,352,33608,1009,4681,476,28927,907,4891,453,3196,389,4776,470,4527,472,4035,391,3248,372,1062,204,3192,348,1900,429,114,66,1786,409,316,124,122,73,343,159,362,178,218,84,295,173,53,55,77,59,132,77,16,39,116,69,31,47,15,40,3,39,8,40,59,60,0,40,0,40,0,40,143,96,10,42,133,88,19,42,19,47,77,72,0,40,0,40,0,40,0,40,18,47,95,69,43,52,52,48,34,43,7,40,0,40,0,40,11,41,0,40,0,40,0,40
18,Montclare,9852,627,1560,339,8292,515,1830,320,786,185,1800,290,1031,203,1322,253,680,177,297,124,546,156,8792,611,1317,315,7475,513,1618,306,622,155,1660,286,966,205,1168,233,668,173,227,94,546,156,827,288,192,128,635,217,122,72,136,93,124,77,65,52,138,91,12,24,38,63,0,23,46,55,0,23,46,55,0,23,14,26,0,23,0,23,0,23,0,23,32,53,0,23,74,63,15,31,59,58,13,26,14,28,16,29,0,23,16,31,0,23,0,23,0,23,113,81,36,40,77,76,77,76,0,23,0,23,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,58320,1903,11597,949,46723,1498,10543,808,5887,550,11630,865,7163,633,6013,553,3036,424,995,227,1456,279,53207,1955,10575,897,42632,1561,9190,774,5331,532,10436,813,6737,616,5617,546,2991,424,957,224,1373,277,4266,781,788,279,3478,647,1019,344,446,168,1153,313,328,162,396,171,32,61,38,59,66,63,13,55,0,52,13,55,13,55,0,52,0,52,0,52,0,52,0,52,0,52,0,52,420,197,94,92,326,180,97,90,110,104,41,83,48,77,0,52,13,52,0,52,17,58,414,188,140,106,274,132,224,112,0,52,0,52,50,70,0,52,0,52,0,52,0,52
20,Hermosa,19170,972,3864,495,15306,821,3871,527,1873,305,3476,476,2525,380,2051,330,738,215,332,115,440,145,16411,1044,3326,461,13085,879,3231,495,1656,291,2889,462,2210,361,1710,294,638,198,320,114,431,145,2478,509,484,185,1994,427,544,209,146,84,561,184,281,123,341,159,100,88,12,30,9,31,90,103,0,29,90,103,26,49,30,54,0,29,34,60,0,29,0,29,0,29,0,29,103,93,33,60,70,76,52,64,18,37,0,29,0,29,0,29,0,29,0,29,0,29,88,75,21,35,67,71,18,40,23,44,26,38,0,29,0,29,0,29,0,29,0,29
21,Avondale,33396,1507,6243,814,27153,1161,4516,478,3560,554,6723,696,3811,494,4022,461,1852,295,765,177,1904,288,28909,1542,5709,775,23200,1219,3605,413,3063,533,5854,694,3432,479,3458,451,1473,262,655,164,1660,278,3762,713,456,267,3306,549,681,231,415,153,762,236,342,128,414,148,368,140,102,79,222,108,133,77,6,38,127,75,22,45,26,45,57,56,0,38,16,43,0,38,0,38,6,38,284,129,1,35,283,129,52,62,40,50,19,42,21,48,125,71,11,41,8,39,7,38,308,192,71,62,237,160,156,134,16,41,31,61,16,45,9,39,0,38,0,38,9,39
22,Logan Square,61331,1568,8401,758,52930,1281,8586,670,5644,571,8824,691,7410,603,6639,520,5626,529,2096,291,8105,515,49940,1575,7063,714,42877,1282,6951,598,4536,513,7059,635,6000,543,5146,446,4243,448,1678,254,7264,486,9066,887,1017,284,8049,760,1313,296,877,239,1414,289,1167,240,1152,236,1041,270,326,142,759,191,465,161,28,61,437,157,84,74,25,55,87,83,68,93,57,69,102,82,9,58,5,57,1529,331,180,142,1349,279,156,87,169,109,237,146,166,83,250,101,226,106,83,80,62,65,331,159,113,124,218,104,82,90,37,65,27,59,9,58,34,64,14,57,0,57,15,58
23,Humboldt Park,41049,1588,11143,979,29906,1154,9202,755,4080,456,6086,619,4200,484,3095,423,1408,264,735,180,1100,229,35706,1624,9837,939,25869,1188,7820,710,3584,430,5259,604,3715,466,2764,392,1164,245,655,174,908,207,4942,824,1223,368,3719,602,1269,302,481,163,795,256,438,161,293,159,216,110,68,65,159,106,101,85,22,55,79,80,20,50,0,51,3,49,26,57,18,58,0,51,12,54,0,51,157,105,35,66,122,93,50,56,1,50,0,51,21,53,20,60,18,57,0,51,12,54,143,92,26,65,117,83,43,57,14,52,29,67,0,51,0,51,10,51,0,51,21,59
24,West Town,72661,1631,7545,785,65116,1442,9340,735,4817,533,8368,643,7065,581,9106,639,8515,621,3500,376,14405,706,56011,1614,6330,734,49681,1402,7258,638,3755,468,6357,569,4827,477,6473,560,6142,510,2748,328,12121,656,12456,959,984,275,11472,871,1400,319,718,210,1360,258,1726,320,2075,328,1743,336,550,158,1900,300,1221,273,95,128,1126,250,240,120,74,75,146,84,217,118,158,104,193,96,32,72,66,84,2695,424,110,118,2585,405,378,141,215,98,494,183,274,110,372,125,411,174,141,96,300,116,278,118,26,76,252,109,64,69,55,86,11,63,21,64,28,65,26,67,29,69,18,65
25,Austin,76778,2003,17545,1155,59233,1595,17650,1088,7832,637,10570,730,8066,642,6677,602,4188,478,1654,309,2596,347,67173,2004,15211,1094,51962,1553,14889,996,6958,598,9171,703,6939,596,6081,574,3917,462,1505,292,2502,339,8629,898,2107,441,6522,696,2269,427,796,216,1304,262,1100,251,583,173,251,126,125,105,94,96,521,275,81,76,440,269,293,217,53,83,30,76,27,75,13,63,0,61,24,65,0,61,307,159,85,94,222,124,122,89,15,68,65,96,0,61,0,61,20,67,0,61,0,61,148,112,61,77,87,88,77,84,10,61,0,61,0,61,0,61,0,61,0,61,0,61
26,West Garfield Park,13790,900,3716,447,10074,723,3958,453,1318,242,1748,279,1143,225,1058,214,535,142,68,51,246,97,11183,838,2902,389,8281,674,3143,412,1125,226,1333,214,1011,206,896,197,477,133,60,51,236,95,2368,516,733,253,1635,365,748,218,146,71,403,168,132,74,130,81,58,58,8,36,10,37,94,100,36,55,58,63,33,50,25,52,0,35,0,35,0,35,0,35,0,35,0,35,145,81,45,51,100,56,34,39,22,47,12,38,0,35,32,38,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,15365,956,4697,652,10668,621,3677,403,1336,227,1795,266,1267,224,965,192,761,193,390,124,477,148,12932,919,3972,637,8960,583,2944,349,1142,212,1549,255,1112,216,792,176,615,174,342,113,464,147,2037,394,640,191,1397,272,634,182,143,79,191,81,145,80,118,78,134,85,19,47,13,42,192,108,24,45,168,103,67,52,15,41,39,50,0,38,18,43,0,38,29,57,0,38,185,105,49,70,136,86,25,42,36,43,16,45,10,40,37,58,12,44,0,38,0,38,19,41,12,41,7,38,7,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,47484,1395,6604,693,40880,1236,9340,780,2744,345,3740,407,2874,347,4309,480,4149,423,2654,352,11070,629,34245,1302,4550,566,29695,1117,5980,592,2004,282,2539,320,2020,282,3053,408,3125,368,1941,297,9033,580,8878,816,1256,255,7622,727,2099,383,410,134,807,197,568,180,926,222,754,199,463,175,1595,300,1390,307,308,127,1082,259,496,167,138,98,41,55,90,87,41,58,106,89,72,79,98,77,1941,330,77,71,1864,318,515,153,134,89,296,133,161,101,214,112,115,79,110,75,319,120,1030,358,413,274,617,202,250,120,58,67,57,62,35,66,75,75,49,69,68,99,25,56
29,North Lawndale,26212,1275,8329,727,17883,889,6439,557,2392,310,3440,391,1910,288,1652,266,964,192,345,113,741,203,22084,1212,6707,664,15377,841,5375,515,2148,291,2999,356,1607,263,1426,239,850,182,284,104,688,192,3786,653,1565,372,2221,413,964,246,235,98,354,128,265,118,182,99,107,73,61,72,53,72,195,108,40,51,155,94,59,64,5,42,24,46,29,54,38,58,0,43,0,43,0,43,137,81,17,49,120,77,41,50,0,43,63,67,9,44,0,43,7,43,0,43,0,43,10,41,0,43,10,41,0,43,4,42,0,43,0,43,6,42,0,43,0,43,0,43
30,South Lawndale,54121,1718,17652,998,36469,1392,10986,815,5583,548,9891,722,4799,518,3087,368,1254,238,374,125,495,162,42551,1667,11690,844,30861,1317,8283,681,4800,505,8803,703,4256,474,2869,353,1054,220,358,125,438,147,10361,818,5522,531,4839,679,2310,428,707,204,904,233,509,183,152,88,184,94,16,49,57,80,377,150,179,95,198,100,80,57,14,51,52,63,14,52,31,62,7,48,0,48,0,48,594,206,169,89,425,187,215,127,35,63,131,92,0,48,35,54,9,49,0,48,0,48,238,128,92,77,146,111,98,98,27,64,1,47,20,57,0,48,0,48,0,48,0,48
31,Lower West Side,28610,1272,4459,532,24151,1086,5900,568,3497,450,6137,658,3621,456,2383,303,1298,265,480,150,835,179,23161,1280,3767,517,19394,1078,4597,493,2661,405,4869,596,2958,418,2074,293,1087,252,420,136,728,166,4466,649,562,184,3904,556,885,220,694,203,1141,262,587,198,294,107,159,98,60,73,84,70,328,143,55,86,273,126,143,102,33,43,26,58,29,46,0,42,19,42,0,42,23,50,450,173,27,45,423,170,188,136,76,75,81,57,30,46,15,39,33,56,0,42,0,42,205,98,48,65,157,85,87,73,33,57,20,44,17,43,0,42,0,42,0,42,0,42
32,Loop,24874,1328,2744,541,22130,1214,4265,797,1350,418,1276,275,1288,281,2217,410,2941,500,1418,313,7375,689,15862,964,1331,312,14531,937,1927,416,818,318,890,220,999,260,1609,332,1823,330,965,242,5500,604,3904,741,601,264,3303,657,617,200,167,164,225,146,196,121,362,205,596,284,155,114,985,300,1127,388,149,111,978,364,411,220,24,36,24,47,36,39,34,45,72,66,80,78,297,221,3151,872,487,308,2664,761,1118,514,293,216,109,76,45,45,190,153,295,207,102,90,512,225,830,313,176,110,654,265,192,155,48,59,28,40,12,33,22,33,155,156,116,108,81,65
33,Near South Side,17941,974,1540,440,16401,871,2237,419,698,202,1216,400,1439,466,2022,437,2209,479,1023,272,5557,607,13455,1034,1144,404,12311,916,1618,374,563,159,840,219,900,308,1529,365,1627,356,666,211,4568,581,2787,604,258,201,2529,556,453,204,31,32,317,267,326,241,235,132,295,155,163,121,709,256,207,261,0,24,207,261,0,24,55,77,0,24,0,24,69,110,35,37,0,24,48,77,1203,456,16,23,1187,456,90,86,36,41,45,41,213,264,189,145,252,231,194,133,168,95,289,219,122,145,167,135,76,80,13,28,14,27,0,24,0,24,0,24,0,24,64,107
34,Armour Square,11819,647,2147,327,9672,594,3931,439,1540,259,1366,253,811,226,877,223,419,151,148,85,580,185,10060,693,1638,296,8422,632,3335,403,1250,216,1273,249,730,227,811,218,375,145,138,84,510,163,1106,308,298,149,808,243,375,146,208,126,74,60,38,42,39,40,28,50,10,29,36,53,35,49,8,29,27,41,10,30,1,25,8,28,0,27,0,27,8,29,0,27,0,27,251,167,34,40,217,159,82,65,56,84,7,27,43,74,10,31,4,26,0,27,15,37,367,212,169,114,198,137,129,95,25,46,4,26,0,27,17,37,4,26,0,27,19,39
35,Douglas,16450,769,2734,379,13716,639,4419,452,1331,231,1810,265,1194,228,1632,262,1385,229,653,155,1292,216,11260,581,1309,207,9951,524,2862,345,965,208,1340,235,829,185,1205,220,1098,207,582,143,1070,199,2885,418,578,154,2307,361,845,210,225,97,327,110,195,85,332,129,214,104,53,60,116,73,385,125,71,56,314,116,127,72,6,35,44,51,41,43,35,65,24,46,0,35,37,49,972,240,179,90,793,202,435,141,121,81,34,56,103,98,0,35,49,50,0,35,51,60,948,355,597,256,351,156,150,85,14,43,65,65,26,44,60,71,0,35,18,43,18,45
36,Oakland,4666,380,713,194,3953,297,1412,223,410,107,644,176,426,132,349,125,151,59,130,58,431,130,3982,387,612,181,3370,332,1186,212,370,101,539,158,387,126,303,118,125,54,105,50,355,131,659,212,92,67,567,179,226,109,34,29,105,71,39,40,46,42,26,29,22,30,69,50,13,28,0,19,13,28,0,19,6,19,0,19,0,19,0,19,0,19,0,19,7,20,9,22,9,22,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,3,16,0,19,3,16,0,19,0,19,0,19,0,19,0,19,0,19,3,16,0,19
37,Fuller Park,2290,369,494,164,1796,259,775,168,239,84,366,168,196,83,151,54,45,30,4,14,20,19,2106,350,468,161,1638,244,701,158,229,85,350,164,145,62,144,53,45,30,4,14,20,19,153,71,26,28,127,58,74,48,10,19,16,22,20,34,7,15,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,31,49,0,16,31,49,0,16,0,16,0,16,31,49,0,16,0,16,0,16,0,16
38,Grand Boulevard,17898,836,2493,369,15405,706,4593,460,1808,243,2172,296,1576,269,1581,251,1608,263,482,148,1585,246,14663,773,1971,318,12692,673,3511,373,1490,224,1766,266,1128,208,1373,228,1495,256,423,138,1506,251,2890,563,479,208,2411,454,987,309,293,108,365,142,345,132,200,112,103,66,59,65,59,66,57,56,14,47,43,52,25,49,0,43,0,43,0,43,8,43,10,45,0,43,0,43,277,125,18,45,259,124,70,65,25,42,41,50,103,108,0,43,0,43,0,43,20,46,11,42,11,42,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
39,Kenwood,15085,734,1718,328,13367,669,3259,413,1374,248,1648,262,1633,333,1666,265,1098,228,520,152,2169,274,11745,680,1178,257,10567,613,2334,322,1121,216,1286,225,1142,286,1277,224,963,198,422,138,2022,278,2209,399,272,123,1937,356,518,185,227,124,263,125,343,135,286,130,122,106,83,98,95,50,282,180,105,127,177,108,109,93,7,31,13,36,28,44,20,33,0,31,0,31,0,31,650,190,124,98,526,165,225,123,19,34,43,46,120,87,48,66,4,30,15,38,52,46,199,93,39,52,160,91,73,67,0,31,43,50,0,31,35,46,9,33,0,31,0,31
40,Washington Park,8077,584,1365,269,6712,499,2798,373,749,189,1008,202,610,164,696,148,320,92,236,105,295,103,6000,549,996,239,5004,471,1961,313,565,155,640,160,508,138,556,136,291,89,208,103,275,98,1944,428,341,141,1603,353,806,246,179,98,319,120,102,91,140,72,17,26,20,32,20,32,46,51,14,29,32,45,22,44,0,27,10,29,0,27,0,27,0,27,0,27,0,27,86,55,13,32,73,53,9,29,5,26,39,43,0,27,0,27,12,30,8,28,0,27,1,29,1,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,23533,1036,3002,464,20531,840,5270,640,1508,259,2480,328,2646,347,2293,281,1691,256,1222,210,3421,321,16670,864,2022,363,14648,698,2917,433,1016,206,1692,274,1881,301,1647,225,1369,227,959,173,3167,310,3727,484,416,151,3311,448,1026,253,250,126,425,143,516,167,450,145,226,112,239,119,179,72,268,102,16,41,252,100,166,76,22,41,36,62,22,51,6,38,0,38,0,38,0,38,2210,357,353,165,1857,313,959,240,131,73,242,101,182,81,161,89,96,68,20,43,66,50,658,157,195,81,463,130,202,83,89,64,85,53,45,57,29,42,0,38,4,37,9,39
