area_id,area_name,b13002h001,b13002h001_moe,b13002h002,b13002h002_moe,b13002h003,b13002h003_moe,b13002h004,b13002h004_moe,b13002h005,b13002h005_moe,b13002h006,b13002h006_moe,b13002h007,b13002h007_moe
63,Gage Park,286,108,0,41,0,41,0,41,286,108,159,80,127,71
64,Clearing,2485,316,105,70,60,45,45,62,2380,317,1161,205,1219,255
65,West Lawn,899,250,56,68,35,59,21,46,843,243,346,130,497,171
66,Chicago Lawn,253,104,0,49,0,49,0,49,253,104,91,67,162,89
67,West Englewood,85,69,10,50,0,48,10,50,75,66,32,52,43,63
68,Englewood,53,51,6,37,0,36,6,37,47,49,24,52,23,33
69,Greater Grand Crossing,42,49,0,38,0,38,0,38,42,49,9,39,33,48
70,Ashburn,1338,262,23,40,8,40,15,41,1315,261,558,133,757,208
71,Auburn Gresham,1,44,0,46,0,46,0,46,1,44,1,44,0,46
72,Beverly,2460,236,206,73,195,71,11,30,2254,241,1190,142,1064,198
73,Washington Heights,45,62,0,33,0,33,0,33,45,62,0,33,45,62
74,Mount Greenwood,4068,370,274,96,263,95,11,27,3794,359,1986,197,1808,338
75,Morgan Park,1449,199,102,63,69,51,33,46,1347,195,766,133,581,149
76,O'Hare,2622,395,134,102,134,102,0,38,2488,409,1304,302,1184,289
77,Edgewater,9115,717,371,132,335,128,36,59,8744,717,2475,347,6269,694
