area_id,area_name,b25032f001,b25032f001_moe,b25032f002,b25032f002_moe,b25032f003,b25032f003_moe,b25032f004,b25032f004_moe,b25032f005,b25032f005_moe,b25032f006,b25032f006_moe,b25032f007,b25032f007_moe,b25032f008,b25032f008_moe,b25032f009,b25032f009_moe,b25032f010,b25032f010_moe,b25032f011,b25032f011_moe
60,Bridgeport,1271,232,220,93,69,77,309,131,499,155,149,97,9,38,8,37,8,37,0,37,0,37
61,New City,2131,271,351,122,58,68,727,163,885,189,89,69,21,56,0,47,0,47,0,47,0,47
62,West Elsdon,1397,252,881,202,56,53,203,105,193,99,64,61,0,27,0,27,0,27,0,27,0,27
63,Gage Park,3016,314,1467,239,19,48,697,170,697,174,23,46,50,69,0,41,0,41,63,79,0,41
64,Clearing,1234,220,762,163,72,59,97,78,124,82,130,105,49,44,0,31,0,31,0,31,0,31
65,West Lawn,4070,351,3149,323,42,51,351,155,260,124,143,88,31,51,66,65,28,48,0,34,0,34
66,Chicago Lawn,3749,306,2241,266,50,66,760,193,468,158,118,86,63,76,21,56,0,49,28,64,0,49
67,West Englewood,78,65,60,63,0,48,13,50,0,48,0,48,0,48,5,47,0,48,0,48,0,48
68,Englewood,53,55,30,51,0,36,13,40,10,39,0,36,0,36,0,36,0,36,0,36,0,36
69,Greater Grand Crossing,37,45,21,42,0,38,0,38,0,38,16,41,0,38,0,38,0,38,0,38,0,38
70,Ashburn,1815,248,1724,241,0,41,0,41,0,41,0,41,81,93,0,41,10,41,0,41,0,41
71,Auburn Gresham,38,63,0,46,0,46,11,47,27,62,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,29,32,14,30,9,32,0,29,0,29,6,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,31,40,23,40,0,33,0,33,0,33,8,33,0,33,0,33,0,33,0,33,0,33
74,Mount Greenwood,10,27,10,27,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,7,33,7,33,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,216,121,18,47,0,38,14,42,22,46,128,101,0,38,0,38,34,65,0,38,0,38
77,Edgewater,878,229,51,58,0,48,88,82,67,67,279,147,115,100,89,80,189,105,0,48,0,48
