area_id,area_name,b05008001,b05008001_moe,b05008002,b05008002_moe,b05008003,b05008003_moe,b05008004,b05008004_moe,b05008005,b05008005_moe,b05008006,b05008006_moe,b05008007,b05008007_moe,b05008008,b05008008_moe,b05008009,b05008009_moe,b05008010,b05008010_moe,b05008011,b05008011_moe,b05008012,b05008012_moe,b05008013,b05008013_moe,b05008014,b05008014_moe,b05008015,b05008015_moe,b05008016,b05008016_moe,b05008017,b05008017_moe,b05008018,b05008018_moe,b05008019,b05008019_moe,b05008020,b05008020_moe,b05008021,b05008021_moe,b05008022,b05008022_moe,b05008023,b05008023_moe,b05008024,b05008024_moe,b05008025,b05008025_moe,b05008026,b05008026_moe,b05008027,b05008027_moe,b05008028,b05008028_moe,b05008029,b05008029_moe,b05008030,b05008030_moe,b05008031,b05008031_moe,b05008032,b05008032_moe,b05008033,b05008033_moe,b05008034,b05008034_moe,b05008035,b05008035_moe,b05008036,b05008036_moe,b05008037,b05008037_moe,b05008038,b05008038_moe,b05008039,b05008039_moe,b05008040,b05008040_moe,b05008041,b05008041_moe,b05008042,b05008042_moe,b05008043,b05008043_moe,b05008044,b05008044_moe,b05008045,b05008045_moe,b05008046,b05008046_moe,b05008047,b05008047_moe,b05008048,b05008048_moe,b05008049,b05008049_moe,b05008050,b05008050_moe,b05008051,b05008051_moe,b05008052,b05008052_moe,b05008053,b05008053_moe,b05008054,b05008054_moe,b05008055,b05008055_moe,b05008056,b05008056_moe,b05008057,b05008057_moe,b05008058,b05008058_moe,b05008059,b05008059_moe,b05008060,b05008060_moe,b05008061,b05008061_moe,b05008062,b05008062_moe,b05008063,b05008063_moe,b05008064,b05008064_moe,b05008065,b05008065_moe,b05008066,b05008066_moe,b05008067,b05008067_moe,b05008068,b05008068_moe,b05008069,b05008069_moe
11,Jefferson Park,7625,901,3683,497,1938,389,23,37,594,251,1321,271,1027,333,35,58,407,252,585,195,616,210,0,29,158,147,458,149,106,78,0,29,0,29,106,78,445,198,373,187,0,29,95,136,278,125,72,86,0,29,29,48,43,52,65,54,0,29,34,47,31,37,102,76,7,30,19,41,76,61,3942,503,2180,395,0,29,539,203,1641,334,1108,359,26,42,497,301,585,173,613,219,0,29,209,146,404,125,28,41,0,29,0,29,28,41,535,216,354,158,0,29,75,77,279,117,181,133,0,29,112,124,69,57,50,42,0,29,22,36,28,35,41,42,8,30,7,30,26,39
12,Forest Glen,3389,412,1442,210,482,139,0,29,57,56,425,127,738,143,23,44,81,63,634,123,190,82,0,29,0,29,190,82,0,29,0,29,0,29,0,29,95,69,85,67,0,29,0,29,85,67,10,31,0,29,0,29,10,31,95,59,0,29,0,29,95,59,32,37,0,29,0,29,32,37,1947,288,664,167,0,29,143,104,521,138,918,214,0,29,175,132,743,159,299,113,0,29,23,48,276,111,0,29,0,29,0,29,0,29,164,85,121,71,0,29,18,39,103,67,43,56,0,29,0,29,43,56,135,83,0,29,5,38,130,84,66,51,0,29,0,29,66,51
13,North Park,7272,827,3358,455,492,161,11,32,60,53,421,140,2057,374,155,101,509,186,1393,251,760,250,13,34,136,108,611,231,33,46,0,27,0,27,33,46,529,208,320,152,13,34,33,57,274,141,209,145,0,27,34,59,175,137,198,138,0,27,69,80,129,114,49,40,7,28,13,32,29,34,3914,470,517,147,11,31,52,48,454,139,2631,433,94,73,558,188,1979,385,757,210,0,27,147,106,610,185,89,64,0,27,0,27,89,64,516,177,419,170,0,27,93,83,326,151,97,60,0,27,0,27,97,60,152,100,0,27,54,67,98,79,9,29,0,27,0,27,9,29
14,Albany Park,24848,1669,13355,1106,923,220,21,46,327,152,575,165,3369,574,99,108,1331,449,1939,372,8765,990,116,95,3256,669,5393,645,204,181,0,45,2,46,202,180,6620,886,5340,794,93,87,1603,486,3644,561,1280,436,23,58,535,307,722,237,1941,523,0,45,1116,360,825,265,298,162,45,66,123,96,130,99,11493,940,1032,265,0,45,305,165,727,213,3265,491,87,83,1171,326,2007,373,6991,862,72,85,2846,677,4073,580,224,261,0,45,0,45,224,261,5484,793,4260,730,50,78,1693,568,2517,422,1224,393,22,57,469,297,733,227,1283,414,0,45,684,275,599,289,205,95,14,50,151,84,40,48
15,Portage Park,20497,1337,9905,746,4188,469,4,47,1094,280,3090,407,1130,330,23,51,189,99,918,282,4523,547,111,92,935,327,3477,419,197,110,59,82,0,47,138,87,3490,469,3045,457,10,49,570,247,2465,373,445,177,27,61,107,91,311,140,836,295,15,49,258,166,563,201,64,56,0,47,11,49,53,54,10592,809,5240,604,39,79,1161,316,4040,511,1224,317,16,51,268,138,940,288,4054,539,17,50,797,260,3240,473,139,113,0,47,0,47,139,113,3167,499,2646,476,5,47,487,189,2154,426,521,193,0,47,94,118,427,161,748,214,12,50,216,150,520,155,74,74,0,47,1,46,73,74
16,Irving Park,18010,1360,9656,925,1504,300,8,46,449,195,1047,224,1265,301,58,56,259,117,948,266,6235,827,109,116,1679,461,4447,707,130,96,0,47,35,67,95,78,4639,812,4089,811,62,101,1041,368,2986,707,550,180,14,53,74,73,462,165,1466,494,33,70,529,276,904,290,652,297,92,136,405,177,155,114,8354,684,1438,261,34,61,384,173,1020,206,1771,372,67,100,550,211,1154,294,4971,536,87,73,1243,332,3641,470,141,125,0,47,66,115,75,69,3548,481,2923,468,28,65,660,231,2235,409,625,190,0,47,101,86,524,181,1282,322,59,75,416,204,807,228,174,105,16,50,112,96,46,57
17,Dunning,14997,1051,7446,634,5312,579,39,49,1606,428,3667,425,553,159,37,61,79,76,437,149,1499,248,1,39,88,67,1410,246,59,67,0,40,0,40,59,67,1136,221,1066,225,1,39,32,48,1033,226,70,63,0,40,14,46,56,57,304,137,0,40,42,57,262,130,82,63,0,40,0,40,82,63,7551,580,5276,503,63,55,1388,261,3825,457,850,211,33,50,201,112,616,175,1384,238,19,52,151,85,1214,232,45,61,0,40,0,40,45,61,994,193,919,192,0,40,101,72,818,196,75,69,0,40,0,40,75,69,345,161,19,52,50,60,276,133,41,47,0,40,28,48,13,39
18,Montclare,4377,579,2178,329,776,188,12,26,201,112,563,142,152,98,0,23,49,59,103,80,1241,254,20,37,323,155,898,202,58,52,0,23,0,23,58,52,1033,239,936,229,20,37,258,126,658,173,97,77,0,23,0,23,97,77,150,123,0,23,65,104,85,70,9,22,0,23,0,23,9,22,2199,330,687,186,0,23,96,73,591,182,349,185,23,38,110,101,216,144,1163,230,0,23,236,143,927,199,29,48,0,23,0,23,29,48,982,216,834,194,0,23,113,79,721,187,148,109,0,23,60,67,88,72,152,119,0,23,63,102,89,62,0,23,0,23,0,23,0,23
19,Belmont Cragin,30139,1690,15412,1045,2422,412,13,55,1009,308,1400,244,462,178,41,80,200,123,221,120,12440,982,77,82,2817,543,9546,763,87,85,0,52,15,55,72,85,11557,975,10453,958,70,83,2421,520,7962,736,1104,273,0,52,237,136,867,215,796,273,7,51,144,120,645,224,88,88,0,52,26,64,62,79,14727,869,2479,370,21,54,755,232,1703,284,806,265,74,121,196,130,536,217,11418,784,96,91,2867,552,8455,613,69,85,0,52,0,52,69,85,10296,775,8962,754,83,90,2314,526,6565,572,1334,307,13,54,307,131,1014,263,1053,297,0,52,246,133,807,251,24,55,0,52,0,52,24,55
20,Hermosa,8885,957,4491,560,229,160,0,29,36,49,193,156,59,57,0,29,11,32,48,56,4203,541,0,29,1005,294,3198,419,58,62,0,29,14,36,44,58,3820,534,3332,512,0,29,837,282,2495,384,488,207,0,29,44,52,444,189,325,167,0,29,110,122,215,103,0,29,0,29,0,29,0,29,4394,535,179,97,0,29,40,40,139,91,38,45,0,29,8,30,30,43,4177,537,28,50,1033,308,3116,436,71,74,0,29,27,40,44,47,3914,532,3052,489,0,29,776,286,2276,408,862,288,28,50,148,120,686,245,192,123,0,29,82,71,110,77,0,29,0,29,0,29,0,29
21,Avondale,16548,1439,9102,920,1061,254,0,38,363,166,698,201,494,218,97,144,31,61,366,147,7466,886,56,83,2273,612,5137,621,210,117,10,41,28,56,172,93,6116,821,5451,782,46,82,1467,529,3938,563,665,238,0,38,146,122,519,196,1140,393,0,38,632,292,508,185,81,74,0,38,51,63,30,54,7446,736,1128,222,0,38,266,112,862,201,579,192,5,38,266,140,308,128,5734,695,13,43,1857,498,3864,502,143,150,0,38,89,142,54,62,4973,679,4350,664,13,43,1304,440,3033,491,623,204,0,38,126,119,497,172,618,195,0,38,338,164,280,111,5,38,0,38,0,38,5,38
22,Logan Square,15799,1187,8107,701,821,200,16,58,247,115,558,166,443,127,0,57,55,61,388,124,6582,668,141,104,1596,412,4845,526,241,120,63,92,20,55,158,95,5866,665,5237,638,40,66,1303,397,3894,482,629,215,0,57,112,103,517,196,475,188,38,68,161,119,276,135,261,128,0,57,139,106,122,91,7692,666,789,208,15,57,200,103,574,171,669,155,21,64,150,90,498,127,6011,609,101,100,1303,336,4607,493,346,143,63,92,79,76,204,112,5242,592,4499,546,4,56,977,307,3518,445,743,259,16,62,116,118,611,211,423,160,18,65,131,87,274,141,223,108,0,57,114,85,109,88
23,Humboldt Park,9649,1076,5306,700,144,97,0,51,83,93,61,56,38,53,0,51,14,54,24,50,5038,696,70,79,1375,568,3593,441,257,135,26,65,24,59,207,108,4617,679,4138,688,44,68,1011,550,3083,429,479,258,0,51,262,194,217,107,164,134,0,51,78,121,86,76,86,91,0,51,55,84,31,60,4343,510,119,89,0,51,31,59,88,81,78,61,0,51,6,51,72,61,4084,503,3,51,769,267,3312,443,311,207,0,51,10,53,301,207,3590,492,3172,458,3,51,680,267,2489,355,418,275,0,51,54,58,364,270,183,169,0,51,25,52,158,169,62,79,0,51,50,78,12,54
24,West Town,13511,979,6885,620,2143,346,66,82,784,195,1293,276,723,187,92,107,239,128,392,117,3632,483,5,62,686,257,2941,405,239,132,5,62,30,73,204,127,3023,445,2677,434,0,62,459,224,2218,363,346,129,0,62,18,64,328,129,370,177,0,62,179,134,191,109,387,143,0,62,188,108,199,110,6626,540,2461,356,18,62,961,229,1482,276,850,200,21,66,261,136,568,159,3102,367,14,63,613,196,2475,322,255,142,0,62,7,62,248,141,2491,324,2278,315,10,63,379,167,1889,275,213,93,4,62,0,62,209,94,356,141,0,62,227,129,129,84,213,101,54,77,26,62,133,90
25,Austin,3949,717,2032,394,215,121,0,61,19,66,196,123,125,104,0,61,60,84,65,78,1464,357,0,61,349,171,1115,291,115,101,0,61,19,66,96,96,1288,346,933,281,0,61,208,128,725,233,355,214,0,61,107,126,248,172,61,77,0,61,15,65,46,74,228,148,0,61,103,119,125,95,1917,403,358,196,0,61,151,172,207,109,196,101,0,61,39,66,157,96,1220,326,0,61,187,125,1033,304,149,109,0,61,0,61,149,109,945,306,788,291,0,61,124,117,664,270,157,132,0,61,26,67,131,129,126,88,0,61,37,66,89,79,143,121,0,61,119,120,24,64
26,West Garfield Park,48,46,43,46,0,35,0,35,0,35,0,35,18,41,0,35,17,43,1,33,11,33,0,35,5,35,6,33,0,35,0,35,0,35,0,35,11,33,9,32,0,35,3,34,6,33,2,33,0,35,2,33,0,35,0,35,0,35,0,35,0,35,14,40,0,35,0,35,14,40,5,34,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,5,34,0,35,0,35,5,34,0,35,0,35,0,35,0,35,5,34,0,35,0,35,0,35,0,35,5,34,0,35,0,35,5,34,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,451,187,255,118,12,41,0,38,12,41,0,38,9,39,0,38,0,38,9,39,149,104,0,38,93,76,56,54,93,92,0,38,59,64,34,48,28,45,23,44,0,38,1,37,22,46,5,37,0,38,5,37,0,38,28,57,0,38,28,57,0,38,85,63,0,38,23,45,62,58,196,97,16,45,0,38,0,38,16,45,28,43,0,38,15,39,13,40,93,85,0,38,17,45,76,72,31,46,0,38,0,38,31,46,62,77,62,77,0,38,17,45,45,61,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,59,50,0,38,0,38,59,50
28,Near West Side,8367,753,4329,520,603,156,9,51,166,91,428,136,2905,459,293,131,1623,397,989,225,609,172,0,52,262,129,347,118,151,108,0,52,114,103,37,61,267,98,212,92,0,52,22,53,190,89,55,58,0,52,36,57,19,52,191,109,0,52,90,87,101,83,212,97,29,68,70,60,113,77,4038,449,654,175,43,58,208,106,403,136,2633,395,386,173,952,229,1295,271,572,146,11,55,129,70,432,129,78,72,11,55,13,55,54,67,377,119,336,116,0,52,18,51,318,115,41,57,0,52,0,52,41,57,117,68,0,52,98,66,19,52,179,84,38,65,89,70,52,53
29,North Lawndale,905,280,566,228,0,43,0,43,0,43,0,43,14,44,0,43,0,43,14,44,517,224,0,43,130,104,387,201,0,43,0,43,0,43,0,43,517,224,457,204,0,43,130,104,327,185,60,81,0,43,0,43,60,81,0,43,0,43,0,43,0,43,35,59,0,43,16,53,19,48,339,122,17,52,0,43,0,43,17,52,34,69,0,43,18,55,16,45,280,103,0,43,97,73,183,78,7,44,0,43,0,43,7,44,273,102,173,81,0,43,44,55,129,73,100,87,0,43,53,64,47,55,0,43,0,43,0,43,0,43,8,43,0,43,8,43,0,43
30,South Lawndale,30931,1474,17086,991,124,78,3,44,0,48,121,78,49,50,0,48,4,45,45,53,16877,990,153,110,5436,742,11288,716,47,67,14,52,0,48,33,64,16735,987,16280,972,133,106,5072,713,11075,712,455,238,6,47,350,222,99,82,95,82,0,48,14,53,81,79,36,55,7,47,0,48,29,54,13845,776,51,63,0,48,0,48,51,63,35,56,0,48,10,49,25,50,13746,778,95,74,3825,607,9826,620,116,97,0,48,0,48,116,97,13556,772,13195,766,95,74,3681,604,9419,609,361,187,0,48,144,103,217,121,74,69,0,48,0,48,74,69,13,49,0,48,4,47,9,49
31,Lower West Side,15477,1088,8755,788,47,46,0,42,15,43,32,44,219,211,51,83,132,139,36,52,8463,766,48,62,2732,538,5683,529,2,40,0,42,0,42,2,40,8371,767,8274,764,48,62,2634,534,5592,528,97,62,0,42,66,54,31,51,90,71,0,42,32,43,58,61,26,50,0,42,4,41,22,51,6722,530,91,73,0,42,5,41,86,72,155,73,25,43,4,41,126,72,6461,525,54,72,1681,326,4726,469,55,86,0,42,55,86,0,42,6326,515,6236,514,54,72,1599,312,4583,463,90,68,0,42,21,51,69,61,80,62,0,42,6,40,74,61,15,44,0,42,15,44,0,42
32,Loop,5183,696,2457,427,402,150,33,38,226,121,143,81,1495,356,141,117,625,236,729,261,386,168,0,30,171,113,215,123,27,41,0,30,0,30,27,41,306,148,203,124,0,30,102,107,101,73,103,120,0,30,55,91,48,79,53,70,0,30,14,34,39,68,174,101,43,74,55,49,76,59,2726,447,434,168,48,46,120,105,266,134,1726,362,205,124,770,261,751,214,311,168,12,36,125,108,174,124,81,86,12,36,8,29,61,84,125,108,125,108,0,30,88,104,37,39,0,30,0,30,0,30,0,30,105,97,0,30,29,42,76,89,255,158,43,74,96,87,116,77
33,Near South Side,3940,687,1875,444,341,142,33,56,83,66,225,121,1114,362,32,54,487,256,595,256,114,90,0,24,42,54,72,74,10,26,0,24,0,24,10,26,47,69,41,69,0,24,0,24,41,69,6,24,0,24,0,24,6,24,57,54,0,24,42,54,15,29,306,227,38,63,107,104,161,104,2065,491,350,169,0,24,134,103,216,113,1297,427,151,143,430,187,716,334,269,172,26,40,79,93,164,140,29,31,0,24,0,24,29,31,62,64,55,62,0,24,35,57,20,27,7,25,0,24,0,24,7,25,178,148,26,40,44,55,108,136,149,91,0,24,65,43,84,81
34,Armour Square,7267,660,3576,439,18,23,0,27,1,22,17,28,3256,446,256,149,1275,413,1725,228,278,236,138,209,52,50,88,75,16,35,0,27,16,35,0,27,209,215,43,47,0,27,23,43,20,34,166,211,138,209,0,27,28,41,53,71,0,27,13,31,40,66,24,34,0,27,1,25,23,36,3691,393,23,43,0,27,0,27,23,43,3428,356,142,100,1186,245,2100,294,236,154,70,96,35,52,131,102,0,27,0,27,0,27,0,27,206,142,47,59,0,27,0,27,47,59,159,131,70,96,5,26,84,87,30,53,0,27,30,53,0,27,4,26,0,27,0,27,4,26
35,Douglas,3194,573,1860,392,77,66,4,34,35,48,38,56,1304,293,361,204,723,198,220,93,226,156,15,38,63,66,148,119,57,71,8,35,0,35,49,70,162,147,162,147,7,36,63,66,92,101,0,35,0,35,0,35,0,35,7,36,0,35,0,35,7,36,253,192,24,50,140,169,89,71,1334,293,118,76,3,34,44,56,71,59,831,243,175,104,538,209,118,64,120,74,7,36,43,54,70,57,35,45,0,35,0,35,35,45,47,57,43,57,0,35,22,47,21,48,4,34,0,35,4,34,0,35,38,53,7,36,17,44,14,36,265,128,0,35,179,105,86,73
36,Oakland,335,155,150,91,0,19,0,19,0,19,0,19,4,17,0,19,4,17,0,19,31,41,0,19,0,19,31,41,0,19,0,19,0,19,0,19,31,41,23,40,0,19,0,19,23,40,8,20,0,19,0,19,8,20,0,19,0,19,0,19,0,19,115,83,11,24,72,57,32,37,185,100,17,31,0,19,17,31,0,19,53,64,0,19,3,16,50,64,31,36,0,19,0,19,31,36,0,19,0,19,0,19,0,19,31,36,0,19,0,19,0,19,0,19,31,36,0,19,0,19,31,36,0,19,0,19,0,19,0,19,84,72,18,36,42,37,24,33
37,Fuller Park,159,102,78,51,0,16,0,16,0,16,0,16,11,19,0,16,0,16,11,19,33,39,0,16,14,25,19,20,0,16,0,16,0,16,0,16,33,39,33,39,0,16,14,25,19,20,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,34,54,0,16,34,54,0,16,81,58,5,14,0,16,5,14,0,16,0,16,0,16,0,16,0,16,43,51,0,16,34,41,9,19,0,16,0,16,0,16,0,16,43,51,43,51,0,16,34,41,9,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,33,53,0,16,33,53,0,16
38,Grand Boulevard,599,184,314,113,45,58,0,43,10,44,35,57,65,62,0,43,24,48,41,58,141,80,7,43,33,53,101,72,70,58,7,43,33,53,30,48,71,67,44,61,0,43,0,43,44,61,27,50,0,43,0,43,27,50,0,43,0,43,0,43,0,43,63,62,0,43,22,50,41,56,285,119,81,66,10,45,34,57,37,49,8,43,0,43,0,43,8,43,145,95,17,54,6,43,122,83,73,68,17,54,6,43,50,50,72,79,72,79,0,43,0,43,72,79,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,51,56,6,42,21,54,24,46
39,Kenwood,2159,359,940,210,216,112,49,77,44,40,123,76,356,127,17,37,201,97,138,81,168,110,13,34,34,61,121,95,4,30,0,31,0,31,4,30,68,70,68,70,0,31,22,59,46,49,0,31,0,31,0,31,0,31,96,90,13,34,12,36,71,86,200,80,0,31,50,44,150,70,1219,247,216,76,0,31,102,56,114,60,512,167,0,31,258,116,254,118,191,106,29,42,64,75,98,90,93,68,0,31,39,69,54,67,16,34,16,34,15,35,1,29,0,31,0,31,0,31,0,31,0,31,82,78,14,35,24,39,44,70,300,127,14,37,162,85,124,71
40,Washington Park,113,69,48,41,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,26,37,0,27,1,25,25,39,12,36,0,27,0,27,12,36,1,25,0,27,0,27,0,27,0,27,1,25,0,27,1,25,0,27,13,29,0,27,0,27,13,29,22,32,0,27,0,27,22,32,65,52,0,27,0,27,0,27,0,27,9,28,0,27,0,27,9,28,31,44,0,27,0,27,31,44,0,27,0,27,0,27,0,27,7,29,0,27,0,27,0,27,0,27,7,29,0,27,0,27,7,29,24,43,0,27,0,27,24,43,25,36,0,27,0,27,25,36
41,Hyde Park,4542,509,2168,308,528,129,51,44,205,85,272,97,913,200,67,49,457,146,389,133,371,170,24,42,198,125,149,84,12,38,0,38,0,38,12,38,256,154,234,152,10,40,153,116,71,65,22,42,5,39,2,37,15,43,103,69,9,39,43,58,51,53,356,125,29,51,102,70,225,102,2374,318,612,172,17,37,202,87,393,132,1169,230,41,48,592,172,536,148,313,115,34,46,149,89,130,72,69,70,7,38,41,68,21,42,140,79,104,71,0,38,64,60,40,53,36,45,5,39,0,38,31,44,104,59,22,43,44,51,38,43,280,116,7,38,134,73,139,85
