area_id,area_name,b10051b001,b10051b001_moe,b10051b002,b10051b002_moe,b10051b003,b10051b003_moe,b10051b004,b10051b004_moe,b10051b005,b10051b005_moe,b10051b006,b10051b006_moe,b10051b007,b10051b007_moe
65,West Lawn,77,79,24,34,24,34,0,34,53,79,31,49,22,48
66,Chicago Lawn,2114,357,1030,266,751,233,279,120,1084,252,678,224,406,138
67,West Englewood,1880,275,1004,210,574,158,430,141,876,182,466,124,410,134
68,Englewood,1585,279,809,202,553,168,256,101,776,188,574,164,202,87
69,Greater Grand Crossing,1482,275,747,205,359,144,388,139,735,183,424,149,311,114
70,Ashburn,811,256,398,193,319,185,79,63,413,165,200,125,213,115
71,Auburn Gresham,2283,367,1020,240,482,173,538,157,1263,274,640,183,623,186
72,Beverly,376,194,200,141,98,90,102,107,176,131,69,91,107,100
73,Washington Heights,1226,228,484,151,150,82,334,128,742,175,320,127,422,116
74,Mount Greenwood,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,598,206,183,112,105,83,78,67,415,167,161,102,254,129
76,O'Hare,0,38,0,38,0,38,0,38,0,38,0,38,0,38
77,Edgewater,37,56,14,53,0,48,14,53,23,52,1,48,22,53
