area_id,area_name,b19037f001,b19037f001_moe,b19037f002,b19037f002_moe,b19037f003,b19037f003_moe,b19037f004,b19037f004_moe,b19037f005,b19037f005_moe,b19037f006,b19037f006_moe,b19037f007,b19037f007_moe,b19037f008,b19037f008_moe,b19037f009,b19037f009_moe,b19037f010,b19037f010_moe,b19037f011,b19037f011_moe,b19037f012,b19037f012_moe,b19037f013,b19037f013_moe,b19037f014,b19037f014_moe,b19037f015,b19037f015_moe,b19037f016,b19037f016_moe,b19037f017,b19037f017_moe,b19037f018,b19037f018_moe,b19037f019,b19037f019_moe,b19037f020,b19037f020_moe,b19037f021,b19037f021_moe,b19037f022,b19037f022_moe,b19037f023,b19037f023_moe,b19037f024,b19037f024_moe,b19037f025,b19037f025_moe,b19037f026,b19037f026_moe,b19037f027,b19037f027_moe,b19037f028,b19037f028_moe,b19037f029,b19037f029_moe,b19037f030,b19037f030_moe,b19037f031,b19037f031_moe,b19037f032,b19037f032_moe,b19037f033,b19037f033_moe,b19037f034,b19037f034_moe,b19037f035,b19037f035_moe,b19037f036,b19037f036_moe,b19037f037,b19037f037_moe,b19037f038,b19037f038_moe,b19037f039,b19037f039_moe,b19037f040,b19037f040_moe,b19037f041,b19037f041_moe,b19037f042,b19037f042_moe,b19037f043,b19037f043_moe,b19037f044,b19037f044_moe,b19037f045,b19037f045_moe,b19037f046,b19037f046_moe,b19037f047,b19037f047_moe,b19037f048,b19037f048_moe,b19037f049,b19037f049_moe,b19037f050,b19037f050_moe,b19037f051,b19037f051_moe,b19037f052,b19037f052_moe,b19037f053,b19037f053_moe,b19037f054,b19037f054_moe,b19037f055,b19037f055_moe,b19037f056,b19037f056_moe,b19037f057,b19037f057_moe,b19037f058,b19037f058_moe,b19037f059,b19037f059_moe,b19037f060,b19037f060_moe,b19037f061,b19037f061_moe,b19037f062,b19037f062_moe,b19037f063,b19037f063_moe,b19037f064,b19037f064_moe,b19037f065,b19037f065_moe,b19037f066,b19037f066_moe,b19037f067,b19037f067_moe,b19037f068,b19037f068_moe,b19037f069,b19037f069_moe
11,Jefferson Park,505,178,16,38,0,29,0,29,0,29,0,29,0,29,0,29,0,29,16,38,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,317,150,0,29,11,32,0,29,26,47,15,38,33,60,0,29,0,29,35,62,62,83,10,32,98,96,27,48,0,29,0,29,0,29,139,98,0,29,0,29,0,29,24,48,0,29,0,29,0,29,10,33,16,38,0,29,14,35,14,36,0,29,42,68,19,37,0,29,33,35,0,29,0,29,0,29,0,29,9,31,0,29,0,29,0,29,10,31,0,29,0,29,14,32,0,29,0,29,0,29,0,29
12,Forest Glen,292,118,17,39,0,29,17,39,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,178,96,0,29,17,37,0,29,0,29,48,59,53,61,21,42,0,29,0,29,0,29,24,47,0,29,0,29,15,34,0,29,0,29,67,65,17,39,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,24,48,0,29,0,29,0,29,0,29,26,40,30,55,0,29,0,29,30,55,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
13,North Park,596,183,30,53,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,30,53,0,27,0,27,0,27,298,141,49,64,46,60,76,72,0,27,0,27,0,27,0,27,0,27,14,33,36,56,48,63,0,27,0,27,29,39,0,27,0,27,187,108,0,27,0,27,0,27,0,27,55,71,15,32,34,59,35,50,0,27,0,27,0,27,18,38,20,41,10,30,0,27,0,27,81,75,30,53,0,27,0,27,51,60,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
14,Albany Park,4450,425,201,114,0,45,0,45,21,55,41,63,38,73,11,47,0,45,17,51,0,45,0,45,0,45,35,58,38,60,0,45,0,45,0,45,2810,390,96,85,98,83,255,137,198,129,349,161,35,71,170,124,197,120,230,141,186,110,484,202,250,116,144,103,78,78,40,61,0,45,1341,266,52,78,111,84,54,72,231,133,66,77,31,52,86,79,93,97,82,77,137,98,132,96,129,100,34,50,31,53,52,56,20,49,98,83,0,45,14,47,0,45,18,51,0,45,0,45,27,60,0,45,0,45,0,45,8,44,31,65,0,45,0,45,0,45,0,45
15,Portage Park,4164,427,250,134,16,52,0,47,0,47,0,47,0,47,103,100,40,64,0,47,24,60,0,47,0,47,37,71,30,59,0,47,0,47,0,47,2218,352,62,78,102,95,132,92,81,92,98,85,220,133,72,80,254,133,269,138,150,110,235,116,284,130,113,91,84,97,62,72,0,47,1481,272,159,120,35,64,36,72,48,68,8,46,143,100,76,84,172,111,0,47,47,61,293,128,296,129,123,95,30,53,15,52,0,47,215,131,78,99,0,47,0,47,46,74,0,47,0,47,17,53,0,47,0,47,37,74,0,47,15,52,15,48,7,47,0,47,0,47
16,Irving Park,3533,421,112,97,37,74,0,47,0,47,0,47,8,48,0,47,20,49,0,47,0,47,28,64,0,47,0,47,0,47,19,55,0,47,0,47,2207,371,31,70,214,130,159,117,135,104,184,123,146,108,162,111,258,149,162,104,170,109,160,121,213,122,98,79,79,91,36,74,0,47,984,247,33,59,94,93,46,67,0,47,84,100,18,54,67,85,18,50,0,47,89,75,199,124,194,116,54,77,6,45,55,74,27,62,230,107,0,47,18,54,42,71,9,46,19,54,27,56,0,47,0,47,0,47,85,77,0,47,0,47,12,49,0,47,18,54,0,47
17,Dunning,817,201,19,48,0,40,0,40,19,48,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,282,121,4,39,20,44,9,39,0,40,0,40,22,54,0,40,0,40,59,67,43,67,34,66,55,57,0,40,36,48,0,40,0,40,495,174,0,40,0,40,0,40,0,40,15,45,23,49,17,47,38,63,29,49,18,46,106,79,127,88,31,62,91,108,0,40,0,40,21,39,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,6,38,11,41,4,40,0,40,0,40,0,40
18,Montclare,914,185,20,35,0,23,20,35,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,586,161,31,52,33,42,0,23,0,23,30,33,29,49,58,59,58,67,39,48,84,77,78,68,68,65,63,67,15,21,0,23,0,23,282,132,74,75,11,23,32,54,16,32,29,38,0,23,0,23,0,23,0,23,16,31,30,37,39,41,8,23,13,26,0,23,14,30,26,24,5,18,12,23,0,23,0,23,0,23,0,23,9,22,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
19,Belmont Cragin,9437,537,241,112,34,56,32,66,20,59,5,52,0,52,51,68,40,68,0,52,7,53,24,64,28,58,0,52,0,52,0,52,0,52,0,52,4989,468,293,141,287,153,315,140,369,151,423,157,392,159,498,168,396,147,252,125,547,184,439,158,392,137,269,125,99,78,18,58,0,52,3612,391,254,132,111,85,165,96,111,85,237,118,305,135,220,119,159,95,255,137,391,142,520,179,317,125,300,130,141,86,126,100,0,52,595,171,47,68,10,54,57,72,47,60,67,82,0,52,37,64,48,73,52,78,26,53,51,78,0,52,116,94,25,64,12,55,0,52
20,Hermosa,3862,312,141,82,0,29,0,29,14,34,11,33,42,49,38,54,0,29,0,29,5,33,0,29,16,34,15,37,0,29,0,29,0,29,0,29,1919,280,48,46,84,71,123,76,100,71,239,122,146,82,184,100,112,67,132,88,153,100,268,111,171,94,61,74,73,75,25,40,0,29,1389,225,131,87,42,50,91,84,80,56,102,70,140,77,43,54,39,48,38,43,144,90,186,93,208,109,97,71,19,34,29,42,0,29,413,151,24,39,112,84,33,44,45,61,31,42,0,29,87,82,7,29,0,29,46,47,28,42,0,29,0,29,0,29,0,29,0,29
21,Avondale,1773,291,105,69,0,38,24,54,0,38,10,40,18,45,11,40,0,38,14,37,0,38,0,38,28,46,0,38,0,38,0,38,0,38,0,38,1009,229,43,59,63,59,25,45,66,69,20,40,54,52,35,68,80,65,136,98,77,81,173,99,97,79,81,80,59,63,0,38,0,38,574,178,19,46,0,38,40,50,16,45,35,48,19,47,51,66,79,92,49,70,17,41,87,69,85,74,17,48,52,70,8,39,0,38,85,80,61,77,0,38,0,38,12,41,0,38,2,41,0,38,0,38,0,38,10,40,0,38,0,38,0,38,0,38,0,38,0,38
22,Logan Square,1800,267,139,86,3,56,20,65,0,57,18,59,0,57,16,61,0,57,23,61,0,57,12,59,29,69,10,58,4,57,0,57,4,56,0,57,736,174,25,64,34,69,41,67,67,75,58,73,0,57,45,65,50,69,47,69,98,74,110,92,72,77,44,67,32,62,5,57,8,58,681,171,100,83,39,65,6,58,5,57,14,60,91,86,19,59,29,64,48,74,87,85,111,83,86,83,28,66,0,57,0,57,18,64,244,111,58,76,55,76,19,59,0,57,30,60,25,68,18,63,8,58,12,59,19,62,0,57,0,57,0,57,0,57,0,57,0,57
23,Humboldt Park,4134,393,152,94,10,52,0,51,25,62,26,64,21,59,13,53,0,51,0,51,31,63,0,51,26,57,0,51,0,51,0,51,0,51,0,51,1746,290,371,139,75,78,144,119,65,67,129,101,80,68,77,77,76,73,100,82,173,95,231,105,159,98,24,57,32,62,10,51,0,51,1849,271,249,113,94,72,114,81,69,65,62,72,115,91,143,100,190,112,42,53,185,113,290,134,132,84,51,68,86,79,27,57,0,51,387,133,179,99,13,53,24,55,20,53,29,52,27,59,0,51,30,60,0,51,0,51,37,74,28,57,0,51,0,51,0,51,0,51
24,West Town,2540,331,111,90,0,62,29,78,15,66,0,62,5,62,14,62,15,67,0,62,0,62,0,62,9,63,0,62,24,70,0,62,0,62,0,62,1138,242,63,75,47,68,20,66,121,96,17,67,43,76,102,96,21,67,65,82,194,121,150,118,130,97,30,70,77,83,19,69,39,76,797,193,80,77,13,63,0,62,0,62,22,70,37,68,40,74,149,106,20,64,77,89,150,100,122,88,31,72,16,64,21,65,19,68,494,143,167,113,54,73,107,92,57,71,31,67,0,62,0,62,10,62,24,65,18,62,0,62,26,64,0,62,0,62,0,62,0,62
25,Austin,940,195,28,66,15,64,0,61,0,61,0,61,0,61,13,63,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,511,148,45,74,21,68,65,93,19,63,13,64,56,88,0,61,61,78,41,74,23,64,59,81,69,83,11,63,28,66,0,61,0,61,348,141,45,77,14,65,0,61,0,61,14,62,35,65,0,61,0,61,27,65,7,62,47,73,101,96,0,61,0,61,42,90,16,64,53,77,28,74,10,62,0,61,15,63,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61
26,West Garfield Park,17,37,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,10,37,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,10,37,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,7,35,0,35,0,35,0,35,0,35,0,35,7,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,50,57,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,50,57,0,38,0,38,0,38,7,39,0,38,0,38,7,38,0,38,0,38,0,38,28,56,4,37,4,37,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,676,181,98,89,4,51,0,52,0,52,22,55,0,52,8,52,0,52,24,64,0,52,0,52,0,52,40,76,0,52,0,52,0,52,0,52,307,129,62,81,0,52,39,67,12,54,41,64,0,52,0,52,16,53,0,52,33,66,18,54,64,80,18,57,4,51,0,52,0,52,239,102,44,71,11,53,0,52,36,68,15,53,0,52,3,51,8,53,9,53,0,52,12,54,11,53,42,63,26,65,14,55,8,53,32,66,0,52,0,52,4,51,0,52,0,52,0,52,28,66,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52
29,North Lawndale,271,101,14,43,0,43,9,44,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,5,42,0,43,0,43,0,43,0,43,0,43,93,65,0,43,9,43,0,43,0,43,0,43,0,43,22,47,0,43,11,45,15,45,24,55,0,43,12,45,0,43,0,43,0,43,148,91,27,58,0,43,13,46,0,43,4,42,0,43,0,43,25,57,0,43,8,43,28,58,43,51,0,43,0,43,0,43,0,43,16,44,9,44,0,43,0,43,7,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
30,South Lawndale,3549,385,262,126,29,57,7,49,0,48,9,49,29,57,62,77,20,57,31,67,46,71,0,48,29,52,0,48,0,48,0,48,0,48,0,48,1862,303,47,65,209,111,115,83,309,131,189,107,163,106,181,102,118,80,113,89,133,88,56,71,199,120,6,49,24,53,0,48,0,48,1137,221,45,54,106,88,40,60,107,94,44,62,59,62,119,91,67,63,73,67,129,93,102,74,102,80,110,77,23,52,4,48,7,48,288,118,43,62,33,59,64,73,0,48,0,48,23,54,45,63,5,47,20,52,0,48,16,48,39,67,0,48,0,48,0,48,0,48
31,Lower West Side,4659,416,276,109,44,55,0,42,22,48,18,49,24,46,0,42,29,49,19,49,37,56,12,43,33,51,38,58,0,42,0,42,0,42,0,42,2377,289,74,66,156,87,214,100,258,119,202,101,259,105,216,96,147,84,190,94,161,88,257,123,111,71,88,79,6,41,25,57,13,44,1490,261,174,94,70,65,140,92,28,50,24,47,85,72,163,102,134,74,64,63,178,103,146,78,129,80,71,60,74,75,10,41,0,42,516,155,80,76,90,83,90,75,76,58,12,42,29,60,50,59,4,41,0,42,21,48,48,54,16,47,0,42,0,42,0,42,0,42
32,Loop,174,115,82,93,76,92,0,30,0,30,0,30,0,30,0,30,6,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,92,84,36,62,0,30,0,30,0,30,0,30,0,30,0,30,14,34,0,30,0,30,0,30,0,30,0,30,0,30,0,30,42,59,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30
33,Near South Side,283,206,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,238,194,0,24,0,24,0,24,0,24,0,24,0,24,13,26,0,24,0,24,0,24,52,48,37,61,136,178,0,24,0,24,0,24,45,69,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,45,69,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
34,Armour Square,73,60,9,29,0,27,0,27,0,27,0,27,0,27,9,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,53,56,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,26,45,0,27,27,42,0,27,0,27,0,27,0,27,11,31,11,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
35,Douglas,106,72,21,41,6,34,0,35,0,35,0,35,0,35,15,41,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,74,66,8,35,0,35,0,35,0,35,7,35,0,35,0,35,0,35,0,35,0,35,0,35,36,55,0,35,0,35,23,48,0,35,11,37,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,11,37,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35,0,35
36,Oakland,60,56,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,37,44,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,17,31,0,19,0,19,20,34,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,23,40,0,19,0,19,0,19,23,40,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,36,39,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,36,39,0,16,6,15,0,16,0,16,20,34,0,16,0,16,0,16,0,16,0,16,0,16,10,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,177,87,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,153,82,0,43,0,43,11,45,0,43,0,43,0,43,0,43,0,43,27,56,0,43,0,43,102,67,0,43,0,43,13,45,0,43,24,50,17,50,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,7,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
39,Kenwood,25,41,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,4,30,0,31,0,31,0,31,0,31,0,31,0,31,4,30,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,21,42,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,21,42,0,31
40,Washington Park,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,115,75,13,42,0,38,0,38,0,38,0,38,13,42,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,98,72,0,38,0,38,5,37,10,41,50,58,0,38,33,54,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,4,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,4,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
