area_id,area_name,b16005b001,b16005b001_moe,b16005b002,b16005b002_moe,b16005b003,b16005b003_moe,b16005b004,b16005b004_moe,b16005b005,b16005b005_moe,b16005b006,b16005b006_moe,b16005b007,b16005b007_moe,b16005b008,b16005b008_moe,b16005b009,b16005b009_moe,b16005b010,b16005b010_moe,b16005b011,b16005b011_moe
20,Hermosa,263,168,263,168,233,157,30,42,30,42,0,29,0,29,0,29,0,29,0,29,0,29
21,Avondale,1342,453,1079,399,1011,394,68,67,68,67,0,38,263,188,125,87,138,170,37,49,101,167
22,Logan Square,4781,747,4427,741,4196,729,231,108,148,92,83,80,354,160,84,82,270,149,227,142,43,66
23,Humboldt Park,21468,1600,21114,1572,20428,1535,686,281,622,264,64,67,354,179,44,65,310,174,162,140,148,112
24,West Town,7027,930,6598,924,6292,915,306,121,259,110,47,77,429,176,198,129,231,134,133,101,98,86
25,Austin,79162,2430,78604,2414,77623,2404,981,304,856,292,125,96,558,278,162,125,396,248,135,107,261,224
26,West Garfield Park,17077,1168,17058,1166,16988,1167,70,74,57,73,13,38,19,39,0,35,19,39,19,39,0,35
27,East Garfield Park,18246,1228,17978,1229,17732,1234,246,124,188,114,58,58,268,144,141,119,127,83,96,77,31,49
28,Near West Side,16563,1144,16165,1121,15822,1110,343,144,251,120,92,86,398,168,281,143,117,82,77,60,40,59
29,North Lawndale,30450,1647,30399,1648,30131,1647,268,121,240,118,28,51,51,61,20,52,31,54,23,48,8,43
30,South Lawndale,7892,583,7729,568,7636,565,93,78,88,77,5,45,163,124,28,52,135,121,33,51,102,121
31,Lower West Side,1175,311,1163,310,1007,295,156,103,152,103,4,41,12,45,0,42,12,45,12,45,0,42
32,Loop,3038,665,2869,652,2634,627,235,207,227,213,8,32,169,133,39,45,130,127,130,127,0,30
33,Near South Side,5379,664,5101,647,4989,632,112,99,102,98,10,24,278,220,156,149,122,97,108,87,14,29
34,Armour Square,1619,304,1614,305,1554,304,60,55,56,53,4,26,5,23,0,27,5,23,5,23,0,27
35,Douglas,12938,731,12368,715,11930,731,438,179,299,137,139,93,570,249,112,80,458,239,280,198,178,128
36,Oakland,5383,481,5156,459,5080,466,76,50,45,43,31,29,227,137,22,27,205,136,103,89,102,79
37,Fuller Park,2534,470,2467,467,2464,468,3,13,0,16,3,13,67,106,0,16,67,106,34,54,33,53
38,Grand Boulevard,19580,980,19324,977,19048,978,276,116,170,95,106,72,256,104,106,63,150,87,139,82,11,45
39,Kenwood,12086,822,11599,821,11254,818,345,165,279,147,66,83,487,170,43,41,444,168,354,149,90,73
40,Washington Park,9965,740,9887,735,9699,730,188,110,103,66,85,75,78,52,30,33,48,46,36,39,12,36
41,Hyde Park,8524,654,8143,638,7955,626,188,98,144,85,44,62,381,159,97,98,284,131,219,109,65,58
42,Woodlawn,20066,1134,19728,1133,19190,1130,538,160,353,128,185,85,338,172,78,70,260,145,202,130,58,54
43,South Shore,42007,1825,40816,1806,39941,1821,875,318,558,197,317,248,1191,377,329,144,862,346,624,253,238,163
44,Chatham,30305,1488,30084,1495,29587,1514,497,201,387,159,110,125,221,128,81,68,140,114,118,108,22,49
45,Avalon Park,8969,687,8827,683,8648,674,179,109,147,100,32,53,142,86,46,33,96,86,51,51,45,43
46,South Chicago,20018,1337,18951,1289,18192,1299,759,258,539,229,220,117,1067,433,214,194,853,384,418,169,435,349
47,Burnside,3294,627,3194,623,3184,624,10,18,10,18,0,11,100,88,46,57,54,59,29,35,25,51
48,Calumet Heights,13008,748,12355,723,12013,714,342,182,291,176,51,62,653,334,182,111,471,287,331,233,140,91
49,Roseland,41428,1519,40961,1523,40535,1523,426,150,300,125,126,89,467,185,406,176,61,56,53,54,8,43
50,Pullman,5608,495,5596,495,5564,493,32,38,0,19,32,38,12,25,12,25,0,19,0,19,0,19
51,South Deering,9705,772,9527,777,9439,773,88,60,76,57,12,28,178,100,47,40,131,93,79,77,52,52
52,East Side,618,277,569,273,546,273,23,40,23,40,0,29,49,54,0,29,49,54,22,36,27,50
53,West Pullman,27004,1529,26763,1550,26557,1549,206,103,137,94,69,58,241,169,169,115,72,88,66,76,6,43
54,Riverdale,6094,664,6094,664,5979,665,115,101,76,67,39,48,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,1092,612,1092,612,1052,598,40,67,40,67,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,2065,434,2065,434,1959,408,106,93,99,89,7,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,163,163,163,163,163,163,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,484,225,484,225,390,183,94,107,94,107,0,43,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,458,252,458,252,397,218,61,66,61,66,0,25,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,581,175,558,170,538,169,20,38,10,38,10,36,23,44,4,35,19,45,0,37,19,45
61,New City,11702,1269,11558,1265,11347,1256,211,108,205,109,6,47,144,91,46,55,98,83,34,60,64,73
62,West Elsdon,460,292,257,209,211,201,46,60,34,44,12,31,203,213,31,44,172,203,163,197,9,31
63,Gage Park,1783,411,1750,408,1691,406,59,51,56,49,3,40,33,43,7,39,26,45,21,45,5,40
64,Clearing,144,119,138,119,130,119,8,32,8,32,0,31,6,32,0,31,6,32,0,31,6,32
65,West Lawn,947,268,882,263,875,263,7,34,7,34,0,34,65,59,55,58,10,35,10,35,0,34
66,Chicago Lawn,26385,1584,26154,1585,25895,1578,259,147,138,71,121,133,231,128,49,68,182,116,90,79,92,77
67,West Englewood,31162,1425,30897,1427,30687,1427,210,90,139,73,71,62,265,135,172,103,93,93,84,89,9,49
68,Englewood,25789,1366,25671,1362,25489,1360,182,99,153,94,29,43,118,101,39,57,79,77,79,77,0,36
69,Greater Grand Crossing,29504,1404,29194,1417,28815,1420,379,155,272,137,107,81,310,186,91,93,219,120,114,75,105,101
70,Ashburn,20855,1367,20485,1368,20199,1369,286,119,206,97,80,71,370,166,157,118,213,116,146,105,67,61
71,Auburn Gresham,45496,1727,45210,1717,44733,1703,477,162,344,130,133,89,286,157,74,66,212,150,78,74,134,112
72,Beverly,6967,683,6842,687,6726,684,116,62,46,39,70,53,125,92,59,59,66,75,66,75,0,29
73,Washington Heights,24140,1059,24011,1059,23514,1096,497,333,394,327,103,71,129,80,97,70,32,48,25,43,7,34
74,Mount Greenwood,857,282,805,267,707,210,98,122,13,30,85,122,52,54,44,50,8,27,8,27,0,25
75,Morgan Park,13933,1024,13760,994,13631,991,129,85,91,56,38,69,173,120,81,58,92,108,79,106,13,36
76,O'Hare,200,125,182,122,182,122,0,38,0,38,0,38,18,46,18,46,0,38,0,38,0,38
77,Edgewater,7932,845,5274,662,5139,657,135,103,118,98,17,50,2658,555,516,298,2142,474,1389,351,753,356
