area_id,area_name,b08105i001,b08105i001_moe,b08105i002,b08105i002_moe,b08105i003,b08105i003_moe,b08105i004,b08105i004_moe,b08105i005,b08105i005_moe,b08105i006,b08105i006_moe,b08105i007,b08105i007_moe
67,West Englewood,354,199,234,147,82,90,37,55,1,47,0,48,0,48
68,Englewood,40,59,0,36,13,40,27,57,0,36,0,36,0,36
69,Greater Grand Crossing,114,84,27,48,0,38,69,67,10,40,8,39,0,38
70,Ashburn,5369,599,3763,467,807,248,654,190,62,59,12,43,71,71
71,Auburn Gresham,141,99,82,82,0,46,59,71,0,46,0,46,0,46
72,Beverly,447,162,312,111,0,29,124,103,0,29,11,30,0,29
73,Washington Heights,44,47,35,45,0,33,9,34,0,33,0,33,0,33
74,Mount Greenwood,331,127,206,96,71,52,22,25,20,28,0,25,12,29
75,Morgan Park,133,69,122,67,0,31,8,32,3,30,0,31,0,31
76,O'Hare,869,272,707,293,80,86,64,68,0,38,0,38,18,47
77,Edgewater,4606,735,1710,397,400,188,1981,452,364,179,58,69,93,77
