area_id,area_name,b07013001,b07013001_moe,b07013002,b07013002_moe,b07013003,b07013003_moe,b07013004,b07013004_moe,b07013005,b07013005_moe,b07013006,b07013006_moe,b07013007,b07013007_moe,b07013008,b07013008_moe,b07013009,b07013009_moe,b07013010,b07013010_moe,b07013011,b07013011_moe,b07013012,b07013012_moe,b07013013,b07013013_moe,b07013014,b07013014_moe,b07013015,b07013015_moe,b07013016,b07013016_moe,b07013017,b07013017_moe,b07013018,b07013018_moe
51,South Deering,16291,1033,9159,903,7132,1104,13544,1026,8751,906,4793,884,2495,719,369,274,2126,675,0,25,0,25,0,25,138,124,21,30,117,123,114,97,18,26,96,96
52,East Side,23137,1355,15819,1368,7318,1146,21010,1390,15484,1367,5526,1075,1967,622,280,206,1687,589,48,47,20,36,28,42,103,68,26,40,77,61,9,28,9,28,0,29
53,West Pullman,30308,1608,17628,1241,12680,1584,25268,1438,16599,1167,8669,1270,4427,1097,736,293,3691,1075,133,127,58,100,75,87,465,257,220,151,245,214,15,44,15,44,0,39
54,Riverdale,6721,710,642,195,6079,699,5504,689,642,195,4862,682,1045,439,0,16,1045,439,92,150,0,16,92,150,80,100,0,16,80,100,0,16,0,16,0,16
55,Hegewisch,10120,920,7227,879,2893,906,8632,797,7004,876,1628,497,1334,801,188,121,1146,805,0,19,0,19,0,19,139,142,20,35,119,140,15,25,15,25,0,19
56,Garfield Ridge,33578,1061,28620,1115,4958,886,30832,1133,27438,1120,3394,708,2222,589,879,308,1343,511,155,156,51,63,104,152,220,132,111,98,109,112,149,99,141,99,8,43
57,Archer Heights,13180,754,8750,921,4430,773,11915,792,8373,907,3542,702,1157,341,334,159,823,327,25,42,0,27,25,42,54,64,43,62,11,30,29,53,0,27,29,53
58,Brighton Park,43354,1798,20633,1713,22721,1778,37639,1851,19838,1670,17801,1651,5357,1146,675,329,4682,1086,127,110,23,47,104,108,132,108,18,52,114,104,99,81,79,75,20,51
59,McKinley Park,16214,915,9524,939,6690,828,14627,988,9005,921,5622,810,1402,346,440,177,962,323,115,77,65,57,50,52,34,32,0,25,34,32,36,47,14,32,22,40
60,Bridgeport,32002,1314,16840,1188,15162,1188,27287,1387,16011,1180,11276,1097,3504,601,684,240,2820,553,332,157,21,39,311,156,382,179,37,49,345,176,497,188,87,71,410,176
61,New City,41161,1844,17965,1406,23196,1833,35433,1817,17064,1367,18369,1700,5208,861,813,292,4395,834,131,113,20,47,111,112,339,155,68,72,271,144,50,92,0,47,50,92
62,West Elsdon,18679,1070,13837,1041,4842,912,16594,1071,13091,961,3503,854,1744,579,533,277,1211,504,10,31,10,31,0,27,180,174,99,132,81,126,151,111,104,85,47,80
63,Gage Park,38648,1707,23248,1706,15400,1652,34892,1756,22170,1684,12722,1591,3137,835,678,400,2459,734,82,75,42,60,40,60,181,159,90,75,91,157,356,244,268,231,88,73
64,Clearing,22391,945,17431,880,4960,833,20274,999,16858,880,3416,734,1602,484,514,239,1088,429,221,209,16,37,205,207,180,173,34,50,146,172,114,163,9,32,105,163
65,West Lawn,32449,1231,26340,1324,6109,1092,30143,1251,24873,1314,5270,986,1672,550,1189,469,483,304,28,44,28,44,0,34,289,388,11,35,278,388,317,204,239,181,78,99
66,Chicago Lawn,53472,2156,26846,1889,26626,2106,47625,2144,26385,1869,21240,1931,5695,1073,383,217,5312,1056,79,114,13,51,66,114,28,63,28,63,0,49,45,56,37,54,8,49
67,West Englewood,34459,1579,15580,1196,18879,1463,29038,1532,14778,1166,14260,1323,4738,836,700,279,4038,798,6,48,6,48,0,48,662,342,96,84,566,335,15,52,0,48,15,52
68,Englewood,28204,1484,8569,1013,19635,1427,23556,1378,8269,986,15287,1298,4348,834,219,145,4129,825,86,82,24,47,62,77,146,108,22,42,124,105,68,67,35,56,33,51
69,Greater Grand Crossing,31925,1481,11714,1041,20211,1395,26605,1356,11068,1011,15537,1264,4932,769,544,196,4388,747,113,133,48,58,65,122,275,168,54,55,221,163,0,38,0,38,0,38
70,Ashburn,41621,1529,36172,1642,5449,1087,39094,1532,34683,1635,4411,933,2336,845,1379,670,957,543,93,88,45,62,48,73,42,50,21,41,21,49,56,59,44,55,12,42
71,Auburn Gresham,48987,1847,24448,1529,24539,1668,42583,1835,23397,1479,19186,1608,5858,963,786,290,5072,909,95,79,52,62,43,67,422,168,201,105,221,137,29,52,12,46,17,52
72,Beverly,20942,802,17939,791,3003,558,19867,851,17338,792,2529,535,927,305,469,200,458,231,28,40,28,40,0,29,111,59,95,55,16,36,9,30,9,30,0,29
73,Washington Heights,25437,1113,17421,1072,8016,1035,23581,1156,16706,1058,6875,1016,1629,499,608,262,1021,418,76,99,10,35,66,99,114,83,60,51,54,73,37,52,37,52,0,33
74,Mount Greenwood,17723,765,16494,749,1229,374,17002,742,15965,733,1037,362,645,272,464,255,181,96,55,37,55,37,0,25,21,31,10,28,11,28,0,25,0,25,0,25
75,Morgan Park,21978,1035,17123,1020,4855,876,20459,1023,16481,1006,3978,787,1279,370,497,157,782,335,95,83,29,39,66,79,145,89,116,78,29,53,0,31,0,31,0,31
76,O'Hare,13403,1093,6496,900,6907,1144,11849,1126,6300,918,5549,1123,1073,339,185,157,888,308,92,89,0,38,92,89,211,126,11,41,200,124,178,198,0,38,178,198
77,Edgewater,51850,1600,21251,1372,30599,1595,42742,1688,20147,1325,22595,1535,6362,794,925,319,5437,750,507,196,17,55,490,194,1413,326,153,112,1260,304,826,382,9,49,817,382
