area_id,area_name,b06007001,b06007001_moe,b06007002,b06007002_moe,b06007003,b06007003_moe,b06007004,b06007004_moe,b06007005,b06007005_moe,b06007006,b06007006_moe,b06007007,b06007007_moe,b06007008,b06007008_moe,b06007009,b06007009_moe,b06007010,b06007010_moe,b06007011,b06007011_moe,b06007012,b06007012_moe,b06007013,b06007013_moe,b06007014,b06007014_moe,b06007015,b06007015_moe,b06007016,b06007016_moe,b06007017,b06007017_moe,b06007018,b06007018_moe,b06007019,b06007019_moe,b06007020,b06007020_moe,b06007021,b06007021_moe,b06007022,b06007022_moe,b06007023,b06007023_moe,b06007024,b06007024_moe,b06007025,b06007025_moe,b06007026,b06007026_moe,b06007027,b06007027_moe,b06007028,b06007028_moe,b06007029,b06007029_moe,b06007030,b06007030_moe,b06007031,b06007031_moe,b06007032,b06007032_moe,b06007033,b06007033_moe,b06007034,b06007034_moe,b06007035,b06007035_moe,b06007036,b06007036_moe,b06007037,b06007037_moe,b06007038,b06007038_moe,b06007039,b06007039_moe,b06007040,b06007040_moe
17,Dunning,39975,1178,18337,1114,7264,697,5055,591,2209,325,14374,1128,6606,735,7768,788,21479,1103,15464,1023,3448,486,3189,481,259,138,2567,394,2227,362,340,138,2392,339,1926,294,327,140,294,138,33,48,139,84,139,84,0,40,1110,283,227,121,637,214,507,197,130,68,246,144,108,84,138,100,14994,1051,720,185,2852,405,1065,228,1787,314,11422,980,4132,589,7290,748
18,Montclare,11473,771,3962,576,5138,697,3237,527,1901,403,2373,484,1054,340,1319,314,5720,604,2977,482,2236,411,1989,397,247,116,507,203,429,184,78,67,944,289,774,256,160,95,150,90,10,23,10,23,10,23,0,23,432,161,64,65,368,153,121,65,247,145,0,23,0,23,0,23,4377,579,147,87,2374,433,977,250,1397,313,1856,403,615,258,1241,304
19,Belmont Cragin,71416,2315,13861,1247,50219,2344,26563,1664,23656,1594,7336,864,2345,515,4991,662,33146,1694,10704,1085,21270,1422,18706,1389,2564,440,1172,305,921,267,251,129,3862,545,2166,389,1454,332,1139,290,315,158,242,126,137,100,105,95,4347,577,245,136,4053,557,1894,327,2159,432,49,63,26,62,23,54,30061,1687,746,206,23442,1579,4824,635,18618,1371,5873,717,1261,312,4612,627
20,Hermosa,23058,1119,3371,568,19186,1206,10461,886,8725,804,501,247,111,74,390,233,10577,822,2766,489,7773,732,6802,710,971,247,38,40,17,36,21,34,817,241,407,177,410,164,290,136,120,84,0,29,0,29,0,29,2779,556,82,86,2697,558,1244,337,1453,338,0,29,0,29,0,29,8885,957,116,74,8306,941,2125,406,6181,732,463,242,94,70,369,232
21,Avondale,38171,1732,12829,977,22010,1823,9843,1003,12167,1425,3332,564,1138,295,2194,439,17150,1100,8548,815,8037,888,6609,785,1428,409,565,180,432,165,133,85,3142,402,2838,386,251,120,187,102,64,71,53,51,46,51,7,38,1360,364,158,98,1145,347,619,224,526,211,57,66,30,53,27,55,16519,1436,1285,389,12577,1369,2428,442,10149,1239,2657,474,630,199,2027,399
22,Logan Square,68556,1822,39393,1413,26391,1696,11861,1007,14530,1261,2772,425,1965,307,807,288,32441,1411,22195,1241,9650,923,7099,774,2551,475,596,160,541,151,55,75,15884,812,14526,777,997,241,749,208,248,124,361,113,317,104,44,63,4452,515,687,196,3728,476,1385,270,2343,401,37,68,13,60,24,66,15779,1186,1985,366,12016,1112,2628,466,9388,976,1778,351,1094,239,684,256
23,Humboldt Park,49489,1958,27253,1729,21480,1493,12377,1002,9103,929,756,307,558,252,198,116,28721,1665,20161,1540,8361,807,7155,726,1206,350,199,126,178,105,21,59,7345,735,6105,663,1077,305,890,260,187,121,163,195,146,166,17,58,3900,537,551,262,3349,474,1791,329,1558,313,0,51,0,51,0,51,9523,1055,436,155,8693,1041,2541,474,6152,760,394,184,234,144,160,108
24,West Town,78857,1836,52595,1536,18428,1363,10646,1030,7782,841,7834,786,4650,566,3184,462,37000,1539,27841,1343,7616,851,6279,778,1337,359,1543,290,1390,281,153,83,24776,1034,22232,965,1675,331,1294,284,381,182,869,234,747,223,122,92,3674,497,473,140,2925,456,1357,286,1568,319,276,146,167,117,109,89,13407,974,2049,347,6212,728,1716,416,4496,591,5146,617,2346,380,2800,437
25,Austin,91600,2491,83018,2440,7038,986,4566,714,2472,553,1544,417,932,331,612,275,66783,2346,62940,2342,3497,612,3002,542,495,243,346,179,346,179,0,61,20065,1050,19621,1037,374,178,329,171,45,77,70,77,70,77,0,61,803,233,129,92,674,215,500,180,174,121,0,61,0,61,0,61,3949,717,328,155,2493,613,735,230,1758,539,1128,323,516,197,612,275
26,West Garfield Park,17630,1172,17380,1169,208,161,195,159,13,38,42,48,32,45,10,38,13820,1116,13686,1115,125,101,112,100,13,38,9,36,0,35,9,36,3693,419,3684,419,8,38,8,38,0,35,1,37,0,35,1,37,69,81,5,34,64,81,64,81,0,35,0,35,0,35,0,35,48,46,5,35,11,32,11,32,0,35,32,45,32,45,0,35
27,East Garfield Park,19390,1221,18623,1216,433,181,365,164,68,54,334,132,242,117,92,67,15539,1210,15178,1207,241,134,218,129,23,47,120,68,90,59,30,50,3329,361,3249,363,58,45,44,45,14,38,22,42,22,42,0,38,71,70,10,38,61,70,58,71,3,37,0,38,0,38,0,38,451,187,186,129,73,76,45,61,28,44,192,94,130,81,62,57
28,Near West Side,51247,1567,39787,1511,3354,517,2511,388,843,322,8106,748,5688,597,2418,472,27519,1372,24484,1307,1690,378,1338,275,352,273,1345,342,1089,289,256,131,14769,822,13426,762,522,163,427,148,95,80,821,218,753,213,68,65,612,199,191,102,274,146,204,105,70,77,147,106,147,106,0,52,8347,752,1686,332,868,202,542,159,326,128,5793,661,3699,486,2094,442
29,North Lawndale,33011,1667,31293,1641,1581,355,790,227,791,277,137,86,84,57,53,63,25576,1569,24901,1560,630,188,520,166,110,66,45,58,39,53,6,42,6489,560,6302,549,165,90,155,89,10,41,22,42,22,42,0,43,41,49,19,45,16,42,11,42,5,42,6,43,6,43,0,43,905,280,71,75,770,267,104,68,666,265,64,64,17,44,47,58
30,South Lawndale,64246,2092,12838,903,51126,2016,23006,1385,28120,1465,282,120,156,76,126,90,29344,1455,10352,796,18953,1228,16006,1159,2947,451,39,53,38,53,1,45,3498,504,2019,358,1460,345,1191,325,269,113,19,49,19,49,0,48,625,210,16,49,599,209,348,144,251,121,10,49,10,49,0,48,30779,1459,451,148,30114,1459,5461,601,24653,1314,214,108,89,63,125,90
31,Lower West Side,33635,1543,8004,781,24957,1489,11541,971,13416,1066,674,209,517,169,157,99,13922,979,4867,594,8836,834,7615,796,1221,260,219,109,209,109,10,41,3663,452,2306,368,1220,266,865,216,355,149,137,109,134,109,3,40,598,239,235,135,345,193,156,98,189,124,18,44,18,44,0,42,15452,1087,596,245,14556,1063,2905,424,11651,950,300,117,156,81,144,97
32,Loop,25310,1356,19108,1281,1366,398,1064,390,302,186,4836,663,3491,572,1345,348,9568,852,8625,809,306,217,306,217,0,30,637,221,549,203,88,82,10232,1046,9181,955,562,252,489,244,73,92,489,270,344,199,145,186,358,169,200,132,15,30,15,30,0,30,143,103,111,90,32,57,5152,692,1102,331,483,227,254,196,229,166,3567,596,2487,502,1080,310
33,Near South Side,18927,1005,13558,900,1229,464,1069,433,160,100,4140,698,3069,620,1071,353,8354,752,7168,728,498,222,408,192,90,81,688,257,625,248,63,67,6542,930,5740,852,435,358,435,358,0,24,367,150,363,149,4,18,125,78,82,70,29,36,29,36,0,24,14,26,14,26,0,24,3906,666,568,213,267,167,197,127,70,63,3071,605,2067,487,1004,353
34,Armour Square,13167,800,3979,525,665,401,481,298,184,123,8523,759,2499,505,6024,577,4548,573,2929,470,209,148,209,148,0,27,1410,344,1230,332,180,79,1138,236,775,185,29,35,29,35,0,27,334,145,254,129,80,83,214,139,103,117,4,26,4,26,0,27,107,74,66,65,41,41,7267,660,172,92,423,342,239,254,184,123,6672,626,949,279,5723,572
35,Douglas,18116,846,14392,785,568,207,318,112,250,170,3156,590,1911,447,1245,333,9985,686,9552,690,214,99,169,83,45,55,219,112,202,111,17,36,4767,427,4437,416,106,65,74,60,32,42,224,109,199,105,25,40,223,132,86,70,25,43,25,43,0,35,112,114,55,62,57,74,3141,561,317,124,223,169,50,49,173,159,2601,511,1455,389,1146,315
36,Oakland,5752,460,5306,450,163,99,60,57,103,65,283,148,174,98,109,82,4245,436,4178,436,58,44,18,29,40,39,9,16,5,18,4,17,1137,199,1090,195,24,33,24,33,0,19,23,31,16,29,7,20,35,39,0,19,35,39,18,28,17,31,0,19,0,19,0,19,335,155,38,36,46,49,0,19,46,49,251,144,153,95,98,79
37,Fuller Park,2717,483,2549,480,87,99,20,23,67,84,81,107,34,54,47,56,1965,472,1948,471,17,20,17,20,0,16,0,16,0,16,0,16,584,126,581,127,0,16,0,16,0,16,3,13,0,16,3,13,9,19,9,19,0,16,0,16,0,16,0,16,0,16,0,16,159,102,11,21,70,83,3,13,67,84,78,106,34,54,44,55
38,Grand Boulevard,21209,1018,20265,991,517,196,280,100,237,156,427,159,323,129,104,92,15722,919,15444,917,174,81,115,64,59,64,104,76,88,72,16,49,4786,442,4594,437,124,85,70,65,54,70,68,67,58,65,10,45,108,64,32,51,76,57,76,57,0,43,0,43,0,43,0,43,593,180,195,83,143,109,19,43,124,108,255,123,177,90,78,88
39,Kenwood,17013,854,14436,864,637,282,445,188,192,160,1940,337,1435,293,505,161,10066,791,9698,786,168,90,162,90,6,31,200,106,130,83,70,84,4622,433,4270,431,160,124,150,122,10,32,192,103,188,103,4,30,205,127,140,104,42,71,42,71,0,31,23,36,23,36,0,31,2120,352,328,122,267,170,91,75,176,158,1525,311,1094,255,431,142
40,Washington Park,10154,751,9860,736,219,113,115,72,104,81,75,69,54,64,21,37,8310,718,8186,716,111,63,54,48,57,48,13,30,13,30,0,27,1693,222,1620,216,61,51,33,41,28,40,12,30,12,30,0,27,38,46,24,30,14,36,14,36,0,27,0,27,0,27,0,27,113,69,30,33,33,51,14,29,19,39,50,45,29,38,21,37
41,Hyde Park,25305,1133,19847,1001,1235,398,848,259,387,195,4223,520,3093,421,1130,262,10473,697,9612,661,382,187,316,176,66,62,479,137,451,133,28,51,9915,737,9000,704,203,86,180,82,23,44,712,166,635,158,77,63,425,150,271,106,97,99,58,64,39,57,57,48,50,47,7,38,4492,496,964,216,553,229,294,118,259,176,2975,414,1957,301,1018,256
42,Woodlawn,22879,1126,20982,1114,548,158,329,122,219,89,1349,289,1121,258,228,114,16014,1074,15415,1070,394,130,216,98,178,80,205,82,158,74,47,49,5629,498,5290,490,67,50,57,48,10,37,272,103,260,101,12,39,105,72,42,42,0,36,0,36,0,36,63,62,63,62,0,36,1131,251,235,106,87,61,56,52,31,47,809,210,640,174,169,106
43,South Shore,44350,1825,42064,1812,812,299,503,195,309,173,1474,530,1001,327,473,293,33000,1724,32250,1752,451,177,332,165,119,85,299,246,142,81,157,232,9692,696,9368,684,128,94,117,92,11,46,196,113,158,104,38,64,201,141,94,84,43,63,33,61,10,47,64,75,42,72,22,49,1457,413,352,146,190,156,21,49,169,153,915,351,659,257,256,165
44,Chatham,30975,1500,30271,1518,253,142,133,71,120,126,451,245,401,241,50,59,24050,1491,23764,1490,126,78,42,44,84,73,160,87,144,84,16,45,6465,552,6365,547,90,69,90,69,0,37,10,38,10,38,0,37,207,147,50,63,36,68,0,37,36,68,121,125,121,125,0,37,253,131,92,68,1,35,1,35,0,37,160,115,126,108,34,52
45,Avalon Park,9262,687,8907,669,146,98,114,90,32,53,209,158,143,115,66,53,6827,670,6653,654,115,93,83,84,32,53,59,64,59,64,0,19,2253,281,2189,270,31,38,31,38,0,19,33,42,33,42,0,19,13,24,13,24,0,19,0,19,0,19,0,19,0,19,0,19,169,92,52,36,0,19,0,19,0,19,117,92,51,51,66,53
46,South Chicago,27348,1400,20206,1290,5777,726,3399,481,2378,478,1365,499,707,255,658,417,18452,1225,15509,1210,2669,409,2333,397,336,128,274,150,197,132,77,78,5008,495,4437,473,485,160,350,139,135,85,86,79,77,76,9,37,262,148,26,52,173,101,87,66,86,66,63,108,0,37,63,108,3626,651,234,195,2450,480,629,187,1821,406,942,408,433,169,509,361
47,Burnside,3314,625,3250,620,0,11,0,11,0,11,64,70,39,51,25,51,2556,640,2556,640,0,11,0,11,0,11,0,11,0,11,0,11,648,141,648,141,0,11,0,11,0,11,0,11,0,11,0,11,10,18,0,11,0,11,0,11,0,11,10,18,10,18,0,11,100,88,46,57,0,11,0,11,0,11,54,59,29,35,25,51
48,Calumet Heights,13758,765,12454,700,576,321,477,312,99,84,728,341,569,289,159,95,9281,730,8681,716,387,256,335,254,52,47,213,173,194,172,19,36,3671,376,3591,366,48,49,48,49,0,27,32,37,32,37,0,27,51,65,0,27,51,65,51,65,0,27,0,27,0,27,0,27,755,333,182,111,90,69,43,43,47,57,483,282,343,227,140,91
49,Roseland,42815,1529,41889,1528,559,207,409,178,150,91,367,152,261,127,106,86,31376,1487,30900,1480,374,151,278,139,96,68,102,75,81,65,21,54,10617,688,10470,686,93,80,77,77,16,47,54,65,54,65,0,41,115,78,51,60,64,62,32,53,32,52,0,41,0,41,0,41,707,213,468,184,28,53,22,47,6,42,211,101,126,78,85,77
50,Pullman,6641,518,6191,488,420,211,165,83,255,166,30,37,6,18,24,38,4801,477,4624,467,177,97,117,82,60,56,0,19,0,19,0,19,1567,205,1540,205,27,25,27,25,0,19,0,19,0,19,0,19,27,34,4,25,23,28,13,25,10,22,0,19,0,19,0,19,246,135,23,25,193,130,8,20,185,132,30,37,6,18,24,38
51,South Deering,15574,938,11100,859,4098,621,2472,486,1626,380,376,164,324,156,52,40,10427,842,8501,806,1807,407,1583,390,224,116,119,77,119,77,0,25,2760,376,2481,361,279,125,220,93,59,50,0,25,0,25,0,25,84,83,0,25,76,83,18,40,58,60,8,26,8,26,0,25,2303,442,118,70,1936,426,651,243,1285,352,249,116,197,110,52,40
52,East Side,21508,1225,6608,779,14037,1265,8557,923,5480,693,863,252,344,137,519,187,11905,912,5448,747,6263,734,5474,690,789,233,194,94,171,91,23,33,1942,363,950,236,984,284,814,273,170,75,8,25,8,25,0,29,327,165,20,32,285,160,168,107,117,78,22,42,22,42,0,29,7334,780,190,90,6505,768,2101,372,4404,608,639,203,143,99,496,185
53,West Pullman,28726,1548,27311,1544,1299,333,692,217,607,228,116,86,78,62,38,58,21207,1508,20644,1496,546,151,424,133,122,75,17,40,17,40,0,39,6553,587,6461,582,60,53,49,52,11,40,32,46,32,46,0,39,89,78,25,56,45,57,9,40,36,55,19,53,0,39,19,53,877,290,181,116,648,242,210,134,438,196,48,71,29,56,19,44
54,Riverdale,6236,660,6035,668,201,125,135,86,66,51,0,16,0,16,0,16,5186,660,5074,657,112,94,73,55,39,48,0,16,0,16,0,16,996,220,961,216,35,47,35,47,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,54,41,0,16,54,41,27,23,27,22,0,16,0,16,0,16
55,Hegewisch,9473,835,6291,871,2729,581,2161,507,568,174,453,188,206,96,247,145,6508,686,4709,726,1631,409,1424,390,207,119,168,111,97,65,71,73,1772,434,1488,429,253,140,245,137,8,21,31,36,31,36,0,19,81,56,5,18,76,55,68,54,8,21,0,19,0,19,0,19,1112,308,89,65,769,267,424,203,345,120,254,146,78,58,176,125
56,Garfield Ridge,31922,1020,18307,970,8803,863,5723,607,3080,470,4812,671,2365,423,2447,414,21728,974,16091,938,4534,552,4004,518,530,186,1103,264,963,249,140,82,2258,311,1631,245,527,175,434,176,93,74,100,71,100,71,0,42,312,129,52,57,204,117,95,76,109,90,56,53,28,49,28,45,7624,717,533,136,3538,483,1190,258,2348,405,3553,537,1274,273,2279,402
57,Archer Heights,11958,658,2815,526,7548,769,3748,497,3800,504,1595,322,548,202,1047,242,5751,537,2457,494,2916,406,2472,382,444,155,378,172,335,170,43,42,421,144,178,100,237,113,157,78,80,75,6,27,6,27,0,27,193,115,14,31,125,86,57,49,68,77,54,79,50,79,4,27,5593,563,166,90,4270,541,1062,235,3208,427,1157,256,157,70,1000,230
58,Brighton Park,39912,1657,6370,745,30343,1686,15197,1145,15146,1107,3199,481,1273,272,1926,377,18476,1167,5394,683,12344,1018,10470,981,1874,415,738,199,656,188,82,62,1723,391,497,197,1212,346,801,261,411,236,14,45,14,45,0,43,551,172,80,80,369,136,150,85,219,109,102,81,31,46,71,80,19162,1178,399,141,16418,1138,3776,530,12642,906,2345,403,572,170,1773,361
59,McKinley Park,15157,841,4609,604,7925,788,4350,509,3575,544,2623,382,974,198,1649,306,7778,655,3683,535,3588,454,3034,401,554,183,507,148,429,139,78,60,1167,215,730,183,354,121,297,104,57,55,83,61,70,58,13,30,217,97,10,27,121,80,113,79,8,25,86,61,79,60,7,25,5995,598,186,90,3862,530,906,212,2956,463,1947,319,396,122,1551,292
60,Bridgeport,30800,1265,14042,872,5829,863,3491,614,2338,457,10929,947,4176,550,6753,682,16878,957,11628,801,2639,552,2366,516,273,114,2611,404,2288,392,323,111,2489,370,1888,316,434,175,330,129,104,76,167,89,136,83,31,48,382,164,14,37,206,135,75,69,131,120,162,93,90,74,72,67,11051,873,512,167,2550,515,720,221,1830,406,7989,745,1662,297,6327,660
61,New City,37869,1701,18412,1421,18543,1212,8395,753,10148,851,914,201,494,177,420,164,22105,1394,15330,1281,6541,661,5329,597,1212,271,234,106,183,103,51,74,3415,405,2813,374,580,157,459,138,121,87,22,52,22,52,0,47,411,193,65,69,343,185,86,72,257,169,3,46,3,46,0,47,11938,869,204,89,11079,860,2521,392,8558,734,655,148,286,118,369,127
62,West Elsdon,17491,974,3720,592,12190,1091,6707,697,5483,684,1581,393,826,277,755,198,8621,729,3142,569,5254,584,4619,553,635,201,225,102,215,98,10,29,1107,244,408,131,692,199,516,194,176,100,7,27,7,27,0,27,223,149,44,41,173,141,99,92,74,63,6,24,0,27,6,24,7540,719,126,69,6071,702,1473,318,4598,589,1343,363,604,252,739,196
63,Gage Park,36045,1597,4886,686,30738,1642,14714,1066,16024,1250,421,168,164,97,257,127,15729,992,3819,571,11839,884,10108,844,1731,337,71,48,56,47,15,39,1853,339,830,228,1023,246,820,221,203,116,0,41,0,41,0,41,339,137,16,40,315,136,148,88,167,82,8,40,0,41,8,40,18124,1218,221,100,17561,1214,3638,531,13923,1063,342,155,108,90,234,124
64,Clearing,21062,871,12272,906,6368,677,3726,483,2642,555,2422,492,1234,329,1188,308,14795,944,11080,898,3098,474,2617,466,481,204,617,226,530,201,87,67,1165,246,916,217,234,95,183,83,51,45,15,37,15,37,0,31,177,101,63,61,99,84,54,60,45,54,15,32,4,30,11,33,4925,638,213,82,2937,507,872,236,2065,432,1775,433,685,246,1090,300
65,West Lawn,30301,1156,8199,832,21282,1231,12263,990,9019,868,820,244,449,158,371,156,16458,1015,6581,722,9611,855,8351,835,1260,323,266,120,254,119,12,35,1534,345,876,272,645,225,502,206,143,89,13,39,13,39,0,34,391,147,82,81,309,124,169,81,140,86,0,34,0,34,0,34,11918,941,660,206,10717,910,3241,516,7476,764,541,194,182,86,359,155
66,Chicago Lawn,49130,1912,29284,1624,18947,1384,9581,922,9366,951,899,346,446,208,453,184,31408,1648,23637,1511,7681,834,6454,747,1227,347,90,66,65,64,25,51,5606,590,4944,542,651,220,542,193,109,74,11,50,11,50,0,49,547,222,82,82,459,210,213,111,246,148,6,47,0,49,6,47,11569,1025,621,213,10156,968,2372,400,7784,829,792,328,370,195,422,182
67,West Englewood,32712,1463,31717,1445,804,366,415,174,389,225,191,118,144,102,47,57,24931,1357,24546,1354,325,161,249,144,76,70,60,64,40,63,20,50,7014,539,6939,538,65,60,56,58,9,47,10,50,10,50,0,48,84,85,21,50,63,84,30,57,33,60,0,48,0,48,0,48,683,274,211,113,351,236,80,86,271,198,121,99,94,91,27,56
68,Englewood,26388,1353,25953,1353,318,146,214,110,104,93,117,79,97,77,20,37,20848,1292,20612,1286,214,111,163,94,51,57,22,37,18,38,4,36,5308,491,5265,488,43,60,43,60,0,36,0,36,0,36,0,36,31,42,31,42,0,36,0,36,0,36,0,36,0,36,0,36,201,126,45,55,61,82,8,37,53,82,95,77,79,77,16,37
69,Greater Grand Crossing,30392,1401,29679,1411,350,158,225,136,125,78,363,144,230,105,133,105,23224,1302,22824,1297,285,141,205,130,80,67,115,70,88,64,27,46,6758,605,6731,605,7,36,3,37,4,37,20,41,20,41,0,38,41,47,26,46,15,40,10,40,5,38,0,38,0,38,0,38,369,191,98,93,43,55,7,38,36,55,228,121,122,76,106,102
