area_id,area_name,b25128001,b25128001_moe,b25128002,b25128002_moe,b25128003,b25128003_moe,b25128004,b25128004_moe,b25128005,b25128005_moe,b25128006,b25128006_moe,b25128007,b25128007_moe,b25128008,b25128008_moe,b25128009,b25128009_moe,b25128010,b25128010_moe,b25128011,b25128011_moe,b25128012,b25128012_moe,b25128013,b25128013_moe,b25128014,b25128014_moe,b25128015,b25128015_moe,b25128016,b25128016_moe,b25128017,b25128017_moe,b25128018,b25128018_moe,b25128019,b25128019_moe,b25128020,b25128020_moe,b25128021,b25128021_moe,b25128022,b25128022_moe,b25128023,b25128023_moe,b25128024,b25128024_moe,b25128025,b25128025_moe,b25128026,b25128026_moe,b25128027,b25128027_moe,b25128028,b25128028_moe,b25128029,b25128029_moe,b25128030,b25128030_moe,b25128031,b25128031_moe,b25128032,b25128032_moe,b25128033,b25128033_moe,b25128034,b25128034_moe,b25128035,b25128035_moe,b25128036,b25128036_moe,b25128037,b25128037_moe,b25128038,b25128038_moe,b25128039,b25128039_moe,b25128040,b25128040_moe,b25128041,b25128041_moe,b25128042,b25128042_moe,b25128043,b25128043_moe,b25128044,b25128044_moe,b25128045,b25128045_moe
65,West Lawn,9111,215,7068,295,1055,221,137,83,898,213,20,36,0,34,0,34,0,34,4665,322,60,63,2760,309,1334,212,314,100,122,57,75,48,1348,186,25,40,167,72,207,85,141,74,293,105,515,135,2043,287,662,196,131,90,488,174,43,53,0,34,0,34,0,34,1013,221,98,67,746,201,112,66,15,38,10,34,32,49,368,125,78,70,200,101,0,34,62,63,0,34,28,36
66,Chicago Lawn,15416,427,6869,405,632,166,29,47,519,156,41,50,43,65,0,49,0,49,4858,376,41,60,1925,274,1998,277,730,168,164,81,0,49,1379,208,0,49,175,107,413,131,274,108,368,92,149,70,8547,494,2587,353,593,173,1876,319,87,75,31,49,0,49,0,49,5128,457,834,202,3737,407,439,144,83,63,35,56,0,49,832,179,59,57,503,148,202,87,45,57,10,49,13,50
67,West Englewood,10364,339,4884,312,334,117,54,66,219,92,4,47,48,71,9,48,0,48,2352,257,67,60,627,147,498,132,361,118,632,152,167,85,2198,205,4,47,54,56,130,66,322,98,1075,155,613,122,5480,346,1264,209,370,114,863,189,8,49,19,53,4,47,0,48,3456,321,576,144,2062,264,465,140,131,86,179,90,43,60,760,155,105,74,428,128,50,57,4,47,102,65,71,65
68,Englewood,9803,383,2904,271,68,59,0,36,61,59,0,36,7,37,0,36,0,36,1494,224,36,47,635,173,252,91,198,92,140,80,233,93,1342,177,0,36,108,56,100,55,191,84,205,94,738,140,6899,383,1545,227,607,156,853,176,47,49,28,46,10,39,0,36,4076,352,677,156,2605,301,378,133,291,101,64,66,61,56,1278,203,80,61,675,146,254,106,137,69,85,72,47,50
69,Greater Grand Crossing,12605,368,4458,302,199,75,0,38,118,62,45,52,36,47,0,38,0,38,2409,260,65,56,921,182,681,161,424,125,152,75,166,71,1850,190,6,38,204,90,170,71,267,100,287,94,916,146,8147,412,2059,269,488,133,1475,248,47,46,49,57,0,38,0,38,4932,389,675,152,3091,342,756,178,222,103,162,83,26,48,1156,200,78,62,505,145,234,101,136,62,58,48,145,73
70,Ashburn,12780,230,11000,330,1029,235,49,56,840,223,91,67,22,44,0,41,27,55,7764,369,211,128,3259,353,3200,334,718,185,238,108,138,69,2207,198,64,78,198,93,489,142,284,102,435,116,737,158,1780,314,313,146,59,76,246,134,8,40,0,41,0,41,0,41,1223,277,164,108,845,246,168,97,39,69,0,41,7,39,244,109,13,43,40,49,64,53,14,45,68,79,45,50
71,Auburn Gresham,17173,440,8009,393,238,103,24,51,146,86,40,60,0,46,17,51,11,46,4090,346,37,46,1339,223,1180,226,566,158,694,180,274,100,3681,282,8,46,246,106,186,87,393,117,1385,203,1463,203,9164,472,2051,319,721,197,1248,246,18,54,64,69,0,46,0,46,5576,447,738,192,3780,385,592,173,202,96,228,113,36,58,1537,246,129,78,890,195,212,102,146,70,97,70,63,69
72,Beverly,7705,196,6296,195,425,107,9,27,356,95,43,50,0,29,9,30,8,30,4228,206,65,53,1621,194,1172,169,929,166,361,105,80,59,1643,133,0,29,77,48,150,57,284,84,591,114,541,100,1409,178,299,121,38,47,255,114,0,29,6,28,0,29,0,29,881,176,47,51,617,180,111,75,41,50,54,45,11,32,229,116,21,43,94,84,19,34,55,56,40,60,0,29
73,Washington Heights,9308,303,6254,319,226,94,62,58,125,63,39,53,0,33,0,33,0,33,3120,297,39,38,1193,214,675,160,439,143,470,134,304,115,2908,219,0,33,169,93,287,117,266,100,856,165,1330,191,3054,345,551,167,72,65,420,152,59,66,0,33,0,33,0,33,1832,289,287,130,1169,254,166,103,121,77,70,66,19,36,671,183,37,55,407,149,46,53,12,36,76,51,93,75
74,Mount Greenwood,6589,208,5973,203,667,141,117,79,512,127,38,39,0,25,0,25,0,25,4067,226,38,60,1521,218,1451,210,731,165,242,78,84,52,1239,132,0,25,28,34,138,69,147,77,289,82,637,124,616,147,208,103,26,34,161,95,0,25,21,40,0,25,0,25,350,120,82,54,174,101,63,56,31,36,0,25,0,25,58,44,0,25,37,40,9,27,0,25,12,29,0,25
75,Morgan Park,8009,269,6051,293,421,123,27,33,369,117,0,31,0,31,6,31,19,37,3724,276,114,97,1298,217,1229,234,604,122,343,101,136,76,1906,167,0,31,174,77,202,89,185,91,546,123,799,143,1958,277,309,117,28,41,271,112,0,31,10,33,0,31,0,31,1251,248,135,86,896,230,96,51,33,42,38,64,53,55,398,112,43,48,191,86,57,43,23,38,23,34,61,45
76,O'Hare,6108,207,2827,306,593,195,82,71,496,193,15,46,0,38,0,38,0,38,1384,243,104,109,671,186,410,152,144,90,55,56,0,38,850,209,0,38,172,91,175,157,208,110,179,83,116,89,3281,331,1309,285,290,145,1019,250,0,38,0,38,0,38,0,38,1813,337,267,152,1256,308,175,123,93,77,0,38,22,49,159,101,0,38,86,83,27,45,11,40,35,58,0,38
77,Edgewater,29110,543,11363,570,1511,254,134,93,1305,234,64,78,0,48,8,49,0,48,7575,522,311,147,4465,421,1784,282,781,189,209,104,25,51,2277,275,0,48,427,133,685,188,421,141,381,129,363,111,17747,672,7384,544,2674,398,4642,477,68,81,0,48,0,48,0,48,7870,588,1155,239,5449,527,963,242,240,111,63,68,0,48,2493,283,277,126,1214,245,591,159,298,130,33,52,80,63
