area_id,area_name,b08122001,b08122001_moe,b08122002,b08122002_moe,b08122003,b08122003_moe,b08122004,b08122004_moe,b08122005,b08122005_moe,b08122006,b08122006_moe,b08122007,b08122007_moe,b08122008,b08122008_moe,b08122009,b08122009_moe,b08122010,b08122010_moe,b08122011,b08122011_moe,b08122012,b08122012_moe,b08122013,b08122013_moe,b08122014,b08122014_moe,b08122015,b08122015_moe,b08122016,b08122016_moe,b08122017,b08122017_moe,b08122018,b08122018_moe,b08122019,b08122019_moe,b08122020,b08122020_moe,b08122021,b08122021_moe,b08122022,b08122022_moe,b08122023,b08122023_moe,b08122024,b08122024_moe,b08122025,b08122025_moe,b08122026,b08122026_moe,b08122027,b08122027_moe,b08122028,b08122028_moe
18,Montclare,5205,455,487,188,409,175,4309,478,3533,415,258,115,271,144,3004,416,743,237,92,80,44,37,607,224,648,174,103,72,36,30,509,173,49,50,23,38,0,23,26,35,166,95,0,23,42,44,124,83,66,47,11,23,16,30,39,40
19,Belmont Cragin,31952,1400,2899,469,4080,659,24973,1435,20044,1096,1317,288,2239,461,16488,1086,5504,729,633,230,890,280,3981,641,4592,597,750,218,543,195,3299,539,857,231,137,95,113,80,607,202,415,164,32,62,124,106,259,131,540,160,30,58,171,100,339,117
20,Hermosa,10998,736,1044,230,1236,315,8718,795,6383,559,482,145,593,208,5308,568,1749,407,170,105,232,138,1347,372,2089,373,252,107,259,127,1578,345,349,144,76,67,64,78,209,103,176,102,33,46,41,56,102,75,252,136,31,55,47,60,174,127
21,Avondale,21102,1049,1758,455,2587,490,16757,995,11418,845,863,270,1149,358,9406,773,2524,497,140,139,456,232,1928,414,5074,611,536,221,736,240,3802,514,744,215,141,99,89,70,514,181,583,173,3,35,77,65,503,167,759,227,75,57,80,83,604,204
22,Logan Square,40835,1263,3381,458,3838,571,33616,1200,19722,969,1400,285,1917,385,16405,893,2915,436,197,127,265,129,2453,397,12587,791,1063,256,1164,309,10360,696,1623,285,293,129,137,83,1193,253,1789,300,252,119,268,130,1269,231,2199,308,176,93,87,91,1936,287
23,Humboldt Park,17799,1001,2047,352,2520,454,13232,987,9346,731,742,213,1109,267,7495,715,1874,430,69,58,243,150,1562,398,4235,533,851,213,761,237,2623,432,690,192,187,106,114,79,389,152,1093,293,54,68,246,171,793,243,561,154,144,84,47,61,370,133
24,West Town,52110,1306,3527,457,2758,397,45825,1248,23074,1015,1171,281,968,209,20935,951,2745,379,90,80,91,81,2564,371,16533,911,1199,240,1083,246,14251,838,3458,452,568,180,312,182,2578,378,3015,383,228,110,222,103,2565,349,3285,386,271,154,82,75,2932,355
25,Austin,32636,1222,3981,503,3661,482,24994,1166,19138,980,1645,298,1713,323,15780,921,2394,445,363,173,230,140,1801,351,8809,725,1438,299,1415,312,5956,624,660,181,179,103,126,98,355,134,638,182,202,118,45,79,391,140,997,223,154,108,132,95,711,194
26,West Garfield Park,4809,497,847,204,804,215,3158,423,2383,348,178,81,343,119,1862,327,196,88,24,38,0,35,172,84,1717,295,466,157,434,154,817,191,110,69,7,35,27,53,76,63,266,124,111,79,0,35,155,95,137,66,61,51,0,35,76,51
27,East Garfield Park,5729,489,867,193,759,199,4103,469,3090,370,227,101,352,130,2511,350,187,84,76,63,18,39,93,58,1725,273,373,125,241,97,1111,237,321,112,93,66,87,68,141,84,136,74,16,38,43,57,77,60,270,116,82,76,18,38,170,94
28,Near West Side,29276,974,2383,376,1167,239,25726,906,11553,703,579,164,451,142,10523,672,1914,341,109,75,23,63,1782,328,7557,596,853,218,397,138,6307,554,5669,594,672,227,191,104,4806,507,1178,236,98,99,43,54,1037,216,1405,267,72,69,62,60,1271,256
29,North Lawndale,9084,655,1799,278,1387,308,5898,583,4347,426,524,150,524,156,3299,403,530,149,114,71,99,75,317,116,3213,417,848,198,636,201,1729,311,286,121,116,78,64,80,106,74,390,131,115,75,35,57,240,106,318,122,82,73,29,52,207,99
30,South Lawndale,23829,1166,4183,499,5205,671,14441,1133,11465,829,1464,275,2675,446,7326,747,5933,662,1069,252,1531,368,3333,522,3737,500,865,225,548,165,2324,395,1553,277,453,157,313,144,787,196,505,160,121,78,63,78,321,133,636,190,211,126,75,77,350,137
31,Lower West Side,16850,924,2521,348,2495,397,11834,869,6956,553,700,163,1006,226,5250,510,2665,473,380,161,331,137,1954,424,4730,600,859,224,776,196,3095,506,1360,338,306,152,246,136,808,263,721,175,129,89,83,63,509,130,418,146,147,99,53,70,218,100
32,Loop,15544,916,1130,443,253,105,14161,866,4179,569,172,111,44,45,3963,546,430,186,0,30,10,32,420,185,3230,593,655,420,71,64,2504,472,6165,711,263,163,82,56,5820,678,717,295,0,30,22,43,695,294,823,245,40,46,24,44,759,232
33,Near South Side,12833,921,426,225,351,216,12056,900,5514,618,76,82,181,156,5257,566,988,411,31,33,0,24,957,410,3811,521,158,157,86,77,3567,520,912,255,0,24,18,33,894,253,653,234,135,130,49,67,469,194,955,257,26,40,17,32,912,249
34,Armour Square,5697,561,1201,312,787,260,3709,544,1793,411,228,119,139,77,1426,391,1215,300,280,134,226,125,709,250,1567,352,356,218,152,156,1059,237,629,189,213,107,210,121,206,91,88,53,15,30,3,23,70,51,405,160,109,100,57,52,239,123
35,Douglas,6946,485,971,206,391,118,5584,455,3374,340,302,115,91,58,2981,347,655,207,151,98,27,40,477,189,2056,277,332,112,201,87,1523,233,541,238,168,88,55,61,318,172,64,48,6,34,17,40,41,42,256,99,12,38,0,35,244,98
36,Oakland,2070,308,316,110,204,89,1550,288,943,194,86,56,83,59,774,176,117,66,8,21,18,34,91,58,821,222,198,97,103,59,520,198,48,43,24,31,0,19,24,33,27,24,0,19,0,19,27,24,114,81,0,19,0,19,114,81
37,Fuller Park,710,163,137,77,125,72,448,152,264,96,38,39,3,13,223,101,61,36,9,17,0,16,52,37,250,100,62,59,88,68,100,54,52,32,22,36,17,19,13,21,21,24,0,16,0,16,21,24,62,45,6,16,17,23,39,38
38,Grand Boulevard,8290,540,1054,249,602,190,6634,513,4470,411,219,107,239,107,4012,402,523,159,67,64,39,49,417,145,2746,390,616,207,276,146,1854,301,254,106,127,73,10,43,117,84,95,73,0,43,33,50,62,69,202,90,25,44,5,42,172,88
39,Kenwood,7315,491,671,223,471,150,6173,489,2982,327,88,61,117,74,2777,323,474,177,0,31,10,33,464,176,2778,368,319,140,305,108,2154,325,497,178,100,101,22,59,375,145,196,91,43,61,17,41,136,67,388,132,121,94,0,31,267,102
40,Washington Park,3178,304,722,176,413,139,2043,279,1422,225,231,98,87,67,1104,213,251,84,65,58,24,32,162,73,1366,218,416,140,249,108,701,157,72,48,8,22,40,41,24,36,24,39,0,27,0,27,24,39,43,44,2,26,13,32,28,40
41,Hyde Park,12475,608,1388,301,549,151,10538,561,3469,374,86,62,127,77,3256,367,648,194,39,41,0,38,609,191,3640,376,390,116,173,82,3077,352,3244,379,638,207,188,98,2418,297,790,160,112,60,45,51,633,147,684,142,123,79,16,39,545,116
42,Woodlawn,8231,595,998,226,838,215,6395,558,3667,397,289,110,222,104,3156,391,803,215,48,56,125,91,630,196,2663,336,414,131,358,119,1891,303,605,192,131,83,62,88,412,127,136,79,35,47,18,40,83,68,357,140,81,68,53,56,223,119
43,South Shore,18064,955,2567,412,1378,314,14119,900,8666,700,721,246,617,227,7328,644,1312,295,81,81,94,84,1137,277,6572,625,1268,279,558,167,4746,556,404,162,114,86,35,73,255,131,496,230,215,147,9,45,272,182,614,232,168,113,65,90,381,155
44,Chatham,10964,731,1435,313,679,212,8850,675,5635,523,466,165,233,101,4936,495,721,202,0,37,11,39,710,202,3950,528,785,236,347,139,2818,449,176,94,43,54,36,52,97,76,43,47,0,37,12,40,31,43,439,155,141,107,40,57,258,115
45,Avalon Park,3703,431,213,107,104,76,3386,407,2118,349,74,67,10,23,2034,345,511,236,43,50,0,19,468,212,836,217,83,63,94,74,659,184,35,55,1,11,0,19,34,55,44,55,0,19,0,19,44,55,159,95,12,24,0,19,147,93
46,South Chicago,9278,704,1268,248,942,237,7068,706,4698,547,375,127,289,118,4034,533,1076,235,146,80,98,67,832,218,2623,377,489,168,375,150,1759,323,276,109,102,72,35,56,139,71,162,88,0,37,45,50,117,79,443,174,156,101,100,103,187,110
47,Burnside,1153,193,292,190,49,47,812,199,658,195,134,127,49,47,475,167,77,60,0,11,0,11,77,60,386,144,126,106,0,11,260,106,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,32,50,32,50,0,11,0,11
48,Calumet Heights,4896,449,161,81,269,170,4466,446,3077,407,83,66,59,47,2935,400,356,157,0,27,16,35,340,154,1176,242,78,59,171,139,927,211,42,43,0,27,0,27,42,43,31,35,0,27,23,32,8,29,214,122,0,27,0,27,214,122
49,Roseland,13885,789,1127,227,1380,304,11378,770,8161,631,517,173,533,184,7111,607,1285,303,87,71,60,63,1138,282,3637,435,423,139,556,196,2658,391,307,124,28,51,134,89,145,86,82,65,0,41,0,41,82,65,413,135,72,65,97,88,244,105
50,Pullman,2718,262,210,93,126,70,2382,267,1495,211,159,81,81,61,1255,202,284,117,0,19,16,28,268,114,807,199,39,48,29,34,739,192,85,49,12,25,0,19,73,47,0,19,0,19,0,19,0,19,47,46,0,19,0,19,47,46
51,South Deering,5393,480,783,223,602,203,4008,504,3212,390,408,151,343,160,2461,389,827,234,155,121,103,78,569,202,1061,225,167,98,156,90,738,193,63,62,31,45,0,25,32,41,25,34,0,25,0,25,25,34,205,114,22,42,0,25,183,109
52,East Side,8693,669,1077,325,998,334,6618,586,5402,499,487,205,469,192,4446,452,1822,420,307,170,337,227,1178,302,850,209,133,101,155,99,562,169,349,142,136,103,10,32,203,99,7,27,0,29,0,29,7,27,263,142,14,31,27,50,222,134
53,West Pullman,9717,763,1078,264,820,249,7819,747,5473,571,458,146,448,165,4567,558,1045,235,21,44,173,115,851,208,2551,424,391,163,161,103,1999,403,259,152,139,138,14,41,106,70,21,41,0,39,0,39,21,41,368,170,69,59,24,45,275,156
54,Riverdale,1406,226,624,169,242,117,540,184,592,181,228,103,59,57,305,147,107,70,64,62,15,25,28,43,497,174,230,122,107,72,160,109,131,82,58,54,26,41,47,49,6,14,6,14,0,16,0,16,73,73,38,43,35,52,0,16
55,Hegewisch,3812,441,288,125,374,239,3150,458,2644,327,252,117,259,176,2133,329,449,158,17,28,63,82,369,132,555,235,18,37,40,67,497,223,39,36,1,12,0,19,38,36,0,19,0,19,0,19,0,19,125,123,0,19,12,22,113,121
56,Garfield Ridge,15117,699,369,143,915,271,13833,697,11050,616,218,111,417,148,10415,610,1405,299,59,67,120,100,1226,283,2027,322,72,67,309,145,1646,290,426,173,19,50,60,71,347,156,63,57,0,42,0,42,63,57,146,72,1,40,9,43,136,72
57,Archer Heights,5332,402,361,150,576,200,4395,426,3165,345,178,111,293,133,2694,330,854,183,71,59,74,47,709,183,846,205,32,37,132,95,682,186,328,126,37,48,37,49,254,113,32,42,0,27,17,35,15,31,107,86,43,49,23,43,41,40
58,Brighton Park,17222,924,2406,368,3273,525,11543,946,10146,718,1287,261,1924,372,6935,659,2777,448,453,170,544,190,1780,376,3014,434,472,143,555,212,1987,348,797,201,80,69,192,112,525,167,195,107,51,67,1,40,143,94,293,124,63,63,57,65,173,98
59,McKinley Park,7087,475,860,234,867,212,5360,487,3377,381,213,93,338,124,2826,376,1310,275,256,146,247,103,807,232,1946,327,316,123,241,110,1389,295,218,82,19,26,17,32,182,79,72,56,9,27,24,40,39,45,164,75,47,38,0,25,117,64
60,Bridgeport,15606,776,1710,360,1465,299,12431,732,7729,540,633,182,687,220,6409,492,2501,344,240,122,302,142,1959,307,3381,418,427,167,215,82,2739,388,1104,266,213,125,188,92,703,216,529,192,134,99,73,64,322,136,362,125,63,48,0,37,299,119
61,New City,13925,805,2044,331,2200,369,9681,760,7191,516,935,215,903,201,5353,506,2237,378,370,148,501,188,1366,295,3227,439,503,160,647,184,2077,361,754,191,150,86,91,74,513,164,160,84,0,47,30,54,130,78,356,122,86,71,28,55,242,103
62,West Elsdon,7559,469,731,296,731,261,6097,493,4882,421,353,154,565,209,3964,434,1055,271,214,144,0,27,841,223,1366,258,148,83,107,79,1111,249,176,105,0,27,43,57,133,91,26,35,0,27,16,35,10,27,54,44,16,34,0,27,38,37
63,Gage Park,14653,936,2030,418,3166,554,9457,888,8536,698,878,223,1535,320,6123,675,2704,475,475,179,722,277,1507,326,2776,399,570,205,860,274,1346,266,300,162,53,74,49,67,198,135,181,99,31,62,0,41,150,87,156,75,23,43,0,41,133,71
64,Clearing,10934,688,402,167,566,198,9966,679,7250,652,171,89,393,167,6686,645,1457,327,63,63,107,94,1287,287,1519,282,49,61,28,38,1442,276,454,178,119,98,0,31,335,153,119,72,0,31,0,31,119,72,135,88,0,31,38,59,97,72
65,West Lawn,13430,753,1145,309,1493,333,10792,819,8908,594,529,165,1180,283,7199,619,2193,440,271,183,86,71,1836,392,1625,289,231,127,169,97,1225,262,238,122,32,41,24,49,182,112,89,71,35,62,0,34,54,46,377,213,47,55,34,49,296,203
66,Chicago Lawn,18295,989,2351,395,2342,486,13602,971,10494,771,1240,256,1137,272,8117,743,2940,512,377,163,550,269,2013,410,3784,450,567,180,544,215,2673,387,413,195,42,65,52,69,319,183,57,60,0,49,0,49,57,60,607,203,125,83,59,65,423,174
67,West Englewood,8716,586,1707,326,1284,239,5725,517,4057,399,464,156,525,148,3068,351,818,205,103,75,194,98,521,165,3103,385,834,230,460,142,1809,303,226,107,115,86,28,56,83,73,137,86,24,50,14,51,99,79,375,120,167,84,63,58,145,88
68,Englewood,7128,581,1677,276,953,225,4498,521,3401,396,520,157,320,123,2561,369,800,224,275,125,95,79,430,173,2480,348,742,179,473,156,1265,255,198,95,93,75,0,36,105,66,19,41,11,40,0,36,8,37,230,93,36,48,65,62,129,70
69,Greater Grand Crossing,10680,691,1408,266,1153,246,8119,668,5328,496,460,147,435,150,4433,459,840,245,23,41,103,78,714,234,3593,451,737,185,464,160,2392,392,366,173,91,67,99,83,176,114,79,74,0,38,0,38,79,74,474,152,97,71,52,46,325,133
70,Ashburn,18196,868,995,259,1044,312,16157,926,13585,771,526,167,755,275,12304,811,1742,352,173,102,88,82,1481,323,2252,393,193,111,126,89,1933,368,233,98,51,52,3,39,179,90,78,80,0,41,0,41,78,80,306,132,52,53,72,81,182,102
71,Auburn Gresham,15031,909,1867,339,1676,346,11488,892,7771,675,584,173,629,198,6558,655,1309,297,136,97,176,104,997,263,5138,546,948,254,712,218,3478,479,226,117,112,92,38,59,76,69,208,111,17,47,31,60,160,99,379,142,70,67,90,95,219,102
72,Beverly,9776,471,140,58,181,110,9455,472,6724,431,113,53,54,67,6557,432,659,168,16,36,42,43,601,160,1651,243,0,29,46,45,1605,243,121,61,0,29,0,29,121,61,130,56,7,27,0,29,123,55,491,152,4,28,39,58,448,142
73,Washington Heights,8918,578,828,250,565,191,7525,614,5425,470,338,124,306,128,4781,471,656,196,69,105,13,35,574,177,2506,382,395,171,191,134,1920,354,88,69,23,48,0,33,65,58,90,66,0,33,24,48,66,51,153,92,3,32,31,47,119,82
74,Mount Greenwood,8746,490,68,54,62,61,8616,490,7312,468,61,52,32,43,7219,466,626,187,7,25,0,25,619,186,552,161,0,25,25,47,527,155,74,57,0,25,5,29,69,52,19,37,0,25,0,25,19,37,163,81,0,25,0,25,163,81
75,Morgan Park,9190,635,420,146,496,203,8274,647,6446,595,258,112,302,151,5886,617,503,146,11,34,0,31,492,144,1539,259,110,74,72,53,1357,258,131,68,17,37,0,31,114,65,97,62,0,31,29,49,68,49,474,183,24,50,93,122,357,145
76,O'Hare,7179,597,456,251,501,185,6222,645,5214,506,401,248,394,151,4419,518,673,293,0,38,0,38,673,293,689,221,27,48,91,107,571,208,107,94,1,35,0,38,106,94,254,185,0,38,0,38,254,185,242,139,27,57,16,47,199,129
77,Edgewater,30296,1140,2838,493,2181,402,25277,1112,11054,765,619,188,694,202,9741,724,2251,423,294,164,19,56,1938,385,12440,846,1485,389,904,247,10051,755,1604,344,115,84,272,135,1217,314,1191,273,125,100,236,161,830,200,1756,311,200,116,56,72,1500,286
