area_id,area_name,c27012001,c27012001_moe,c27012002,c27012002_moe,c27012003,c27012003_moe,c27012004,c27012004_moe,c27012005,c27012005_moe,c27012006,c27012006_moe,c27012007,c27012007_moe,c27012008,c27012008_moe,c27012009,c27012009_moe,c27012010,c27012010_moe,c27012011,c27012011_moe,c27012012,c27012012_moe,c27012013,c27012013_moe,c27012014,c27012014_moe,c27012015,c27012015_moe,c27012016,c27012016_moe,c27012017,c27012017_moe,c27012018,c27012018_moe,c27012019,c27012019_moe,c27012020,c27012020_moe,c27012021,c27012021_moe,c27012022,c27012022_moe,c27012023,c27012023_moe,c27012024,c27012024_moe,c27012025,c27012025_moe,c27012026,c27012026_moe,c27012027,c27012027_moe,c27012028,c27012028_moe,c27012029,c27012029_moe,c27012030,c27012030_moe,c27012031,c27012031_moe,c27012032,c27012032_moe,c27012033,c27012033_moe,c27012034,c27012034_moe,c27012035,c27012035_moe,c27012036,c27012036_moe,c27012037,c27012037_moe,c27012038,c27012038_moe,c27012039,c27012039_moe,c27012040,c27012040_moe,c27012041,c27012041_moe,c27012042,c27012042_moe,c27012043,c27012043_moe,c27012044,c27012044_moe,c27012045,c27012045_moe,c27012046,c27012046_moe
11,Jefferson Park,20958,898,9109,648,8949,652,7841,653,7416,655,632,204,0,29,149,74,1108,281,160,97,145,93,126,88,47,46,64,50,9,31,15,38,5231,506,4914,499,3411,439,2873,415,422,153,0,29,451,159,1503,321,317,108,298,107,124,63,68,53,287,106,42,49,19,41,6618,584,3389,466,2182,309,1320,232,256,100,256,115,565,199,1207,361,3229,386,3122,361,769,168,1444,278,3106,361,271,119,107,87
12,Forest Glen,14105,471,6769,426,6502,421,6212,446,5893,464,704,235,7,29,72,44,290,126,267,87,267,87,152,71,55,47,231,85,0,29,0,29,3207,326,2825,302,2463,274,1867,248,414,123,9,31,212,101,362,144,382,105,382,105,217,84,174,81,364,104,16,31,0,29,4129,333,1705,268,1434,250,1044,213,245,108,194,99,138,95,271,121,2424,203,2424,203,865,168,917,182,2399,210,230,91,0,29
13,North Park,14311,738,5662,476,5304,470,4322,438,3948,408,549,159,17,29,103,74,982,248,358,108,358,108,239,93,51,40,194,78,40,44,0,27,3852,448,3577,449,2641,364,1821,309,628,159,13,28,285,179,936,263,275,127,254,121,40,39,90,70,254,121,20,31,21,40,4797,443,2486,350,1784,286,929,175,257,127,349,158,509,165,702,205,2311,323,2282,320,504,137,657,162,2275,319,543,211,29,38
14,Albany Park,40187,1461,17466,1009,17105,1003,11101,758,10035,719,948,224,10,46,588,163,6004,780,361,223,361,223,338,220,22,50,107,71,19,54,0,45,12492,970,12100,972,5600,570,3943,489,857,193,123,112,963,277,6500,775,392,128,371,125,152,91,96,65,349,120,70,65,21,45,10229,774,7265,667,3846,452,2003,346,301,107,434,172,1453,297,3419,574,2964,368,2824,345,358,133,834,201,2763,344,736,211,140,129
15,Portage Park,48827,1309,22442,1052,21797,1036,17853,1001,16443,997,1673,395,18,50,855,236,3944,545,645,170,605,165,447,139,93,71,386,125,19,51,40,66,11971,813,11245,795,7504,640,5437,578,963,235,195,116,1599,356,3741,487,726,163,712,160,343,115,154,92,701,159,153,107,14,51,14414,863,8814,702,5784,558,2893,373,522,162,864,212,2218,388,3030,457,5600,494,5473,491,1160,215,1959,299,5449,490,720,186,127,96
16,Irving Park,43153,1423,21325,1039,20935,1037,16073,892,14592,880,1451,321,60,74,534,168,4862,749,390,130,381,130,267,116,63,76,257,109,19,49,9,48,10467,750,9901,729,6150,559,4455,500,821,186,81,64,991,268,3751,496,566,156,532,148,184,93,216,95,519,146,4,49,34,69,11361,792,7676,685,4139,468,1819,294,673,198,573,171,1386,288,3537,532,3685,413,3569,395,726,173,909,205,3559,393,703,212,116,119
17,Dunning,34206,959,15096,784,14663,758,11733,726,10822,728,1338,332,62,71,407,153,2930,527,433,130,376,116,301,99,87,64,293,105,31,45,57,69,8269,655,7852,653,4939,507,3701,456,805,190,48,56,739,202,2913,444,417,104,398,98,171,73,154,66,376,95,9,41,19,52,10841,619,5333,504,3509,436,1915,283,460,130,413,131,972,270,1824,296,5508,360,5361,351,1775,283,2109,280,5315,355,530,150,147,101
18,Montclare,9263,564,3763,428,3691,426,2790,378,2617,371,501,217,34,38,100,65,901,271,72,47,72,47,52,45,9,22,72,47,9,22,0,23,2169,348,2031,343,1355,284,900,245,258,174,0,23,362,190,676,181,138,97,124,90,85,82,98,86,124,90,0,23,14,28,3331,406,1856,362,1012,283,414,99,76,62,129,62,512,256,844,247,1475,242,1416,240,340,117,419,138,1405,238,362,150,59,59
19,Belmont Cragin,54422,1735,22502,1162,21938,1147,15334,957,13810,943,657,215,77,71,1331,320,6604,755,564,158,511,150,315,121,68,56,385,132,53,63,53,71,14511,912,14147,913,7316,655,5001,547,494,171,119,139,1974,385,6831,699,364,120,364,120,130,92,61,57,299,103,7,51,0,52,17409,1023,12611,945,6909,639,2742,364,362,136,891,241,3439,504,5702,702,4798,458,4556,447,713,165,1283,254,4484,438,1119,261,242,117
20,Hermosa,17799,932,7721,630,7616,630,5256,554,4741,536,466,178,12,33,325,131,2360,406,105,74,105,74,90,72,0,29,87,69,0,29,0,29,4559,484,4335,463,2244,348,1482,304,113,64,27,32,683,186,2091,349,224,126,183,110,23,38,0,29,183,110,21,34,41,71,5519,604,3983,517,2260,390,754,209,111,90,387,150,1231,315,1723,343,1536,298,1478,292,200,99,258,112,1430,283,397,148,58,61
21,Avondale,31882,1367,15228,883,14867,884,9983,694,9076,686,938,273,96,67,566,183,4884,712,361,142,344,139,193,99,8,39,276,131,29,49,17,45,7985,753,7713,741,3707,437,2599,368,504,187,65,84,745,228,4006,645,272,109,240,104,84,70,23,44,240,104,48,65,32,41,8669,760,6086,658,2686,417,1066,236,257,123,292,112,1295,304,3400,558,2583,385,2384,359,453,158,439,129,2348,358,497,158,199,127
22,Logan Square,58944,1484,31439,1156,30928,1154,25217,1019,22765,1009,2366,318,102,93,876,203,5711,741,511,158,489,154,249,116,37,61,319,135,38,69,22,66,13400,838,12932,823,7258,575,4735,479,1746,296,77,83,978,219,5674,614,468,144,458,143,167,86,166,103,393,134,21,57,10,58,14105,897,10506,794,6428,600,2184,319,651,180,1062,224,3042,446,4078,529,3599,395,3260,363,378,126,566,159,3252,362,919,219,339,181
23,Humboldt Park,37956,1433,12699,846,12619,843,9423,774,8120,752,1263,279,111,82,1123,245,3196,485,80,62,80,62,39,55,16,55,72,63,31,58,0,51,7069,669,6818,663,3793,503,2014,360,472,159,181,92,1502,320,3025,457,251,91,251,91,96,67,44,59,240,90,22,52,0,51,18188,1086,14272,1017,8738,761,1509,307,694,219,1737,327,5856,625,5534,686,3916,413,3892,410,569,177,374,152,3817,407,1256,237,24,55
24,West Town,70633,1563,40086,1171,39621,1169,34954,1109,31858,1086,4824,567,44,67,616,184,4667,588,465,149,450,147,355,133,80,82,307,130,24,63,15,66,16263,901,15940,890,10828,667,7368,560,2918,365,61,81,972,221,5112,551,323,114,294,108,108,75,92,76,272,106,24,64,29,72,14284,931,10121,804,6562,620,2639,365,1001,235,1070,263,3015,480,3559,505,4163,411,4100,408,800,175,829,179,3945,402,1198,236,63,84
25,Austin,70973,1874,24131,1049,23488,1044,18781,902,16529,872,1155,256,126,81,2093,362,4707,601,643,167,643,167,493,140,89,78,416,136,58,76,0,61,13655,906,12921,890,7254,644,3846,448,795,197,259,116,3054,440,5667,593,734,166,652,157,197,92,100,74,605,150,90,70,82,83,33187,1486,24143,1308,14357,930,3267,425,779,225,2293,365,9401,800,9786,848,9044,554,8919,560,1469,247,1487,253,8722,565,1959,294,125,97
26,West Garfield Park,12595,829,3502,378,3370,373,2836,341,2308,328,244,121,22,42,560,161,534,161,132,79,132,79,96,73,0,35,101,69,29,52,0,35,2188,337,2104,334,1260,257,502,178,141,129,99,77,794,214,844,204,84,55,84,55,41,44,5,34,84,55,25,40,0,35,6905,596,5448,558,3481,398,517,178,321,169,608,152,2549,355,1967,359,1457,203,1446,203,230,80,246,85,1433,198,497,127,11,34
27,East Garfield Park,13569,813,4230,419,4210,419,3455,398,2843,375,285,133,26,40,617,162,755,196,20,39,20,39,18,39,0,38,20,39,0,38,0,38,2331,327,2213,317,1394,244,719,172,108,55,8,41,647,166,819,199,118,64,118,64,36,48,1,37,118,64,47,48,0,38,7008,612,5378,579,3496,447,422,141,66,50,493,153,2894,411,1882,385,1630,202,1618,196,251,88,187,77,1575,201,531,128,12,44
28,Near West Side,45294,1324,22984,889,22654,886,21322,872,19797,856,2255,360,95,91,349,128,1332,288,330,127,330,127,270,112,62,74,220,111,0,52,0,52,11378,839,11162,834,9210,752,5887,582,2837,377,131,95,904,193,1952,353,216,85,216,85,86,57,29,51,198,84,39,56,0,52,10932,786,7973,724,6067,625,2332,349,1717,413,629,182,2134,321,1906,370,2959,296,2919,294,489,113,500,132,2810,281,959,176,40,64
29,North Lawndale,23277,1150,6709,549,6586,549,5096,476,4218,454,503,179,71,68,830,169,1490,305,123,67,123,67,112,66,27,47,51,48,15,43,0,43,3888,462,3780,459,2401,349,1005,208,172,102,103,75,1266,253,1379,296,108,54,108,54,46,48,26,46,90,51,25,42,0,43,12680,847,9913,781,6195,591,925,207,431,147,1068,240,4349,480,3718,493,2767,318,2735,316,339,97,427,110,2650,312,842,175,32,47
30,South Lawndale,42682,1519,16078,927,15755,925,8015,677,6939,637,726,234,21,51,1035,228,7740,746,323,128,302,124,166,85,30,58,231,109,80,86,21,58,11527,832,11326,830,3947,493,2332,412,237,105,63,64,1481,258,7379,695,201,86,169,78,27,55,0,48,169,78,36,54,32,60,15077,885,11904,791,5552,559,1634,324,334,132,623,186,3475,447,6352,602,3173,386,3001,378,425,137,449,129,2979,376,811,182,172,103
31,Lower West Side,27358,1219,11199,813,10941,814,6599,606,5918,562,488,148,33,48,562,187,4342,635,258,116,196,102,154,99,45,58,96,63,0,42,62,66,8630,706,8455,706,3883,480,2566,361,647,205,0,42,779,217,4572,547,175,80,175,80,68,48,39,50,144,78,0,42,0,42,7529,663,5270,592,2524,398,863,197,145,75,362,143,1466,329,2746,430,2259,317,2234,315,354,118,387,140,2224,315,658,183,25,57
32,Loop,24257,1315,12235,836,11990,830,11522,829,10435,782,1304,360,13,33,36,47,468,214,245,117,245,117,186,107,72,67,226,115,31,56,0,30,7094,928,6708,921,5824,865,4012,770,2077,441,9,33,130,93,884,253,386,144,376,142,235,127,141,102,376,142,0,30,10,33,4928,632,3533,594,3286,581,1709,343,1234,413,220,138,382,230,247,104,1395,256,1395,256,614,197,506,157,1390,256,71,61,0,30
33,Near South Side,17517,954,10522,830,10395,811,9918,830,9122,855,855,264,49,69,144,130,477,240,127,74,127,74,98,69,42,40,121,73,0,24,0,24,3496,521,3251,506,2666,466,2104,418,459,173,68,74,78,59,585,199,245,157,245,157,145,138,25,25,231,152,7,23,0,24,3499,590,2138,498,1824,470,788,245,636,362,171,115,355,163,314,143,1361,326,1323,314,273,98,146,73,1305,312,380,202,38,64
34,Armour Square,11351,625,3387,462,3292,459,2118,345,1507,297,280,133,6,24,330,173,1174,306,95,101,95,101,39,44,67,93,95,101,17,35,0,27,3131,451,2900,434,1487,245,748,177,450,152,40,35,383,157,1413,357,231,101,207,98,24,31,114,88,207,98,40,55,24,45,4833,445,2268,331,925,192,313,105,247,95,147,83,391,146,1343,280,2565,306,2540,305,182,89,470,180,2540,305,1348,253,25,47
35,Douglas,15306,710,4934,407,4750,403,4203,385,3724,376,344,123,4,34,259,94,547,155,184,81,184,81,120,66,25,42,158,77,43,45,0,35,4658,494,4469,490,3537,439,2031,305,1089,252,48,54,551,155,932,207,189,78,189,78,38,39,98,59,189,78,48,46,0,35,5714,498,3685,441,2638,378,899,165,967,311,257,89,772,168,1047,221,2029,212,2029,212,631,116,451,117,1942,213,603,122,0,35
36,Oakland,4405,336,1408,246,1396,245,1263,237,1131,233,79,46,14,29,116,71,133,76,12,19,12,19,12,19,0,19,3,17,3,17,0,19,1093,208,1028,200,680,162,347,117,33,34,23,33,286,99,348,130,65,44,65,44,41,36,13,26,65,44,0,19,0,19,1904,288,1304,278,848,184,169,75,11,17,191,89,564,173,456,195,600,128,587,125,100,59,54,36,571,122,164,69,13,25
37,Fuller Park,2083,318,396,153,373,152,320,142,300,139,80,122,0,16,29,34,53,58,23,27,23,27,13,19,0,16,23,27,0,16,0,16,531,202,506,201,322,172,145,72,0,16,0,16,129,99,184,89,25,17,25,17,5,13,4,13,25,17,6,15,0,16,1156,161,733,143,429,115,85,48,10,19,66,38,281,104,304,101,423,92,417,91,51,30,120,59,400,88,150,57,6,14
38,Grand Boulevard,16733,776,6015,459,5899,455,5163,432,4724,422,337,114,29,51,332,116,736,183,116,63,116,63,72,56,10,43,102,63,24,44,0,43,4261,460,4015,452,2585,327,1414,251,175,101,57,65,1020,204,1430,292,246,86,246,86,71,50,44,45,246,86,58,52,0,43,6457,508,3984,459,2519,347,692,204,142,82,650,166,1423,244,1465,280,2473,234,2452,233,485,120,374,108,2365,213,975,153,21,44
39,Kenwood,14243,676,5359,438,4995,420,4442,417,4164,410,293,101,48,49,154,79,553,150,364,111,364,111,262,86,58,48,324,107,13,31,0,31,3815,408,3457,393,2579,338,1599,258,633,206,70,55,538,155,878,229,358,117,358,117,202,88,128,78,301,112,62,48,0,31,5069,519,3199,442,2605,387,1159,251,523,136,279,125,929,236,594,190,1870,281,1865,281,653,152,496,146,1851,280,575,187,5,31
40,Washington Park,7382,540,2041,250,1973,240,1640,222,1347,207,91,57,35,43,250,95,333,119,68,55,68,55,68,55,0,27,54,54,0,27,0,27,1977,306,1924,302,1092,247,393,134,62,41,2,25,713,201,832,189,53,38,53,38,0,27,15,28,53,38,12,31,0,27,3364,394,2483,357,1868,308,96,55,176,93,297,105,1503,283,615,177,881,179,867,179,157,69,153,59,841,177,211,82,14,33
41,Hyde Park,22881,1027,8061,509,7605,502,7189,492,6765,482,661,180,13,42,102,68,416,132,456,124,456,124,348,108,61,50,373,117,20,41,0,38,8650,792,8047,783,7059,752,4793,559,2173,365,55,60,445,178,988,216,603,139,565,133,403,109,154,76,543,131,140,88,38,58,6170,567,3924,499,3346,463,1865,334,1131,274,167,99,461,136,578,180,2246,250,2205,248,1465,221,473,129,2118,247,499,133,41,43
42,Woodlawn,18304,830,5650,491,5480,486,4780,459,4028,430,421,151,0,36,611,156,700,194,170,84,170,84,117,69,7,36,153,84,49,60,0,36,5015,482,4733,482,3064,389,1733,278,460,141,77,64,1013,247,1669,288,282,104,282,104,90,66,114,78,256,96,98,72,0,36,7639,586,5333,550,3618,423,1126,236,506,156,679,193,2007,326,1715,317,2306,272,2199,268,384,102,388,118,2182,261,1012,193,107,99
43,South Shore,35803,1359,12711,802,12403,796,9993,738,8809,706,975,254,97,90,887,237,2410,452,308,117,308,117,255,111,79,55,196,84,33,48,0,44,8758,686,8218,668,4884,521,2910,415,611,192,271,137,1493,276,3334,454,540,164,540,164,230,89,189,101,516,162,89,83,0,44,14334,929,9616,839,6300,652,1814,348,723,233,1322,259,3817,541,3316,518,4718,410,4685,408,1354,233,919,214,4557,410,1650,257,33,55
44,Chatham,24965,1112,7969,644,7635,638,6817,591,6206,576,352,142,49,58,433,156,818,238,334,116,325,115,221,95,103,62,288,114,40,50,9,38,5368,543,5138,535,3190,435,1781,306,303,118,127,75,1202,275,1948,370,230,114,174,75,75,46,30,43,167,74,39,51,56,94,11628,875,7079,765,4542,562,1373,287,343,131,792,202,2669,446,2537,483,4549,367,4497,370,1664,278,1176,208,4363,374,945,235,52,73
45,Avalon Park,7701,551,2708,351,2565,345,2210,330,1983,297,187,105,0,19,83,74,355,152,143,75,143,75,73,54,21,24,94,56,0,19,0,19,1547,292,1299,275,938,250,667,215,64,47,15,28,214,117,361,140,248,100,248,100,104,60,88,71,248,100,32,31,0,19,3446,407,1970,377,1170,244,470,162,62,58,250,117,573,164,800,313,1476,181,1440,181,702,152,322,108,1430,180,227,105,36,37
46,South Chicago,21122,1095,6215,585,5862,581,4767,546,4206,530,373,142,35,53,615,204,1095,244,353,128,313,121,234,109,32,42,286,119,55,73,40,55,4748,528,4478,520,2667,370,1536,280,115,67,114,71,954,218,1811,361,270,104,270,104,126,78,108,69,240,92,62,58,0,37,10159,849,6964,746,4662,526,1164,275,226,94,945,221,3073,448,2302,414,3195,337,3090,325,1109,206,744,159,3023,325,733,176,105,76
47,Burnside,2460,328,557,147,527,147,472,155,441,145,97,85,36,53,10,17,55,49,30,24,30,24,30,24,0,11,30,24,0,11,0,11,710,159,696,158,394,132,276,115,24,29,53,48,165,88,302,128,14,24,14,24,0,11,14,24,14,24,0,11,0,11,1193,259,787,252,413,164,116,96,51,54,120,104,215,114,374,206,406,66,406,66,133,66,49,44,406,66,235,82,0,11
48,Calumet Heights,11370,558,3718,383,3582,382,3226,366,3008,380,269,150,0,27,113,80,356,131,136,74,136,74,123,66,44,41,115,65,14,33,0,27,2361,392,2040,367,1327,274,942,244,125,69,34,37,383,150,713,247,321,112,321,112,181,85,111,65,309,110,0,27,0,27,5291,400,2428,360,1713,284,672,190,170,90,308,108,816,206,715,224,2863,233,2863,233,1435,232,968,235,2831,235,627,198,0,27
49,Roseland,34053,1117,9592,686,9274,682,7709,608,6927,587,283,114,61,70,812,225,1565,320,318,100,318,100,246,90,57,55,251,91,41,50,0,41,7440,620,6854,599,4344,434,2720,373,404,124,139,80,1232,227,2510,403,586,128,586,128,307,99,166,65,553,125,54,51,0,41,17021,840,10404,740,6535,546,2134,331,554,144,972,216,3653,425,3869,534,6617,371,6567,369,2713,262,1531,211,6434,370,1410,237,50,55
50,Pullman,5561,388,2052,242,1918,230,1718,207,1565,204,156,82,0,19,111,66,200,104,134,86,134,86,91,74,22,28,90,68,25,30,0,19,1447,262,1352,254,779,197,390,134,55,40,22,28,308,96,573,165,95,56,95,56,56,47,16,28,90,57,0,19,0,19,2062,262,1192,216,822,157,176,75,60,49,141,67,569,129,370,146,870,144,870,144,273,86,114,55,862,145,195,81,0,19
51,South Deering,11957,652,3649,427,3539,435,2848,410,2529,377,247,119,17,33,276,146,691,239,110,59,110,59,64,46,14,30,80,48,11,28,0,25,3130,407,2993,405,1766,327,1142,288,116,89,48,48,612,170,1227,303,137,62,137,62,77,51,54,38,113,57,13,27,0,25,5178,460,3411,418,2145,316,900,231,109,80,397,144,989,219,1266,325,1767,241,1648,211,554,156,516,146,1593,209,387,117,119,124
52,East Side,15942,805,6064,527,5911,527,4710,468,4316,435,357,181,6,30,242,142,1201,268,153,77,153,77,75,54,55,50,145,76,36,40,0,29,3994,498,3938,496,2204,367,1493,295,68,51,10,31,676,246,1734,357,56,39,55,38,8,28,28,36,55,38,0,29,1,28,5884,498,3598,411,2067,315,1040,205,183,92,217,82,859,228,1531,270,2286,290,2243,280,733,168,735,166,2219,279,260,93,43,62
53,West Pullman,21855,1057,6819,586,6490,582,5570,550,4914,545,555,189,56,58,494,169,920,230,329,114,308,112,229,94,84,67,277,108,0,39,21,40,4846,549,4523,536,2797,390,1362,284,369,145,42,57,1277,276,1726,334,323,113,323,113,145,90,90,61,323,113,22,38,0,39,10190,772,6820,699,4431,518,1290,243,424,141,653,171,2603,420,2389,469,3370,316,3361,315,1170,220,828,191,3279,317,561,151,9,39
54,Riverdale,3813,393,821,198,793,192,643,184,381,166,24,31,0,16,262,112,150,94,28,43,28,43,0,16,0,16,28,43,28,43,0,16,1086,208,1072,204,791,180,287,122,26,31,39,49,558,170,281,114,14,27,14,27,0,16,0,16,14,27,14,27,0,16,1906,305,1441,295,961,231,90,64,0,16,98,70,868,225,480,197,465,117,465,117,94,86,133,85,465,117,170,81,0,16
55,Hegewisch,7233,663,2966,405,2917,403,2563,371,2369,378,132,104,0,19,159,137,354,166,49,41,49,41,49,41,0,19,49,41,0,19,0,19,1414,308,1310,305,915,256,653,212,114,81,0,19,194,112,395,171,104,87,104,87,30,37,74,79,104,87,0,19,0,19,2853,393,1581,327,1098,278,622,232,75,78,105,88,379,165,483,169,1272,241,1272,241,562,208,500,166,1272,241,86,69,0,19
56,Garfield Ridge,25997,800,11298,626,11012,624,9903,608,9395,620,424,147,45,49,258,122,1109,242,286,98,286,98,228,86,89,66,169,80,15,41,0,42,5878,489,5411,488,4155,416,3334,397,375,140,34,51,523,170,1256,299,467,126,467,126,147,72,165,83,438,120,21,44,0,42,8821,543,4571,443,3207,368,2075,303,295,116,497,171,804,195,1364,282,4250,344,4215,342,1531,234,1751,244,4198,342,663,170,35,46
57,Archer Heights,9398,556,3558,339,3496,335,2431,287,2278,287,86,56,26,24,190,94,1065,234,62,36,52,33,39,30,8,27,42,29,6,24,10,27,2660,345,2562,341,1337,277,993,255,124,66,7,27,288,103,1225,209,98,47,98,47,0,27,85,48,98,47,0,27,0,27,3180,381,2105,293,1168,209,534,143,85,56,177,79,464,135,937,230,1075,196,1059,196,189,79,327,98,1059,196,126,63,16,33
58,Brighton Park,29521,1187,11598,855,11425,850,6988,645,6192,622,609,219,99,73,728,204,4437,574,173,91,148,87,83,71,37,52,99,63,0,43,25,50,8027,669,7889,667,3334,406,2095,339,218,83,62,60,1109,246,4555,552,138,69,122,65,47,49,44,48,113,64,0,43,16,49,9896,724,7454,651,3734,441,1657,311,203,94,534,166,1806,307,3720,474,2442,309,2197,282,401,122,546,141,2128,272,669,180,245,128
59,McKinley Park,11860,620,4645,412,4592,411,3448,378,3003,384,263,108,13,25,245,99,1144,263,53,41,36,33,12,24,8,26,36,33,0,25,17,35,3486,390,3422,388,2004,302,1202,263,146,69,36,37,646,174,1418,282,64,58,64,58,18,26,41,54,64,58,6,24,0,25,3729,382,2567,338,1465,238,590,161,121,78,153,86,678,170,1102,252,1162,179,1097,172,256,89,246,88,1087,170,179,71,65,60
60,Bridgeport,25524,961,10602,584,10422,584,8057,516,6950,485,910,220,34,64,576,172,2365,363,180,74,179,74,119,60,41,53,127,64,9,38,1,35,7481,624,7291,623,4593,487,2826,392,843,222,46,49,1035,260,2698,392,190,79,156,73,21,39,29,41,156,73,46,46,34,47,7441,571,4553,477,3041,363,1138,189,653,187,468,129,1036,222,1512,291,2888,367,2849,365,614,160,635,152,2767,358,760,223,39,53
