area_id,area_name,b25073001,b25073001_moe,b25073002,b25073002_moe,b25073003,b25073003_moe,b25073004,b25073004_moe,b25073005,b25073005_moe,b25073006,b25073006_moe,b25073007,b25073007_moe,b25073008,b25073008_moe,b25073009,b25073009_moe,b25073010,b25073010_moe,b25073011,b25073011_moe,b25073012,b25073012_moe,b25073013,b25073013_moe,b25073014,b25073014_moe,b25073015,b25073015_moe,b25073016,b25073016_moe,b25073017,b25073017_moe,b25073018,b25073018_moe,b25073019,b25073019_moe,b25073020,b25073020_moe,b25073021,b25073021_moe,b25073022,b25073022_moe,b25073023,b25073023_moe,b25073024,b25073024_moe,b25073025,b25073025_moe,b25073026,b25073026_moe,b25073027,b25073027_moe,b25073028,b25073028_moe,b25073029,b25073029_moe,b25073030,b25073030_moe,b25073031,b25073031_moe,b25073032,b25073032_moe,b25073033,b25073033_moe,b25073034,b25073034_moe,b25073035,b25073035_moe,b25073036,b25073036_moe,b25073037,b25073037_moe,b25073038,b25073038_moe,b25073039,b25073039_moe,b25073040,b25073040_moe,b25073041,b25073041_moe,b25073042,b25073042_moe,b25073043,b25073043_moe,b25073044,b25073044_moe,b25073045,b25073045_moe,b25073046,b25073046_moe,b25073047,b25073047_moe,b25073048,b25073048_moe,b25073049,b25073049_moe,b25073050,b25073050_moe
20,Hermosa,3960,302,422,153,12,29,14,30,60,66,33,49,290,134,13,27,2914,293,491,157,331,126,164,87,325,128,1561,253,42,43,472,137,100,67,51,59,25,40,65,62,221,105,10,31,152,93,46,69,13,35,31,54,0,29,46,43,16,38,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
21,Avondale,8027,430,711,208,96,68,31,43,13,40,104,83,409,171,58,53,5101,401,1199,246,871,209,699,205,488,169,1627,282,217,105,1731,297,429,178,101,64,305,120,124,84,706,194,66,57,309,127,22,52,0,38,0,38,75,76,212,108,0,38,136,89,15,44,63,78,22,44,0,38,36,49,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,39,72,39,72,0,38,0,38,0,38,0,38,0,38
22,Logan Square,18353,602,1051,203,301,122,119,91,63,67,68,69,417,138,83,66,10111,540,2717,324,1441,229,1090,212,728,166,3896,391,239,110,4364,388,1218,215,709,159,551,166,320,128,1461,241,105,82,1370,231,420,153,104,75,175,94,176,94,483,137,12,60,1430,261,162,105,193,117,367,154,191,107,491,154,26,64,22,65,0,57,0,57,0,57,0,57,22,65,0,57,5,57,0,57,0,57,0,57,0,57,0,57,5,57
23,Humboldt Park,10868,499,820,196,28,54,21,59,54,67,30,58,598,175,89,78,7312,479,1327,265,728,186,532,161,439,146,3576,397,710,193,1711,295,270,115,101,70,159,97,117,83,885,222,179,122,386,128,61,72,11,53,54,62,6,51,199,98,55,68,629,133,69,77,36,57,112,78,99,85,260,91,53,75,10,53,0,51,0,51,0,51,0,51,10,53,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51
24,West Town,22378,612,1365,225,224,97,317,126,127,89,50,70,518,160,129,80,12093,560,3507,344,1910,279,1346,228,866,198,3913,377,551,159,6551,468,1795,286,1259,238,680,171,624,161,1988,286,205,118,661,147,171,88,66,73,63,74,112,93,231,103,18,63,1660,238,271,102,221,100,400,151,236,134,455,176,77,80,17,63,12,64,5,62,0,62,0,62,0,62,0,62,31,70,14,65,0,62,0,62,0,62,17,68,0,62
25,Austin,19610,673,1595,257,233,111,81,80,57,69,87,85,978,210,159,90,11270,629,1888,317,1078,235,865,207,837,206,5851,516,751,213,3996,412,564,174,316,134,239,119,387,142,2236,333,254,123,1658,275,186,120,149,98,213,115,113,105,917,212,80,86,1020,193,114,101,73,76,179,101,181,84,455,147,18,61,24,67,0,61,0,61,0,61,0,61,24,67,0,61,47,97,0,61,0,61,0,61,0,61,47,97,0,61
26,West Garfield Park,4228,294,281,97,0,35,45,49,0,35,12,39,169,75,55,58,2703,275,310,109,184,84,282,109,161,89,1522,207,244,93,545,132,31,38,63,56,60,51,22,39,348,110,21,46,285,107,85,62,27,40,31,48,17,42,84,64,41,54,400,108,33,40,26,45,74,60,17,43,228,89,22,46,0,35,0,35,0,35,0,35,0,35,0,35,0,35,14,39,0,35,0,35,0,35,0,35,0,35,14,39
27,East Garfield Park,5039,306,503,136,128,71,15,39,39,56,32,40,253,102,36,44,2575,266,290,109,210,93,222,108,140,78,1484,211,229,103,944,178,218,96,67,57,52,46,80,61,378,122,149,75,419,119,45,49,5,37,39,48,60,57,199,93,71,80,598,116,24,36,43,49,83,57,105,56,276,94,67,54,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
28,Near West Side,15414,552,1463,221,343,117,111,73,154,78,120,75,628,162,107,76,2955,284,667,142,349,131,316,121,183,83,1136,210,304,118,2627,286,555,154,231,95,273,111,228,101,1111,198,229,114,1202,211,345,118,51,55,201,112,60,61,424,131,121,83,7145,452,1880,307,979,244,715,187,684,167,2499,325,388,150,15,56,15,56,0,52,0,52,0,52,0,52,0,52,7,52,0,52,0,52,7,52,0,52,0,52,0,52
29,North Lawndale,8240,399,532,135,47,57,34,57,38,52,68,63,271,100,74,71,5095,366,747,169,439,129,350,125,223,96,2741,295,595,163,1779,243,156,80,107,86,53,52,142,75,1198,213,123,76,448,133,99,72,32,55,61,62,35,50,147,83,74,71,372,104,63,61,62,56,46,56,26,46,160,79,15,48,14,43,5,42,0,43,0,43,0,43,9,44,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
30,South Lawndale,10539,500,651,166,72,66,88,75,96,81,67,75,309,121,19,51,8038,493,1709,282,821,200,776,195,811,198,3506,388,415,136,1425,252,196,106,265,114,96,83,114,82,724,183,30,58,155,77,5,48,14,50,13,51,52,69,71,62,0,48,270,81,43,64,4,47,48,55,88,67,69,68,18,55,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
31,Lower West Side,8969,386,531,165,121,64,51,51,32,46,18,44,297,148,12,39,5474,392,1364,227,698,172,559,154,478,140,2115,279,260,106,2520,304,782,197,266,113,136,89,185,88,1042,199,109,84,101,61,29,54,28,49,0,42,31,52,13,42,0,42,343,124,14,45,91,83,114,85,70,78,54,58,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
32,Loop,8300,652,41,44,7,30,4,29,0,30,0,30,30,42,0,30,204,95,144,81,34,45,0,30,20,42,0,30,6,29,123,50,94,36,11,33,0,30,0,30,0,30,18,39,412,165,38,46,56,51,69,90,25,38,114,106,110,87,7307,639,1890,365,568,198,1028,393,659,270,2390,437,772,332,166,209,121,196,0,30,0,30,0,30,0,30,45,77,47,80,0,30,47,80,0,30,0,30,0,30,0,30
33,Near South Side,5806,473,217,104,56,55,16,28,27,48,0,24,66,65,52,65,139,141,12,25,75,119,7,25,0,24,0,24,45,77,181,183,104,172,13,26,44,58,0,24,20,25,0,24,421,158,42,58,49,59,86,88,81,66,163,97,0,24,4839,457,1072,274,613,220,377,210,433,220,2073,424,271,177,9,25,0,24,0,24,0,24,0,24,0,24,9,25,0,24,0,24,0,24,0,24,0,24,0,24,0,24
34,Armour Square,3475,227,336,110,50,43,37,47,44,37,5,26,87,56,113,88,1274,190,231,87,71,45,115,80,145,69,573,166,139,78,536,135,132,59,74,56,34,34,44,34,182,89,70,57,139,69,61,61,0,27,25,33,0,27,30,31,23,32,1190,172,261,107,163,84,253,96,151,79,296,101,66,63,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
35,Douglas,7148,281,195,80,46,53,10,36,0,35,0,35,133,68,6,34,461,125,137,75,60,57,26,39,11,33,223,89,4,34,557,117,118,68,33,50,49,44,84,49,255,81,18,39,846,150,111,69,127,73,112,59,78,49,325,101,93,59,5059,274,1049,186,569,144,806,177,521,136,1707,239,407,134,0,35,0,35,0,35,0,35,0,35,0,35,0,35,30,59,30,59,0,35,0,35,0,35,0,35,0,35
36,Oakland,2131,173,20,27,0,19,12,24,0,19,0,19,0,19,8,20,295,108,17,26,16,23,46,45,94,61,122,78,0,19,726,134,85,60,58,46,117,71,71,53,380,118,15,20,45,36,0,19,16,24,0,19,0,19,29,33,0,19,1045,175,132,62,105,75,171,69,143,61,451,138,43,30,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
37,Fuller Park,768,111,77,39,14,19,4,13,0,16,7,16,48,33,4,13,325,97,30,29,3,12,33,35,27,43,167,77,65,54,32,28,4,13,0,16,8,17,0,16,20,25,0,16,33,53,0,16,0,16,0,16,0,16,33,53,0,16,301,69,0,16,73,52,34,29,23,24,150,51,21,34,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,7111,330,420,128,7,43,87,75,42,55,22,47,223,103,39,52,2320,275,407,126,283,126,263,100,126,72,1101,198,140,88,2033,241,343,127,212,93,104,59,220,100,1084,185,70,56,353,108,53,49,14,43,94,75,38,54,137,70,17,44,1985,177,356,120,185,71,363,107,316,98,705,154,60,64,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
39,Kenwood,6261,340,266,81,24,38,20,35,51,43,43,48,79,56,49,42,642,162,162,76,16,34,41,44,71,57,335,127,17,35,1301,245,144,71,172,86,128,70,107,71,725,203,25,34,652,154,112,60,79,56,120,63,79,56,257,112,5,30,3400,292,685,190,365,134,419,134,136,93,1605,240,190,91,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
40,Washington Park,3309,216,224,85,0,27,9,28,6,26,18,30,182,80,9,29,942,165,132,72,8,28,80,52,51,35,637,148,34,30,1173,169,181,71,147,71,87,54,141,71,587,134,30,34,305,94,55,51,45,33,61,47,3,25,107,52,34,38,654,102,124,81,33,41,53,48,57,42,301,107,86,63,11,34,0,27,0,27,0,27,0,27,11,34,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,7870,371,174,71,41,49,4,37,10,41,36,44,38,42,45,53,678,156,277,107,102,78,21,43,61,66,207,93,10,40,1920,241,255,104,232,104,264,111,167,83,897,171,105,71,1875,250,261,89,212,101,144,70,259,116,956,192,43,42,3223,295,499,140,336,109,457,155,128,61,1604,240,199,102,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
42,Woodlawn,7775,366,513,138,47,52,17,38,19,46,4,35,314,107,112,74,3307,305,515,160,335,123,192,86,263,111,1699,250,303,111,1658,237,401,127,124,68,119,63,177,95,803,187,34,47,582,133,111,63,29,39,87,55,86,67,240,90,29,48,1715,222,181,92,137,70,196,85,350,121,757,170,94,69,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36
43,South Shore,16515,598,779,210,222,123,91,75,12,46,64,64,332,147,58,56,4688,461,755,203,450,187,362,146,530,179,2378,350,213,113,5540,490,1054,249,656,209,572,182,545,198,2365,322,348,153,2243,314,260,118,148,89,296,118,237,122,1221,249,81,76,3265,346,573,181,301,139,457,179,261,127,1569,291,104,101,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44
44,Chatham,8903,460,1131,227,176,97,91,87,87,75,89,73,620,179,68,57,3919,445,693,203,524,207,322,163,177,106,1978,341,225,136,3056,349,480,168,210,104,332,127,305,135,1551,261,178,117,471,148,179,104,0,37,27,56,24,44,241,110,0,37,315,110,8,38,7,37,68,67,14,41,209,97,9,38,11,40,11,40,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,1259,207,492,157,66,73,42,48,62,69,5,18,225,112,92,58,476,141,34,40,49,55,62,60,25,23,234,97,72,63,183,88,45,46,6,19,0,19,8,21,80,60,44,56,88,58,34,57,13,24,0,19,0,19,41,52,0,19,20,22,0,19,0,19,5,14,0,19,15,22,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,6298,413,924,202,73,69,50,56,44,45,81,61,477,128,199,131,3534,375,603,186,274,126,263,123,374,143,1771,289,249,97,1111,200,185,96,104,76,59,56,119,72,564,159,80,64,143,80,17,44,20,47,27,49,10,38,69,67,0,37,563,136,113,96,75,50,59,57,113,70,190,89,13,41,0,37,0,37,0,37,0,37,0,37,0,37,0,37,23,50,0,37,0,37,23,50,0,37,0,37,0,37
47,Burnside,476,118,185,88,0,11,12,19,0,11,25,36,132,82,16,14,116,86,55,64,0,11,0,11,0,11,61,66,0,11,6,12,0,11,0,11,0,11,0,11,6,12,0,11,8,12,0,11,8,12,0,11,0,11,0,11,0,11,150,55,26,28,31,38,37,33,21,33,35,34,0,11,11,20,0,11,0,11,0,11,0,11,11,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,1209,204,455,161,109,75,0,27,37,48,13,31,252,140,44,34,634,154,102,64,71,65,93,56,0,27,308,128,60,52,115,51,22,34,17,29,19,29,3,26,54,49,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,5,26,0,27,0,27,5,26,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,6628,428,2819,297,328,132,192,118,221,89,166,84,1609,234,303,109,2068,303,377,147,142,80,201,116,207,113,953,217,188,104,1326,252,229,121,164,100,116,93,126,105,629,199,62,72,91,72,0,41,0,41,0,41,0,41,91,72,0,41,324,123,41,57,0,41,42,48,12,44,189,108,40,65,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,1607,162,841,131,301,100,129,71,109,50,47,50,242,90,13,19,561,109,134,78,29,38,46,49,47,32,293,102,12,26,31,25,10,22,0,19,0,19,0,19,21,26,0,19,21,33,21,33,0,19,0,19,0,19,0,19,0,19,153,57,0,19,0,19,22,32,16,25,59,48,56,56,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,2204,245,1199,195,131,67,115,85,164,92,46,45,619,151,124,85,699,188,138,83,58,52,62,57,27,48,313,131,101,90,170,62,29,33,24,35,17,29,21,29,79,51,0,25,8,26,8,26,0,25,0,25,0,25,0,25,0,25,120,72,9,27,0,25,22,30,27,49,62,58,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,8,26,0,25,0,25,0,25,0,25,8,26,0,25
52,East Side,2195,247,566,167,89,77,9,29,13,27,88,72,237,113,130,77,1506,224,246,101,159,98,72,64,89,54,790,175,150,94,102,70,56,55,26,41,0,29,0,29,20,41,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,21,44,0,29,0,29,0,29,0,29,21,44,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
53,West Pullman,3509,343,1777,263,103,75,50,43,153,101,152,84,1131,229,188,94,1291,248,234,141,64,61,192,116,94,65,630,178,77,69,204,113,29,50,0,39,0,39,41,65,134,94,0,39,48,53,12,42,0,39,0,39,7,39,29,47,0,39,189,85,39,52,7,39,10,41,53,67,80,63,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39
54,Riverdale,2023,176,1233,164,311,118,64,49,122,78,115,71,520,151,101,77,228,112,45,51,48,56,25,30,5,14,69,62,36,54,463,124,109,64,69,60,75,65,18,31,140,89,52,48,17,29,0,16,0,16,0,16,0,16,17,29,0,16,82,80,0,16,0,16,45,72,19,33,18,30,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,961,226,238,134,29,38,32,39,39,63,76,87,40,38,22,29,541,207,161,123,62,75,17,29,0,19,156,134,145,122,20,24,0,19,12,24,0,19,8,20,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,60,35,0,19,0,19,0,19,16,26,44,36,0,19,102,78,0,19,16,27,0,19,45,71,25,32,16,27,0,19,0,19,0,19,0,19,0,19,0,19,0,19
56,Garfield Ridge,1986,268,655,185,112,87,72,53,29,52,108,75,246,120,88,88,754,178,114,73,57,57,71,67,26,42,476,156,10,42,414,138,74,67,102,88,41,47,62,77,135,75,0,42,66,56,4,41,13,44,0,42,4,41,37,51,8,42,97,87,0,42,9,43,0,42,10,43,61,83,17,48,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
57,Archer Heights,1333,193,228,87,28,36,64,51,37,39,24,37,67,55,8,27,920,169,182,76,174,75,61,55,92,69,362,100,49,58,129,66,17,37,20,31,28,41,0,27,64,51,0,27,30,54,0,27,0,27,0,27,0,27,30,54,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,26,47,0,27,26,47,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,6265,397,752,188,113,80,18,44,42,55,99,84,380,132,100,73,5023,382,1278,254,471,141,653,185,347,132,2078,281,196,89,334,125,30,54,56,75,21,53,32,58,188,96,7,42,35,57,0,43,0,43,0,43,0,43,35,57,0,43,85,85,0,43,0,43,12,45,26,58,47,74,0,43,36,58,0,43,0,43,12,45,0,43,24,57,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,2268,227,241,106,48,49,4,23,14,30,35,49,118,76,22,34,1612,207,337,115,314,109,116,71,136,66,646,165,63,57,379,121,80,53,20,36,38,43,23,33,195,97,23,42,10,27,0,25,0,25,10,27,0,25,0,25,0,25,22,33,16,33,0,25,6,24,0,25,0,25,0,25,4,23,4,23,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25
