area_id,area_name,b07009001,b07009001_moe,b07009002,b07009002_moe,b07009003,b07009003_moe,b07009004,b07009004_moe,b07009005,b07009005_moe,b07009006,b07009006_moe,b07009007,b07009007_moe,b07009008,b07009008_moe,b07009009,b07009009_moe,b07009010,b07009010_moe,b07009011,b07009011_moe,b07009012,b07009012_moe,b07009013,b07009013_moe,b07009014,b07009014_moe,b07009015,b07009015_moe,b07009016,b07009016_moe,b07009017,b07009017_moe,b07009018,b07009018_moe,b07009019,b07009019_moe,b07009020,b07009020_moe,b07009021,b07009021_moe,b07009022,b07009022_moe,b07009023,b07009023_moe,b07009024,b07009024_moe,b07009025,b07009025_moe,b07009026,b07009026_moe,b07009027,b07009027_moe,b07009028,b07009028_moe,b07009029,b07009029_moe,b07009030,b07009030_moe,b07009031,b07009031_moe,b07009032,b07009032_moe,b07009033,b07009033_moe,b07009034,b07009034_moe,b07009035,b07009035_moe,b07009036,b07009036_moe
11,Jefferson Park,18827,791,2530,417,5265,535,5515,564,3814,481,1703,293,17342,843,2342,402,5027,541,4866,542,3480,468,1627,290,1223,313,148,112,213,128,523,208,263,125,76,53,52,63,0,29,0,29,33,59,19,37,0,29,151,139,40,66,25,38,74,74,12,33,0,29,59,81,0,29,0,29,19,41,40,76,0,29
12,Forest Glen,12767,394,626,173,2121,291,2814,322,3926,346,3280,361,11552,441,573,164,1950,274,2545,310,3530,334,2954,331,924,264,53,67,123,83,174,97,336,171,238,128,74,74,0,29,25,47,12,33,0,29,37,63,139,97,0,29,0,29,73,70,44,44,22,35,78,66,0,29,23,44,10,29,16,33,29,53
13,North Park,12674,678,1821,349,2199,340,3304,397,3048,371,2302,303,11316,704,1585,316,1985,330,2827,384,2772,356,2147,297,1017,302,219,144,173,90,333,157,220,120,72,62,114,106,0,27,20,27,85,102,9,28,0,27,93,67,0,27,21,29,0,27,30,40,42,39,134,88,17,34,0,27,59,60,17,36,41,47
14,Albany Park,34748,1285,11423,1088,6755,681,7367,771,5666,589,3537,424,28698,1328,9420,956,5815,638,5993,730,4450,529,3020,390,4980,780,1794,544,865,285,1263,311,728,194,330,143,308,184,26,59,0,45,66,67,153,138,63,88,453,190,45,89,38,66,0,45,266,125,104,82,309,152,138,127,37,57,45,67,69,69,20,47
15,Portage Park,43619,1140,8422,747,13408,823,11896,789,6451,560,3442,439,39576,1229,7400,704,12471,808,10700,749,5944,528,3061,395,3262,587,905,336,745,233,1030,309,343,190,239,130,219,171,68,111,0,47,85,89,66,78,0,47,409,188,49,68,113,102,72,61,72,76,103,109,153,132,0,47,79,97,9,48,26,54,39,75
16,Irving Park,38872,1296,8705,957,8415,773,9096,730,8575,668,4081,432,34164,1341,7807,927,7540,746,7779,679,7296,634,3742,418,3943,564,768,232,750,211,1120,289,1040,273,265,94,202,112,0,47,63,74,42,50,97,83,0,47,489,199,123,132,61,101,140,89,100,75,65,77,74,70,7,48,1,44,15,47,42,61,9,51
17,Dunning,30515,866,4929,510,10018,684,8254,650,4762,515,2552,322,28817,891,4706,498,9545,678,7582,630,4549,521,2435,313,1442,336,184,108,404,157,574,203,170,119,110,57,109,73,21,44,12,42,56,60,20,42,0,40,58,69,0,40,6,40,34,65,18,47,0,40,89,65,18,42,51,53,8,40,5,41,7,40
18,Montclare,8352,537,1965,340,2605,357,2263,373,1060,260,459,164,7620,552,1831,326,2384,352,2080,355,899,234,426,147,579,214,103,70,193,95,145,91,138,105,0,23,46,55,0,23,14,26,0,23,0,23,32,53,61,59,31,36,14,28,15,31,0,23,1,16,46,43,0,23,0,23,23,30,23,38,0,23
19,Belmont Cragin,46082,1380,17206,1085,14293,939,9671,737,3552,432,1360,276,42154,1454,15817,1078,13118,923,8768,724,3199,403,1252,260,3271,557,1148,311,939,263,771,219,342,168,71,68,13,55,0,52,13,55,0,52,0,52,0,52,343,181,127,102,108,89,89,97,11,55,8,53,301,137,114,81,115,96,43,69,0,52,29,60
20,Hermosa,14747,812,6138,655,4476,557,3055,399,906,213,172,77,12715,844,5294,603,3954,545,2528,362,777,200,162,76,1878,432,786,317,469,164,484,192,129,75,10,32,30,54,30,54,0,29,0,29,0,29,0,29,47,60,0,29,18,37,29,55,0,29,0,29,77,74,28,44,35,46,14,35,0,29,0,29
21,Avondale,26905,1156,6637,781,8954,860,5598,543,3968,437,1748,292,23422,1200,6041,737,8078,843,4658,513,3211,394,1434,262,2871,491,463,184,739,236,796,260,638,205,235,107,73,63,19,48,15,44,13,42,0,38,26,49,249,122,0,38,34,53,85,71,77,63,53,47,290,189,114,119,88,87,46,53,42,55,0,38
22,Logan Square,51108,1282,7589,683,11821,923,9070,723,15224,759,7404,489,42843,1291,7095,665,10341,887,7400,647,11972,678,6035,449,6654,689,426,150,1312,349,1308,282,2504,367,1104,212,221,113,14,61,34,66,51,61,79,81,43,66,1162,262,37,79,84,72,195,105,629,184,217,96,228,141,17,61,50,79,116,99,40,64,5,57
23,Humboldt Park,31709,1217,11231,857,9627,753,7432,678,2461,388,958,221,27973,1267,10194,815,8569,741,6358,636,1997,354,855,214,3405,547,985,274,956,255,972,248,389,176,103,76,81,80,0,51,39,59,39,57,3,49,0,51,134,102,35,68,5,48,32,56,62,87,0,51,116,83,17,48,58,70,31,65,10,51,0,51
24,West Town,62284,1384,8055,762,7364,634,9719,643,23312,977,13834,777,49589,1367,7321,739,6357,579,8066,588,17057,878,10788,670,9902,780,723,241,828,210,1373,260,4702,516,2276,351,726,206,1,62,57,81,44,70,419,152,205,144,1803,318,6,62,76,84,201,102,1062,256,458,137,264,117,4,62,46,81,35,69,72,79,107,85
25,Austin,61288,1618,14973,1013,21543,1173,17983,941,4771,499,2018,304,54398,1623,13196,963,19433,1166,15541,871,4427,479,1801,287,6327,696,1615,314,1964,347,2235,382,296,135,217,114,255,125,41,74,56,76,132,98,26,65,0,61,220,126,78,98,65,82,67,78,10,62,0,61,88,89,43,79,25,65,8,60,12,65,0,61
26,West Garfield Park,10231,672,2508,332,4031,449,2972,345,501,139,219,95,8542,633,2095,311,3286,396,2492,318,458,134,211,90,1547,391,360,145,725,257,419,150,43,47,0,35,36,54,0,35,11,38,25,52,0,35,0,35,106,64,53,46,9,36,36,40,0,35,8,38,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,11527,679,2454,323,3839,463,3577,439,1120,224,537,140,9685,611,1957,273,3298,421,3002,403,977,205,451,126,1508,314,438,159,436,182,460,150,134,83,40,59,140,88,26,45,55,68,25,39,0,38,34,57,182,105,33,42,50,70,90,83,9,40,0,38,12,41,0,38,0,38,0,38,0,38,12,41
28,Near West Side,37589,1141,3593,393,4408,538,6492,637,12201,763,10895,680,29068,1063,2852,339,3711,513,5006,507,8995,645,8504,603,6025,658,652,193,596,170,947,242,2034,365,1796,361,558,177,52,66,64,63,176,104,205,114,61,58,1189,255,22,56,23,54,185,93,577,173,382,132,749,341,15,56,14,55,178,242,390,227,152,86
29,North Lawndale,19318,952,5327,535,6811,615,5269,499,1289,248,622,138,16511,896,4801,516,5467,541,4534,461,1167,234,542,125,2515,458,477,153,1236,325,639,175,95,87,68,70,168,99,40,62,75,74,35,58,18,50,0,43,114,77,9,43,27,45,57,70,9,43,12,43,10,41,0,43,6,42,4,42,0,43,0,43
30,South Lawndale,39881,1343,21873,1109,10275,707,5413,492,1704,308,616,205,32002,1274,18258,1055,7671,625,3987,433,1585,298,501,193,7094,636,3289,409,2433,350,1252,205,40,58,80,83,271,114,112,82,103,71,45,61,4,47,7,48,340,141,85,78,68,66,109,82,51,66,27,55,174,110,129,102,0,48,20,57,24,56,1,47
31,Lower West Side,22500,1041,9158,792,5471,549,3869,478,2731,405,1271,238,18654,1032,7986,724,4555,504,3130,462,2014,346,969,197,3365,538,984,334,827,238,684,176,620,201,250,97,151,96,2,40,83,90,20,45,37,48,9,43,245,142,121,134,6,41,25,45,53,49,40,54,85,68,65,67,0,42,10,43,7,41,3,42
32,Loop,19406,993,604,180,1098,286,2405,411,7936,764,7363,688,14119,902,344,131,822,231,1917,370,5892,691,5144,551,2715,616,158,122,191,161,325,159,871,314,1170,346,499,247,56,75,35,48,42,57,144,119,222,204,1467,468,15,38,39,53,99,84,792,356,522,232,606,257,31,45,11,33,22,37,237,116,305,197
33,Near South Side,16211,931,1203,377,1584,394,2528,527,4937,557,5959,766,12406,904,753,215,1317,364,1738,318,4026,534,4572,681,2422,539,437,286,257,201,419,203,544,195,765,287,127,154,0,24,7,19,48,76,24,32,48,77,1053,428,0,24,3,22,285,274,195,139,570,297,203,183,13,28,0,24,38,64,148,144,4,17
34,Armour Square,9807,535,3387,439,3091,413,1274,243,1379,303,676,160,8490,546,3015,426,2619,401,1106,218,1152,243,598,152,862,261,204,111,378,158,84,69,139,121,57,39,17,38,0,27,0,27,1,25,0,27,16,39,188,131,13,26,27,49,83,86,65,76,0,27,250,157,155,110,67,65,0,27,23,38,5,26
35,Douglas,12459,556,1778,254,2252,292,3581,354,2508,360,2340,374,9489,516,1397,215,1783,249,2757,322,1684,247,1868,328,2013,323,350,137,358,127,678,169,390,148,237,98,256,113,12,39,36,44,17,38,143,92,48,69,394,151,19,41,43,48,127,85,175,116,30,46,307,157,0,35,32,61,2,33,116,91,157,108
36,Oakland,3902,263,717,219,778,147,1447,192,594,147,366,123,3354,275,622,181,668,150,1254,196,486,143,324,126,532,169,95,69,110,75,193,92,108,73,26,33,13,28,0,19,0,19,0,19,0,19,13,28,0,19,0,19,0,19,0,19,0,19,0,19,3,16,0,19,0,19,0,19,0,19,3,16
37,Fuller Park,1749,239,466,132,573,145,499,158,148,68,63,44,1621,230,421,126,550,142,465,156,132,64,53,40,128,61,45,36,23,27,34,40,16,21,10,19,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
38,Grand Boulevard,14890,685,2371,310,3525,377,5062,407,2282,319,1650,271,12534,631,2014,293,2917,319,4230,376,1969,307,1404,245,2111,446,285,118,606,218,729,235,260,122,231,102,13,42,0,43,1,41,12,42,0,43,0,43,221,121,62,59,0,43,91,83,53,86,15,43,11,42,10,44,1,41,0,43,0,43,0,43
39,Kenwood,12666,664,1432,252,1886,271,3208,427,2626,370,3514,416,10476,603,1271,234,1583,236,2572,363,2195,346,2855,373,1693,348,146,97,286,118,604,246,260,115,397,159,48,47,7,31,13,36,0,31,28,44,0,31,333,135,0,31,4,30,19,41,128,91,182,89,116,68,8,32,0,31,13,34,15,35,80,58
40,Washington Park,6233,444,1583,256,1815,276,1904,239,588,164,343,98,4746,408,1125,199,1406,252,1387,197,516,158,312,92,1408,326,458,184,373,125,502,164,44,44,31,43,10,29,0,27,0,27,10,29,0,27,0,27,69,48,0,27,36,35,5,26,28,33,0,27,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,17610,732,754,209,1481,298,3132,410,4468,496,7775,471,13675,635,546,177,1204,263,2326,333,3350,380,6249,437,2431,373,178,106,186,110,708,242,471,160,888,189,101,69,11,39,1,37,55,63,20,42,14,43,1044,257,19,47,88,87,43,51,512,193,382,123,359,121,0,38,2,37,0,38,115,70,242,96
42,Woodlawn,15403,715,2545,364,3805,446,5234,472,2082,307,1737,290,12694,683,2230,346,3121,406,4151,421,1738,277,1454,281,2357,429,281,137,664,246,954,233,274,138,184,100,35,49,3,36,15,42,0,36,17,45,0,36,270,106,31,43,5,36,129,77,40,46,65,62,47,47,0,36,0,36,0,36,13,39,34,43
43,South Shore,31380,1144,4390,515,7943,721,11900,771,4427,481,2720,352,25497,1078,3623,456,6307,608,9547,711,3478,441,2542,346,5496,690,627,217,1532,378,2262,397,907,239,168,93,110,105,70,80,40,80,0,44,0,44,0,44,168,97,40,57,27,58,49,67,42,55,10,45,109,104,30,57,37,74,42,75,0,44,0,44
44,Chatham,22356,982,3243,443,5958,615,8181,650,3068,417,1906,303,19990,997,2958,421,5198,586,7203,614,2880,403,1751,288,2256,398,285,130,751,234,946,275,163,99,111,85,23,44,0,37,0,37,23,44,0,37,0,37,87,83,0,37,9,38,9,38,25,54,44,71,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,6954,490,737,233,1674,338,2916,372,1068,233,559,174,6223,492,661,197,1419,305,2573,373,1024,232,546,173,660,200,42,42,218,119,343,141,44,39,13,23,0,19,0,19,0,19,0,19,0,19,0,19,71,64,34,52,37,48,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,18358,969,4885,642,4911,517,5797,534,1819,325,946,252,15794,932,4291,585,4154,483,5020,502,1535,291,794,221,2281,451,433,176,722,206,706,231,268,149,152,123,40,73,40,73,0,37,0,37,0,37,0,37,210,138,121,106,18,46,71,66,0,37,0,37,33,64,0,37,17,45,0,37,16,43,0,37
47,Burnside,2035,288,393,150,584,162,869,195,50,65,139,70,1853,261,379,142,530,147,776,164,40,57,128,70,136,92,0,11,54,58,61,51,10,21,11,19,46,56,14,24,0,11,32,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,10253,479,1128,231,2059,319,4151,419,1306,234,1609,268,9437,451,1024,228,1959,313,3672,371,1185,224,1597,267,641,278,95,78,81,59,332,174,121,85,12,31,23,34,0,27,11,32,12,29,0,27,0,27,134,130,9,29,8,29,117,128,0,27,0,27,18,36,0,27,0,27,18,36,0,27,0,27
49,Roseland,29655,1004,5002,512,8538,615,11013,707,3209,413,1893,258,26596,947,4522,477,7616,590,9770,653,2908,395,1780,255,2594,563,428,165,833,236,1041,354,215,108,77,56,98,90,40,59,10,42,11,41,37,71,0,41,335,137,12,44,71,69,173,111,49,57,30,49,32,45,0,41,8,42,18,44,0,41,6,41
50,Pullman,4944,351,648,183,1213,227,2083,255,605,133,395,111,4550,334,543,150,1018,196,1999,249,605,133,385,110,372,143,97,74,181,112,84,65,0,19,10,22,0,19,0,19,0,19,0,19,0,19,0,19,13,19,8,20,5,17,0,19,0,19,0,19,9,21,0,19,9,21,0,19,0,19,0,19
51,South Deering,10355,528,2175,363,3468,441,3457,438,792,210,463,138,9053,567,1873,339,3087,436,2930,435,737,208,426,129,1151,317,291,146,331,156,453,163,39,49,37,49,0,25,0,25,0,25,0,25,0,25,0,25,95,109,11,26,10,29,74,107,0,25,0,25,56,50,0,25,40,44,0,25,16,34,0,25
52,East Side,13997,699,4472,526,4817,463,2983,357,1185,233,540,154,12831,682,3942,461,4518,452,2734,352,1127,233,510,160,1066,387,508,283,250,147,229,105,50,49,29,37,34,36,0,29,22,33,11,33,0,29,1,27,57,42,13,30,27,37,9,30,8,30,0,29,9,28,9,28,0,29,0,29,0,29,0,29
53,West Pullman,18581,867,3811,503,5269,589,6758,554,1793,298,950,229,16487,841,3286,454,4673,559,6120,539,1570,265,838,209,1734,408,483,281,479,172,538,180,167,123,67,84,95,95,21,48,23,50,51,72,0,39,0,39,250,117,21,48,94,82,34,52,56,72,45,62,15,44,0,39,0,39,15,44,0,39,0,39
54,Riverdale,3079,315,846,206,981,221,1014,226,238,118,0,16,2618,306,726,181,819,199,880,213,193,96,0,16,374,146,86,63,132,84,111,64,45,72,0,16,33,52,3,13,30,51,0,16,0,16,0,16,54,56,31,49,0,16,23,31,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,6503,554,1250,296,2021,405,1981,329,977,198,274,123,5801,609,1072,291,1797,387,1771,332,903,193,258,120,583,291,127,121,191,169,175,121,74,66,16,27,0,19,0,19,0,19,0,19,0,19,0,19,104,118,51,65,33,55,20,35,0,19,0,19,15,25,0,19,0,19,15,25,0,19,0,19
56,Garfield Ridge,23380,726,4511,550,7992,658,6475,493,3108,400,1294,231,21615,740,4150,530,7416,639,6026,494,2836,386,1187,221,1459,348,300,134,506,179,356,158,209,100,88,71,124,152,0,42,0,42,67,84,47,83,10,42,89,65,0,42,41,54,23,41,16,48,9,41,93,92,61,85,29,54,3,41,0,42,0,42
57,Archer Heights,7745,511,2779,382,2634,331,1605,226,479,120,248,101,7166,538,2669,380,2324,333,1496,218,429,112,248,101,511,163,110,73,276,121,93,65,32,43,0,27,0,27,0,27,0,27,0,27,0,27,0,27,54,64,0,27,20,35,16,35,18,36,0,27,14,34,0,27,14,34,0,27,0,27,0,27
58,Brighton Park,24124,975,10883,772,7445,584,3656,419,1703,309,437,124,21336,983,9545,743,6554,562,3338,417,1492,267,407,119,2516,574,1219,381,818,247,278,130,201,164,0,43,73,76,34,68,28,52,10,45,0,43,1,40,132,88,58,64,45,73,0,43,0,43,29,53,67,62,27,51,0,43,30,55,10,45,0,43
59,McKinley Park,10320,553,3392,387,3666,440,1799,258,1048,215,415,114,9323,589,3170,373,3326,435,1581,251,922,207,324,108,855,202,168,92,327,136,181,78,111,69,68,42,86,60,40,49,6,24,24,33,9,26,7,26,36,30,0,25,7,24,13,27,0,25,16,26,20,33,14,32,0,25,0,25,6,26,0,25
60,Bridgeport,21448,824,4770,501,6950,519,4661,443,2911,374,2156,330,18752,849,4412,481,6255,516,4086,391,2328,335,1671,300,2057,349,269,123,556,183,479,192,421,143,332,119,119,81,0,37,54,61,27,41,23,42,15,37,271,150,11,37,46,62,69,66,101,101,44,80,249,131,78,89,39,53,0,37,38,48,94,77
61,New City,22896,1024,9503,744,6893,554,4753,502,1149,213,598,168,20066,1020,8504,707,5948,538,4023,463,1084,205,507,150,2509,405,878,240,803,190,688,184,65,76,75,64,69,69,36,65,17,49,0,47,0,47,16,49,202,96,60,59,100,76,42,59,0,47,0,47,50,92,25,61,25,61,0,47,0,47,0,47
62,West Elsdon,11410,559,4218,513,3505,408,2309,366,965,248,413,130,10344,606,3817,490,3085,369,2123,364,937,245,382,122,921,322,347,160,365,218,162,89,26,38,21,41,10,31,0,27,0,27,0,27,0,27,10,31,42,65,19,40,19,39,4,26,0,27,0,27,93,93,35,61,36,49,20,41,2,16,0,27
63,Gage Park,21158,985,10900,901,5751,555,3100,355,1084,210,323,125,19137,952,9869,849,5191,507,2806,346,1014,201,257,103,1647,528,885,392,453,253,216,109,65,73,28,58,63,63,48,61,0,41,15,40,0,41,0,41,86,73,14,60,33,47,19,48,4,38,16,47,225,159,84,90,74,89,44,61,1,39,22,52
64,Clearing,15296,609,2879,436,5482,462,4336,441,1906,319,693,193,14087,627,2776,428,5082,440,3937,417,1696,309,596,181,1015,296,103,99,321,157,292,134,210,120,89,78,21,39,0,31,0,31,21,39,0,31,0,31,125,116,0,31,40,54,77,104,0,31,8,33,48,58,0,31,39,58,9,33,0,31,0,31
65,West Lawn,19424,746,6527,691,6774,621,4362,444,1170,253,591,166,17987,770,6052,640,6447,612,3857,416,1082,247,549,159,1054,328,200,159,282,138,453,188,77,60,42,55,29,41,0,34,0,34,29,41,0,34,0,34,145,179,110,176,1,32,23,49,11,33,0,34,209,149,165,143,44,54,0,34,0,34,0,34
66,Chicago Lawn,30301,1190,9449,817,9958,778,8128,649,2227,400,539,178,27491,1194,8461,776,9031,752,7373,649,2100,391,526,176,2698,482,934,296,899,289,725,202,127,88,13,51,29,56,13,51,0,49,16,54,0,49,0,49,56,67,14,53,28,63,14,53,0,49,0,49,27,55,27,55,0,49,0,49,0,49,0,49
67,West Englewood,20619,874,5416,498,7032,534,6748,500,1151,212,272,118,18132,856,4604,440,6361,521,5917,475,1055,202,195,94,2177,436,735,230,604,187,758,206,28,55,52,76,25,51,16,53,9,46,0,48,0,48,0,48,270,140,61,77,58,64,73,69,53,69,25,61,15,52,0,48,0,48,0,48,15,52,0,48
68,Englewood,16330,841,4652,499,5208,498,5588,495,618,150,264,93,14314,785,4020,456,4481,472,4984,464,583,148,246,93,1909,391,606,237,697,223,564,171,24,37,18,39,17,37,11,38,0,36,6,37,0,36,0,36,47,49,15,42,0,36,21,41,11,39,0,36,43,57,0,36,30,56,13,38,0,36,0,36
69,Greater Grand Crossing,20367,869,3365,377,5413,530,7976,594,2502,366,1111,235,17637,811,2827,353,4325,481,7067,577,2333,354,1085,234,2476,363,499,148,996,236,799,180,166,87,16,41,79,76,0,38,53,70,23,46,3,40,0,38,175,107,39,62,39,56,87,70,0,38,10,39,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,26737,923,4730,546,7635,613,9188,713,3510,478,1674,356,25121,947,4467,534,7211,604,8429,668,3391,468,1623,353,1454,405,263,131,359,171,663,299,118,85,51,62,118,104,0,41,45,62,73,90,0,41,0,41,9,34,0,41,0,41,8,37,1,37,0,41,35,49,0,41,20,47,15,44,0,41,0,41
71,Auburn Gresham,30817,1101,5695,574,10293,728,11066,704,2684,359,1079,216,27545,1090,5159,540,9141,690,9723,666,2485,350,1037,214,2955,489,505,176,1035,294,1226,284,166,98,23,47,41,52,7,46,9,47,25,51,0,46,0,46,259,118,24,50,100,84,83,68,33,58,19,52,17,52,0,46,8,46,9,46,0,46,0,46
72,Beverly,13940,504,517,153,1975,366,3765,382,4029,354,3654,327,13298,539,505,153,1833,358,3592,380,3866,346,3502,321,600,196,11,26,123,81,173,120,150,79,143,82,13,34,0,29,0,29,0,29,13,34,0,29,20,34,1,27,19,35,0,29,0,29,0,29,9,30,0,29,0,29,0,29,0,29,9,30
73,Washington Heights,17898,737,2460,367,5724,507,6511,533,1885,326,1318,248,16705,735,2267,346,5353,483,6037,531,1751,315,1297,245,1094,345,181,134,345,171,453,190,95,64,20,37,18,30,0,33,9,30,9,28,0,33,0,33,80,54,12,38,17,36,12,36,39,44,0,33,1,30,0,33,0,33,0,33,0,33,1,30
74,Mount Greenwood,11933,442,519,162,3566,401,4007,396,2260,328,1581,270,11423,443,508,161,3477,397,3866,393,2087,324,1485,257,467,169,9,27,87,63,119,67,156,81,96,83,20,31,0,25,0,25,11,28,9,27,0,25,15,29,2,23,2,23,11,28,0,25,0,25,8,27,0,25,0,25,0,25,8,27,0,25
75,Morgan Park,15406,769,1658,332,3234,409,5564,603,2705,354,2245,324,14288,754,1454,309,2988,376,5175,591,2564,349,2107,311,979,268,166,104,232,132,360,122,112,74,109,81,52,53,0,31,7,31,16,39,29,48,0,31,87,69,38,48,7,31,13,37,0,31,29,53,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,10217,649,1115,328,3224,511,2828,419,1986,350,1064,325,8918,663,1009,313,3038,508,2405,368,1558,325,908,300,925,306,47,56,123,92,350,188,348,188,57,68,45,61,17,45,11,40,17,45,0,38,0,38,187,122,42,65,52,73,28,47,40,61,25,45,142,146,0,38,0,38,28,58,40,72,74,124
77,Edgewater,41943,1220,4071,608,5250,595,9748,748,13208,892,9666,688,35479,1276,3605,588,4525,571,8394,699,10823,855,8132,623,4762,583,343,135,538,195,1185,284,1602,315,1094,259,237,111,16,51,82,83,67,74,24,52,48,59,953,257,40,58,54,68,90,68,452,159,317,156,512,255,67,81,51,77,12,51,307,212,75,69
