area_id,area_name,b25056001,b25056001_moe,b25056002,b25056002_moe,b25056003,b25056003_moe,b25056004,b25056004_moe,b25056005,b25056005_moe,b25056006,b25056006_moe,b25056007,b25056007_moe,b25056008,b25056008_moe,b25056009,b25056009_moe,b25056010,b25056010_moe,b25056011,b25056011_moe,b25056012,b25056012_moe,b25056013,b25056013_moe,b25056014,b25056014_moe,b25056015,b25056015_moe,b25056016,b25056016_moe,b25056017,b25056017_moe,b25056018,b25056018_moe,b25056019,b25056019_moe,b25056020,b25056020_moe,b25056021,b25056021_moe,b25056022,b25056022_moe,b25056023,b25056023_moe,b25056024,b25056024_moe
45,Avalon Park,1259,207,1154,212,12,22,8,21,0,19,32,52,0,19,19,35,0,19,5,14,0,19,32,36,64,73,159,101,107,77,45,40,49,47,259,118,55,50,179,114,99,86,30,48,0,19,105,69
46,South Chicago,6298,413,6063,408,76,59,64,61,203,82,170,88,129,65,193,84,261,123,419,131,205,94,676,166,435,147,553,194,440,156,532,179,203,121,419,148,289,118,570,175,95,71,117,78,14,40,235,123
47,Burnside,476,118,468,118,0,11,27,30,22,22,59,50,39,42,63,50,15,25,40,57,0,11,50,49,0,11,25,36,11,20,12,19,0,11,22,22,0,11,20,31,40,44,23,37,0,11,8,14
48,Calumet Heights,1209,204,1134,202,0,27,5,26,0,27,0,27,0,27,27,50,24,37,32,43,11,31,114,90,48,42,46,36,107,76,118,74,46,43,162,86,114,69,197,107,77,72,0,27,6,26,75,46
49,Roseland,6628,428,6389,428,120,77,49,51,50,50,57,69,59,59,39,44,82,78,111,75,108,72,273,128,321,119,662,186,487,157,905,213,678,176,806,218,443,147,594,161,412,118,133,93,0,41,239,97
50,Pullman,1607,162,1595,162,0,19,0,19,15,28,0,19,0,19,27,30,16,23,64,56,88,49,256,97,227,98,164,86,152,70,140,75,50,48,130,79,86,72,141,74,39,46,0,19,0,19,12,26
51,South Deering,2204,245,2073,236,74,58,26,29,73,53,91,74,47,52,0,25,63,51,125,78,125,81,117,73,106,77,131,80,0,25,232,128,182,100,176,86,121,96,277,125,107,76,0,25,0,25,131,81
52,East Side,2195,247,2017,237,25,41,0,29,0,29,29,55,18,32,42,40,79,52,161,98,155,84,199,91,240,105,290,125,215,116,135,81,143,91,105,69,42,52,118,82,21,44,0,29,0,29,178,93
53,West Pullman,3509,343,3415,348,52,55,121,74,25,44,19,42,103,74,111,70,30,46,110,75,47,64,255,124,46,51,169,98,295,139,320,138,130,83,347,142,419,158,287,112,252,121,277,130,0,39,94,77
54,Riverdale,2023,176,1987,186,284,114,44,48,196,94,247,104,92,61,171,108,31,31,166,94,33,34,129,87,77,47,30,48,0,16,46,43,0,16,127,72,38,47,141,83,84,62,51,68,0,16,36,54
55,Hegewisch,961,226,877,222,12,24,0,19,0,19,0,19,15,26,0,19,7,18,37,45,53,86,84,88,147,117,43,69,33,41,17,28,25,32,259,149,90,64,55,68,0,19,0,19,0,19,84,81
56,Garfield Ridge,1986,268,1890,256,52,65,0,42,0,42,9,43,17,48,0,42,5,41,83,63,48,59,140,103,72,71,145,89,163,92,145,96,92,73,323,123,251,122,93,69,187,98,58,65,7,42,96,88
57,Archer Heights,1333,193,1289,189,0,27,0,27,0,27,26,47,0,27,0,27,30,54,113,67,22,44,36,40,36,42,205,87,135,77,88,63,101,70,262,117,87,50,86,59,38,35,0,27,24,44,44,57
58,Brighton Park,6265,397,6043,403,10,45,0,43,19,46,0,43,46,60,37,53,103,77,312,143,379,136,806,190,588,164,1083,236,672,177,580,160,256,120,565,155,195,102,185,99,123,96,84,79,0,43,222,94
59,McKinley Park,2268,227,2212,226,0,25,0,25,0,25,6,24,8,23,5,24,8,25,50,44,35,43,378,119,182,87,325,116,211,98,327,115,132,69,253,99,112,69,77,59,88,67,15,26,0,25,56,50
60,Bridgeport,6408,374,6152,376,16,45,54,61,26,45,35,42,13,37,133,84,161,96,123,73,324,108,708,172,565,166,739,172,775,191,409,128,452,130,605,162,392,128,390,116,153,95,60,48,19,40,256,99
61,New City,6550,395,6291,397,35,56,11,49,121,72,71,63,70,64,180,89,307,118,649,166,598,158,651,167,475,148,814,180,417,136,323,108,190,82,607,156,294,115,423,142,49,70,6,46,0,47,259,101
62,West Elsdon,1337,207,1213,206,0,27,0,27,12,28,0,27,29,43,0,27,0,27,28,31,11,32,46,52,65,54,72,53,117,76,109,72,31,42,466,158,59,58,104,71,30,36,34,57,0,27,124,74
63,Gage Park,4103,316,4009,316,0,41,0,41,18,41,36,50,0,41,15,43,73,76,134,78,77,62,663,174,351,117,546,159,386,140,460,138,137,79,593,153,212,108,243,117,24,39,41,59,0,41,94,74
64,Clearing,2043,251,1971,253,0,31,5,30,0,31,0,31,0,31,0,31,0,31,48,51,53,54,72,73,117,64,236,117,160,96,298,123,148,89,385,149,134,88,250,123,0,31,65,63,0,31,72,66
65,West Lawn,2043,287,1880,290,0,34,0,34,0,34,0,34,0,34,13,35,15,38,0,34,11,34,10,34,31,59,255,114,131,81,210,124,110,76,352,139,165,99,189,108,135,108,142,89,111,81,163,84
66,Chicago Lawn,8547,494,8378,495,29,52,134,97,13,50,108,85,40,57,103,83,115,80,335,141,164,92,553,163,586,157,1134,234,617,174,1238,262,444,157,1121,237,615,189,529,167,320,117,160,99,20,52,169,83
67,West Englewood,5480,346,5144,339,89,72,57,54,99,72,86,69,41,59,221,102,99,64,311,127,147,81,468,141,242,110,385,122,434,130,603,151,249,106,336,114,351,125,577,146,285,103,64,59,0,48,336,111
68,Englewood,6899,383,6535,373,199,88,280,121,298,107,228,91,160,87,163,93,180,83,179,88,182,87,387,120,352,120,570,148,460,130,555,140,352,112,832,170,462,147,421,129,233,99,27,56,15,41,364,122
69,Greater Grand Crossing,8147,412,7978,409,220,94,222,89,282,101,59,49,51,45,148,85,137,68,212,92,366,131,635,174,434,134,990,228,830,195,748,180,523,163,661,173,517,161,466,144,391,122,86,77,0,38,169,76
70,Ashburn,1780,314,1581,301,15,45,0,41,0,41,0,41,40,66,0,41,17,39,52,73,0,41,0,41,84,86,113,84,48,56,75,92,101,97,240,110,242,140,345,163,161,94,48,61,0,41,199,103
71,Auburn Gresham,9164,472,8999,472,130,92,177,90,279,123,193,95,69,68,168,96,87,65,193,97,128,75,432,156,664,177,921,209,836,199,860,197,583,180,1391,259,658,176,780,213,330,134,120,85,0,46,165,82
72,Beverly,1409,178,1357,177,0,29,11,32,0,29,14,34,10,32,0,29,0,29,11,32,0,29,38,44,51,59,115,69,138,85,244,111,165,94,164,82,61,47,225,115,60,59,39,41,11,32,52,52
73,Washington Heights,3054,345,2853,338,0,33,29,55,10,37,53,59,20,43,5,33,60,75,178,97,68,74,211,113,147,101,235,113,288,141,404,177,90,74,446,175,306,136,118,64,153,92,19,39,13,37,201,96
74,Mount Greenwood,616,147,609,147,0,25,0,25,0,25,0,25,0,25,12,29,38,61,9,27,0,25,38,43,12,29,69,51,45,56,25,32,11,29,51,50,88,72,145,94,66,56,0,25,0,25,7,25
75,Morgan Park,1958,277,1849,271,44,43,9,33,43,42,133,85,0,31,74,60,33,39,25,43,0,31,47,45,96,76,23,37,49,51,89,89,141,93,318,118,237,114,191,94,112,70,111,119,74,61,109,74
76,O'Hare,3281,331,3186,329,0,38,0,38,20,42,0,38,0,38,0,38,15,43,0,38,0,38,93,96,12,41,21,43,29,60,299,137,209,130,607,186,687,226,793,262,288,143,113,90,0,38,95,75
77,Edgewater,17747,672,17595,670,272,137,142,93,553,173,204,133,201,126,135,91,113,76,124,91,229,122,320,124,1389,321,1183,262,1319,288,1244,262,1333,289,2379,330,1431,303,2073,318,1468,332,1086,266,397,150,152,81
