area_id,area_name,c21007001,c21007001_moe,c21007002,c21007002_moe,c21007003,c21007003_moe,c21007004,c21007004_moe,c21007005,c21007005_moe,c21007006,c21007006_moe,c21007007,c21007007_moe,c21007008,c21007008_moe,c21007009,c21007009_moe,c21007010,c21007010_moe,c21007011,c21007011_moe,c21007012,c21007012_moe,c21007013,c21007013_moe,c21007014,c21007014_moe,c21007015,c21007015_moe,c21007016,c21007016_moe,c21007017,c21007017_moe,c21007018,c21007018_moe,c21007019,c21007019_moe,c21007020,c21007020_moe,c21007021,c21007021_moe,c21007022,c21007022_moe,c21007023,c21007023_moe,c21007024,c21007024_moe,c21007025,c21007025_moe,c21007026,c21007026_moe,c21007027,c21007027_moe,c21007028,c21007028_moe,c21007029,c21007029_moe,c21007030,c21007030_moe,c21007031,c21007031_moe
11,Jefferson Park,20958,898,17252,895,475,139,31,30,8,30,23,31,444,137,20,36,424,136,16777,898,985,260,106,88,879,245,15792,917,1095,234,14697,892,3706,402,645,166,97,90,26,45,71,83,548,144,141,71,407,129,3061,353,255,97,142,73,113,69,2806,345,977,208,1829,294
12,Forest Glen,14105,471,11032,471,321,103,18,38,18,38,0,29,303,100,25,37,278,95,10711,487,632,207,76,67,556,190,10079,504,611,163,9468,482,3073,204,666,121,21,32,13,32,8,30,645,118,181,86,464,112,2407,217,236,120,145,112,91,57,2171,219,682,161,1489,199
13,North Park,14009,742,11065,736,327,166,107,120,0,27,107,120,220,97,16,36,204,94,10738,710,1224,317,203,112,1021,297,9514,713,642,194,8872,714,2944,333,279,105,0,27,0,27,0,27,279,105,98,54,181,88,2665,332,363,162,211,140,152,76,2302,316,662,172,1640,293
14,Albany Park,39559,1449,35842,1444,836,228,46,55,24,50,22,50,790,224,87,83,703,212,35006,1452,6634,885,807,247,5827,859,28372,1443,1860,357,26512,1424,3717,420,270,101,9,47,0,45,9,47,261,99,141,75,120,74,3447,406,728,256,330,170,398,192,2719,367,1238,256,1481,314
15,Portage Park,48827,1309,41856,1302,1062,231,71,62,12,48,59,60,991,223,195,103,796,207,40794,1301,4609,680,704,237,3905,609,36185,1385,2431,345,33754,1352,6971,510,957,183,1,46,1,46,0,47,956,183,381,122,575,137,6014,473,580,194,305,138,275,124,5434,441,2096,305,3338,366
16,Irving Park,43153,1423,38512,1394,1265,253,159,106,69,82,90,81,1106,226,250,119,856,195,37247,1412,4869,658,813,230,4056,605,32378,1433,2285,404,30093,1333,4641,454,568,137,31,52,31,52,0,47,537,135,159,69,378,117,4073,434,505,179,238,110,267,125,3568,404,1301,266,2267,317
17,Dunning,34206,959,27848,954,733,151,11,38,0,40,11,38,722,151,69,55,653,142,27115,962,2280,440,153,94,2127,419,24835,986,1494,276,23341,967,6358,355,813,142,111,56,37,42,74,54,702,134,310,97,392,99,5545,357,638,168,267,102,371,138,4907,352,1779,226,3128,311
18,Montclare,9263,564,7578,578,278,110,27,31,11,23,16,31,251,106,32,37,219,100,7300,562,984,295,150,96,834,261,6316,585,518,248,5798,528,1685,271,425,132,28,28,13,27,15,23,397,132,232,107,165,72,1260,213,146,70,70,59,76,42,1114,202,510,136,604,164
19,Belmont Cragin,54422,1735,48696,1731,834,218,84,78,16,55,68,75,750,209,193,120,557,168,47862,1722,8272,956,1109,292,7163,884,39590,1791,3424,523,36166,1699,5726,491,518,142,50,65,50,65,0,52,468,134,242,111,226,94,5208,462,634,192,285,133,349,136,4574,437,1882,273,2692,351
20,Hermosa,17799,932,15934,875,287,125,0,29,0,29,0,29,287,125,35,48,252,115,15647,863,2637,541,580,260,2057,419,13010,906,1368,333,11642,867,1865,325,152,78,28,42,28,42,0,29,124,70,61,56,63,48,1713,308,270,109,111,67,159,93,1443,293,691,207,752,213
21,Avondale,31882,1367,28666,1329,582,169,56,70,0,38,56,70,526,157,37,48,489,155,28084,1341,3984,769,231,100,3753,760,24100,1305,1395,287,22705,1269,3216,425,198,87,13,38,0,38,13,38,185,85,68,55,117,67,3018,411,678,209,219,115,459,179,2340,380,885,194,1455,312
22,Logan Square,58944,1484,54366,1482,1205,241,67,74,22,61,45,71,1138,235,86,75,1052,230,53161,1485,9310,930,864,209,8446,883,43851,1435,1742,312,42109,1418,4578,447,334,116,55,77,0,57,55,77,279,103,115,68,164,94,4244,438,916,210,438,148,478,162,3328,395,890,172,2438,351
23,Humboldt Park,37956,1433,33709,1407,1002,241,204,132,49,58,155,127,798,201,99,73,699,190,32707,1381,9397,950,2398,384,6999,817,23310,1387,2929,459,20381,1275,4247,415,458,131,72,68,26,57,46,63,386,121,184,94,202,107,3789,399,1038,250,549,183,489,153,2751,349,1421,249,1330,252
24,West Town,70620,1564,65669,1541,1076,217,46,67,7,61,39,67,1030,215,60,78,970,212,64593,1547,9406,873,1217,267,8189,821,55187,1473,2421,368,52766,1433,4951,447,343,117,48,84,39,85,9,61,295,103,113,76,182,88,4608,434,1247,237,528,160,719,213,3361,380,1294,221,2067,304
25,Austin,70973,1874,60552,1772,2446,359,485,188,165,125,320,151,1961,317,342,153,1619,279,58106,1748,16331,1286,3606,502,12725,1090,41775,1703,5201,524,36574,1558,10421,561,1251,216,175,104,80,83,95,82,1076,196,415,115,661,162,9170,548,2067,340,1214,267,853,216,7103,508,3013,381,4090,395
26,West Garfield Park,12595,829,10922,794,481,131,137,73,44,53,93,58,344,121,34,54,310,114,10441,784,4206,550,1232,241,2974,466,6235,695,823,215,5412,620,1673,227,141,64,11,35,10,37,1,33,130,62,58,41,72,54,1532,222,470,124,244,85,226,93,1062,193,373,114,689,159
27,East Garfield Park,13569,813,11801,784,427,142,137,90,35,54,102,72,290,111,66,56,224,101,11374,774,4669,583,969,203,3700,523,6705,659,771,169,5934,609,1768,214,193,76,18,42,13,43,5,37,175,73,74,56,101,57,1575,204,647,150,412,134,235,81,928,169,406,114,522,131
28,Near West Side,43559,1240,40054,1227,1198,235,355,136,147,96,208,121,843,194,14,52,829,193,38856,1209,8447,805,1500,307,6947,724,30409,1061,1337,263,29072,1028,3505,319,439,140,96,82,73,76,23,63,343,123,68,66,275,112,3066,298,1184,196,729,166,455,133,1882,255,704,162,1178,210
29,North Lawndale,23277,1150,20279,1134,938,213,338,139,205,105,133,100,600,172,94,69,506,161,19341,1105,7865,710,1612,293,6253,643,11476,943,1302,255,10174,876,2998,327,411,113,74,58,74,58,0,43,337,101,99,63,238,87,2587,296,768,161,414,123,354,117,1819,262,884,166,935,190
30,South Lawndale,42550,1515,38853,1492,311,130,56,71,25,62,31,57,255,119,31,51,224,116,38542,1490,10636,1001,1044,267,9592,927,27906,1481,2030,361,25876,1444,3697,421,161,74,31,55,26,54,5,47,130,67,19,49,111,64,3536,416,1018,242,448,142,570,191,2518,357,1032,214,1486,283
31,Lower West Side,27358,1219,24666,1211,413,145,28,52,8,41,20,53,385,141,31,58,354,134,24253,1208,5897,662,342,143,5555,624,18356,1137,990,211,17366,1088,2692,361,309,120,43,58,2,40,41,59,266,109,105,61,161,97,2383,328,459,149,212,102,247,102,1924,307,856,199,1068,222
32,Loop,22030,1078,20004,1072,256,126,66,89,50,86,16,36,190,92,0,30,190,92,19748,1067,3182,669,139,102,3043,662,16566,981,469,192,16097,994,2026,275,452,111,0,30,0,30,0,30,452,111,135,50,317,107,1574,260,104,88,43,71,61,56,1470,253,402,172,1068,239
33,Near South Side,17517,954,15784,957,242,117,14,29,0,24,14,29,228,112,12,25,216,107,15542,957,1657,507,440,240,1217,473,13885,975,428,177,13457,996,1733,316,227,106,33,48,26,46,7,24,194,99,95,84,99,58,1506,310,426,210,167,99,259,188,1080,248,549,228,531,144
34,Armour Square,11351,625,8460,656,233,139,101,100,0,27,101,100,132,99,0,27,132,99,8227,652,2638,479,205,137,2433,484,5589,612,227,119,5362,593,2891,345,192,86,45,39,23,35,22,31,147,79,114,73,33,34,2699,345,1480,313,574,182,906,272,1219,222,401,131,818,191
35,Douglas,13559,609,11157,580,481,142,68,52,31,38,37,50,413,133,68,54,345,122,10676,589,3277,495,507,147,2770,465,7399,523,842,206,6557,512,2402,220,420,111,80,50,17,37,63,47,340,105,137,79,203,79,1982,215,637,139,351,118,286,91,1345,200,516,123,829,168
36,Oakland,4405,336,3728,336,167,86,83,59,35,34,48,45,84,62,21,44,63,46,3561,335,1362,327,352,153,1010,294,2199,320,231,111,1968,300,677,130,116,58,32,39,16,30,16,29,84,52,52,44,32,33,561,133,268,98,158,74,110,54,293,110,118,62,175,94
37,Fuller Park,2083,318,1612,314,114,94,17,21,11,19,6,14,97,93,23,25,74,90,1498,311,581,178,171,69,410,170,917,309,74,35,843,306,471,99,91,47,27,30,16,27,11,19,64,38,46,31,18,25,380,94,225,75,182,76,43,25,155,60,93,48,62,31
38,Grand Boulevard,16722,775,13887,734,849,199,243,120,103,79,140,99,606,164,153,83,453,133,13038,704,3436,441,694,183,2742,396,9602,658,1067,216,8535,627,2835,246,462,130,80,66,37,60,43,55,382,119,170,89,212,88,2373,237,772,155,519,130,253,84,1601,215,900,166,701,139
39,Kenwood,14223,676,11631,643,392,193,53,42,0,31,53,42,339,189,78,63,261,142,11239,622,2469,385,423,153,2046,370,8770,633,662,180,8108,613,2592,276,384,117,24,32,8,32,16,32,360,116,205,98,155,65,2208,270,343,162,262,156,81,47,1865,224,630,148,1235,179
40,Washington Park,7382,540,6380,534,324,105,101,64,55,53,46,44,223,83,25,39,198,77,6056,550,2379,376,562,187,1817,312,3677,508,652,170,3025,437,1002,184,179,76,0,27,0,27,0,27,179,76,89,53,90,60,823,161,296,113,233,106,63,56,527,130,277,92,250,92
41,Hyde Park,20461,804,17156,791,523,167,48,45,3,37,45,45,475,165,58,58,417,158,16633,783,3909,568,300,107,3609,554,12724,594,831,222,11893,593,3305,277,548,157,33,46,10,40,23,44,515,152,205,108,310,107,2757,257,310,105,161,82,149,76,2447,248,958,185,1489,210
42,Woodlawn,17461,808,14703,794,836,227,113,62,67,49,46,53,723,220,173,91,550,185,13867,752,4163,520,893,188,3270,469,9704,682,1121,219,8583,630,2758,290,434,132,57,47,20,40,37,44,377,127,96,52,281,118,2324,258,710,156,373,104,337,133,1614,233,792,178,822,165
43,South Shore,35803,1359,30237,1348,1803,321,324,144,62,52,262,138,1479,295,296,129,1183,266,28434,1321,7911,749,2108,359,5803,634,20523,1244,2400,408,18123,1161,5566,430,878,180,257,109,77,65,180,96,621,155,264,117,357,107,4688,391,1287,247,670,177,617,179,3401,359,1603,257,1798,256
44,Chatham,24965,1112,19852,1063,1307,262,248,123,93,75,155,91,1059,243,153,79,906,229,18545,1042,4967,693,1248,325,3719,570,13578,970,1706,308,11872,913,5113,383,939,222,92,77,25,55,67,67,847,215,251,109,596,187,4174,359,863,250,532,183,331,178,3311,322,1333,218,1978,275
45,Avalon Park,7701,551,5834,518,223,100,34,34,34,34,0,19,189,97,44,41,145,89,5611,531,967,284,148,94,819,263,4644,515,417,154,4227,477,1867,191,344,97,51,62,13,23,38,59,293,92,92,55,201,76,1523,178,107,62,32,29,75,49,1416,177,467,122,949,149
46,South Chicago,21122,1095,17304,1049,727,197,136,94,12,39,124,92,591,175,87,75,504,163,16577,1044,4893,669,804,193,4089,616,11684,969,1460,293,10224,905,3818,340,633,150,44,49,19,41,25,42,589,144,226,97,363,118,3185,326,713,162,462,140,251,92,2472,304,1112,222,1360,227
47,Burnside,2460,328,2010,327,88,58,10,14,0,11,10,14,78,56,0,11,78,56,1922,330,784,411,77,60,707,382,1138,253,129,68,1009,248,450,70,83,46,11,18,0,11,11,18,72,46,11,17,61,46,367,79,97,61,21,16,76,60,270,83,184,77,86,44
48,Calumet Heights,11370,558,8050,546,407,140,74,82,0,27,74,82,333,118,34,39,299,114,7643,523,960,301,152,87,808,257,6683,498,780,190,5903,470,3320,224,514,144,0,27,0,27,0,27,514,144,125,61,389,136,2806,249,299,119,144,71,155,91,2507,248,924,197,1583,239
49,Roseland,33763,1104,26242,1076,1573,285,302,123,118,93,184,91,1271,260,200,114,1071,236,24669,1031,5477,694,946,201,4531,631,19192,1100,2808,371,16384,1016,7521,375,1271,195,95,71,59,67,36,47,1176,185,571,156,605,121,6250,377,754,166,457,136,297,103,5496,366,2608,283,2888,282
50,Pullman,5561,388,4462,356,296,93,22,33,0,19,22,33,274,97,50,48,224,85,4166,348,911,215,170,84,741,198,3255,345,349,105,2906,321,1099,148,115,56,11,17,5,18,6,18,104,55,9,22,95,53,984,127,117,62,38,30,79,56,867,143,283,87,584,118
51,South Deering,11957,652,9943,658,376,143,49,48,0,25,49,48,327,134,87,79,240,115,9567,648,2592,498,316,122,2276,459,6975,667,855,202,6120,663,2014,239,285,88,19,31,7,23,12,28,266,86,130,65,136,60,1729,234,414,172,191,79,223,149,1315,202,613,148,702,163
52,East Side,15942,805,13447,781,475,146,49,54,0,29,49,54,426,139,68,39,358,129,12972,784,2606,469,177,71,2429,463,10366,785,671,162,9695,759,2495,311,394,97,15,28,8,27,7,30,379,95,121,50,258,81,2101,291,229,119,121,88,108,77,1872,262,889,199,983,185
53,West Pullman,21855,1057,17833,1019,1276,255,127,82,26,56,101,72,1149,244,313,124,836,223,16557,1027,4639,770,826,213,3813,702,11918,845,1360,259,10558,807,4022,330,853,180,30,43,23,43,7,39,823,179,299,127,524,140,3169,305,410,136,197,97,213,99,2759,285,1088,210,1671,230
54,Riverdale,3813,393,3306,374,149,84,78,67,0,16,78,67,71,57,0,16,71,57,3157,389,1819,316,286,109,1533,320,1338,263,236,125,1102,243,507,105,98,78,59,60,59,60,0,16,39,49,39,49,0,16,409,88,107,67,93,58,14,23,302,107,209,78,93,77
55,Hegewisch,7233,663,5808,644,291,115,1,16,0,19,1,16,290,115,69,71,221,100,5517,621,930,259,93,59,837,241,4587,687,519,194,4068,567,1425,275,285,114,0,19,0,19,0,19,285,114,150,94,135,69,1140,244,125,93,67,83,58,45,1015,236,353,149,662,198
56,Garfield Ridge,25997,800,20994,788,938,210,0,42,0,42,0,42,938,210,94,57,844,208,20056,786,1282,275,162,77,1120,258,18774,833,1269,248,17505,837,5003,335,984,164,73,55,39,44,34,49,911,159,330,103,581,146,4019,303,320,100,139,77,181,67,3699,294,1498,221,2201,247
57,Archer Heights,9398,556,8163,524,202,89,2,26,2,26,0,27,200,88,21,31,179,78,7961,519,930,262,30,31,900,265,7031,530,384,120,6647,523,1235,197,98,46,10,30,10,30,0,27,88,43,12,24,76,40,1137,190,110,62,55,46,55,46,1027,182,304,93,723,169
58,Brighton Park,29521,1187,26768,1158,403,130,46,46,10,44,36,45,357,122,30,46,327,118,26365,1161,6068,742,600,188,5468,682,20297,1192,1015,235,19282,1170,2753,320,236,92,19,44,0,43,19,44,217,90,93,55,124,78,2517,311,518,157,319,115,199,97,1999,279,876,165,1123,218
59,McKinley Park,11860,620,10581,612,304,111,23,28,20,32,3,16,281,107,50,46,231,100,10277,603,2119,470,256,112,1863,433,8158,600,439,161,7719,603,1279,178,220,77,22,30,13,29,9,26,198,74,104,52,94,52,1059,169,112,67,51,37,61,47,947,170,472,130,475,125
60,Bridgeport,25524,961,22266,959,821,170,105,70,6,36,99,70,716,159,108,72,608,144,21445,957,3892,576,365,124,3527,560,17553,908,944,186,16609,887,3258,377,381,99,73,50,37,45,36,46,308,90,136,56,172,75,2877,369,539,179,304,156,235,86,2338,322,870,172,1468,260
61,New City,28226,1284,25724,1259,690,179,175,95,40,57,135,86,515,162,125,74,390,148,25034,1252,7067,901,927,194,6140,863,17967,1067,1470,276,16497,1010,2502,294,231,86,14,50,14,50,0,47,217,84,83,64,134,68,2271,287,598,166,313,113,285,116,1673,250,680,145,993,191
62,West Elsdon,13549,647,11817,641,272,157,0,27,0,27,0,27,272,157,14,25,258,157,11545,643,1799,480,80,55,1719,471,9746,636,369,112,9377,641,1732,241,297,94,17,21,4,26,13,22,280,93,108,62,172,70,1435,215,141,65,60,39,81,46,1294,214,541,140,753,188
63,Gage Park,26399,1208,24168,1207,306,121,52,43,25,41,27,43,254,115,66,63,188,99,23862,1190,4875,733,355,119,4520,715,18987,1239,705,178,18282,1222,2231,283,216,78,20,39,1,37,19,42,196,76,94,59,102,56,2015,281,325,112,115,60,210,94,1690,264,674,174,1016,209
64,Clearing,17176,719,14180,709,496,147,24,34,11,33,13,32,472,146,56,50,416,140,13684,722,1207,314,66,46,1141,311,12477,729,808,190,11669,743,2996,275,550,128,21,32,21,32,0,31,529,128,141,64,388,116,2446,259,231,123,126,107,105,69,2215,264,734,166,1481,234
65,West Lawn,22656,870,19888,878,511,140,15,37,0,34,15,37,496,142,124,66,372,128,19377,888,3175,703,313,126,2862,683,16202,965,768,189,15434,934,2768,328,465,142,30,56,0,34,30,56,435,136,98,54,337,127,2303,296,359,142,210,112,149,87,1944,282,724,168,1220,246
66,Chicago Lawn,36093,1381,32542,1343,859,221,128,76,59,59,69,67,731,203,51,63,680,197,31683,1334,8099,944,1218,249,6881,893,23584,1390,2026,359,21558,1342,3551,365,490,124,40,53,0,49,40,53,450,121,159,82,291,98,3061,346,740,200,393,135,347,136,2321,295,804,170,1517,251
67,West Englewood,25263,1078,20917,1069,858,205,218,103,67,57,151,97,640,181,108,91,532,156,20059,1054,7631,796,1279,232,6352,739,12428,903,1766,303,10662,834,4346,321,699,153,98,75,18,49,80,75,601,138,239,81,362,115,3647,282,723,155,376,112,347,110,2924,261,1410,192,1514,225
68,Englewood,19950,1038,16518,990,892,213,281,100,65,60,216,88,611,190,113,72,498,179,15626,967,6872,708,1478,253,5394,625,8754,838,1229,231,7525,764,3432,336,353,125,133,95,68,78,65,64,220,86,100,65,120,65,3079,316,932,172,593,144,339,108,2147,295,978,180,1169,249
69,Greater Grand Crossing,23332,998,19236,944,1027,208,153,72,19,40,134,70,874,196,208,103,666,171,18209,924,5731,637,1291,246,4440,569,12478,883,1412,251,11066,833,4096,310,689,163,120,82,85,70,35,56,569,139,233,92,336,111,3407,280,531,140,316,116,215,83,2876,275,1147,189,1729,228
70,Ashburn,30827,1100,26779,1090,1169,239,80,96,28,51,52,89,1089,223,38,46,1051,222,25610,1099,2621,517,376,183,2245,466,22989,1147,1479,284,21510,1153,4048,262,981,195,92,65,46,60,46,47,889,177,387,133,502,137,3067,253,240,101,157,89,83,63,2827,260,1176,199,1651,232
71,Auburn Gresham,36220,1294,28827,1254,1456,311,289,108,94,60,195,101,1167,297,252,137,915,269,27371,1207,7581,812,1282,276,6299,721,19790,1152,2614,390,17176,1090,7393,453,1234,200,95,61,55,57,40,48,1139,194,479,122,660,158,6159,416,902,179,465,135,437,130,5257,411,1899,268,3358,347
72,Beverly,15403,588,12632,554,594,133,23,34,1,27,22,36,571,129,30,37,541,127,12038,561,585,190,117,72,468,150,11453,608,649,152,10804,597,2771,229,641,113,10,31,10,31,0,29,631,113,180,62,451,107,2130,215,72,49,32,34,40,44,2058,215,580,134,1478,207
73,Washington Heights,20148,864,14888,813,1128,244,121,87,22,46,99,80,1007,231,145,79,862,218,13760,800,2739,595,460,165,2279,519,11021,811,1361,257,9660,742,5260,302,806,147,21,38,10,35,11,36,785,146,302,109,483,119,4454,303,581,158,267,107,314,106,3873,316,1327,245,2546,295
74,Mount Greenwood,13309,540,11163,497,636,158,14,29,1,23,13,29,622,158,69,57,553,146,10527,470,275,136,18,29,257,133,10252,465,425,127,9827,469,2146,222,465,104,0,25,0,25,0,25,465,104,247,85,218,75,1681,210,154,120,31,33,123,117,1527,195,683,160,844,147
75,Morgan Park,16923,746,13428,697,830,226,94,79,10,33,84,78,736,194,38,41,698,195,12598,714,1745,412,354,168,1391,345,10853,731,920,272,9933,687,3495,254,800,146,43,42,24,37,19,34,757,136,356,100,401,118,2695,238,456,141,268,102,188,97,2239,232,949,184,1290,182
76,O'Hare,11117,659,9523,685,327,145,1,35,1,35,0,38,326,145,22,53,304,139,9196,706,1255,458,152,111,1103,458,7941,758,377,177,7564,752,1594,362,278,121,89,87,39,60,50,73,189,95,105,76,84,65,1316,360,174,128,29,47,145,118,1142,374,367,154,775,337
77,Edgewater,46486,1292,40128,1285,945,233,119,88,20,56,99,82,826,218,34,60,792,215,39183,1275,7107,837,985,291,6122,776,32076,1249,1608,306,30468,1224,6358,470,957,226,89,101,10,50,79,99,868,207,360,150,508,152,5401,448,1112,217,579,164,533,155,4289,419,1595,273,2694,348
