,,,,,,
New York City 2010 Census Tract to Neighborhood Tabulation Area (NTA) Equivalency,,,,,,
,,,,,,
Borough,2010 Census Bureau FIPS County Code,2010 NYC Borough Code,2010 Census Tract,PUMA,Neighborhood Tabulation Area (NTA),
Manhattan,061,1,014200,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,014801,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,014802,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,015001,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,015002,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,015801,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,016001,3805,MN40,Upper East Side-Carnegie Hill
Manhattan,061,1,016100,3806,MN12,Upper West Side
Manhattan,061,1,016300,3806,MN12,Upper West Side
Manhattan,061,1,016500,3806,MN12,Upper West Side
Manhattan,061,1,016700,3806,MN12,Upper West Side
Manhattan,061,1,016900,3806,MN12,Upper West Side
Manhattan,061,1,017100,3806,MN12,Upper West Side
Manhattan,061,1,017300,3806,MN12,Upper West Side
Manhattan,061,1,017500,3806,MN12,Upper West Side
Manhattan,061,1,017700,3806,MN12,Upper West Side
Manhattan,061,1,017900,3806,MN12,Upper West Side
Manhattan,061,1,018100,3806,MN12,Upper West Side
Manhattan,061,1,018300,3806,MN12,Upper West Side
Manhattan,061,1,018500,3806,MN12,Upper West Side
Manhattan,061,1,018700,3806,MN12,Upper West Side
Manhattan,061,1,018900,3806,MN12,Upper West Side
Manhattan,061,1,019100,3806,MN12,Upper West Side
Manhattan,061,1,026700,3801,MN35,Washington Heights North
Manhattan,061,1,026900,3801,MN35,Washington Heights North
Manhattan,061,1,027100,3801,MN35,Washington Heights North
Manhattan,061,1,027300,3801,MN35,Washington Heights North
Manhattan,061,1,027500,3801,MN35,Washington Heights North
Manhattan,061,1,027700,3801,MN35,Washington Heights North
Manhattan,061,1,027900,3801,MN35,Washington Heights North
Manhattan,061,1,028100,3801,MN35,Washington Heights North
Manhattan,061,1,028300,3801,MN35,Washington Heights North
Manhattan,061,1,028500,3801,MN35,Washington Heights North
Manhattan,061,1,028700,3801,MN35,Washington Heights North
Manhattan,061,1,023900,3801,MN36,Washington Heights South
Manhattan,061,1,024100,3801,MN36,Washington Heights South
Manhattan,061,1,024301,3801,MN36,Washington Heights South
Manhattan,061,1,024500,3801,MN36,Washington Heights South
Manhattan,061,1,024700,3801,MN36,Washington Heights South
Manhattan,061,1,024900,3801,MN36,Washington Heights South
Manhattan,061,1,025100,3801,MN36,Washington Heights South
Manhattan,061,1,025300,3801,MN36,Washington Heights South
Manhattan,061,1,025500,3801,MN36,Washington Heights South
Manhattan,061,1,026100,3801,MN36,Washington Heights South
Manhattan,061,1,026300,3801,MN36,Washington Heights South
Manhattan,061,1,026500,3801,MN36,Washington Heights South
Manhattan,061,1,005501,3810,MN23,West Village
Manhattan,061,1,005502,3810,MN23,West Village
Manhattan,061,1,005700,3810,MN23,West Village
Manhattan,061,1,005900,3810,MN23,West Village
Manhattan,061,1,006100,3810,MN23,West Village
Manhattan,061,1,006300,3810,MN23,West Village
Manhattan,061,1,006500,3810,MN23,West Village
Manhattan,061,1,006700,3810,MN23,West Village
Manhattan,061,1,006900,3810,MN23,West Village
Manhattan,061,1,007100,3810,MN23,West Village
Manhattan,061,1,007300,3810,MN23,West Village
Manhattan,061,1,007500,3810,MN23,West Village
Manhattan,061,1,007700,3810,MN23,West Village
Manhattan,061,1,007900,3810,MN23,West Village
Manhattan,061,1,013600,3805,MN32,Yorkville
Manhattan,061,1,013800,3805,MN32,Yorkville
Manhattan,061,1,014401,3805,MN32,Yorkville
Manhattan,061,1,014402,3805,MN32,Yorkville
Manhattan,061,1,014601,3805,MN32,Yorkville
Manhattan,061,1,014602,3805,MN32,Yorkville
Manhattan,061,1,015200,3805,MN32,Yorkville
Manhattan,061,1,015400,3805,MN32,Yorkville
Manhattan,061,1,015601,3805,MN32,Yorkville
Queens,081,4,033100,4102,QN98,Airport
Queens,081,4,071600,4105,QN98,Airport
Queens,081,4,004500,4101,QN70,Astoria
Queens,081,4,004700,4101,QN70,Astoria
Queens,081,4,005300,4101,QN70,Astoria
Queens,081,4,005700,4101,QN70,Astoria
Queens,081,4,005900,4101,QN70,Astoria
Queens,081,4,006100,4101,QN70,Astoria
Queens,081,4,006300,4101,QN70,Astoria
Queens,081,4,006501,4101,QN70,Astoria
Queens,081,4,006502,4101,QN70,Astoria
Queens,081,4,007500,4101,QN70,Astoria
Queens,081,4,007700,4101,QN70,Astoria
Queens,081,4,014100,4101,QN70,Astoria
Queens,081,4,014300,4101,QN70,Astoria
Queens,081,4,014500,4101,QN70,Astoria
Queens,081,4,014700,4101,QN70,Astoria
Queens,081,4,014900,4101,QN70,Astoria
Queens,081,4,015100,4101,QN70,Astoria
Queens,081,4,015300,4101,QN70,Astoria
Queens,081,4,015500,4101,QN70,Astoria
Queens,081,4,015700,4101,QN70,Astoria
Queens,081,4,015900,4101,QN70,Astoria
Queens,081,4,016100,4101,QN70,Astoria
Queens,081,4,016300,4101,QN70,Astoria
Queens,081,4,113900,4104,QN48,Auburndale
Queens,081,4,118100,4104,QN48,Auburndale
Queens,081,4,140902,4104,QN48,Auburndale
Queens,081,4,141700,4104,QN48,Auburndale
Queens,081,4,142900,4104,QN48,Auburndale
Queens,081,4,145101,4104,QN48,Auburndale
Queens,081,4,145900,4104,QN48,Auburndale
Queens,081,4,018200,4112,QN76,Baisley Park
Queens,081,4,018401,4112,QN76,Baisley Park
Queens,081,4,018402,4112,QN76,Baisley Park
Queens,081,4,018600,4112,QN76,Baisley Park
Queens,081,4,018800,4112,QN76,Baisley Park
Queens,081,4,019000,4112,QN76,Baisley Park
Queens,081,4,019200,4112,QN76,Baisley Park
Queens,081,4,027200,4112,QN76,Baisley Park
Queens,081,4,027400,4112,QN76,Baisley Park
Queens,081,4,027600,4112,QN76,Baisley Park
Queens,081,4,027800,4112,QN76,Baisley Park
Queens,081,4,028400,4112,QN76,Baisley Park
Queens,081,4,028800,4112,QN76,Baisley Park
Queens,081,4,078800,4112,QN76,Baisley Park
Queens,081,4,079000,4112,QN76,Baisley Park
Queens,081,4,079200,4112,QN76,Baisley Park
Queens,081,4,108500,4104,QN46,Bayside-Bayside Hills
Queens,081,4,109300,4104,QN46,Bayside-Bayside Hills
Queens,081,4,109700,4104,QN46,Bayside-Bayside Hills
Queens,081,4,109900,4104,QN46,Bayside-Bayside Hills
Queens,081,4,111300,4104,QN46,Bayside-Bayside Hills
Queens,081,4,112300,4104,QN46,Bayside-Bayside Hills
Queens,081,4,112900,4104,QN46,Bayside-Bayside Hills
Queens,081,4,113300,4104,QN46,Bayside-Bayside Hills
Queens,081,4,139900,4104,QN46,Bayside-Bayside Hills
Queens,081,4,140300,4104,QN46,Bayside-Bayside Hills
Queens,081,4,140901,4104,QN46,Bayside-Bayside Hills
Queens,081,4,143500,4104,QN46,Bayside-Bayside Hills
Queens,081,4,144100,4104,QN46,Bayside-Bayside Hills
Queens,081,4,144700,4104,QN46,Bayside-Bayside Hills
Queens,081,4,145102,4104,QN46,Bayside-Bayside Hills
Queens,081,4,146300,4104,QN46,Bayside-Bayside Hills
Queens,081,4,146700,4104,QN46,Bayside-Bayside Hills
Queens,081,4,147100,4104,QN46,Bayside-Bayside Hills
Queens,081,4,130100,4105,QN43,Bellerose
Queens,081,4,156700,4105,QN43,Bellerose
Queens,081,4,157101,4105,QN43,Bellerose
Queens,081,4,157102,4105,QN43,Bellerose
Queens,081,4,161700,4105,QN43,Bellerose
Queens,081,4,162100,4105,QN43,Bellerose
Queens,081,4,091601,4114,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
Queens,081,4,092200,4114,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
Queens,081,4,092800,4114,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
Queens,081,4,093401,4114,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
Queens,081,4,093402,4114,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
Queens,081,4,093800,4114,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
Queens,081,4,094201,4114,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
Queens,081,4,107201,4114,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
Queens,081,4,021400,4106,QN35,Briarwood-Jamaica Hills
Queens,081,4,022001,4106,QN35,Briarwood-Jamaica Hills
Queens,081,4,022002,4106,QN35,Briarwood-Jamaica Hills
Queens,081,4,023000,4106,QN35,Briarwood-Jamaica Hills
Queens,081,4,023200,4106,QN35,Briarwood-Jamaica Hills
Queens,081,4,023600,4106,QN35,Briarwood-Jamaica Hills
Queens,081,4,044800,4106,QN35,Briarwood-Jamaica Hills
Queens,081,4,045000,4106,QN35,Briarwood-Jamaica Hills
Queens,081,4,045200,4106,QN35,Briarwood-Jamaica Hills
Queens,081,4,045400,4106,QN35,Briarwood-Jamaica Hills
Queens,081,4,045600,4106,QN35,Briarwood-Jamaica Hills
Queens,081,4,053401,4105,QN33,Cambria Heights
Queens,081,4,059000,4105,QN33,Cambria Heights
Queens,081,4,059200,4105,QN33,Cambria Heights
Queens,081,4,059400,4105,QN33,Cambria Heights
Queens,081,4,059600,4105,QN33,Cambria Heights
Queens,081,4,059800,4105,QN33,Cambria Heights
Queens,081,4,060000,4105,QN33,Cambria Heights
Queens,081,4,060600,4105,QN33,Cambria Heights
Queens,081,4,060800,4105,QN33,Cambria Heights
Queens,081,4,061000,4105,QN33,Cambria Heights
Queens,081,4,061200,4105,QN33,Cambria Heights
Queens,081,4,061400,4105,QN33,Cambria Heights
Queens,081,4,062200,4105,QN33,Cambria Heights
Queens,081,4,090700,4103,QN23,College Point
Queens,081,4,091900,4103,QN23,College Point
Queens,081,4,092500,4103,QN23,College Point
Queens,081,4,092900,4103,QN23,College Point
Queens,081,4,093900,4103,QN23,College Point
Queens,081,4,094700,4103,QN23,College Point
Queens,081,4,039900,4107,QN25,Corona
Queens,081,4,041100,4107,QN25,Corona
Queens,081,4,041300,4107,QN25,Corona
Queens,081,4,041500,4107,QN25,Corona
Queens,081,4,042700,4107,QN25,Corona
Queens,081,4,043701,4107,QN25,Corona
Queens,081,4,043702,4107,QN25,Corona
Queens,081,4,043900,4107,QN25,Corona
Queens,081,4,044301,4107,QN25,Corona
Queens,081,4,044302,4107,QN25,Corona
Queens,081,4,045500,4107,QN25,Corona
Queens,081,4,147900,4104,QN45,Douglas Manor-Douglaston-Little Neck
Queens,081,4,148300,4104,QN45,Douglas Manor-Douglaston-Little Neck
Queens,081,4,150701,4104,QN45,Douglas Manor-Douglaston-Little Neck
Queens,081,4,150702,4104,QN45,Douglas Manor-Douglaston-Little Neck
Queens,081,4,152901,4104,QN45,Douglas Manor-Douglaston-Little Neck
Queens,081,4,152902,4104,QN45,Douglas Manor-Douglaston-Little Neck
Queens,081,4,035300,4102,QN27,East Elmhurst
Queens,081,4,035700,4102,QN27,East Elmhurst
Queens,081,4,036100,4102,QN27,East Elmhurst
Queens,081,4,036300,4102,QN27,East Elmhurst
Queens,081,4,036500,4102,QN27,East Elmhurst
Queens,081,4,036700,4102,QN27,East Elmhurst
Queens,081,4,037100,4102,QN27,East Elmhurst
Queens,081,4,037300,4102,QN27,East Elmhurst
Queens,081,4,086100,4103,QN52,East Flushing
Queens,081,4,118500,4103,QN52,East Flushing
Queens,081,4,118700,4103,QN52,East Flushing
Queens,081,4,118900,4103,QN52,East Flushing
Queens,081,4,119100,4103,QN52,East Flushing
Queens,081,4,119300,4103,QN52,East Flushing
Queens,081,4,119500,4103,QN52,East Flushing
Queens,081,4,119900,4103,QN52,East Flushing
Queens,081,4,120100,4103,QN52,East Flushing
Queens,081,4,120300,4103,QN52,East Flushing
Queens,081,4,120500,4103,QN52,East Flushing
Queens,081,4,120700,4103,QN52,East Flushing
Queens,081,4,026700,4107,QN29,Elmhurst
Queens,081,4,026901,4107,QN29,Elmhurst
Queens,081,4,026902,4107,QN29,Elmhurst
Queens,081,4,027100,4107,QN29,Elmhurst
Queens,081,4,045700,4107,QN29,Elmhurst
Queens,081,4,045900,4107,QN29,Elmhurst
Queens,081,4,046100,4107,QN29,Elmhurst
Queens,081,4,046300,4107,QN29,Elmhurst
Queens,081,4,046500,4107,QN29,Elmhurst
Queens,081,4,046700,4107,QN29,Elmhurst
Queens,081,4,046900,4107,QN29,Elmhurst
Queens,081,4,047100,4107,QN29,Elmhurst
Queens,081,4,047300,4107,QN29,Elmhurst
Queens,081,4,047500,4107,QN29,Elmhurst
Queens,081,4,048100,4107,QN29,Elmhurst
Queens,081,4,049900,4107,QN29,Elmhurst
Queens,081,4,068300,4107,QN29,Elmhurst
Queens,081,4,024300,4109,QN50,Elmhurst-Maspeth
Queens,081,4,026500,4109,QN50,Elmhurst-Maspeth
Queens,081,4,047900,4109,QN50,Elmhurst-Maspeth
Queens,081,4,048300,4109,QN50,Elmhurst-Maspeth
Queens,081,4,048500,4109,QN50,Elmhurst-Maspeth
Queens,081,4,048900,4109,QN50,Elmhurst-Maspeth
Queens,081,4,099801,4114,QN15,Far Rockaway-Bayswater
Queens,081,4,099802,4114,QN15,Far Rockaway-Bayswater
Queens,081,4,100801,4114,QN15,Far Rockaway-Bayswater
Queens,081,4,100802,4114,QN15,Far Rockaway-Bayswater
Queens,081,4,101001,4114,QN15,Far Rockaway-Bayswater
Queens,081,4,101002,4114,QN15,Far Rockaway-Bayswater
Queens,081,4,103201,4114,QN15,Far Rockaway-Bayswater
Queens,081,4,103202,4114,QN15,Far Rockaway-Bayswater
Queens,081,4,079701,4103,QN22,Flushing
Queens,081,4,079702,4103,QN22,Flushing
Queens,081,4,084500,4103,QN22,Flushing
Queens,081,4,084900,4103,QN22,Flushing
Queens,081,4,085300,4103,QN22,Flushing
Queens,081,4,085500,4103,QN22,Flushing
Queens,081,4,085700,4103,QN22,Flushing
Queens,081,4,085900,4103,QN22,Flushing
Queens,081,4,086500,4103,QN22,Flushing
Queens,081,4,086900,4103,QN22,Flushing
Queens,081,4,087100,4103,QN22,Flushing
Queens,081,4,088901,4103,QN22,Flushing
Queens,081,4,116100,4103,QN22,Flushing
Queens,081,4,064500,4108,QN17,Forest Hills
Queens,081,4,070700,4108,QN17,Forest Hills
Queens,081,4,070900,4108,QN17,Forest Hills
Queens,081,4,071100,4108,QN17,Forest Hills
Queens,081,4,071303,4108,QN17,Forest Hills
Queens,081,4,071304,4108,QN17,Forest Hills
Queens,081,4,071305,4108,QN17,Forest Hills
Queens,081,4,071306,4108,QN17,Forest Hills
Queens,081,4,071900,4108,QN17,Forest Hills
Queens,081,4,072100,4108,QN17,Forest Hills
Queens,081,4,072300,4108,QN17,Forest Hills
Queens,081,4,072900,4108,QN17,Forest Hills
Queens,081,4,073100,4108,QN17,Forest Hills
Queens,081,4,073700,4108,QN17,Forest Hills
Queens,081,4,073900,4108,QN17,Forest Hills
Queens,081,4,074100,4108,QN17,Forest Hills
Queens,081,4,074300,4108,QN17,Forest Hills
Queens,081,4,074500,4108,QN17,Forest Hills
Queens,081,4,074700,4108,QN17,Forest Hills
Queens,081,4,074900,4108,QN17,Forest Hills
Queens,081,4,075701,4108,QN17,Forest Hills
Queens,081,4,075702,4108,QN17,Forest Hills
Queens,081,4,076901,4108,QN17,Forest Hills
Queens,081,4,076902,4108,QN17,Forest Hills
Queens,081,4,133300,4106,QN41,Fresh Meadows-Utopia
Queens,081,4,133900,4106,QN41,Fresh Meadows-Utopia
Queens,081,4,134100,4106,QN41,Fresh Meadows-Utopia
Queens,081,4,134700,4106,QN41,Fresh Meadows-Utopia
Queens,081,4,099701,4103,QN47,Ft. Totten-Bay Terrace-Clearview
Queens,081,4,099703,4103,QN47,Ft. Totten-Bay Terrace-Clearview
Queens,081,4,099704,4103,QN47,Ft. Totten-Bay Terrace-Clearview
Queens,081,4,099705,4103,QN47,Ft. Totten-Bay Terrace-Clearview
Queens,081,4,099900,4103,QN47,Ft. Totten-Bay Terrace-Clearview
Queens,081,4,101700,4103,QN47,Ft. Totten-Bay Terrace-Clearview
Queens,081,4,155101,4105,QN44,Glen Oaks-Floral Park-New Hyde Park
Queens,081,4,155102,4105,QN44,Glen Oaks-Floral Park-New Hyde Park
Queens,081,4,157901,4105,QN44,Glen Oaks-Floral Park-New Hyde Park
Queens,081,4,157902,4105,QN44,Glen Oaks-Floral Park-New Hyde Park
Queens,081,4,157903,4105,QN44,Glen Oaks-Floral Park-New Hyde Park
Queens,081,4,056500,4110,QN19,Glendale
Queens,081,4,056700,4110,QN19,Glendale
Queens,081,4,057700,4110,QN19,Glendale
Queens,081,4,057900,4110,QN19,Glendale
Queens,081,4,062300,4110,QN19,Glendale
Queens,081,4,062500,4110,QN19,Glendale
Queens,081,4,062700,4110,QN19,Glendale
Queens,081,4,062900,4110,QN19,Glendale
Queens,081,4,063301,4110,QN19,Glendale
Queens,081,4,063302,4110,QN19,Glendale
Queens,081,4,063500,4110,QN19,Glendale
Queens,081,4,063700,4110,QN19,Glendale
Queens,081,4,063900,4110,QN19,Glendale
Queens,081,4,094202,4114,QN12,Hammels-Arverne-Edgemere
Queens,081,4,094203,4114,QN12,Hammels-Arverne-Edgemere
Queens,081,4,095400,4114,QN12,Hammels-Arverne-Edgemere
Queens,081,4,096400,4114,QN12,Hammels-Arverne-Edgemere
Queens,081,4,097202,4114,QN12,Hammels-Arverne-Edgemere
Queens,081,4,097203,4114,QN12,Hammels-Arverne-Edgemere
Queens,081,4,097204,4114,QN12,Hammels-Arverne-Edgemere
Queens,081,4,099200,4114,QN12,Hammels-Arverne-Edgemere
Queens,081,4,048200,4112,QN07,Hollis
Queens,081,4,048400,4112,QN07,Hollis
Queens,081,4,050000,4112,QN07,Hollis
Queens,081,4,050201,4112,QN07,Hollis
Queens,081,4,050202,4112,QN07,Hollis
Queens,081,4,050400,4112,QN07,Hollis
Queens,081,4,050600,4112,QN07,Hollis
Queens,081,4,050800,4112,QN07,Hollis
Queens,081,4,051000,4112,QN07,Hollis
Queens,081,4,000100,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,000700,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,001900,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,016900,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,017100,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,017900,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,018101,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,018102,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,018300,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,018501,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,018502,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,018700,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,018900,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,019900,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,020500,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,021900,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,023500,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,025301,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,025302,4109,QN31,Hunters Point-Sunnyside-West Maspeth
Queens,081,4,027300,4102,QN28,Jackson Heights
Queens,081,4,027500,4102,QN28,Jackson Heights
Queens,081,4,027700,4102,QN28,Jackson Heights
Queens,081,4,027900,4102,QN28,Jackson Heights
Queens,081,4,028100,4102,QN28,Jackson Heights
Queens,081,4,028300,4102,QN28,Jackson Heights
Queens,081,4,028500,4102,QN28,Jackson Heights
Queens,081,4,028700,4102,QN28,Jackson Heights
Queens,081,4,028900,4102,QN28,Jackson Heights
Queens,081,4,029100,4102,QN28,Jackson Heights
Queens,081,4,030902,4102,QN28,Jackson Heights
Queens,081,4,030903,4102,QN28,Jackson Heights
Queens,081,4,030904,4102,QN28,Jackson Heights
Queens,081,4,032700,4102,QN28,Jackson Heights
Queens,081,4,032900,4102,QN28,Jackson Heights
Queens,081,4,033700,4102,QN28,Jackson Heights
Queens,081,4,033900,4102,QN28,Jackson Heights
Queens,081,4,034700,4102,QN28,Jackson Heights
Queens,081,4,035100,4102,QN28,Jackson Heights
Queens,081,4,020400,4112,QN61,Jamaica
Queens,081,4,020600,4112,QN61,Jamaica
Queens,081,4,020800,4112,QN61,Jamaica
Queens,081,4,021200,4112,QN61,Jamaica
Queens,081,4,023800,4112,QN61,Jamaica
Queens,081,4,024000,4112,QN61,Jamaica
Queens,081,4,024600,4112,QN61,Jamaica
Queens,081,4,044400,4112,QN61,Jamaica
Queens,081,4,044601,4112,QN61,Jamaica
Queens,081,4,044602,4112,QN61,Jamaica
Queens,081,4,046000,4112,QN61,Jamaica
Queens,081,4,046200,4112,QN61,Jamaica
Queens,081,4,046800,4112,QN61,Jamaica
Queens,081,4,047000,4112,QN61,Jamaica
Queens,081,4,048000,4112,QN61,Jamaica
Queens,081,4,045800,4106,QN06,Jamaica Estates-Holliswood
Queens,081,4,046400,4106,QN06,Jamaica Estates-Holliswood
Queens,081,4,046600,4106,QN06,Jamaica Estates-Holliswood
Queens,081,4,047200,4106,QN06,Jamaica Estates-Holliswood
Queens,081,4,047600,4106,QN06,Jamaica Estates-Holliswood
Queens,081,4,047800,4106,QN06,Jamaica Estates-Holliswood
Queens,081,4,049200,4106,QN06,Jamaica Estates-Holliswood
Queens,081,4,127700,4106,QN06,Jamaica Estates-Holliswood
Queens,081,4,013400,4111,QN60,Kew Gardens
Queens,081,4,013600,4111,QN60,Kew Gardens
Queens,081,4,013800,4111,QN60,Kew Gardens
Queens,081,4,014000,4111,QN60,Kew Gardens
Queens,081,4,021600,4111,QN60,Kew Gardens
Queens,081,4,077300,4111,QN60,Kew Gardens
Queens,081,4,077500,4111,QN60,Kew Gardens
Queens,081,4,077902,4106,QN37,Kew Gardens Hills
Queens,081,4,077903,4106,QN37,Kew Gardens Hills
Queens,081,4,077904,4106,QN37,Kew Gardens Hills
Queens,081,4,077905,4106,QN37,Kew Gardens Hills
Queens,081,4,077906,4106,QN37,Kew Gardens Hills
Queens,081,4,077907,4106,QN37,Kew Gardens Hills
Queens,081,4,077908,4106,QN37,Kew Gardens Hills
Queens,081,4,080900,4106,QN37,Kew Gardens Hills
Queens,081,4,125700,4106,QN37,Kew Gardens Hills
Queens,081,4,032800,4105,QN66,Laurelton
Queens,081,4,035800,4105,QN66,Laurelton
Queens,081,4,061601,4105,QN66,Laurelton
Queens,081,4,061800,4105,QN66,Laurelton
Queens,081,4,062000,4105,QN66,Laurelton
Queens,081,4,062600,4105,QN66,Laurelton
Queens,081,4,063000,4105,QN66,Laurelton
Queens,081,4,063200,4105,QN66,Laurelton
Queens,081,4,064600,4105,QN66,Laurelton
Queens,081,4,065000,4105,QN66,Laurelton
Queens,081,4,068200,4105,QN66,Laurelton
Queens,081,4,006201,4113,QN57,Lindenwood-Howard Beach
Queens,081,4,006202,4113,QN57,Lindenwood-Howard Beach
Queens,081,4,088400,4113,QN57,Lindenwood-Howard Beach
Queens,081,4,089200,4113,QN57,Lindenwood-Howard Beach
Queens,081,4,049301,4110,QN30,Maspeth
Queens,081,4,049302,4110,QN30,Maspeth
Queens,081,4,049500,4110,QN30,Maspeth
Queens,081,4,049700,4110,QN30,Maspeth
Queens,081,4,051100,4110,QN30,Maspeth
Queens,081,4,051300,4110,QN30,Maspeth
Queens,081,4,051500,4110,QN30,Maspeth
Queens,081,4,051700,4110,QN30,Maspeth
Queens,081,4,052100,4110,QN30,Maspeth
Queens,081,4,052500,4110,QN30,Maspeth
Queens,081,4,053100,4110,QN30,Maspeth
Queens,081,4,053500,4110,QN30,Maspeth
Queens,081,4,059900,4110,QN30,Maspeth
Queens,081,4,060100,4110,QN30,Maspeth
Queens,081,4,050500,4110,QN21,Middle Village
Queens,081,4,050700,4110,QN21,Middle Village
Queens,081,4,060300,4110,QN21,Middle Village
Queens,081,4,060701,4110,QN21,Middle Village
Queens,081,4,061900,4110,QN21,Middle Village
Queens,081,4,062100,4110,QN21,Middle Village
Queens,081,4,065501,4110,QN21,Middle Village
Queens,081,4,065702,4110,QN21,Middle Village
Queens,081,4,065703,4110,QN21,Middle Village
Queens,081,4,065900,4110,QN21,Middle Village
Queens,081,4,066100,4110,QN21,Middle Village
Queens,081,4,066300,4110,QN21,Middle Village
Queens,081,4,066501,4110,QN21,Middle Village
Queens,081,4,066701,4110,QN21,Middle Village
Queens,081,4,066900,4110,QN21,Middle Village
Queens,081,4,067100,4110,QN21,Middle Village
Queens,081,4,067700,4110,QN21,Middle Village
Queens,081,4,067900,4110,QN21,Middle Village
Queens,081,4,086300,4103,QN51,Murray Hill
Queens,081,4,104700,4103,QN51,Murray Hill
Queens,081,4,105900,4103,QN51,Murray Hill
Queens,081,4,114100,4103,QN51,Murray Hill
Queens,081,4,114700,4103,QN51,Murray Hill
Queens,081,4,115100,4103,QN51,Murray Hill
Queens,081,4,115500,4103,QN51,Murray Hill
Queens,081,4,115700,4103,QN51,Murray Hill
Queens,081,4,115900,4103,QN51,Murray Hill
Queens,081,4,116300,4103,QN51,Murray Hill
Queens,081,4,116700,4103,QN51,Murray Hill
Queens,081,4,117100,4103,QN51,Murray Hill
Queens,081,4,117500,4103,QN51,Murray Hill
Queens,081,4,037500,4102,QN26,North Corona
Queens,081,4,037700,4102,QN26,North Corona
Queens,081,4,037900,4102,QN26,North Corona
Queens,081,4,038100,4102,QN26,North Corona
Queens,081,4,040100,4102,QN26,North Corona
Queens,081,4,040300,4102,QN26,North Corona
Queens,081,4,040500,4102,QN26,North Corona
Queens,081,4,040700,4102,QN26,North Corona
Queens,081,4,040900,4102,QN26,North Corona
Queens,081,4,129102,4104,QN42,Oakland Gardens
Queens,081,4,129103,4104,QN42,Oakland Gardens
Queens,081,4,129104,4104,QN42,Oakland Gardens
Queens,081,4,136700,4104,QN42,Oakland Gardens
Queens,081,4,137700,4104,QN42,Oakland Gardens
Queens,081,4,138501,4104,QN42,Oakland Gardens
Queens,081,4,006900,4101,QN71,Old Astoria
Queens,081,4,007100,4101,QN71,Old Astoria
Queens,081,4,007300,4101,QN71,Old Astoria
Queens,081,4,007900,4101,QN71,Old Astoria
Queens,081,4,008100,4101,QN71,Old Astoria
Queens,081,4,008300,4101,QN71,Old Astoria
Queens,081,4,008700,4101,QN71,Old Astoria
Queens,081,4,009100,4101,QN71,Old Astoria
Queens,081,4,004002,4113,QN56,Ozone Park
Queens,081,4,004401,4113,QN56,Ozone Park
Queens,081,4,005000,4113,QN56,Ozone Park
Queens,081,4,005400,4113,QN56,Ozone Park
Queens,081,4,005800,4113,QN56,Ozone Park
Queens,081,4,008600,4113,QN56,Ozone Park
Queens,081,4,008800,4113,QN56,Ozone Park
Queens,081,4,009900,4101,QN99,park-cemetery-etc-Queens
Queens,081,4,022900,4109,QN99,park-cemetery-etc-Queens
Queens,081,4,029900,4101,QN99,park-cemetery-etc-Queens
Queens,081,4,038301,4103,QN99,park-cemetery-etc-Queens
Queens,081,4,038302,4107,QN99,park-cemetery-etc-Queens
Queens,081,4,056100,4110,QN99,park-cemetery-etc-Queens
Queens,081,4,062400,4105,QN99,park-cemetery-etc-Queens
Queens,081,4,064102,4111,QN99,park-cemetery-etc-Queens
Queens,081,4,079300,4106,QN99,park-cemetery-etc-Queens
