,,,,,,
New York City 2010 Census Tract to Neighborhood Tabulation Area (NTA) Equivalency,,,,,,
,,,,,,
Borough,2010 Census Bureau FIPS County Code,2010 NYC Borough Code,2010 Census Tract,PUMA,Neighborhood Tabulation Area (NTA),
Brooklyn,047,3,029400,4017,BK28,Bensonhurst West
Brooklyn,047,3,029600,4017,BK28,Bensonhurst West
Brooklyn,047,3,011400,4014,BK88,Borough Park
Brooklyn,047,3,011600,4014,BK88,Borough Park
Brooklyn,047,3,019200,4014,BK88,Borough Park
Brooklyn,047,3,021400,4014,BK88,Borough Park
Brooklyn,047,3,021600,4014,BK88,Borough Park
Brooklyn,047,3,021800,4014,BK88,Borough Park
Brooklyn,047,3,022000,4014,BK88,Borough Park
Brooklyn,047,3,022200,4014,BK88,Borough Park
Brooklyn,047,3,022400,4014,BK88,Borough Park
Brooklyn,047,3,022600,4014,BK88,Borough Park
Brooklyn,047,3,022800,4014,BK88,Borough Park
Brooklyn,047,3,023000,4014,BK88,Borough Park
Brooklyn,047,3,023200,4014,BK88,Borough Park
Brooklyn,047,3,023400,4014,BK88,Borough Park
Brooklyn,047,3,023600,4014,BK88,Borough Park
Brooklyn,047,3,023800,4014,BK88,Borough Park
Brooklyn,047,3,024000,4014,BK88,Borough Park
Brooklyn,047,3,024200,4014,BK88,Borough Park
Brooklyn,047,3,024400,4014,BK88,Borough Park
Brooklyn,047,3,024600,4014,BK88,Borough Park
Brooklyn,047,3,044600,4014,BK88,Borough Park
Brooklyn,047,3,046400,4014,BK88,Borough Park
Brooklyn,047,3,046800,4014,BK88,Borough Park
Brooklyn,047,3,047000,4014,BK88,Borough Park
Brooklyn,047,3,047200,4014,BK88,Borough Park
Brooklyn,047,3,047400,4014,BK88,Borough Park
Brooklyn,047,3,047600,4014,BK88,Borough Park
Brooklyn,047,3,047800,4014,BK88,Borough Park
Brooklyn,047,3,036001,4018,BK19,Brighton Beach
Brooklyn,047,3,036002,4018,BK19,Brighton Beach
Brooklyn,047,3,036200,4018,BK19,Brighton Beach
Brooklyn,047,3,036400,4018,BK19,Brighton Beach
Brooklyn,047,3,036600,4018,BK19,Brighton Beach
Brooklyn,047,3,037000,4018,BK19,Brighton Beach
Brooklyn,047,3,061002,4018,BK19,Brighton Beach
Brooklyn,047,3,061003,4018,BK19,Brighton Beach
Brooklyn,047,3,061004,4018,BK19,Brighton Beach
Brooklyn,047,3,000100,4004,BK09,Brooklyn Heights-Cobble Hill
Brooklyn,047,3,000301,4004,BK09,Brooklyn Heights-Cobble Hill
Brooklyn,047,3,000501,4004,BK09,Brooklyn Heights-Cobble Hill
Brooklyn,047,3,000502,4004,BK09,Brooklyn Heights-Cobble Hill
Brooklyn,047,3,000700,4004,BK09,Brooklyn Heights-Cobble Hill
Brooklyn,047,3,000900,4004,BK09,Brooklyn Heights-Cobble Hill
Brooklyn,047,3,089200,4007,BK81,Brownsville
Brooklyn,047,3,089400,4007,BK81,Brownsville
Brooklyn,047,3,089600,4007,BK81,Brownsville
Brooklyn,047,3,089800,4007,BK81,Brownsville
Brooklyn,047,3,090000,4007,BK81,Brownsville
Brooklyn,047,3,090200,4007,BK81,Brownsville
Brooklyn,047,3,090600,4007,BK81,Brownsville
Brooklyn,047,3,090800,4007,BK81,Brownsville
Brooklyn,047,3,091000,4007,BK81,Brownsville
Brooklyn,047,3,091200,4007,BK81,Brownsville
Brooklyn,047,3,091600,4007,BK81,Brownsville
Brooklyn,047,3,091800,4007,BK81,Brownsville
Brooklyn,047,3,092000,4007,BK81,Brownsville
Brooklyn,047,3,092200,4007,BK81,Brownsville
Brooklyn,047,3,092400,4007,BK81,Brownsville
Brooklyn,047,3,040900,4002,BK77,Bushwick North
Brooklyn,047,3,042700,4002,BK77,Bushwick North
Brooklyn,047,3,042900,4002,BK77,Bushwick North
Brooklyn,047,3,043100,4002,BK77,Bushwick North
Brooklyn,047,3,043300,4002,BK77,Bushwick North
Brooklyn,047,3,043500,4002,BK77,Bushwick North
Brooklyn,047,3,043700,4002,BK77,Bushwick North
Brooklyn,047,3,043900,4002,BK77,Bushwick North
Brooklyn,047,3,044100,4002,BK77,Bushwick North
Brooklyn,047,3,044300,4002,BK77,Bushwick North
Brooklyn,047,3,044500,4002,BK77,Bushwick North
Brooklyn,047,3,044700,4002,BK77,Bushwick North
Brooklyn,047,3,045300,4002,BK77,Bushwick North
Brooklyn,047,3,028501,4002,BK78,Bushwick South
Brooklyn,047,3,038900,4002,BK78,Bushwick South
Brooklyn,047,3,039100,4002,BK78,Bushwick South
Brooklyn,047,3,039300,4002,BK78,Bushwick South
Brooklyn,047,3,039500,4002,BK78,Bushwick South
Brooklyn,047,3,039700,4002,BK78,Bushwick South
Brooklyn,047,3,039900,4002,BK78,Bushwick South
Brooklyn,047,3,040100,4002,BK78,Bushwick South
Brooklyn,047,3,040300,4002,BK78,Bushwick South
Brooklyn,047,3,040500,4002,BK78,Bushwick South
Brooklyn,047,3,041100,4002,BK78,Bushwick South
Brooklyn,047,3,041300,4002,BK78,Bushwick South
Brooklyn,047,3,041500,4002,BK78,Bushwick South
Brooklyn,047,3,041700,4002,BK78,Bushwick South
Brooklyn,047,3,041900,4002,BK78,Bushwick South
Brooklyn,047,3,042100,4002,BK78,Bushwick South
Brooklyn,047,3,042300,4002,BK78,Bushwick South
Brooklyn,047,3,042500,4002,BK78,Bushwick South
Brooklyn,047,3,048500,4002,BK78,Bushwick South
Brooklyn,047,3,048900,4002,BK78,Bushwick South
Brooklyn,047,3,049300,4002,BK78,Bushwick South
Brooklyn,047,3,095000,4009,BK50,Canarsie
Brooklyn,047,3,095400,4009,BK50,Canarsie
Brooklyn,047,3,095600,4009,BK50,Canarsie
Brooklyn,047,3,095800,4009,BK50,Canarsie
Brooklyn,047,3,096000,4009,BK50,Canarsie
Brooklyn,047,3,096200,4009,BK50,Canarsie
Brooklyn,047,3,096400,4009,BK50,Canarsie
Brooklyn,047,3,096600,4009,BK50,Canarsie
Brooklyn,047,3,096800,4009,BK50,Canarsie
Brooklyn,047,3,097000,4009,BK50,Canarsie
Brooklyn,047,3,097400,4009,BK50,Canarsie
Brooklyn,047,3,098200,4009,BK50,Canarsie
Brooklyn,047,3,098400,4009,BK50,Canarsie
Brooklyn,047,3,098600,4009,BK50,Canarsie
Brooklyn,047,3,098800,4009,BK50,Canarsie
Brooklyn,047,3,099000,4009,BK50,Canarsie
Brooklyn,047,3,099200,4009,BK50,Canarsie
Brooklyn,047,3,099400,4009,BK50,Canarsie
Brooklyn,047,3,099600,4009,BK50,Canarsie
Brooklyn,047,3,099800,4009,BK50,Canarsie
Brooklyn,047,3,100400,4009,BK50,Canarsie
Brooklyn,047,3,100600,4009,BK50,Canarsie
Brooklyn,047,3,100800,4009,BK50,Canarsie
Brooklyn,047,3,101000,4009,BK50,Canarsie
Brooklyn,047,3,101200,4009,BK50,Canarsie
Brooklyn,047,3,101400,4009,BK50,Canarsie
Brooklyn,047,3,101600,4009,BK50,Canarsie
Brooklyn,047,3,101800,4009,BK50,Canarsie
Brooklyn,047,3,102000,4009,BK50,Canarsie
Brooklyn,047,3,102200,4009,BK50,Canarsie
Brooklyn,047,3,102400,4009,BK50,Canarsie
Brooklyn,047,3,102600,4009,BK50,Canarsie
Brooklyn,047,3,102800,4009,BK50,Canarsie
Brooklyn,047,3,103400,4009,BK50,Canarsie
Brooklyn,047,3,004500,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,004700,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,004900,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,005100,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,005300,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,005900,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,006300,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,006500,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,006700,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,007500,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,007700,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,008500,4005,BK33,Carroll Gardens-Columbia Street-Red Hook
Brooklyn,047,3,019100,4004,BK69,Clinton Hill
Brooklyn,047,3,019300,4004,BK69,Clinton Hill
Brooklyn,047,3,019500,4004,BK69,Clinton Hill
Brooklyn,047,3,019700,4004,BK69,Clinton Hill
Brooklyn,047,3,019900,4004,BK69,Clinton Hill
Brooklyn,047,3,020100,4004,BK69,Clinton Hill
Brooklyn,047,3,022700,4004,BK69,Clinton Hill
Brooklyn,047,3,022900,4004,BK69,Clinton Hill
Brooklyn,047,3,023100,4004,BK69,Clinton Hill
Brooklyn,047,3,023500,4004,BK69,Clinton Hill
Brooklyn,047,3,021700,4006,BK61,Crown Heights North
Brooklyn,047,3,021900,4006,BK61,Crown Heights North
Brooklyn,047,3,022100,4006,BK61,Crown Heights North
Brooklyn,047,3,024700,4006,BK61,Crown Heights North
Brooklyn,047,3,027100,4006,BK61,Crown Heights North
Brooklyn,047,3,029700,4006,BK61,Crown Heights North
Brooklyn,047,3,029900,4006,BK61,Crown Heights North
Brooklyn,047,3,030500,4006,BK61,Crown Heights North
Brooklyn,047,3,030700,4006,BK61,Crown Heights North
Brooklyn,047,3,030900,4006,BK61,Crown Heights North
Brooklyn,047,3,031100,4006,BK61,Crown Heights North
Brooklyn,047,3,031300,4006,BK61,Crown Heights North
Brooklyn,047,3,031500,4006,BK61,Crown Heights North
Brooklyn,047,3,031701,4006,BK61,Crown Heights North
Brooklyn,047,3,031702,4006,BK61,Crown Heights North
Brooklyn,047,3,033700,4006,BK61,Crown Heights North
Brooklyn,047,3,033900,4006,BK61,Crown Heights North
Brooklyn,047,3,034100,4006,BK61,Crown Heights North
Brooklyn,047,3,034300,4006,BK61,Crown Heights North
Brooklyn,047,3,034500,4006,BK61,Crown Heights North
Brooklyn,047,3,034700,4006,BK61,Crown Heights North
Brooklyn,047,3,034900,4006,BK61,Crown Heights North
Brooklyn,047,3,035100,4006,BK61,Crown Heights North
Brooklyn,047,3,035300,4006,BK61,Crown Heights North
Brooklyn,047,3,035700,4006,BK61,Crown Heights North
Brooklyn,047,3,035900,4006,BK61,Crown Heights North
Brooklyn,047,3,038100,4006,BK61,Crown Heights North
Brooklyn,047,3,021300,4011,BK63,Crown Heights South
Brooklyn,047,3,031900,4011,BK63,Crown Heights South
Brooklyn,047,3,032100,4011,BK63,Crown Heights South
Brooklyn,047,3,032300,4011,BK63,Crown Heights South
Brooklyn,047,3,032500,4011,BK63,Crown Heights South
Brooklyn,047,3,033100,4011,BK63,Crown Heights South
Brooklyn,047,3,033300,4011,BK63,Crown Heights South
Brooklyn,047,3,033500,4011,BK63,Crown Heights South
Brooklyn,047,3,035500,4011,BK63,Crown Heights South
Brooklyn,047,3,114201,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,114202,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,114600,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,117201,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,117202,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,117400,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,117601,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,117602,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,117800,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,118201,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,118202,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,118400,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,118600,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,118800,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,119000,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,120200,4008,BK83,Cypress Hills-City Line
Brooklyn,047,3,001100,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,001300,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,001500,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,002100,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,002300,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,003700,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,003900,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,004100,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,004300,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,006900,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,007100,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,012700,4004,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Brooklyn,047,3,012801,4013,BK30,Dyker Heights
Brooklyn,047,3,013200,4013,BK30,Dyker Heights
Brooklyn,047,3,014000,4013,BK30,Dyker Heights
Brooklyn,047,3,014800,4013,BK30,Dyker Heights
Brooklyn,047,3,015000,4013,BK30,Dyker Heights
Brooklyn,047,3,015200,4013,BK30,Dyker Heights
Brooklyn,047,3,016600,4013,BK30,Dyker Heights
Brooklyn,047,3,019400,4013,BK30,Dyker Heights
Brooklyn,047,3,019600,4013,BK30,Dyker Heights
Brooklyn,047,3,019800,4013,BK30,Dyker Heights
Brooklyn,047,3,020000,4013,BK30,Dyker Heights
Brooklyn,047,3,020200,4013,BK30,Dyker Heights
Brooklyn,047,3,020400,4013,BK30,Dyker Heights
Brooklyn,047,3,020600,4013,BK30,Dyker Heights
Brooklyn,047,3,020800,4013,BK30,Dyker Heights
Brooklyn,047,3,021000,4013,BK30,Dyker Heights
Brooklyn,047,3,021200,4013,BK30,Dyker Heights
Brooklyn,047,3,078000,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,078200,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,078400,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,081400,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,081600,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,083000,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,083200,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,083400,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,083600,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,083800,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,084000,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,085000,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,085400,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,085600,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,085800,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,086000,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,087000,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,087200,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,093200,4010,BK91,East Flatbush-Farragut
Brooklyn,047,3,107000,4008,BK82,East New York
Brooklyn,047,3,107800,4008,BK82,East New York
Brooklyn,047,3,109800,4008,BK82,East New York
Brooklyn,047,3,110400,4008,BK82,East New York
Brooklyn,047,3,110600,4008,BK82,East New York
Brooklyn,047,3,111000,4008,BK82,East New York
Brooklyn,047,3,111600,4008,BK82,East New York
Brooklyn,047,3,111800,4008,BK82,East New York
Brooklyn,047,3,112000,4008,BK82,East New York
Brooklyn,047,3,112400,4008,BK82,East New York
Brooklyn,047,3,115000,4008,BK82,East New York
Brooklyn,047,3,115200,4008,BK82,East New York
Brooklyn,047,3,116000,4008,BK82,East New York
Brooklyn,047,3,116200,4008,BK82,East New York
Brooklyn,047,3,116400,4008,BK82,East New York
Brooklyn,047,3,116600,4008,BK82,East New York
Brooklyn,047,3,116800,4008,BK82,East New York
Brooklyn,047,3,117000,4008,BK82,East New York
Brooklyn,047,3,119200,4008,BK82,East New York
Brooklyn,047,3,119400,4008,BK82,East New York
Brooklyn,047,3,119600,4008,BK82,East New York
Brooklyn,047,3,119800,4008,BK82,East New York
Brooklyn,047,3,120000,4008,BK82,East New York
Brooklyn,047,3,120800,4008,BK82,East New York
Brooklyn,047,3,121000,4008,BK82,East New York
Brooklyn,047,3,121400,4008,BK82,East New York
Brooklyn,047,3,122000,4008,BK82,East New York
Brooklyn,047,3,112200,4007,BK85,East New York (Pennsylvania Ave)
Brooklyn,047,3,112600,4007,BK85,East New York (Pennsylvania Ave)
Brooklyn,047,3,112800,4007,BK85,East New York (Pennsylvania Ave)
Brooklyn,047,3,113000,4007,BK85,East New York (Pennsylvania Ave)
Brooklyn,047,3,113200,4007,BK85,East New York (Pennsylvania Ave)
Brooklyn,047,3,113400,4007,BK85,East New York (Pennsylvania Ave)
Brooklyn,047,3,114400,4007,BK85,East New York (Pennsylvania Ave)
Brooklyn,047,3,115600,4007,BK85,East New York (Pennsylvania Ave)
Brooklyn,047,3,115800,4007,BK85,East New York (Pennsylvania Ave)
Brooklyn,047,3,044900,4001,BK90,East Williamsburg
Brooklyn,047,3,047700,4001,BK90,East Williamsburg
Brooklyn,047,3,048100,4001,BK90,East Williamsburg
Brooklyn,047,3,049100,4001,BK90,East Williamsburg
Brooklyn,047,3,049500,4001,BK90,East Williamsburg
Brooklyn,047,3,049700,4001,BK90,East Williamsburg
Brooklyn,047,3,050100,4001,BK90,East Williamsburg
Brooklyn,047,3,050300,4001,BK90,East Williamsburg
Brooklyn,047,3,050500,4001,BK90,East Williamsburg
Brooklyn,047,3,051100,4001,BK90,East Williamsburg
Brooklyn,047,3,079000,4010,BK95,Erasmus
Brooklyn,047,3,079200,4010,BK95,Erasmus
Brooklyn,047,3,079400,4010,BK95,Erasmus
Brooklyn,047,3,081800,4010,BK95,Erasmus
Brooklyn,047,3,082400,4010,BK95,Erasmus
Brooklyn,047,3,082600,4010,BK95,Erasmus
Brooklyn,047,3,082800,4010,BK95,Erasmus
Brooklyn,047,3,046000,4015,BK42,Flatbush
Brooklyn,047,3,046201,4015,BK42,Flatbush
Brooklyn,047,3,048000,4015,BK42,Flatbush
Brooklyn,047,3,048200,4015,BK42,Flatbush
Brooklyn,047,3,050600,4015,BK42,Flatbush
Brooklyn,047,3,050801,4015,BK42,Flatbush
Brooklyn,047,3,050803,4015,BK42,Flatbush
Brooklyn,047,3,050804,4015,BK42,Flatbush
Brooklyn,047,3,051001,4015,BK42,Flatbush
Brooklyn,047,3,051002,4015,BK42,Flatbush
Brooklyn,047,3,051200,4015,BK42,Flatbush
Brooklyn,047,3,051400,4015,BK42,Flatbush
Brooklyn,047,3,051601,4015,BK42,Flatbush
Brooklyn,047,3,051602,4015,BK42,Flatbush
Brooklyn,047,3,051800,4015,BK42,Flatbush
Brooklyn,047,3,052000,4015,BK42,Flatbush
Brooklyn,047,3,052600,4015,BK42,Flatbush
Brooklyn,047,3,052800,4015,BK42,Flatbush
Brooklyn,047,3,076400,4015,BK42,Flatbush
Brooklyn,047,3,076600,4015,BK42,Flatbush
Brooklyn,047,3,077000,4015,BK42,Flatbush
Brooklyn,047,3,077200,4015,BK42,Flatbush
Brooklyn,047,3,077400,4015,BK42,Flatbush
Brooklyn,047,3,078600,4015,BK42,Flatbush
Brooklyn,047,3,078800,4015,BK42,Flatbush
Brooklyn,047,3,152200,4015,BK42,Flatbush
Brooklyn,047,3,065000,4009,BK58,Flatlands
Brooklyn,047,3,067200,4009,BK58,Flatlands
Brooklyn,047,3,067400,4009,BK58,Flatlands
Brooklyn,047,3,067600,4009,BK58,Flatlands
Brooklyn,047,3,067800,4009,BK58,Flatlands
Brooklyn,047,3,068000,4009,BK58,Flatlands
Brooklyn,047,3,068200,4009,BK58,Flatlands
Brooklyn,047,3,068800,4009,BK58,Flatlands
Brooklyn,047,3,069000,4009,BK58,Flatlands
Brooklyn,047,3,069200,4009,BK58,Flatlands
Brooklyn,047,3,072000,4009,BK58,Flatlands
Brooklyn,047,3,072200,4009,BK58,Flatlands
Brooklyn,047,3,072400,4009,BK58,Flatlands
Brooklyn,047,3,072600,4009,BK58,Flatlands
Brooklyn,047,3,072800,4009,BK58,Flatlands
Brooklyn,047,3,073000,4009,BK58,Flatlands
Brooklyn,047,3,073200,4009,BK58,Flatlands
Brooklyn,047,3,073400,4009,BK58,Flatlands
Brooklyn,047,3,073600,4009,BK58,Flatlands
Brooklyn,047,3,073800,4009,BK58,Flatlands
Brooklyn,047,3,074000,4009,BK58,Flatlands
Brooklyn,047,3,074200,4009,BK58,Flatlands
Brooklyn,047,3,074400,4009,BK58,Flatlands
Brooklyn,047,3,074600,4009,BK58,Flatlands
Brooklyn,047,3,077600,4009,BK58,Flatlands
Brooklyn,047,3,094401,4009,BK58,Flatlands
Brooklyn,047,3,094402,4009,BK58,Flatlands
Brooklyn,047,3,002901,4004,BK68,Fort Greene
Brooklyn,047,3,003100,4004,BK68,Fort Greene
Brooklyn,047,3,003300,4004,BK68,Fort Greene
Brooklyn,047,3,003500,4004,BK68,Fort Greene
Brooklyn,047,3,017900,4004,BK68,Fort Greene
Brooklyn,047,3,018100,4004,BK68,Fort Greene
Brooklyn,047,3,018300,4004,BK68,Fort Greene
Brooklyn,047,3,018501,4004,BK68,Fort Greene
Brooklyn,047,3,018700,4004,BK68,Fort Greene
Brooklyn,047,3,021100,4004,BK68,Fort Greene
Brooklyn,047,3,063600,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,064000,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,064400,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,064600,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,064800,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,065200,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,065400,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,065600,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,065800,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,066000,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,066200,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,067000,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,068600,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,069601,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,069602,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,069800,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,070000,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,070201,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,070600,4009,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
Brooklyn,047,3,030600,4018,BK26,Gravesend
Brooklyn,047,3,030800,4018,BK26,Gravesend
Brooklyn,047,3,031400,4018,BK26,Gravesend
Brooklyn,047,3,037401,4018,BK26,Gravesend
Brooklyn,047,3,037402,4018,BK26,Gravesend
Brooklyn,047,3,038200,4018,BK26,Gravesend
Brooklyn,047,3,038600,4018,BK26,Gravesend
Brooklyn,047,3,039800,4018,BK26,Gravesend
Brooklyn,047,3,049900,4001,BK76,Greenpoint
Brooklyn,047,3,056100,4001,BK76,Greenpoint
Brooklyn,047,3,056300,4001,BK76,Greenpoint
Brooklyn,047,3,056500,4001,BK76,Greenpoint
Brooklyn,047,3,056900,4001,BK76,Greenpoint
Brooklyn,047,3,057100,4001,BK76,Greenpoint
Brooklyn,047,3,057300,4001,BK76,Greenpoint
Brooklyn,047,3,057500,4001,BK76,Greenpoint
Brooklyn,047,3,057900,4001,BK76,Greenpoint
Brooklyn,047,3,058900,4001,BK76,Greenpoint
Brooklyn,047,3,059100,4001,BK76,Greenpoint
Brooklyn,047,3,059300,4001,BK76,Greenpoint
Brooklyn,047,3,038800,4016,BK25,Homecrest
Brooklyn,047,3,039000,4016,BK25,Homecrest
Brooklyn,047,3,039200,4016,BK25,Homecrest
Brooklyn,047,3,039400,4016,BK25,Homecrest
Brooklyn,047,3,039600,4016,BK25,Homecrest
Brooklyn,047,3,041401,4016,BK25,Homecrest
Brooklyn,047,3,041402,4016,BK25,Homecrest
Brooklyn,047,3,041600,4016,BK25,Homecrest
Brooklyn,047,3,041800,4016,BK25,Homecrest
Brooklyn,047,3,042000,4016,BK25,Homecrest
Brooklyn,047,3,042200,4016,BK25,Homecrest
Brooklyn,047,3,055400,4016,BK25,Homecrest
Brooklyn,047,3,055600,4016,BK25,Homecrest
Brooklyn,047,3,058200,4016,BK25,Homecrest
Brooklyn,047,3,058400,4016,BK25,Homecrest
Brooklyn,047,3,058800,4016,BK25,Homecrest
Brooklyn,047,3,048400,4014,BK41,Kensington-Ocean Parkway
Brooklyn,047,3,048600,4014,BK41,Kensington-Ocean Parkway
Brooklyn,047,3,048800,4014,BK41,Kensington-Ocean Parkway
Brooklyn,047,3,049000,4014,BK41,Kensington-Ocean Parkway
Brooklyn,047,3,049200,4014,BK41,Kensington-Ocean Parkway
Brooklyn,047,3,049400,4014,BK41,Kensington-Ocean Parkway
Brooklyn,047,3,049600,4014,BK41,Kensington-Ocean Parkway
Brooklyn,047,3,049800,4014,BK41,Kensington-Ocean Parkway
Brooklyn,047,3,054800,4016,BK44,Madison
Brooklyn,047,3,055000,4016,BK44,Madison
Brooklyn,047,3,055200,4016,BK44,Madison
Brooklyn,047,3,055800,4016,BK44,Madison
Brooklyn,047,3,056000,4016,BK44,Madison
Brooklyn,047,3,056200,4016,BK44,Madison
Brooklyn,047,3,056400,4016,BK44,Madison
Brooklyn,047,3,056600,4016,BK44,Madison
Brooklyn,047,3,056800,4016,BK44,Madison
Brooklyn,047,3,057400,4016,BK44,Madison
Brooklyn,047,3,057600,4016,BK44,Madison
Brooklyn,047,3,057800,4016,BK44,Madison
Brooklyn,047,3,058000,4016,BK44,Madison
Brooklyn,047,3,063800,4016,BK44,Madison
Brooklyn,047,3,064200,4016,BK44,Madison
Brooklyn,047,3,045600,4015,BK43,Midwood
Brooklyn,047,3,045800,4015,BK43,Midwood
Brooklyn,047,3,053000,4015,BK43,Midwood
Brooklyn,047,3,053200,4015,BK43,Midwood
Brooklyn,047,3,053400,4015,BK43,Midwood
Brooklyn,047,3,053800,4015,BK43,Midwood
Brooklyn,047,3,054200,4015,BK43,Midwood
Brooklyn,047,3,054400,4015,BK43,Midwood
Brooklyn,047,3,054600,4015,BK43,Midwood
Brooklyn,047,3,074800,4015,BK43,Midwood
Brooklyn,047,3,075000,4015,BK43,Midwood
Brooklyn,047,3,075200,4015,BK43,Midwood
Brooklyn,047,3,075400,4015,BK43,Midwood
Brooklyn,047,3,075600,4015,BK43,Midwood
